,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
20,0.052017,0.20176,0.05812,0.31217,0.19117,0.018609,0.25278,-0.032631,0.011214,0.0011246,0.27669,-0.093012,0.42004,0.16737,0.13439,0.24756,0.2249,0.30361,0.089052,0.3091,1,0.023778,0.17211,-0.12055,0.0565,0.1566,0.13793,-0.15389,-0.22091,0.10767,0.1711,0.03127,-0.036215,0.074459,-0.0042082,-0.047842,0.21201,-0.084864,-0.082232,0.24983,-0.11531,0.26994,0.2505,-0.15908,-0.10964,-0.16164,0.0035471,-0.11614,0.18812,-0.035049,-0.077198,-0.13526,0.071021,-0.13234,0.31144,0.13484,0.1004,-0.0085943,0.010641,-0.1338,-0.094213,-0.040592,0.031111,-0.043071,-0.056234,0.15943,-0.27654
21,-0.070226,-0.072013,-0.020929,0.33944,0.24343,0.19294,0.28174,0.10444,0.051214,0.16592,0.16149,-0.094892,0.051891,-0.013065,0.08011,-0.13525,0.23363,0.093947,0.25326,-0.0061243,0.023778,1,0.0075381,0.063759,0.11426,0.26772,0.19846,0.2525,0.25752,0.12248,0.037388,0.22571,-0.1527,-0.18491,-0.12382,0.20748,0.24258,0.045017,-0.24936,0.19408,0.011621,0.086864,0.023938,0.21674,-0.10592,0.16345,0.24784,-0.00033143,0.087786,-0.14712,-0.074746,-0.002241,0.29241,-0.17398,-0.072573,0.22788,0.022151,-0.15462,-0.18657,-0.069057,-0.03431,0.042918,-0.10525,-0.047303,0.055611,0.15514,-0.27311
22,0.13387,0.27279,0.0055205,0.092543,0.067923,-0.047875,0.27345,0.22972,-0.045363,0.11243,0.31944,0.21867,0.17991,-0.023166,-0.0074603,0.16744,0.28591,0.069586,0.083863,0.10755,0.17211,0.0075381,1,0.24873,-0.0047578,0.38974,0.19555,0.18047,-0.036548,0.19555,0.023619,0.31814,0.28101,0.047027,0.23522,0.068613,0.32761,-0.33826,0.12225,0.055122,-0.14146,0.12541,-0.2098,0.0147,-0.37453,0.032018,-0.25657,-0.023018,0.086475,0.14819,-0.10609,0.27974,0.004834,0.06102,-0.18475,0.19472,0.4901,-0.065882,0.020047,0.1652,-0.054672,0.029974,-0.099164,0.14994,-0.029371,-0.18802,-0.18627
23,-0.024548,0.0051083,-0.016307,0.28521,-0.070847,0.19595,0.13088,0.049195,-0.0065465,0.064049,0.16279,0.12227,0.071064,0.089855,0.20892,0.084184,0.41842,0.13734,0.078053,0.070981,-0.12055,0.063759,0.24873,1,-0.071079,0.25007,0.036262,0.019465,-0.040986,-0.12567,0.27977,-0.032545,0.15581,-0.16321,-0.0090911,-0.035151,0.15414,-0.072265,0.13298,0.10944,-0.042587,-0.14603,0.0068501,-0.038765,-0.17949,0.057217,-0.08655,0.033038,0.040347,0.018908,-0.045385,0.23581,-0.090453,0.1262,-0.055072,0.18032,0.055479,0.15366,-0.027483,-0.1294,0.16116,0.10195,-0.028871,0.061362,-0.011989,-0.13935,-0.17185
24,-0.040231,-0.022879,-0.065422,0.15686,-0.21275,0.14689,0.04921,0.12239,0.13926,0.13481,0.41572,0.12708,0.2401,-0.00012858,0.15889,0.05546,0.11906,0.12577,0.18737,-0.28368,0.0565,0.11426,-0.0047578,-0.071079,1,0.076148,-0.082276,0.059336,0.36084,0.14478,0.10586,0.22071,0.074786,-0.32272,-0.091041,-0.2403,0.18328,-0.057538,-0.14332,-0.032631,0.18203,-0.12896,-0.28222,-0.013254,-0.11212,-0.17665,-0.067986,-0.055243,0.092883,-0.026085,0.17143,0.07493,-0.15696,-0.076478,-0.022518,0.071099,0.14321,-0.015725,-0.19343,-0.068794,0.058148,-0.32341,-0.1103,-0.049627,-0.11674,-0.068837,-0.36634
25,-0.032446,0.19834,0.065914,0.1554,0.017876,0.14686,0.16171,0.2441,-0.029566,0.20783,0.23567,0.1593,0.14889,0.038819,0.29573,-0.064719,0.24077,0.019082,0.45661,0.16571,0.1566,0.26772,0.38974,0.25007,0.076148,1,0.074931,0.13896,0.12691,0.11208,-0.060875,-0.13276,0.11176,-0.080804,0.018729,0.024209,0.27237,0.093169,0.058371,0.06568,-0.29535,0.11952,-0.065399,-0.088953,-0.024513,0.012492,-0.036817,0.091704,0.073446,-0.25576,-0.079154,0.11742,0.20637,-0.0032456,-0.090064,0.19006,0.17821,-0.15133,0.01277,-0.047044,-0.17875,-0.010164,-0.098242,0.047473,0.023006,-0.17558,-0.12504
26,0.03861,0.29811,0.10209,0.18442,0.19248,-0.15277,0.32324,0.19772,-0.013368,-0.11694,0.02783,0.083783,0.18048,0.070158,0.17862,0.061803,0.14167,0.083834,-0.0046447,-0.089584,0.13793,0.19846,0.19555,0.036262,-0.082276,0.074931,1,-0.053001,0.062101,0.12642,0.10955,-0.018834,-0.13005,0.16282,0.18401,-0.10484,0.094299,-0.23231,-0.035628,0.28081,-0.0081189,0.046208,0.17263,-0.23307,0.040269,-0.15445,0.11031,0.040352,0.22436,0.16527,-0.17018,-0.17158,0.20642,-0.37547,-0.20829,0.25297,0.1953,0.14927,-0.070771,-0.094032,-0.26731,-0.023365,-0.035089,-0.18366,-0.16909,0.12003,-0.28068
27,0.35877,0.17167,-0.045785,0.11706,0.15784,-0.023779,0.36883,0.2018,0.14383,0.080424,0.20561,0.03816,-0.29784,0.094985,0.26592,0.09707,0.0062451,-0.049484,0.15009,0.06669,-0.15389,0.2525,0.18047,0.019465,0.059336,0.13896,-0.053001,1,-0.10321,-0.043979,-0.20548,0.15163,0.14124,-0.080722,-0.082125,0.1232,0.22747,-0.090664,-0.0061566,0.055111,0.40704,-0.016385,-0.24411,0.056133,-0.37964,0.17967,0.065356,-0.035933,-0.096216,-0.22805,-0.18214,-0.084342,-0.17877,0.06023,-0.12681,-0.0073376,-0.025206,-0.18227,-0.023082,0.052183,0.12228,-0.079298,-0.082565,-0.052104,0.10648,0.06295,-0.30038
28,-0.22831,-0.01726,0.11659,0.054225,-0.045194,0.10518,0.086116,-0.029975,0.30864,0.26568,0.19724,0.053273,0.17508,0.12108,0.08794,0.0074878,0.2271,0.026129,0.18806,-0.21429,-0.22091,0.25752,-0.036548,-0.040986,0.36084,0.12691,0.062101,-0.10321,1,-0.018976,0.13736,0.11991,-0.075836,0.020467,0.21795,-0.013369,-0.090725,0.1521,0.12584,0.13043,-0.18077,0.088721,-0.12994,0.20989,0.08959,0.070685,-0.073202,-0.014848,-0.098903,-0.10514,0.36154,0.061718,0.025685,-0.029267,-0.17762,0.18963,0.13024,-0.12061,-0.059354,-0.00054265,-0.25128,-0.25387,-0.27836,0.073486,-0.33488,0.05472,0.025196
29,-0.018161,0.21765,0.044934,0.17422,0.38,0.15803,0.24105,0.11656,0.12136,0.23152,0.31735,0.073091,0.40723,0.08266,-0.075869,-0.037235,0.33482,0.10185,-0.015018,0.047247,0.10767,0.12248,0.19555,-0.12567,0.14478,0.11208,0.12642,-0.043979,-0.018976,1,0.1216,0.33047,0.39978,0.00046084,-0.039216,0.23546,0.26543,-0.29298,-0.14662,-0.01144,-0.025561,0.1582,-0.025501,0.18542,0.052548,-0.23571,-0.030758,0.056167,-0.0047333,-0.089021,-0.089474,0.11125,0.28386,-0.2243,0.041245,0.22796,0.19735,-0.14677,-0.037979,0.019717,0.09656,-0.010995,-0.15578,-0.12807,-0.13575,-0.25367,0.04746
30,0.12598,0.018743,0.011059,0.2934,0.14881,0.081299,0.025662,-0.024799,0.29983,-0.076989,0.19516,0.029025,0.29349,0.048953,0.01592,0.18388,0.42438,0.16005,-0.011239,0.050217,0.1711,0.037388,0.023619,0.27977,0.10586,-0.060875,0.10955,-0.20548,0.13736,0.1216,1,0.11445,0.17096,-0.062886,-0.017843,0.21386,0.065218,-0.0093067,0.2747,0.11884,-0.04197,-0.087242,0.23599,0.15532,-0.00086522,-0.22844,-0.23984,0.091841,-0.14846,0.13003,-0.0029658,0.13031,-0.09893,0.00049703,0.048759,-0.033551,-0.059561,0.2927,-0.11313,-0.11943,0.10599,-0.029278,-0.089239,-0.0557,-0.32851,0.072939,-0.097069
31,0.057002,0.060029,-0.13067,0.039888,0.24972,0.19303,0.26066,0.089809,0.22562,0.25524,0.27564,0.094041,0.088576,0.19582,-0.29818,0.026706,0.15141,0.051386,-0.040854,0.22911,0.03127,0.22571,0.31814,-0.032545,0.22071,-0.13276,-0.018834,0.15163,0.11991,0.33047,0.11445,1,0.14012,-0.082669,-0.090389,0.17944,0.02834,-0.26886,-0.38392,0.074575,0.1097,-0.076408,-0.21267,0.20155,-0.1771,0.13601,0.070366,0.004906,-0.098816,0.095347,0.063146,0.1786,-0.095701,-0.15959,-0.1627,-0.038259,0.20699,-0.24324,0.16237,0.22244,0.15286,-0.11191,-0.1124,0.038149,-0.32766,-0.18241,-0.14568
32,0.11132,0.20978,-0.007563,0.0041723,0.18595,0.0076055,0.10494,0.066773,0.056857,-0.057846,0.24557,0.2319,0.14315,0.062433,0.24488,0.022976,0.28887,-0.1563,0.0070792,0.065955,-0.036215,-0.1527,0.28101,0.15581,0.074786,0.11176,-0.13005,0.14124,-0.075836,0.39978,0.17096,0.14012,1,-0.27712,0.17204,0.24781,0.049819,-0.058064,0.19292,-0.00073342,0.11367,-0.26076,0.12576,0.26076,-0.24048,-0.2423,-0.069682,-0.1117,-0.0080358,-0.14666,-0.17054,0.24105,0.10951,0.085944,-0.22622,0.054257,0.18064,0.11367,0.063984,0.20485,0.20669,0.030367,-0.18082,-0.10045,0.0030343,-0.26667,0.0025842
33,-0.0080872,-0.18432,-0.0050653,-0.31307,0.18534,0.12646,-0.12828,-0.026508,0.035514,0.096418,0.020666,-0.068682,0.18974,-0.256,-0.21609,-0.026507,0.071676,-0.1516,-0.058727,0.029851,0.074459,-0.18491,0.047027,-0.16321,-0.32272,-0.080804,0.16282,-0.080722,0.020467,0.00046084,-0.062886,-0.082669,-0.27712,1,0.042532,0.10791,-0.11455,-0.1465,0.20274,0.050259,0.094418,0.12548,-0.060179,-0.11149,0.17518,0.052997,0.11544,0.06616,-0.13582,0.15525,0.16924,-0.0024717,0.064349,-0.19069,-0.02225,-0.064183,0.096817,-0.22374,0.099653,-0.19753,-0.010142,-0.13081,-0.10798,0.11898,0.12805,-0.17437,0.24104
34,0.21428,0.33312,0.23452,0.2638,0.15348,-0.045451,0.18095,0.25464,0.16209,0.29783,0.17,0.15162,0.098569,0.14608,-0.1063,0.074515,0.066233,0.11812,0.29353,-0.22723,-0.0042082,-0.12382,0.23522,-0.0090911,-0.091041,0.018729,0.18401,-0.082125,0.21795,-0.039216,-0.017843,-0.090389,0.17204,0.042532,1,0.21208,-0.01203,0.18955,0.41047,-0.0030846,-0.084106,-0.01353,0.039863,0.35218,-0.15678,-0.087058,-0.018146,-0.24765,0.28365,0.14688,-0.34484,0.0083668,0.15072,0.0038481,-0.13211,0.13872,0.3875,0.16954,0.24123,0.28607,-0.051351,0.29888,0.23124,-0.047092,0.13816,-0.058147,0.0038294
35,0.41173,0.11711,0.30678,0.3093,0.55456,0.15037,0.101,-0.056708,0.21652,0.042488,0.1415,0.23843,0.12306,0.036822,-0.14177,0.10689,0.33697,0.13354,0.12961,0.18187,-0.047842,0.20748,0.068613,-0.035151,-0.2403,0.024209,-0.10484,0.1232,-0.013369,0.23546,0.21386,0.17944,0.24781,0.10791,0.21208,1,-0.063374,0.26821,0.19595,0.067857,0.1438,0.10724,0.14803,0.36882,0.13978,-0.087602,0.012163,0.17376,-0.21474,0.12508,-0.16815,0.025545,0.20397,0.15006,0.013655,-0.23543,-0.050974,0.060677,0.086965,0.24015,0.11842,0.20812,0.097758,0.084937,0.23545,-0.17985,0.26582
36,0.097457,-0.040982,0.00070037,0.16116,0.018256,-0.00067096,0.16808,0.28647,0.094886,0.19575,0.42491,-0.074475,0.055545,0.21955,0.16071,0.15652,0.26345,-0.011924,0.22743,-0.073865,0.21201,0.24258,0.32761,0.15414,0.18328,0.27237,0.094299,0.22747,-0.090725,0.26543,0.065218,0.02834,0.049819,-0.11455,-0.01203,-0.063374,1,-0.11474,0.028027,-0.090857,-0.098491,0.30672,0.0067576,-0.060744,-0.25513,-0.03551,0.021046,0.034308,0.032424,-0.35541,-0.30727,0.065805,0.070718,-0.03757,0.35546,0.26175,-0.014471,0.00095431,-0.42877,-0.29771,0.11081,-0.37988,-0.051524,-0.071556,0.053424,-0.30558,-0.13335
