,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122
20,0.86944,0.78938,0.82505,0.77766,0.80729,0.79164,0.80054,0.84594,0.76227,0.83327,0.73927,0.74918,0.78798,0.72791,0.66441,0.82163,0.69611,0.73306,0.72382,0.83768,1,0.67612,0.73863,0.67807,0.73036,0.77486,0.67363,0.64363,0.69033,0.6571,0.63917,0.47806,0.61667,0.53975,0.46644,0.4582,0.39435,0.47616,0.30086,0.51823,0.37945,0.61149,0.14896,0.19062,0.42553,0.15026,0.1742,-0.051694,0.048779,0.15399,0.10312,0.15776,0.32916,0.011173,0.090729,0.083792,-0.018252,-0.12128,-0.12701,-0.084836,0.20304,-0.081698,-0.25131,-0.14059,-0.091318,-0.00089785,-0.29545,0.23192,-0.37402,-0.049662,-0.049954,-0.2859,-0.48491,-0.13212,-0.087665,0.067695,-0.25674,0.048067,-0.10494,0.039942,0.057284,0.18534,0.097343,-0.0072634,-0.11785,0.090472,-0.19255,0.17039,-0.088263,0.16528,-0.17906,-0.010799,-0.30566,-0.074571,-0.084137,-0.1015,0.054004,0.017231,0.094079,-0.0055423,0.10744,0.16742,-0.014954,-0.041708,0.13292,0.14457,0.10636,0.20471,0.11843,-0.074039,0.026367,0.1349,0.021295,0.088648,0.20713,0.23688,-0.35712,0.097033,0.10716,-0.083902,-0.073175,0.24828,-0.03047
21,0.78352,0.69435,0.72596,0.84555,0.72069,0.72866,0.81141,0.75567,0.76068,0.75056,0.77155,0.75462,0.79183,0.71941,0.69155,0.66535,0.65786,0.69503,0.726,0.69606,0.67612,1,0.71359,0.69033,0.71324,0.69618,0.52439,0.6162,0.59112,0.62842,0.63173,0.46403,0.54805,0.55362,0.28793,0.41493,0.62265,0.44545,0.20729,0.33352,0.39044,0.40135,0.073345,0.19343,0.32022,0.42381,0.32352,0.060986,0.14163,0.30129,0.12249,0.13841,0.38494,0.04857,0.2395,0.082413,0.037302,-0.15283,-0.1629,-0.12567,0.16303,-0.14603,-0.37686,-0.33185,-0.0078068,0.074282,-0.12091,0.26512,-0.40993,-0.018566,-0.16932,-0.17169,-0.35667,-0.15757,-0.026764,0.15396,-0.12893,-0.24785,-0.071458,-0.096652,-0.20905,0.10415,0.25043,0.06748,-0.30107,0.075473,-0.32391,0.13799,-0.090671,0.11652,-0.27376,-0.18324,-0.071957,0.048577,-0.20634,0.020024,0.39989,-0.1351,0.028272,0.04869,0.1803,0.13909,0.23283,-0.1875,0.064144,-0.076669,0.068713,0.10243,-0.10984,-0.159,-0.15311,0.18047,0.1321,0.19032,0.23494,0.17975,-0.20056,0.091122,0.22869,0.08701,-0.05331,0.11889,0.020771
22,0.77908,0.73253,0.74298,0.75283,0.71604,0.76349,0.81462,0.71064,0.73392,0.74386,0.73434,0.77777,0.72086,0.69483,0.66281,0.78008,0.75914,0.72562,0.71079,0.735,0.73863,0.71359,1,0.68324,0.70165,0.71085,0.55363,0.63203,0.68647,0.49952,0.51853,0.53536,0.59802,0.43822,0.28176,0.50251,0.50893,0.40169,0.32469,0.39314,0.53709,0.4739,0.18644,0.10715,0.48575,0.34254,0.14721,-0.028376,0.13338,0.23707,0.039105,0.15601,0.33795,-0.012508,0.11061,-0.071348,0.22868,-0.17911,-0.069481,-0.036689,0.080427,0.034965,-0.26976,-0.34474,-0.0093965,-0.15806,-0.30419,0.34507,-0.36529,-0.048166,-0.16611,-0.099236,-0.1697,-0.11467,0.034768,0.0029715,-0.10409,0.13397,0.079326,-0.1633,-0.063809,0.065777,0.033164,-0.020764,-0.08421,-0.074943,-0.18461,0.089162,-0.1481,0.16224,-0.040875,-0.071505,-0.25657,-0.061445,-0.20991,0.08164,0.080476,-0.12391,0.20967,0.058152,0.15725,0.233,0.079474,-0.16323,0.15877,-0.058873,0.0075672,0.19042,0.1055,-0.050171,-0.036443,0.18118,0.12707,0.042263,0.20453,0.12263,-0.23581,0.15191,0.20927,-0.085418,0.10261,0.05076,-0.11237
23,0.78188,0.77029,0.75633,0.75449,0.72267,0.7719,0.73164,0.72051,0.71249,0.77425,0.75322,0.75198,0.72046,0.74576,0.68876,0.69945,0.71703,0.82408,0.63581,0.79435,0.67807,0.69033,0.68324,1,0.70464,0.68828,0.5956,0.64281,0.65658,0.53333,0.5046,0.50061,0.67427,0.47487,0.26892,0.572,0.51763,0.58377,0.43069,0.38127,0.36322,0.40855,0.14915,0.11423,0.44022,0.20949,0.31879,0.064447,0.26568,0.091206,-0.12782,0.022737,0.37592,-0.0051739,0.13803,0.12468,0.13685,-0.25973,-0.28396,-0.11802,-0.015456,0.043524,-0.088392,-0.22289,-0.13741,0.086733,-0.094843,0.10746,-0.41482,-0.075177,-0.28231,-0.2275,-0.092241,-0.28644,-0.099484,0.022829,-0.14921,-0.0088459,0.025063,-0.13353,0.018189,0.026502,0.3179,-0.0089093,-0.29455,-0.095915,-0.33127,0.036535,-0.03388,0.12174,-0.29845,-0.30105,-0.37968,0.068756,-0.11002,0.1366,0.11184,0.11706,0.15613,0.11185,0.17936,0.08704,-0.00059104,-0.24291,-0.017748,0.11773,0.2516,-0.01234,0.10387,-0.23142,-0.1022,0.10844,-0.036138,0.27089,0.16436,0.057002,-0.035098,-0.0069516,0.049081,-0.066169,-0.033405,0.23162,0.1212
24,0.83473,0.73556,0.79737,0.77496,0.82039,0.69736,0.80522,0.81159,0.78815,0.77979,0.7343,0.75622,0.80045,0.70097,0.64053,0.72403,0.6666,0.77063,0.63925,0.72316,0.73036,0.71324,0.70165,0.70464,1,0.63747,0.57167,0.64496,0.62536,0.61586,0.50741,0.59747,0.54998,0.4481,0.50699,0.49967,0.36135,0.44354,0.32639,0.50914,0.3722,0.34467,0.13696,0.019554,0.45366,0.31163,0.25971,-0.02374,0.096489,0.19306,0.035493,0.082092,0.31093,0.017701,0.097899,0.037053,-0.0677,-0.19716,-0.34608,-0.013984,0.1764,-0.21385,-0.22523,-0.14122,-0.077611,-0.014253,-0.22673,-0.0077239,-0.31486,-0.23176,-0.21143,-0.30164,-0.27041,-0.26692,-0.090937,0.24352,-0.12295,-0.095269,-0.0074843,-0.054064,0.12081,0.065903,0.14619,-0.045937,-0.30126,-0.074901,-0.27367,-0.019055,-0.18535,0.10819,-0.24947,-0.1167,-0.2038,-0.0075825,-0.054402,-0.01028,0.14738,0.01782,0.22245,0.069525,0.26172,0.15956,0.11604,-0.3127,0.20099,0.071681,0.12413,0.11446,0.099176,-0.20961,-0.095178,0.23585,0.019368,0.25894,0.36507,0.083117,-0.16575,0.0071137,0.095626,-0.01461,-0.10722,0.09924,0.078091
25,0.81262,0.78226,0.79002,0.79248,0.77305,0.75869,0.82004,0.75368,0.74481,0.81717,0.76884,0.80389,0.8063,0.74795,0.71439,0.79624,0.72598,0.64411,0.75788,0.79441,0.77486,0.69618,0.71085,0.68828,0.63747,1,0.62575,0.60489,0.71058,0.63806,0.47366,0.47468,0.65339,0.47264,0.35624,0.53069,0.45981,0.44847,0.23739,0.4551,0.28863,0.53385,0.22245,0.064458,0.41845,0.12774,0.13992,-0.074794,0.097444,0.048054,0.079256,0.026415,0.4701,0.018188,0.021723,0.11201,0.037024,-0.10717,-0.19632,-0.099057,0.046238,-0.051885,-0.25705,-0.29996,-0.051847,0.0026302,-0.33137,0.17049,-0.37788,-0.12435,-0.24149,-0.32216,-0.26589,-0.14261,-0.040098,-0.079765,-0.16459,0.053276,-0.091398,-0.09635,-0.17525,0.21703,0.16515,-0.0031432,-0.29408,-0.0026022,-0.15416,0.11467,-0.10374,0.059342,-0.060399,-0.15517,-0.16209,-0.1093,-0.13495,-0.0121,0.051399,-0.089227,-0.047284,-0.043596,0.26821,0.24889,0.014862,-0.0033626,-0.10388,0.18711,0.052533,0.13803,0.11676,-0.026213,-0.075237,0.22669,0.10293,0.17331,0.19401,0.25842,-0.19344,0.12473,0.20301,-0.072374,0.040586,0.15452,0.011912
26,0.7286,0.76919,0.71607,0.63038,0.6989,0.72977,0.65175,0.63955,0.57295,0.73696,0.68327,0.64361,0.67667,0.70054,0.64999,0.66767,0.61687,0.60888,0.58231,0.69882,0.67363,0.52439,0.55363,0.5956,0.57167,0.62575,1,0.6102,0.55334,0.56968,0.52845,0.48154,0.54966,0.34857,0.31714,0.73158,0.26398,0.51583,0.18825,0.3802,0.1886,0.57638,0.26193,0.28387,0.58904,0.045742,0.22539,0.031181,0.1528,-0.03899,-0.036865,0.079338,0.34505,-0.06028,0.13031,0.010315,0.020204,-0.25819,-0.12072,-0.16228,0.13534,-0.028845,-0.14387,-0.25763,-0.097052,-0.10735,-0.24531,-0.032823,-0.29839,-0.27103,-0.18297,-0.26769,-0.29954,-0.31343,-0.0023664,0.13291,-0.2796,0.19953,-0.035553,0.049873,0.090483,-0.14778,-0.041508,-0.11083,0.027754,0.15981,0.10266,0.028672,0.079415,0.05999,-0.17498,-0.18423,-0.23054,0.082477,-0.096862,0.11228,0.13343,0.035123,-0.21483,-0.026038,0.082421,-0.0050531,0.094972,0.025747,-0.15179,0.20142,0.011608,0.18221,0.20065,0.015321,-0.021237,0.18614,-0.080248,0.23159,0.29067,0.22142,-0.17366,-0.051001,-0.0034536,-0.04847,0.041417,0.26376,0.075962
27,0.68996,0.69394,0.67824,0.74306,0.63769,0.71212,0.71353,0.72578,0.59873,0.70752,0.70874,0.68587,0.61606,0.66025,0.63493,0.68487,0.53319,0.57504,0.61004,0.72779,0.64363,0.6162,0.63203,0.64281,0.64496,0.60489,0.6102,1,0.59008,0.62,0.51351,0.47188,0.57074,0.45641,0.41992,0.54983,0.43956,0.47595,0.27554,0.4275,0.32026,0.54082,0.29168,0.16772,0.41236,0.10501,0.19359,-0.058296,0.010591,0.2093,0.12753,-0.036727,0.1609,-0.034226,0.27469,0.027642,-0.011936,-0.26901,-0.22793,-0.1285,0.2148,0.10095,-0.24313,-0.1827,-0.033557,0.01018,-0.15419,0.1184,-0.13169,-0.10767,-0.15761,-0.046035,-0.14014,-0.16854,0.15339,0.12187,-0.16961,-0.034443,0.22237,0.05603,0.022437,-0.045975,0.2113,0.027777,-0.16906,0.15367,-0.14183,0.13124,-0.16846,0.15984,-0.125,-0.21139,-0.23158,-0.028041,-0.071001,0.11302,0.023378,-0.076199,0.056036,0.1185,0.15763,0.061986,-0.028248,-0.099147,0.12571,0.014074,0.20626,0.23257,0.31135,-0.017048,-0.17112,0.15439,0.063217,0.039746,0.061837,0.23866,-0.17759,-0.019847,0.38285,-0.068174,-0.049888,0.16294,-0.15139
28,0.77757,0.75765,0.69842,0.73431,0.76783,0.68226,0.7688,0.76167,0.66145,0.72025,0.68855,0.76805,0.64484,0.68936,0.76768,0.71196,0.77736,0.75395,0.65077,0.77188,0.69033,0.59112,0.68647,0.65658,0.62536,0.71058,0.55334,0.59008,1,0.63804,0.45644,0.60382,0.6115,0.42228,0.34174,0.53266,0.48707,0.4945,0.21503,0.39773,0.21949,0.38296,0.35367,0.15316,0.41688,0.10422,0.21413,-0.21184,0.15335,0.19122,0.063843,0.26435,0.24609,0.22555,-0.10833,-0.17708,0.0092119,-0.0891,-0.055769,-0.063222,0.041094,0.1507,-0.19263,-0.35449,-0.023802,-0.12676,-0.31012,0.13046,-0.21191,-0.022433,-0.051824,-0.25855,-0.34297,-0.19282,-0.12076,-0.027721,-0.086938,-0.041157,0.098487,0.026148,0.0015204,0.12855,0.19092,0.12167,-0.068881,-0.19952,-0.26656,-0.032596,-0.098405,0.20489,-0.21128,-0.27477,-0.25856,-0.08568,-0.094147,-0.0051407,0.17452,0.024154,0.34483,-0.040755,0.28793,0.27028,0.052093,-0.18788,0.099632,0.017576,0.19411,0.078094,0.11499,-0.14905,-0.20223,0.086959,0.040338,0.14267,0.27941,0.17085,-0.13872,0.078043,0.17421,0.002167,-0.13712,0.11251,0.0074752
29,0.63526,0.6722,0.71786,0.65662,0.73488,0.69809,0.64352,0.72337,0.60388,0.63193,0.64504,0.63795,0.63076,0.57931,0.64936,0.71451,0.55853,0.5318,0.69333,0.71071,0.6571,0.62842,0.49952,0.53333,0.61586,0.63806,0.56968,0.62,0.63804,1,0.63058,0.46463,0.55979,0.43366,0.46634,0.51962,0.44747,0.36475,0.16839,0.39572,0.28987,0.38254,0.21261,0.24359,0.50041,0.14109,0.15543,-0.28003,0.11674,0.14391,0.081661,0.080018,0.38233,0.012629,0.19508,0.018865,-0.14142,-0.1972,-0.27616,-0.098951,0.11372,0.088113,-0.18583,-0.2727,0.17632,-0.072949,-0.29661,0.13421,-0.11804,-0.18171,-0.15869,-0.26642,-0.4094,-0.20675,0.045892,0.18287,-0.14921,-0.083503,-0.024328,0.022215,0.014676,0.080747,0.14416,0.20997,-0.092256,0.14594,-0.017728,0.0065752,-0.15385,0.21304,-0.18546,-0.19547,-0.16303,-0.12509,0.091114,-0.14662,0.22691,0.022536,-0.028095,0.13094,0.34185,0.11185,0.24893,-0.20486,0.1503,-0.028216,0.071319,0.19453,0.046115,-0.19009,-0.14202,0.066913,0.17934,0.23374,0.24585,0.2717,-0.28134,0.035664,0.2475,-0.16135,-0.2833,0.18423,0.058587
30,0.60512,0.58888,0.65215,0.6118,0.69182,0.66237,0.64455,0.603,0.61057,0.60075,0.66597,0.62555,0.60541,0.48466,0.63544,0.58445,0.55334,0.485,0.60728,0.64806,0.63917,0.63173,0.51853,0.5046,0.50741,0.47366,0.52845,0.51351,0.45644,0.63058,1,0.43588,0.37044,0.23714,0.38493,0.51851,0.36924,0.45243,0.063112,0.25586,0.35069,0.44631,0.050419,0.063768,0.22584,0.12071,0.22148,-0.15891,0.16111,0.027965,0.082535,0.23721,0.3054,-0.11435,0.2589,-0.041276,-0.19348,-0.10283,0.043159,-0.029691,0.085838,-0.086816,-0.22133,-0.17492,-0.16683,0.018631,-0.11039,0.27735,-0.29189,-0.067579,-0.14289,-0.04484,-0.41061,-0.24746,0.03688,0.090899,-0.36716,-0.06442,0.15391,0.052757,0.17827,-0.010854,0.20018,0.03356,-0.0097428,0.13665,-0.037945,0.065899,-0.0025476,0.13218,0.0017401,-0.24648,-0.17138,0.050049,-0.1718,-0.017545,0.11112,-0.09969,-0.069425,-0.15319,0.22018,-0.044409,-0.001419,-0.1964,0.047102,0.16688,-0.051424,0.17985,-0.073756,-0.15138,-0.084434,-0.03806,0.15699,0.11245,0.2155,0.26921,-0.22625,0.15752,0.03252,0.017194,-0.22371,0.147,-0.10997
31,0.69078,0.68081,0.66348,0.58096,0.69472,0.64235,0.65557,0.65847,0.63554,0.58097,0.6114,0.76747,0.57166,0.65758,0.60631,0.67911,0.62582,0.5329,0.5077,0.56001,0.47806,0.46403,0.53536,0.50061,0.59747,0.47468,0.48154,0.47188,0.60382,0.46463,0.43588,1,0.3937,0.3153,0.29822,0.41386,0.42265,0.32552,0.03986,0.34066,0.37363,0.32956,0.4619,0.047015,0.35614,0.10747,0.29078,-0.29973,0.26011,0.24461,-0.16142,0.13022,0.40997,0.030995,-0.033465,-0.039734,-0.0086195,0.040436,-0.14677,0.056328,0.18558,-0.0056583,-0.2335,0.096051,-0.2591,-0.23728,-0.10084,0.081177,-0.014884,-0.076133,-0.21347,-0.17209,-0.17305,-0.28937,-0.10381,0.085846,-0.19956,0.20347,0.085896,0.17597,0.085545,-0.21136,0.0074549,0.17966,-0.16834,-0.07828,-0.28804,-0.015894,-0.035489,-0.05855,-0.11528,-0.20024,-0.090449,-0.18534,0.1555,0.077129,0.13058,0.065194,0.21366,0.087071,0.20434,0.20607,0.00019025,-0.26522,-0.030687,0.085552,-0.05701,0.048433,0.26724,0.0030591,-0.33495,0.068959,0.1284,0.31234,0.10705,0.24027,-0.0063164,-0.11397,0.20215,-0.0088253,-0.14556,-0.0205,0.023627
32,0.63743,0.59727,0.58221,0.64317,0.62524,0.62362,0.6376,0.60192,0.60868,0.58875,0.63012,0.64669,0.55076,0.68102,0.59483,0.67386,0.54673,0.67046,0.53974,0.6842,0.61667,0.54805,0.59802,0.67427,0.54998,0.65339,0.54966,0.57074,0.6115,0.55979,0.37044,0.3937,1,0.25434,0.32344,0.44832,0.32476,0.50644,0.45144,0.23431,0.29716,0.28429,0.24689,0.20201,0.45346,0.11691,0.14186,0.091428,0.05963,0.08367,-0.095748,-0.032249,0.23981,-0.15561,0.0014439,0.005291,0.035384,-0.18172,-0.18418,0.082505,0.05507,-0.051134,-0.086131,-0.2473,-0.085748,0.11052,-0.11891,0.044872,-0.32892,-0.049951,-0.32678,-0.21912,-0.088453,-0.20014,-0.066676,0.021707,-0.13758,-0.02938,0.057242,0.036383,0.063333,0.14117,0.22992,0.17806,-0.19934,-0.08891,-0.32058,-0.034967,-0.19225,0.23171,-0.29756,-0.16194,-0.097735,-0.053627,-0.050278,0.019471,0.14858,-0.070526,0.14729,0.08207,0.20552,0.12695,0.033579,-0.098737,0.078096,-0.01554,0.083318,0.24505,0.032524,-0.1445,0.023123,-0.02699,0.11101,0.060421,0.17282,0.17447,-0.26762,0.10355,0.20245,-0.23113,-0.09563,0.016121,0.042034
33,0.5284,0.53443,0.52122,0.59461,0.43492,0.52911,0.47689,0.52956,0.52216,0.47091,0.45736,0.41434,0.57737,0.45831,0.42379,0.44455,0.43377,0.52697,0.53457,0.59076,0.53975,0.55362,0.43822,0.47487,0.4481,0.47264,0.34857,0.45641,0.42228,0.43366,0.23714,0.3153,0.25434,1,0.35249,0.13486,0.51564,0.268,0.35501,0.34674,0.32224,0.31923,0.21739,0.38889,0.32148,0.18597,0.1282,0.15787,-0.067161,0.28743,0.08563,0.10551,0.14605,0.33182,0.38126,0.19725,0.17525,-0.15378,-0.0013514,-0.076194,0.07648,0.13259,-0.28036,-0.070094,-0.036869,0.016742,-0.0079319,0.25117,-0.20602,-0.13178,0.14687,-0.24224,-0.41758,-0.093664,0.093059,0.29423,0.1808,0.066388,-0.11967,0.026544,-0.031677,0.23887,0.12455,0.027102,-0.27045,0.0048746,-0.23816,0.22376,0.13378,0.17025,-0.22669,0.097363,-0.20137,0.027664,0.0078639,-0.094428,0.13032,0.16665,0.058009,0.063708,0.085574,0.19485,0.14417,-0.16362,0.031054,-0.01696,0.16137,0.10711,0.25512,-0.12579,0.00042334,0.13637,-0.13758,0.058073,0.29153,0.082577,-0.14787,-0.093914,0.19276,0.095732,-0.13399,0.15412,0.057006
34,0.46332,0.51166,0.51232,0.45947,0.47908,0.41549,0.46475,0.48459,0.5161,0.41394,0.48425,0.36051,0.41812,0.42107,0.33183,0.4663,0.36866,0.40656,0.44499,0.5728,0.46644,0.28793,0.28176,0.26892,0.50699,0.35624,0.31714,0.41992,0.34174,0.46634,0.38493,0.29822,0.32344,0.35249,1,0.25163,0.15903,0.24682,0.11451,0.49547,0.31223,0.0090791,-0.054131,0.15524,0.31356,-0.11085,0.24771,0.013465,-0.17046,-0.070173,0.052148,0.013714,0.087139,0.17776,0.12197,0.12874,-0.039391,-0.16476,-0.038382,0.012477,0.12439,-0.17248,-0.25373,0.068809,-0.12939,0.087339,-0.18339,0.056689,-0.29267,-0.26298,-0.076115,-0.23008,-0.14556,-0.16865,-0.075408,0.29913,-0.31848,-0.064635,0.044373,0.14295,0.24297,0.19554,-0.11122,-0.013922,-0.027112,0.028151,-0.062507,-0.050001,-0.38135,0.3124,-0.13371,0.09962,-0.28412,-0.092771,0.042805,-0.058881,-0.053286,-0.14327,0.15724,0.11438,0.36593,0.0086222,0.040079,-0.13096,0.20626,0.061574,0.11194,0.25141,-0.066623,-0.0045474,-0.13216,-0.18613,-0.17017,0.0073874,0.26114,0.1979,-0.14894,-0.029957,0.13845,-0.14202,-0.11077,0.28188,0.028654
35,0.57122,0.59115,0.56229,0.49917,0.60102,0.57717,0.55297,0.50197,0.4302,0.58336,0.61497,0.54223,0.55483,0.53513,0.66551,0.53676,0.56114,0.51444,0.44627,0.59808,0.4582,0.41493,0.50251,0.572,0.49967,0.53069,0.73158,0.54983,0.53266,0.51962,0.51851,0.41386,0.44832,0.13486,0.25163,1,0.22468,0.41812,0.2435,0.37928,0.12925,0.4427,0.22292,0.0496,0.34959,0.08935,0.10329,-0.15769,0.11729,-0.071587,-0.13831,0.14143,0.28893,-0.050054,0.06372,-0.10382,0.17607,-0.35083,-0.13791,-0.21331,0.10078,0.17811,-0.057582,-0.47125,-0.095588,-0.1541,-0.36804,-0.042402,-0.36844,-0.23206,-0.45169,-0.1585,-0.085026,-0.28187,0.066712,-0.1035,-0.24261,0.14813,0.10862,0.1571,-0.039169,-0.11177,0.012318,-0.1096,0.11215,-0.0011654,0.015686,-0.2644,0.0045989,0.10399,-0.0036464,-0.34521,-0.18909,-0.015255,-0.084177,0.017714,0.11034,-0.06755,0.017999,0.061953,0.1988,-0.075672,0.18113,-0.015355,-0.018899,0.12055,0.058266,0.11509,0.17077,0.067571,-0.032786,0.12667,-0.011426,0.17321,0.2116,0.25377,0.087595,0.029775,-0.11696,-0.070631,-0.014103,0.15396,0.19973
36,0.50181,0.52425,0.51988,0.58031,0.52316,0.56205,0.57714,0.58996,0.56891,0.49326,0.60708,0.49129,0.52911,0.53467,0.55378,0.49916,0.50218,0.43648,0.51882,0.57616,0.39435,0.62265,0.50893,0.51763,0.36135,0.45981,0.26398,0.43956,0.48707,0.44747,0.36924,0.42265,0.32476,0.51564,0.15903,0.22468,1,0.44234,0.15856,0.068002,0.31585,0.30218,0.26858,0.30317,0.18436,0.28727,0.27964,-0.038962,0.23646,0.41664,0.044267,0.02261,0.45886,0.35184,0.29837,-0.019786,0.26875,-0.075949,-0.19312,-0.11177,-0.079643,0.017165,-0.26829,-0.21605,-0.025351,0.0058145,-0.15176,0.32937,-0.14202,-0.14173,0.23285,0.056567,-0.188,-0.054876,0.13777,0.058755,-0.083366,-0.081782,-0.030491,-0.04406,-0.33067,-0.085442,0.14446,0.16404,-0.20154,-0.0022128,-0.066548,0.067748,0.059993,0.065446,-0.12829,-0.15632,-0.033622,-0.18579,0.13504,-0.12156,0.18652,0.19562,0.1093,0.17121,0.18522,0.23567,0.20053,-0.31078,-0.0065531,-0.20656,0.32515,0.024445,0.13912,-0.10613,-0.19746,0.11077,0.068948,0.10341,0.18848,0.15091,-0.007963,0.16371,0.32695,0.032499,-0.015058,0.17038,-0.077193
37,0.55867,0.53098,0.48895,0.563,0.50816,0.60534,0.5593,0.63189,0.58994,0.57874,0.65316,0.41566,0.62926,0.53499,0.61432,0.55734,0.56612,0.57439,0.51122,0.61822,0.47616,0.44545,0.40169,0.58377,0.44354,0.44847,0.51583,0.47595,0.4945,0.36475,0.45243,0.32552,0.50644,0.268,0.24682,0.41812,0.44234,1,0.34466,0.26962,0.099495,0.36812,0.23013,0.20449,0.39499,0.14582,0.13713,0.1075,0.24871,0.041601,0.034646,-0.084756,0.29599,0.059116,0.0032911,0.030271,0.10855,-0.22777,0.039896,0.050931,0.076796,0.0084857,-0.10835,-0.10268,-0.2449,0.30808,-0.0036806,-0.11754,-0.12805,-0.27662,0.02972,0.078271,-0.016873,0.034539,0.016589,-0.067906,-0.27408,0.034082,0.073451,-0.0076498,-0.073978,-0.22166,0.2795,0.041214,-0.28541,-0.022654,-0.15332,0.042583,0.24862,0.12417,-0.23389,-0.25106,-0.25918,0.27001,0.045691,0.032405,0.24327,0.098259,0.021273,-0.11462,0.034963,0.11485,-0.017253,-0.097457,-0.028646,0.062964,0.31696,0.28024,0.14432,-0.016021,-0.022703,0.041986,0.11897,0.16767,0.28749,-0.058888,-0.23835,-0.11154,-0.024763,-0.21891,0.090397,0.2368,-0.087346
38,0.32721,0.27286,0.29986,0.34235,0.26699,0.23365,0.19894,0.25111,0.39238,0.27348,0.30108,0.20701,0.27285,0.14131,0.32765,0.28967,0.24827,0.41054,0.21477,0.33884,0.30086,0.20729,0.32469,0.43069,0.32639,0.23739,0.18825,0.27554,0.21503,0.16839,0.063112,0.03986,0.45144,0.35501,0.11451,0.2435,0.15856,0.34466,1,0.11757,0.024825,0.16342,0.16075,0.17503,0.19824,0.1502,-0.080342,0.14856,0.13794,-0.062816,0.13575,0.050072,0.077029,0.21919,0.16049,0.088139,0.14359,-0.25853,-0.0044113,-0.026945,0.015854,0.06768,0.075801,0.063061,-0.25312,0.065493,-0.10443,0.10554,-0.16451,-0.12326,-0.15137,-0.1332,-0.054159,0.083367,-0.13591,-0.077106,0.10363,0.017986,-0.028983,0.21988,0.042538,0.079395,0.26457,0.12802,0.018767,-0.23035,-0.11941,-0.13563,0.14829,0.25271,0.061864,-0.046015,-0.066885,0.042494,0.090829,-0.014052,0.23083,-0.070657,0.20839,0.15612,-0.095449,0.049567,-0.12554,-0.15851,0.16464,-0.10282,0.3801,-0.010048,0.018303,-0.26429,0.091713,0.075896,0.071107,0.12507,0.39628,-0.13571,-0.14228,0.10479,-0.037437,-0.2605,-0.16918,-0.049452,0.04241
39,0.5888,0.55013,0.60761,0.43145,0.44966,0.50565,0.49274,0.5545,0.44347,0.53907,0.45305,0.43583,0.55508,0.51522,0.42208,0.50837,0.45646,0.41667,0.58338,0.54663,0.51823,0.33352,0.39314,0.38127,0.50914,0.4551,0.3802,0.4275,0.39773,0.39572,0.25586,0.34066,0.23431,0.34674,0.49547,0.37928,0.068002,0.26962,0.11757,1,0.3697,0.2494,0.063127,0.056285,0.50818,0.078694,-0.039311,-0.11486,-0.047123,-0.039819,0.047461,0.09892,0.2113,0.13304,0.0066774,0.10434,0.056973,-0.32391,-0.041766,-0.040941,0.11669,-0.066598,-0.098399,0.0064713,-0.083965,0.0034217,-0.3789,0.061917,-0.25086,0.073026,-0.21428,-0.1491,-0.1295,-0.067636,0.087784,0.16968,-0.32192,0.15371,-0.268,-0.052844,0.027554,0.051393,-0.056871,0.016729,-0.1611,0.054396,-0.20263,0.11462,-0.18812,0.12503,0.0026526,0.19016,-0.11518,0.15029,-0.13119,0.052569,0.055256,-0.033206,0.057723,0.08866,0.1653,0.17482,0.021841,-0.045313,0.19042,0.28118,0.034292,0.14111,0.13656,0.10687,-0.10508,0.055583,-0.19673,-0.039333,0.10445,0.18367,-0.08111,-0.25007,0.13472,-0.22884,0.050126,0.27177,0.19229
40,0.40899,0.36008,0.49504,0.36861,0.41704,0.54738,0.45233,0.3494,0.41432,0.40356,0.39534,0.44375,0.42949,0.50337,0.25998,0.46444,0.32988,0.43439,0.4227,0.38603,0.37945,0.39044,0.53709,0.36322,0.3722,0.28863,0.1886,0.32026,0.21949,0.28987,0.35069,0.37363,0.29716,0.32224,0.31223,0.12925,0.31585,0.099495,0.024825,0.3697,1,0.17327,0.049913,0.15447,0.278,0.12126,0.15855,-0.047753,-0.082666,0.039179,-0.145,0.13268,0.10634,-0.0162,0.18667,-0.11043,0.091856,-0.19988,-0.026806,0.034434,-0.10143,-0.052553,-0.1531,-0.024858,0.078596,-0.089985,-0.17101,0.19446,-0.3342,0.16541,-0.12882,-0.02243,0.027403,-0.22832,0.012831,0.046989,-0.056221,0.12866,0.046249,-0.20716,0.079036,-0.040563,-0.13025,0.083943,-0.062057,-0.08766,-0.31806,0.26576,-0.14257,-0.03557,-0.017076,0.073242,-0.28524,0.00057583,-0.13522,0.063068,-0.1573,-0.1281,0.21261,0.19811,0.1544,0.20771,0.10344,-0.35174,0.10946,0.11284,-0.13291,0.097118,-0.13952,-0.055438,0.041488,-0.077949,-0.11032,-0.20276,0.049966,0.25247,-0.020009,-0.014536,0.35606,0.032998,-0.098196,0.066639,0.094072
