,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152
39,0.62271,0.66775,0.68062,0.68277,0.62091,0.66426,0.64921,0.65268,0.69731,0.57886,0.64821,0.66839,0.60573,0.61946,0.69801,0.67502,0.65911,0.65416,0.68648,0.69623,0.60766,0.72636,0.59494,0.75322,0.63076,0.71834,0.71374,0.605,0.65073,0.64298,0.54712,0.69967,0.57721,0.59501,0.59353,0.61753,0.56897,0.56835,0.44849,1,0.43403,0.62062,0.54182,0.48859,0.56392,0.47433,0.39967,0.51093,0.23346,0.54181,0.38448,0.40227,0.44825,0.45116,0.48363,0.39999,0.60434,0.31049,0.40248,0.19215,0.33387,0.21997,0.29114,0.43787,0.24339,0.36454,0.21263,0.20031,0.35528,0.38018,0.1223,0.049035,0.13704,-0.022159,0.29938,0.13962,0.08892,0.32052,0.19506,0.14496,0.035411,0.11093,0.20549,-0.11793,0.18053,0.14979,-0.11425,0.17756,-0.044374,0.10701,0.046892,0.26028,0.12066,0.1358,0.022128,-0.0073683,0.16241,0.057092,0.045838,0.22944,0.16875,0.16747,0.13726,0.27359,-0.1294,0.26243,-0.083913,0.20051,0.35018,-0.21774,0.20024,0.041741,-0.015324,0.094011,-0.21809,0.0054804,0.12389,-0.037964,0.064768,0.13896,0.20346,-0.030811,-0.022563,0.050327,0.028812,0.010549,0.0052473,-0.010344,-0.16553,0.15579,0.13873,-0.32686,-0.083791,-0.033245,-0.05907,-0.012484,0.11519,0.014374,0.092868,0.09481,0.088612,0.027129,-0.029142,-0.12554,0.12593,-0.037221,0.12469,0.067608,0.034707,0.33738,-0.1044,0.082087,0.052049
40,0.69044,0.68645,0.64542,0.71491,0.72715,0.63864,0.71418,0.72926,0.76457,0.62858,0.62345,0.72341,0.68342,0.76164,0.72203,0.68159,0.64766,0.7337,0.66947,0.5161,0.63342,0.63593,0.72717,0.63435,0.66512,0.66907,0.58024,0.70144,0.6449,0.61551,0.64204,0.56996,0.61779,0.59797,0.58654,0.6453,0.62344,0.67269,0.51204,0.43403,1,0.53445,0.60703,0.40632,0.52559,0.46422,0.46213,0.67206,0.60675,0.5345,0.52724,0.39952,0.35173,0.25909,0.36815,0.30952,0.44269,0.30453,0.29649,0.27116,0.37318,0.16312,0.093138,0.11775,0.38343,0.16813,0.35577,0.038636,0.22472,0.41166,0.1978,-0.014096,0.22458,0.22254,0.4643,0.32094,0.20739,0.40183,0.16386,0.10348,-0.029767,0.31816,0.10255,-0.088231,-0.016618,0.25397,0.0060471,0.074962,0.072896,0.23916,0.12987,0.17342,-0.092461,-0.053011,0.20762,0.16683,-0.11324,0.1077,0.14348,0.085513,0.18209,0.023112,0.24126,0.093244,0.28122,-0.11317,0.025931,0.30661,0.10889,-0.10111,0.15167,-0.29094,0.047707,0.049536,-0.024255,0.15104,0.18711,-0.13289,0.12905,0.04454,-0.0034103,0.1608,0.23822,0.019099,-0.090803,-0.091272,0.039579,0.11695,0.041191,0.24607,0.12222,-0.15278,0.08989,-0.038305,0.041516,-0.092229,-0.060479,0.10349,0.16329,-0.019949,-0.18422,-0.029886,-0.27829,0.2088,0.40048,0.1351,0.31125,0.25781,0.074232,0.35714,-0.019745,-0.074045,-0.29032
41,0.67819,0.73428,0.70422,0.67801,0.77622,0.66572,0.72378,0.62028,0.73625,0.64219,0.67337,0.6289,0.69044,0.64968,0.62416,0.6791,0.7251,0.61069,0.68595,0.66481,0.64318,0.61993,0.61711,0.72665,0.61958,0.69524,0.63035,0.74011,0.70396,0.66926,0.69313,0.60152,0.60549,0.66228,0.55598,0.55927,0.756,0.76367,0.54581,0.62062,0.53445,1,0.72078,0.51281,0.58136,0.34922,0.55584,0.60677,0.43691,0.56055,0.3969,0.34596,0.36266,0.24538,0.54291,0.33998,0.46329,0.394,0.48819,0.26255,0.36475,0.24975,0.18621,0.3685,0.38409,0.43097,0.28989,0.18715,0.21624,0.26887,0.17626,0.031489,0.19469,0.14994,0.40571,0.18741,0.21079,0.33454,0.3725,0.0036978,0.093658,0.29057,-0.17011,0.070334,0.22754,0.21381,-0.14626,0.29129,0.3611,-0.073138,-0.0083013,0.28554,0.041204,-0.12908,0.13984,0.084815,0.26888,0.027908,0.3123,0.19939,0.20451,0.18353,0.29691,-0.036748,0.21397,0.13206,0.064845,0.38509,0.27679,0.095913,0.12043,0.02565,-0.051007,0.097853,-0.0881,-0.098048,0.40528,-0.2342,0.059128,-0.093787,0.07104,-0.14184,-0.078759,0.056985,0.11643,0.12687,0.020192,0.055697,-0.11491,-0.1279,-0.052851,-0.19632,-0.12355,-0.145,-0.039196,-0.2047,0.081544,0.062101,0.053105,0.1214,0.025403,-0.20254,-0.16883,0.0052237,0.066953,0.0032728,0.24762,0.24494,-0.015392,0.43167,-0.082453,0.14666,-0.029628
42,0.65166,0.67087,0.65663,0.66419,0.70585,0.54533,0.74601,0.66648,0.67549,0.59566,0.60914,0.61692,0.65916,0.65534,0.61803,0.67578,0.65077,0.65942,0.62184,0.59264,0.55051,0.61652,0.67319,0.669,0.51891,0.72879,0.5836,0.70587,0.59091,0.65034,0.57268,0.62862,0.59558,0.65333,0.56255,0.61431,0.6379,0.68912,0.47462,0.54182,0.60703,0.72078,1,0.44759,0.54093,0.29609,0.61442,0.53489,0.3412,0.4547,0.48962,0.2534,0.52381,0.20385,0.55479,0.21764,0.37642,0.38501,0.38686,0.20722,0.41337,0.24019,0.25486,0.31094,0.4541,0.2176,0.36585,0.33313,0.22911,0.25586,0.22156,0.15971,0.24544,0.11992,0.41447,0.13022,0.26769,0.32961,0.13886,0.16046,-0.088901,0.29801,-0.015963,-0.19054,0.072325,0.21196,-0.088571,0.19194,0.046402,0.1391,0.009914,0.3547,0.01495,-0.087862,0.17544,0.29384,0.068559,-0.041051,0.1799,0.30823,0.055567,0.27939,0.26691,0.18431,0.14001,-0.083407,0.031697,0.14478,0.072285,-0.099003,0.22955,-0.15734,0.06166,-0.045198,-0.069545,0.025103,0.30636,-0.18257,-0.040052,-0.046232,0.033769,0.081813,-0.076632,0.13368,0.19502,0.11897,0.12557,0.059794,-0.014904,0.16253,-0.14425,-0.19068,0.13668,-0.19759,0.036271,-0.26375,0.044439,0.12387,0.045201,-0.14994,-0.15468,-0.25848,-0.33633,0.10386,0.053213,0.072161,0.33413,0.089715,-0.094716,0.29634,-0.21227,0.083984,-0.096022
43,0.57486,0.55656,0.5645,0.50552,0.58192,0.61532,0.58417,0.57793,0.55906,0.55584,0.56681,0.55509,0.49229,0.58193,0.62254,0.55671,0.61877,0.49123,0.54466,0.61709,0.58649,0.55256,0.63847,0.51015,0.60396,0.5601,0.65791,0.61709,0.56795,0.53722,0.60032,0.55921,0.59233,0.43354,0.56201,0.45933,0.58126,0.50169,0.41702,0.48859,0.40632,0.51281,0.44759,1,0.48971,0.3992,0.50987,0.59795,0.38454,0.50694,0.42749,0.47069,0.4603,0.44558,0.29571,0.21671,0.40353,0.077381,0.17639,0.20876,0.040266,0.064908,0.078185,0.35456,0.31725,0.32093,0.39206,0.053494,0.074167,0.30723,-0.014456,0.04583,0.24203,0.14885,0.1535,-0.015217,0.23035,0.12798,0.11671,0.10747,-0.0043694,0.14572,0.077086,-0.036567,0.045949,0.16916,-0.018653,0.24777,0.14956,-0.021261,-0.055728,0.27506,0.26798,0.10891,0.15454,-0.063024,-0.051081,0.04756,0.1294,0.29234,0.1064,0.16118,0.19963,-0.016768,-0.1267,-0.099557,-0.060263,0.33089,0.042887,0.037543,-0.010049,-0.36457,-0.046615,0.19096,-0.22398,-0.085516,-0.06539,-0.13313,-0.091908,0.19223,0.018127,0.03505,-0.089681,-0.10784,0.17227,0.07251,-0.074372,0.062047,-0.14198,0.13674,-0.048394,-0.47109,-0.014746,-0.1279,-0.095074,-0.20514,0.089851,0.16544,0.068851,0.13963,0.034482,0.086049,0.16355,-0.033298,0.11806,-0.021621,0.22064,0.19575,0.019611,0.048753,0.028543,0.048272,-0.24786
44,0.65689,0.67011,0.70727,0.65285,0.62744,0.69029,0.64839,0.68964,0.74897,0.64477,0.55878,0.59447,0.59413,0.60365,0.5612,0.67833,0.69165,0.66626,0.57533,0.52653,0.61961,0.58976,0.65311,0.62529,0.69029,0.5756,0.54697,0.67322,0.63233,0.5873,0.57596,0.67615,0.54448,0.62014,0.57379,0.52338,0.5599,0.64314,0.52313,0.56392,0.52559,0.58136,0.54093,0.48971,1,0.49985,0.50271,0.59121,0.37016,0.53005,0.41637,0.54604,0.32609,0.55529,0.30205,0.43729,0.55381,0.36256,0.37595,0.13514,0.4263,0.086414,0.17078,0.24143,0.0699,0.36755,0.22583,0.29516,0.10497,0.33651,0.21104,-0.0078529,0.15817,0.17798,0.33158,0.15552,0.25873,0.089243,-0.084841,0.0084185,-0.070604,0.20608,0.18079,0.097282,0.23489,0.046717,0.043597,0.19925,0.132,0.11564,-0.041761,0.32266,0.096311,0.0030149,0.35048,0.023868,0.033262,-0.26854,0.11362,-0.013805,0.11859,0.027103,0.12194,0.068426,-0.026701,-0.050077,0.091745,0.24723,0.0078294,-0.0089385,0.14749,-0.081722,0.14223,0.11501,-0.058812,-0.14459,-0.025548,-0.0071236,0.10082,-0.15058,-0.12945,0.038039,-0.0089822,-0.1195,0.1965,0.022793,-0.0034883,0.20497,-0.094171,0.049787,0.099272,-0.32007,-0.11703,-0.11386,-0.27437,0.060424,0.11776,-0.0012844,0.046777,0.090311,0.016037,-0.010679,0.015454,0.038655,0.16048,0.035151,0.17256,0.25731,0.077783,0.54893,-0.075379,0.14389,0.0026783
45,0.67029,0.61355,0.69811,0.67712,0.53991,0.56351,0.61586,0.60114,0.62404,0.6562,0.67051,0.63969,0.62113,0.66252,0.68884,0.69564,0.59531,0.66469,0.48158,0.54649,0.54739,0.66546,0.61604,0.6302,0.64684,0.47561,0.3725,0.53219,0.56862,0.60229,0.52094,0.58395,0.58389,0.54761,0.46471,0.61076,0.44212,0.54523,0.58853,0.47433,0.46422,0.34922,0.29609,0.3992,0.49985,1,0.28473,0.34973,0.46961,0.46912,0.20073,0.47558,0.32771,0.427,0.41861,0.38572,0.72329,0.39731,0.19549,0.34108,0.35316,-0.012904,0.23032,0.21395,0.14197,0.219,0.37273,-0.068813,0.25975,0.51848,0.11373,0.15757,-0.086859,0.12433,0.21764,0.16256,0.27869,0.083224,0.2972,0.19873,-0.046384,0.088853,0.28317,0.19749,0.06427,0.29453,0.21966,-0.00046538,-0.041752,0.05462,0.1784,0.080183,0.28008,0.02219,0.12517,-0.10415,-0.09501,0.098835,-0.00080906,0.021048,-0.16527,-0.052165,0.18755,0.092328,-0.1423,0.050031,0.004852,0.27994,0.11888,0.089216,-0.066338,-0.04075,0.12708,0.21994,0.03928,0.04868,-0.11459,0.083429,0.14728,-0.17729,0.05187,0.015744,0.059198,0.022177,-0.030542,-0.058548,0.043946,0.08051,-0.12922,0.33547,0.14589,-0.30046,0.18797,0.12545,-0.15648,0.11544,-0.10105,-0.14047,-0.15796,-0.031391,-0.12336,0.28781,0.15472,0.04322,0.223,-0.072286,0.14319,0.024373,0.037149,0.32208,-0.016442,-0.071603,-0.31275
46,0.64392,0.52174,0.54206,0.50495,0.56012,0.62899,0.58504,0.45065,0.55632,0.52474,0.47799,0.53852,0.54699,0.56579,0.58174,0.61365,0.62255,0.56596,0.44668,0.45408,0.4411,0.38439,0.6009,0.47004,0.44943,0.50171,0.52158,0.52366,0.53855,0.50232,0.52316,0.52703,0.59451,0.54355,0.50687,0.55166,0.4797,0.49604,0.40686,0.39967,0.46213,0.55584,0.61442,0.50987,0.50271,0.28473,1,0.50412,0.37273,0.55227,0.45855,0.45441,0.31087,0.25324,0.3684,0.25434,0.38569,0.29445,0.31953,0.010125,0.24742,0.040279,0.13321,-0.026616,0.24623,0.17747,0.2404,0.35507,0.14156,0.37522,0.16757,0.039571,0.27686,0.13052,0.23743,-0.10372,0.13718,0.11796,0.27315,0.26853,0.14121,0.24955,0.35991,0.017092,-0.027253,0.15066,0.033451,0.25517,0.34976,0.1254,0.13683,0.23245,0.012919,0.0456,0.13098,0.0083135,0.088866,-0.14816,0.08783,0.15535,0.22178,0.10202,0.24492,0.045769,-0.15597,0.013782,0.14067,0.45135,0.086653,0.072404,0.27832,-0.14025,0.1481,0.049188,-0.099715,-0.13812,0.12289,-0.21116,0.2364,-0.11395,-0.12322,0.17417,-0.10187,0.13202,0.22814,0.13117,0.13552,0.10742,-0.051447,0.16435,0.051963,-0.24648,0.011767,-0.17104,-0.049966,-0.18071,0.22942,0.047654,-0.23339,-0.074853,0.040956,-0.24706,-0.12226,0.13875,0.13348,-0.10718,0.040494,0.30202,-0.10449,0.27374,-0.0029891,0.12491,-0.21965
47,0.65228,0.65209,0.66914,0.66959,0.68449,0.72301,0.63713,0.60099,0.73615,0.69735,0.6337,0.71947,0.68491,0.70404,0.65346,0.66833,0.66594,0.59355,0.72223,0.56662,0.66198,0.69681,0.72938,0.68017,0.76052,0.65539,0.719,0.69942,0.59712,0.66212,0.61009,0.58512,0.63908,0.65711,0.58437,0.566,0.63958,0.72855,0.43974,0.51093,0.67206,0.60677,0.53489,0.59795,0.59121,0.34973,0.50412,1,0.46163,0.44883,0.5087,0.34351,0.43833,0.44289,0.31475,0.30613,0.40799,0.18995,0.36108,0.18136,0.26659,0.15053,0.080489,0.33934,0.40279,0.29962,0.48891,0.23652,0.1421,0.42787,0.14039,-0.20509,0.29711,0.062223,0.37724,0.2651,0.26022,0.29519,0.1629,-0.021658,0.1162,0.29575,0.080143,0.049115,0.025096,0.21731,-0.062204,0.18921,0.27383,0.14153,0.12446,0.16946,0.089494,-0.0084256,0.25364,0.22848,-0.12572,-0.024665,0.29286,0.1123,0.27534,0.028859,0.18033,-0.058182,0.2166,-0.08073,0.00021416,0.40976,0.1747,-0.11131,0.15892,0.0042665,-0.054255,0.0051177,-0.15714,-0.075878,0.23783,-0.16184,0.030843,-0.0034573,0.031988,0.067574,0.038717,-0.071665,-0.036279,-0.078058,0.19633,0.034316,-0.17074,-0.015406,-0.0016175,-0.19854,-0.09865,-0.1932,-0.010253,-0.06281,0.066714,-0.10355,0.14115,0.14025,-0.11323,-0.14383,-0.14234,0.18671,0.34334,0.03075,0.24957,0.1608,-0.088372,0.28705,0.088446,0.16757,-0.023218
48,0.57082,0.53449,0.57852,0.47909,0.59303,0.57774,0.5464,0.57727,0.57729,0.53275,0.54947,0.49853,0.51911,0.57249,0.55797,0.64515,0.58465,0.49859,0.56253,0.49677,0.54442,0.44813,0.5955,0.47681,0.52354,0.48238,0.46309,0.51562,0.58136,0.46314,0.57123,0.37671,0.5386,0.60615,0.4352,0.54605,0.55864,0.62016,0.47023,0.23346,0.60675,0.43691,0.3412,0.38454,0.37016,0.46961,0.37273,0.46163,1,0.48191,0.3209,0.35698,0.22613,0.1255,0.18372,0.37648,0.39464,0.41437,0.33876,0.38997,0.3924,0.02809,0.061644,0.30722,0.36069,0.32574,0.4076,-0.018422,0.083419,0.20407,0.1172,-0.10906,0.12777,0.21303,0.34479,-0.029679,0.34286,0.13199,0.23623,0.021896,0.33596,0.23435,0.15815,0.0078967,0.022711,0.20953,-0.039365,0.0044724,0.14548,0.13043,-0.052272,-0.031839,0.017194,0.066054,0.147,0.072282,0.0031495,0.15576,0.097672,0.001015,0.048102,-0.072715,0.069803,0.016578,0.17392,-0.070521,0.13832,0.20595,0.057144,0.11149,0.22467,-0.10811,-0.048621,0.078239,-0.057056,0.013795,0.051639,0.091785,0.22689,-0.0023987,0.071543,0.18794,0.10883,0.21815,-0.019672,0.063137,-0.080515,0.1398,0.040891,0.040512,-0.028897,-0.17035,0.098338,-0.0064039,0.095498,0.11365,-0.10455,-0.097701,0.10763,0.14364,-0.23443,0.14742,0.12102,0.070825,0.12888,0.066451,0.073519,0.21152,0.086216,0.20693,-0.093677,-0.052755,-0.18156
49,0.7113,0.65719,0.66182,0.62132,0.63029,0.6183,0.61363,0.66272,0.69849,0.54228,0.56918,0.66342,0.65016,0.61278,0.6016,0.64458,0.60095,0.65457,0.58036,0.62593,0.64188,0.47969,0.53337,0.63991,0.63182,0.67391,0.61968,0.61544,0.71768,0.53629,0.69228,0.61283,0.69027,0.63977,0.46424,0.60252,0.61404,0.54938,0.5489,0.54181,0.5345,0.56055,0.4547,0.50694,0.53005,0.46912,0.55227,0.44883,0.48191,1,0.45725,0.48862,0.3563,0.37567,0.55689,0.52883,0.53196,0.20252,0.10942,0.16771,0.35415,0.17564,0.083077,0.088499,0.31142,0.21618,0.28136,0.020966,0.042899,0.19573,0.19228,0.027547,0.12893,0.24778,0.30656,0.11807,0.020561,0.31884,0.040165,0.32162,0.19623,-0.052164,0.16217,0.08548,0.1618,0.15648,-0.14109,0.024696,0.22092,-0.014661,-0.018764,0.027413,0.14419,-0.062941,0.045529,0.080075,0.23847,0.09077,0.20787,0.14114,0.28655,0.27037,0.082357,-0.0021469,-0.019511,0.17102,0.03269,0.31958,0.091018,0.19862,0.085431,-0.12143,0.052646,0.33038,-0.18141,-0.030407,-0.010969,-0.10535,0.26402,-0.072285,0.071059,0.015664,0.089585,0.068914,-0.15142,0.19713,-0.080971,0.091027,-0.12644,0.065011,0.024293,-0.24083,-0.038178,0.13921,-0.093697,0.21492,0.051467,0.1733,0.082077,-0.055165,-0.27083,0.13194,0.049682,0.044116,0.17956,0.12618,0.092161,0.16806,0.062902,0.20989,0.10025,-0.13047,-0.0018868
50,0.44882,0.51568,0.50612,0.51751,0.48138,0.51381,0.57442,0.51069,0.56651,0.45241,0.34012,0.62518,0.50364,0.4347,0.57777,0.54967,0.47685,0.52953,0.45729,0.5533,0.51082,0.44006,0.51699,0.53536,0.42205,0.62785,0.57967,0.60658,0.52914,0.54123,0.54271,0.60677,0.43999,0.49468,0.55536,0.44589,0.48874,0.45715,0.38765,0.38448,0.52724,0.3969,0.48962,0.42749,0.41637,0.20073,0.45855,0.5087,0.3209,0.45725,1,0.23683,0.26849,0.2901,0.25633,0.29825,0.19022,0.090029,0.22726,0.30749,0.18438,0.4178,0.058948,0.097027,0.3916,0.091235,0.21108,0.25653,0.054617,0.37301,0.18123,-0.093284,0.44566,0.21558,0.37823,0.19772,0.019824,0.27757,-0.035762,0.055177,0.010673,0.21849,0.12728,-0.050684,-0.01258,0.15449,-0.27765,0.0011902,0.21692,0.18252,-0.026375,0.075788,0.23909,0.048246,0.19947,0.42998,-0.04113,-0.037238,0.17899,-0.00072091,0.3345,-0.12387,0.27369,0.035617,0.21994,-0.27237,0.0095324,0.016923,0.17584,0.030912,0.16681,-0.3767,-0.2322,0.28336,0.16699,-0.11372,0.16071,-0.14376,0.082299,-0.05146,0.085291,0.27298,-0.026487,0.21114,0.087884,0.16711,0.10149,-0.059115,-0.22416,0.25917,-0.0012742,-0.25453,-0.10158,-0.21876,-0.085759,0.094158,0.028587,0.11104,0.090568,0.033092,-0.030795,-0.13275,-0.12816,0.10465,0.39046,0.10888,0.047658,0.10733,0.012202,0.28033,-0.085123,0.010947,-0.041588
51,0.59956,0.49478,0.48317,0.47509,0.5291,0.5027,0.42262,0.4685,0.51258,0.48319,0.39676,0.44635,0.41813,0.46392,0.52257,0.45961,0.6007,0.5848,0.48739,0.44869,0.48022,0.50278,0.55229,0.38143,0.48774,0.49689,0.44122,0.51132,0.42957,0.41145,0.55456,0.47679,0.37456,0.36249,0.441,0.50823,0.45795,0.35079,0.47082,0.40227,0.39952,0.34596,0.2534,0.47069,0.54604,0.47558,0.45441,0.34351,0.35698,0.48862,0.23683,1,0.25403,0.34024,0.17348,0.21745,0.49491,0.32907,0.27664,0.23233,0.088119,0.0065119,0.24338,-0.080988,-0.024844,0.22624,0.30298,0.1483,0.28344,0.31765,0.035173,-0.091322,-0.034132,0.21548,0.34155,0.041973,0.070058,-0.064525,0.01049,0.061389,-0.085344,-0.017513,0.24593,0.19731,0.14343,-0.058758,-0.065104,0.18805,0.11851,0.077379,0.17857,0.2556,0.10207,0.06501,0.1106,-0.097371,0.26547,0.037253,-0.1696,-0.059462,0.023172,-0.048084,0.20972,-0.19423,-0.3195,0.039539,0.28088,0.2542,-0.0015699,0.16171,0.0050232,-0.24446,0.14558,0.31316,-0.19799,0.15274,-0.088652,-0.0068121,0.0010065,-0.043142,-0.069673,0.15363,0.098624,0.13283,0.037733,0.052374,-0.12896,0.10725,0.064349,0.31325,-0.0029639,-0.44763,0.022263,0.10071,-0.31514,0.044729,0.20498,0.041464,0.022385,0.015,-0.12392,0.025632,0.031599,-0.033148,0.39651,-0.11912,0.040917,0.1611,0.083971,0.2528,-0.092268,0.1133,-0.14246
52,0.44601,0.3001,0.4539,0.48672,0.48113,0.34214,0.58017,0.50104,0.46877,0.47497,0.48027,0.50593,0.43204,0.46685,0.52379,0.35828,0.37601,0.38709,0.56009,0.41879,0.46055,0.46425,0.5477,0.43769,0.42919,0.48337,0.48903,0.40104,0.31591,0.30766,0.33469,0.44459,0.42214,0.46809,0.28176,0.51411,0.44307,0.46792,0.24439,0.44825,0.35173,0.36266,0.52381,0.4603,0.32609,0.32771,0.31087,0.43833,0.22613,0.3563,0.26849,0.25403,1,0.31009,0.25512,0.077932,0.40481,0.18858,0.062328,0.16083,0.34683,0.13575,0.32058,0.1845,0.39234,0.13874,0.23263,0.13777,0.1947,0.27487,-0.093419,0.040224,0.22357,0.12264,0.21512,0.012778,0.10972,0.23593,0.006754,0.12734,-0.0026486,0.006051,0.0064861,-0.025254,0.0013553,0.36698,0.061896,-0.06256,-0.11511,-0.14149,0.12593,0.16166,-0.046009,0.1725,-0.21617,0.16648,0.089714,-0.0012214,0.22079,0.35827,-0.14059,0.11217,-0.0043032,0.21231,-0.065055,-0.068717,-0.030428,0.26208,-0.01102,0.095146,0.12373,-0.023031,0.051556,0.055278,-0.21704,0.20737,-0.01536,-0.060803,-0.26677,0.031387,0.13193,0.040745,-0.0044464,-0.036151,0.055198,-0.0086448,-0.030877,0.112,-0.10459,0.26654,-0.18355,-0.16089,0.29813,-0.0042079,-0.089149,-0.1779,0.043367,0.039288,0.091112,-0.34978,-0.18246,0.0043944,-0.089835,0.17444,-0.085251,-0.15009,0.19305,0.10124,-0.023174,-0.0065624,-0.1495,0.16456,-0.019497
53,0.41935,0.46143,0.45399,0.56886,0.35703,0.58509,0.42234,0.51562,0.54869,0.38193,0.44707,0.39447,0.38814,0.47264,0.43888,0.48533,0.48685,0.377,0.42838,0.4636,0.50338,0.46204,0.48182,0.39833,0.5784,0.47186,0.5188,0.41222,0.41835,0.45064,0.39289,0.52778,0.47811,0.375,0.38883,0.33965,0.40146,0.46587,0.45707,0.45116,0.25909,0.24538,0.20385,0.44558,0.55529,0.427,0.25324,0.44289,0.1255,0.37567,0.2901,0.34024,0.31009,1,0.26204,0.42601,0.45265,0.0062348,0.32412,0.11092,0.25634,0.1885,0.10604,0.19395,0.023437,0.2768,0.14968,0.19295,0.10936,0.33358,0.2188,-0.19567,0.13001,0.11825,0.067094,0.17912,-0.039193,0.12778,-0.2368,0.11999,-0.11201,-0.23952,0.2942,0.069206,0.14661,0.057663,0.049932,0.32492,0.018293,-0.049268,-0.066405,-0.033096,0.3024,0.24344,0.14213,0.11211,-0.048987,-0.27798,-0.08079,-0.086592,-0.13313,-0.058775,0.20008,0.13073,-0.3609,-0.096974,0.040957,0.29823,0.13239,0.070925,-0.055657,-0.059362,0.076331,-0.12308,-0.13928,-0.087502,-0.084076,-0.13993,0.055107,-0.16619,-0.013306,0.21279,-0.038899,-0.21086,0.089695,0.13145,-0.10352,0.042762,-0.18074,0.27796,0.032869,-0.30303,0.19905,-0.07583,-0.23126,0.020163,0.028865,-0.069316,0.15406,0.21541,0.090862,0.10623,0.16156,-0.024102,0.29644,-0.10643,0.12802,0.17527,0.12348,0.18093,-0.0030154,0.091722,-0.0012815
54,0.5604,0.55912,0.47296,0.5649,0.57178,0.48397,0.55312,0.48863,0.53051,0.39243,0.53489,0.59059,0.59947,0.53656,0.5771,0.5157,0.4909,0.52627,0.44957,0.51077,0.55076,0.5231,0.45993,0.63726,0.46762,0.51958,0.52443,0.51091,0.51168,0.60089,0.46783,0.49826,0.61768,0.50036,0.38362,0.50993,0.43788,0.46123,0.45684,0.48363,0.36815,0.54291,0.55479,0.29571,0.30205,0.41861,0.3684,0.31475,0.18372,0.55689,0.25633,0.17348,0.25512,0.26204,1,0.3198,0.44123,0.31796,0.18576,0.18026,0.53005,0.11792,0.15966,0.20986,0.20519,-0.041531,0.27853,-0.052467,0.08383,0.11548,0.25489,0.37764,0.010775,0.13151,0.20561,0.0884,0.022056,0.37316,0.076803,0.25344,0.16042,0.20797,-0.043754,-0.1936,0.055916,0.044274,-0.1463,0.21415,0.072691,-0.018283,0.068151,0.06414,0.17889,-0.11934,-0.13379,0.25285,0.13278,0.019526,-0.014518,0.23716,0.14042,0.35586,0.26289,0.02505,0.077505,0.10978,-0.07695,0.36074,0.31911,0.03308,0.11675,-0.12492,0.063772,0.026578,-0.013677,0.20126,0.074224,-0.13988,0.18287,-0.08001,-0.013475,-0.026883,-0.14474,0.12883,0.035284,0.22268,0.12015,0.039434,0.046386,0.047068,0.025557,-0.16164,0.17102,-0.17314,0.092821,-0.073685,-0.051522,0.037675,0.0088318,0.0079747,-0.20098,-0.12579,-0.03965,-0.11318,-0.071656,0.266,0.29001,0.19405,-0.23058,0.15995,-0.046033,-0.11492,-0.011472
55,0.53936,0.54649,0.45884,0.53671,0.49428,0.58393,0.44534,0.52421,0.54015,0.40087,0.44971,0.4438,0.56115,0.37045,0.3583,0.49035,0.54616,0.45537,0.42793,0.49548,0.47124,0.41211,0.30452,0.49241,0.49553,0.3822,0.48791,0.4444,0.45515,0.42039,0.45926,0.48425,0.42,0.54033,0.28832,0.3914,0.4207,0.51502,0.40995,0.39999,0.30952,0.33998,0.21764,0.21671,0.43729,0.38572,0.25434,0.30613,0.37648,0.52883,0.29825,0.21745,0.077932,0.42601,0.3198,1,0.35009,0.22965,0.20626,0.021493,0.43511,0.3378,0.023186,0.30839,0.13191,0.060876,0.24208,0.050241,-0.043655,0.089843,0.35295,-0.15837,0.069821,0.05566,0.26385,0.037157,-0.024,0.18441,0.008563,0.13594,0.1218,-0.094062,0.1194,-0.16901,0.1105,0.025368,-0.15011,0.049089,0.25036,0.11779,-0.25713,-0.055891,0.16965,0.088055,0.15089,0.10136,0.12041,0.16923,0.14501,-0.04306,0.15629,-0.029942,-0.052017,0.00035012,-0.13945,0.10527,0.056,0.057255,0.26693,-0.19098,0.23165,0.031321,0.01635,0.23905,-0.030839,0.031417,-0.17543,0.003574,0.25842,-0.046148,0.00095345,-0.030624,-0.011235,0.085975,-0.058565,0.39832,-0.073595,0.016455,-0.1359,0.024246,-0.072176,0.0048272,-0.090067,0.17438,0.061045,0.28153,0.023566,-0.012594,-0.12005,0.21297,0.010449,0.096498,0.27617,0.11749,0.15174,0.057994,0.1047,0.18195,0.17608,0.26288,0.39292,-0.014482,0.048937
