,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
20,0.098997,0.0014573,0.13869,0.14135,-0.0059128,0.16053,0.03287,0.12843,0.15063,0.246,0.23239,0.047273,0.056901,-0.05057,0.10616,-0.0012186,0.23003,0.28558,0.17362,0.40129,1,0.10837,0.17354,0.1636,0.037511,-0.064784,0.36098,0.21149,0.20107,0.25812,-0.073839,0.018859,0.17178,0.0052411,-0.040613,0.11563,-0.16988,0.057111,-0.11028,-0.026446,0.014174,0.20556,0.15515,-0.031368,0.062681,0.2143,0.030059,-0.056987,-0.066139,0.27238,0.093815,-0.12693,-0.022949,-0.16202,-0.18178,-0.21566,-0.019946,0.11257,-0.011255,-0.085337,0.11408,0.16985,0.070731,-0.12272,-0.047658,0.01635,0.0092384,0.065986,0.073732,0.013149,0.19057,0.19013
21,-0.13638,-0.13929,-0.34425,-0.18557,-0.19799,-0.0639,-0.16482,-0.24717,-0.10561,-0.15164,0.00048311,0.23127,0.15622,0.21162,0.10795,-0.13561,0.015995,0.28559,0.13785,0.12873,0.10837,1,0.12859,0.045014,0.034357,0.11675,-0.10529,0.076357,0.168,0.17665,0.18334,0.22694,0.42761,0.20928,0.025799,0.11343,-0.16141,0.21597,0.24439,-0.16091,0.064334,0.16795,0.17967,0.16704,0.063744,0.23311,0.1484,0.19313,0.2999,-0.12286,0.063137,0.0795,0.22992,0.12375,0.48204,0.10769,-0.091598,-0.023989,0.037365,0.020092,-0.081606,0.2383,0.15048,0.1111,-0.0058921,0.45454,-0.055058,-0.17527,0.042821,0.11773,-0.076242,-0.014463
22,0.18945,0.26471,0.039377,0.22821,0.14931,0.23775,0.35512,0.15149,0.23696,-0.091888,0.066326,0.024734,0.12665,0.1547,-0.056213,0.21465,0.15382,0.291,0.20177,0.22685,0.17354,0.12859,1,0.38505,-0.27081,0.077859,-0.097191,0.087729,0.38725,0.16856,-0.056291,0.26257,0.18017,-0.13708,-0.10954,-0.087556,-0.30253,0.14648,0.15282,0.05561,-0.010898,0.0577,-0.10049,0.050823,0.097211,0.10235,0.13762,0.20767,0.32045,-0.078408,0.3208,-0.19782,0.34948,0.21151,0.13664,0.27029,0.11828,0.020778,0.093532,0.14169,-0.046994,0.026263,0.14483,0.18375,0.20085,0.032489,-0.023075,0.084392,0.06046,-0.18343,-0.11067,0.26191
23,0.15933,0.12952,0.0093936,0.14336,0.093227,-0.030952,0.13116,-0.061783,0.094848,-0.021589,0.066187,0.12704,0.15188,0.088094,0.17193,0.079,0.32683,0.17998,0.13688,0.10145,0.1636,0.045014,0.38505,1,-0.025474,-0.14939,0.013633,-0.017507,0.31992,0.065891,0.06478,0.13075,0.077669,-0.012187,-0.23445,0.00037721,0.070274,0.24488,0.051123,0.00019577,-0.16128,0.29858,-0.10207,0.21333,0.13296,0.12141,0.19572,-0.12936,0.060717,-0.25959,0.19516,-0.013146,0.36756,0.074274,-0.11741,-0.014267,-0.17902,0.11777,0.17777,0.082318,0.011241,0.24709,0.15288,0.05223,0.4094,-0.058983,-0.28404,-0.26761,-0.15146,0.1645,0.071159,0.15604
24,0.054729,-0.19476,-0.055601,0.0056274,-0.06164,0.07292,-0.075036,-0.023204,0.075529,0.24923,0.12918,0.019838,0.040365,0.096054,0.096032,-0.033543,-0.014725,0.067852,-0.080776,-0.15012,0.037511,0.034357,-0.27081,-0.025474,1,0.099044,0.016305,0.032526,-0.095487,0.14032,0.22655,-0.17666,0.028811,0.0081407,-0.083455,0.0053809,0.29554,-0.1122,0.18905,-0.057213,-0.089215,-0.078614,0.031544,0.25884,-0.086889,0.072509,-0.38439,-0.27013,-0.12414,-0.084659,-0.10563,-0.21157,-0.19582,-0.088489,-0.19814,0.069198,0.010782,-0.086208,0.12621,-0.040029,0.15068,0.22412,0.0033151,0.045147,-0.24189,-0.017938,-0.19077,0.22641,-0.026596,0.17226,0.18838,-0.07536
25,-0.15169,-0.034761,0.037668,-0.090881,-0.062424,0.019086,-0.03238,0.21852,-0.12346,-0.033226,0.069298,-0.12626,-0.13793,0.15295,-0.16424,0.20446,0.060332,0.24401,0.24504,0.074507,-0.064784,0.11675,0.077859,-0.14939,0.099044,1,0.00072611,-0.036315,0.22013,0.035836,0.31609,0.112,0.20518,-0.22594,0.14852,0.21038,0.29502,-0.16277,0.14014,0.099708,-0.043372,0.09787,-0.098733,-0.24388,0.21731,0.17058,-0.077029,0.048662,-0.063129,0.03374,-0.024232,0.014811,-0.058095,-0.10237,0.20101,-0.020824,0.1006,0.010846,0.22071,-0.1892,-0.12628,0.060439,0.12414,-0.089268,-0.050271,-0.19886,0.06057,0.19001,-0.12144,-0.28211,0.07095,0.18491
26,-0.092412,-0.23984,0.0031991,0.042268,-0.017404,-0.043027,-0.10667,0.21059,-0.071401,-0.031327,-0.041149,0.48008,-0.032913,-0.11373,0.15201,-0.29973,0.18819,0.19489,0.024511,0.14547,0.36098,-0.10529,-0.097191,0.013633,0.016305,0.00072611,1,0.14946,-0.0058617,-0.1533,-0.24723,0.037097,-0.020631,0.1399,0.07492,0.36983,-0.053519,0.077136,-0.036132,0.038237,0.14682,0.052717,0.22462,0.039611,0.1249,0.20123,-0.053662,-0.022433,-0.093585,0.11772,-0.098541,-0.1383,-0.043812,-0.32566,-0.25066,-0.33023,-0.087318,0.063621,0.056973,-0.049729,0.12964,-0.070836,-0.0042302,-0.36861,0.036529,-0.20111,0.13439,-0.20717,-0.15403,0.28142,0.02011,0.22601
27,0.039007,0.050437,-0.010596,0.05977,0.098304,0.084138,0.16895,-0.26097,0.15406,0.1802,-0.036858,-0.037426,-0.2189,0.038668,-0.06993,-0.092328,-0.13715,0.26014,0.052993,0.26036,0.21149,0.076357,0.087729,-0.017507,0.032526,-0.036315,0.14946,1,0.23354,0.054759,-0.012247,0.035574,0.20485,0.065616,0.14979,0.17822,-0.1517,-0.046335,0.095018,-0.22483,0.038586,0.13144,0.28617,0.23662,-0.012719,0.40241,-0.015653,-0.0017631,0.22014,0.11482,-0.17092,-0.29014,-0.026033,0.12382,0.26218,0.19361,0.050633,0.054278,0.19233,-0.014999,-0.092983,-0.067072,0.069964,0.12109,0.062924,0.27296,0.088911,-0.099822,-0.25796,-0.073889,0.21133,0.07814
28,-0.037741,0.15005,0.015751,-0.076027,-0.089822,0.1102,0.079835,0.24013,0.17918,0.093235,0.10502,-0.14797,-0.083499,-0.13867,0.147,0.24016,0.28025,0.080845,0.057464,0.19674,0.20107,0.168,0.38725,0.31992,-0.095487,0.22013,-0.0058617,0.23354,1,0.15512,0.048239,0.1717,0.14561,-0.062863,-0.08699,0.25651,-0.019166,0.34394,0.147,-0.20709,0.18467,0.0074854,0.0051784,0.17706,0.0070459,0.38533,0.18481,0.20362,0.3584,0.01801,0.15849,-0.01939,0.048475,0.10423,-0.094597,0.17535,0.084292,0.15278,0.18122,-0.082669,-0.041136,0.17144,0.31759,0.029142,0.31296,0.053902,0.19529,-0.25256,-0.34044,0.018803,-0.11979,0.31788
29,-0.2541,-0.21676,-0.24472,-0.23966,-0.3184,-0.11555,-0.1746,-0.10044,-0.018157,0.018063,-0.0068544,-0.11118,-0.12732,-0.3004,0.023042,-0.093835,0.21323,-0.0056607,0.35704,0.18255,0.25812,0.17665,0.16856,0.065891,0.14032,0.035836,-0.1533,0.054759,0.15512,1,0.14972,0.36951,0.081674,0.013602,0.055957,0.038831,-0.018763,0.15275,-0.12009,0.10366,-0.08749,0.29726,-0.25155,0.14602,0.030806,-0.11159,0.052997,0.024076,-0.12711,-0.0065971,0.024524,0.061649,0.058785,0.36042,0.088873,0.08439,0.1569,-0.11646,0.024579,-0.10188,-0.071472,0.046877,0.16611,0.25207,0.11364,0.043913,-0.032772,0.22608,-0.13604,-0.21859,0.011341,0.0099392
30,-0.098946,-0.21053,-0.10181,-0.30637,-0.069546,-0.15116,-0.12864,-0.16308,-0.097434,-0.043986,0.063351,-0.069618,-0.097835,-0.038058,-0.24232,0.1834,-0.23434,0.12978,0.079334,0.10264,-0.073839,0.18334,-0.056291,0.06478,0.22655,0.31609,-0.24723,-0.012247,0.048239,0.14972,1,-0.088865,0.20519,-0.040926,0.1419,0.25416,0.17768,-0.13028,0.059955,0.17738,-0.11637,0.15712,-0.031874,0.13336,0.23232,0.18642,-0.13504,0.11331,0.12443,0.14696,0.13695,0.063591,-0.016945,0.24663,0.16258,0.097802,0.1461,-0.0040297,0.12653,0.0065798,0.04801,-0.069728,0.0048429,-0.098601,-0.10608,0.026708,-0.11625,0.17762,-0.14127,-0.12002,0.081817,-0.18833
31,-0.38508,-0.35365,-0.44932,-0.2,-0.28189,-0.33486,-0.30823,-0.0469,-0.25086,-0.26353,-0.082753,-0.0050434,-0.042503,-0.067239,0.1585,-0.072101,0.28875,0.11507,0.1848,-0.072556,0.018859,0.22694,0.26257,0.13075,-0.17666,0.112,0.037097,0.035574,0.1717,0.36951,-0.088865,1,0.25243,0.070952,-0.13271,0.24701,-0.05672,0.030385,0.022754,0.056122,0.17459,0.2311,0.010199,0.17019,0.031981,-0.10083,-0.0037011,0.085212,-0.25662,-0.061456,0.048983,-0.06015,-0.066469,0.12548,0.15883,0.22371,0.10599,0.062394,0.11658,-0.089672,-0.037151,-0.015285,-0.064308,0.102,0.2825,-0.11848,0.015462,-0.12556,0.086905,-0.2084,-0.005392,0.20963
32,-0.10657,-0.084822,-0.11994,-0.099218,-0.049923,-0.094782,-0.1182,-0.015651,-0.10284,-0.17946,0.026811,0.13385,0.20593,0.2632,-0.10127,-0.046848,0.005574,0.48287,0.017172,0.32084,0.17178,0.42761,0.18017,0.077669,0.028811,0.20518,-0.020631,0.20485,0.14561,0.081674,0.20519,0.25243,1,0.14063,-0.019549,0.32292,-0.12926,-0.11248,0.21026,0.077863,-0.0997,0.15316,0.073455,0.19654,0.27472,0.19183,-0.088475,-0.012656,0.21082,0.1331,0.10406,0.068437,-0.026034,0.112,0.179,0.23414,0.13455,-0.029028,-0.0062751,0.21715,-0.43613,0.018671,0.30834,0.21776,0.028471,0.067447,0.056909,-0.032781,-0.019903,-0.18107,0.17709,0.17329
33,-0.27661,-0.16002,-0.27555,-0.13844,-0.14737,-0.10971,-0.25421,-0.204,-0.085131,-0.18161,-0.15303,-0.024111,-0.10903,-0.093869,0.18702,-0.27664,-0.085564,0.020138,0.0011189,0.11209,0.0052411,0.20928,-0.13708,-0.012187,0.0081407,-0.22594,0.1399,0.065616,-0.062863,0.013602,-0.040926,0.070952,0.14063,1,0.059448,0.33288,0.036241,0.30182,0.19136,-0.13147,0.29285,-0.064561,0.18697,0.07348,0.30006,-0.035138,-0.13322,0.189,0.15118,-0.056169,0.062998,-0.031283,0.12649,-0.021509,-0.11196,-0.23554,-0.17314,-0.17891,-0.14021,-0.19281,-0.0031626,0.21735,-0.15091,0.24964,-0.080237,-0.0026446,0.18693,-0.029997,0.044314,0.11161,-0.095723,0.12394
