,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
29,0.084589,0.19942,0.025065,0.32775,0.34974,0.076686,0.30589,-0.023319,0.29771,0.22489,0.18138,0.33824,0.1344,0.0086244,0.079733,0.21572,0.19488,-0.043677,0.11018,0.031044,0.079216,-0.023754,0.047406,0.19647,-0.019883,-0.06058,0.22078,0.23248,0.20468,1,0.025127,0.1935,0.10457,0.27318,0.11001,0.11956,-0.035387,-0.046447,-0.21691,0.065004,-0.033541,-0.14521,-0.12222,0.17446,-0.11249,0.17335,0.010434,-0.26796,-0.056704,-0.0095609,-0.0013933,0.07535,-0.011111,0.086489,0.0088102,0.019068,-0.19063,-0.035502
30,0.11264,0.086101,0.2866,0.15104,0.32128,-0.01087,0.33792,0.084822,0.31844,0.1446,-0.022019,0.20083,0.3601,-0.060855,0.32043,0.47174,0.21126,0.21772,0.0071232,0.060776,0.17543,0.21446,0.23484,0.3359,0.1133,-0.0054747,0.22444,0.16029,0.32334,0.025127,1,-0.0066392,0.06716,-0.23685,-0.012373,-0.0065974,-0.034504,0.09035,0.085204,0.012695,-0.05652,-0.15103,0.035228,-0.04166,-0.48148,-0.19688,0.15831,0.2097,0.15596,0.40151,0.26697,0.06617,-0.13388,-0.0030348,-0.25781,0.11174,0.082415,-0.1727
31,0.0014624,-0.24666,0.1202,0.10485,0.39494,0.12861,-0.14768,0.059927,0.12159,-0.22533,0.044791,0.027963,0.29154,-0.10646,0.080317,0.10872,0.13288,-0.25537,-0.080447,0.21614,0.11469,-0.15928,0.32043,0.24977,-0.15641,-0.0029239,-0.1935,0.25451,-0.018888,0.1935,-0.0066392,1,0.22005,0.042425,0.1673,-0.23481,-0.095602,-0.12905,-0.16345,0.1499,0.053861,-0.093003,-0.32027,-0.063384,-0.027886,-0.032624,-0.060455,-0.10581,0.042472,0.058903,-0.11786,0.26998,-0.19453,-0.24769,0.064961,0.09414,-0.10637,-0.21455
32,-0.17414,-0.09492,0.18775,0.071913,0.12287,-0.09218,0.29196,-0.078358,0.098131,0.20569,-0.1502,0.035264,0.28624,-0.072111,0.01626,0.13694,0.15201,-0.068593,-0.14888,0.023697,0.22412,-0.049906,0.049413,0.074507,-0.028572,0.11131,-0.1007,0.08934,-0.019945,0.10457,0.06716,0.22005,1,-0.0039901,0.13847,-0.35062,-0.19478,-0.20187,-0.11661,0.2157,0.17354,0.15184,-0.065928,-0.045287,-0.14015,0.06942,-0.11153,-0.047173,-0.009451,0.086827,-0.20061,-0.22534,-0.066443,0.019486,0.091289,0.16001,0.26438,0.24031
33,-0.0045347,-0.097786,0.062922,0.24599,0.25063,0.13415,0.081788,0.10533,0.15281,0.1996,0.055104,0.019436,-0.057415,0.36786,0.1416,0.036425,0.2124,0.1076,0.035382,-0.047671,0.15685,0.02627,0.12342,-0.19617,-0.044728,0.13855,0.0093919,0.14677,-0.013223,0.27318,-0.23685,0.042425,-0.0039901,1,-0.17105,-0.0072081,0.35886,0.021275,-0.03795,-0.027696,-0.07791,-0.084342,0.10738,-0.047987,0.15357,0.16561,-0.15261,0.066541,0.047122,-0.1758,0.083366,-0.19309,0.065772,-0.10596,-0.19532,0.029596,0.041752,0.21124
34,0.19379,0.14542,0.17787,0.34933,0.073483,0.13428,0.055237,0.058412,0.072775,-0.050356,0.22262,-0.20884,0.18161,0.056325,0.072699,-0.14453,-0.062396,0.14989,0.10243,-0.03336,-0.058031,-0.040791,-0.044973,0.10764,-0.011179,-0.14285,0.034737,0.022358,0.21241,0.11001,-0.012373,0.1673,0.13847,-0.17105,1,-0.069037,-0.10329,0.037108,-0.24766,0.14174,0.20384,0.31173,-0.027941,0.035641,0.043511,-0.19596,0.18026,0.054285,-0.10894,-0.34975,-0.093263,0.10097,-0.1607,0.12139,-0.070554,0.1705,-0.18041,0.066263
35,-0.01047,0.02463,-0.23502,-0.14363,-0.040996,-0.2732,0.094296,-0.041533,-0.23617,-0.031264,-0.26486,-0.048132,-0.26978,-0.13603,0.019691,-0.16267,-0.14264,0.024063,-0.16386,-0.16592,-0.14409,-0.030352,0.016382,0.23222,0.14314,-0.26153,0.14959,-0.13633,0.0021543,0.11956,-0.0065974,-0.23481,-0.35062,-0.0072081,-0.069037,1,0.12316,0.058994,0.21319,-0.29952,-0.10522,-0.17765,-0.089544,0.077943,0.02182,0.058832,0.017618,0.1272,0.015195,-0.027983,0.29639,0.10418,0.19001,0.19824,0.090563,-0.0013819,-0.14527,0.096991
36,-0.034185,-0.27097,0.25419,-0.038707,-0.032752,0.35088,-0.059527,0.34222,0.067775,0.20693,0.043675,0.066487,-0.18879,0.11211,0.19102,0.19184,-0.18031,0.32559,-0.01975,-0.055767,0.046061,-0.090074,-0.0028023,-0.10375,-0.15844,0.11938,0.21842,-0.0035822,0.30455,-0.035387,-0.034504,-0.095602,-0.19478,0.35886,-0.10329,0.12316,1,-0.0085184,0.14473,0.16712,-0.069732,-0.21166,0.30528,0.062474,-0.22394,0.00093729,-0.093611,0.17158,-0.033976,-0.09404,0.10689,-0.06088,-0.087988,-0.04052,-0.16747,-0.1398,-0.13295,0.14667
37,-0.13915,0.22045,0.11544,0.026971,-0.12685,-0.081009,0.22645,0.095332,0.07983,-0.0025945,-0.03966,-0.15557,0.058856,0.088943,-0.053882,0.12216,-0.098858,0.12934,0.28943,-0.011538,-0.11712,0.16806,0.066454,0.052169,0.099218,-0.054112,0.19522,-0.18107,0.074801,-0.046447,0.09035,-0.12905,-0.20187,0.021275,0.037108,0.058994,-0.0085184,1,-0.10928,0.052415,-0.23463,0.030565,0.14222,-0.021273,0.26874,-0.082462,0.27831,-0.014034,0.07079,-0.064979,0.017012,0.22723,-0.082352,0.037395,-0.23391,-0.12088,0.082197,-0.18711
38,0.03891,-0.0040584,0.18141,-0.26182,-0.075177,0.11537,-0.20817,0.096106,-0.072778,0.055174,-0.11839,0.05659,0.017154,0.086402,-0.023148,0.029599,-0.068244,0.10227,-0.32357,-0.18246,0.16504,0.071932,0.11736,0.2844,0.24213,-0.042451,0.055356,0.062237,-0.026556,-0.21691,0.085204,-0.16345,-0.11661,-0.03795,-0.24766,0.21319,0.14473,-0.10928,1,-0.013129,-0.10342,0.029222,-0.063444,-0.28001,-0.10834,-0.11331,0.10302,0.17737,-0.1453,-0.059877,0.18911,-0.074518,0.24661,-0.078916,-0.0048462,0.1331,0.24177,-0.11343
39,-0.030646,0.014194,0.21454,-0.064198,0.094241,-0.074897,-0.18741,0.33502,0.062566,0.087106,0.12049,0.10047,0.21537,0.15772,0.066337,-0.19811,0.074797,0.00060038,0.13789,0.088292,0.095852,0.19376,-0.051363,0.14442,-0.15132,-0.18228,0.076655,0.12313,0.14575,0.065004,0.012695,0.1499,0.2157,-0.027696,0.14174,-0.29952,0.16712,0.052415,-0.013129,1,-0.27751,0.16457,0.067137,-0.10238,-0.151,-0.20367,0.10183,-0.12287,-0.052804,-0.34478,-0.18644,0.043979,-0.2607,0.021545,0.013906,0.052628,0.15943,-0.099177
40,0.034452,-0.10098,-0.05271,0.3213,-0.022601,0.064851,0.31524,-0.081804,-0.084945,-0.05316,0.01232,0.17596,-0.067178,-0.083315,-0.0047612,0.15265,0.11931,0.11119,-0.00061907,-0.021393,0.13268,-0.12561,-0.15909,-0.15268,0.25199,0.32615,0.021484,-0.066758,0.070948,-0.033541,-0.05652,0.053861,0.17354,-0.07791,0.20384,-0.10522,-0.069732,-0.23463,-0.10342,-0.27751,1,-0.13892,-0.1049,-0.038487,0.078651,0.12233,-0.12353,0.029137,-0.1014,0.18204,-0.049369,-0.26676,-0.12494,0.091204,-0.043666,0.11638,-0.019674,0.29488
41,0.028586,0.050736,0.056292,0.12803,-0.10928,-0.05575,-0.15049,-0.23167,-0.11829,-0.12337,-0.14178,-0.22021,-0.034813,-0.04031,-0.07169,-0.27339,0.1462,-0.079438,-0.12239,-0.1332,-0.091767,0.070832,0.072358,-0.021641,-0.18384,-0.13129,-0.15658,0.1203,-0.069401,-0.14521,-0.15103,-0.093003,0.15184,-0.084342,0.31173,-0.17765,-0.21166,0.030565,0.029222,0.16457,-0.13892,1,0.12007,-0.17102,0.32512,-0.0012833,0.012802,0.18839,-0.041671,-0.24305,-0.10325,0.13268,0.044992,0.19866,0.06567,0.063951,0.068226,0.15367
42,-0.05121,-0.06816,0.028693,-0.1432,-0.063146,0.075514,0.064309,-0.025082,0.18355,0.19813,0.016908,-0.031412,-0.23945,0.091353,-0.13342,0.07614,0.045141,-0.043438,0.29453,-0.23694,-0.2529,0.22961,-0.1675,-0.27033,-0.16394,0.057899,0.030441,-0.01043,0.13548,-0.12222,0.035228,-0.32027,-0.065928,0.10738,-0.027941,-0.089544,0.30528,0.14222,-0.063444,0.067137,-0.1049,0.12007,1,-0.15097,-0.061744,0.10481,0.0012199,0.24664,-0.28607,-0.06831,-0.089121,-0.12295,-0.062056,-0.019259,-0.18978,-0.333,0.34819,0.26305
