,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
43,0.21105,-0.075811,-0.035754,0.030733,-0.29857,-0.036279,0.030625,-0.10637,-0.095405,-0.19199,-0.28371,0.0033189,-0.20267,-0.11542,0.1087,-0.023142,-0.085254,0.058227,0.04857,0.28777,-0.037478,-0.2886,-0.065736,-0.17493,-0.026311,0.16369,-0.078834,-0.18727,0.052463,0.17446,-0.04166,-0.063384,-0.045287,-0.047987,0.035641,0.077943,0.062474,-0.021273,-0.28001,-0.10238,-0.038487,-0.17102,-0.15097,1,-0.051345,-0.15976,-0.035492,-0.12027,0.26361,-0.02836,-0.062709,0.20493,0.1063,-0.12139,0.078907,-0.0056961,0.009891,-0.04643
44,0.024765,0.024292,-0.10286,0.13633,-0.10738,0.0044733,0.063534,-0.027527,-0.02612,-0.18375,-0.14831,-0.16675,-0.13359,0.31397,-0.25284,-0.28614,0.068117,0.13917,0.11322,0.1047,-0.029234,0.13645,-0.17844,0.012289,0.17351,-0.0075024,0.010948,0.13951,-0.22469,-0.11249,-0.48148,-0.027886,-0.14015,0.15357,0.043511,0.02182,-0.22394,0.26874,-0.10834,-0.151,0.078651,0.32512,-0.061744,-0.051345,1,0.15143,0.0050607,0.089645,0.010548,-0.22863,-0.25083,0.031467,0.037487,-0.027125,0.15957,-0.02726,0.039555,-0.0011978
45,-0.13848,-0.031058,0.051669,0.068386,0.081619,0.045584,0.28111,0.070196,0.024017,0.36302,0.049994,0.32043,0.04221,0.018334,-0.11753,0.058524,0.22562,0.051304,-0.13454,0.09225,-0.32781,-0.14775,0.10451,-0.070713,-0.14613,0.20812,0.038914,0.049897,-0.13081,0.17335,-0.19688,-0.032624,0.06942,0.16561,-0.19596,0.058832,0.00093729,-0.082462,-0.11331,-0.20367,0.12233,-0.0012833,0.10481,-0.15976,0.15143,1,-0.09654,-0.052719,-0.01584,0.29243,0.065932,-0.25934,0.0073372,0.17833,-0.017549,-0.33944,-0.01349,0.16524
46,0.17701,0.13013,0.13822,-0.024652,-0.16883,0.17551,0.10223,0.25739,0.23171,-0.016899,0.067238,-0.2217,0.12961,-0.074258,-0.11694,-0.015827,0.039286,-0.03419,-0.13869,-0.085607,-0.086697,0.091498,-0.084861,0.12657,0.0087716,-0.10559,0.10173,-0.22503,-0.13194,0.010434,0.15831,-0.060455,-0.11153,-0.15261,0.18026,0.017618,-0.093611,0.27831,0.10302,0.10183,-0.12353,0.012802,0.0012199,-0.035492,0.0050607,-0.09654,1,0.0036525,0.1289,-0.075641,-0.019017,0.21914,0.10879,0.046931,-0.14981,0.25394,-0.046193,-0.045623
47,0.16504,-0.0904,-0.048437,-0.055492,0.048035,0.15082,0.12677,0.055408,0.17252,-0.14992,-0.052447,0.018857,-0.028919,-0.1069,0.024089,0.097174,-0.077363,0.22467,0.0036016,-0.038466,0.0069514,0.20625,0.0092122,0.10272,0.23253,0.15109,0.0060255,0.35213,0.090309,-0.26796,0.2097,-0.10581,-0.047173,0.066541,0.054285,0.1272,0.17158,-0.014034,0.17737,-0.12287,0.029137,0.18839,0.24664,-0.12027,0.089645,-0.052719,0.0036525,1,-0.1269,-0.17194,-0.13682,-0.07804,0.35887,-0.11899,-0.34406,0.063202,0.11213,0.20057
48,-0.11398,-0.32732,0.055295,0.038134,-0.053226,-0.17972,-0.034762,-0.16212,0.17829,-0.14177,-0.24237,-0.021296,0.2916,0.17317,0.17276,-0.14695,0.062393,0.2149,-0.17957,0.17839,0.25233,0.043882,-0.050631,-0.1654,-0.10726,-0.099803,0.15251,-0.091849,-0.3412,-0.056704,0.15596,0.042472,-0.009451,0.047122,-0.10894,0.015195,-0.033976,0.07079,-0.1453,-0.052804,-0.1014,-0.041671,-0.28607,0.26361,0.010548,-0.01584,0.1289,-0.1269,1,0.26677,-0.04605,0.31849,-0.17559,0.39433,0.017184,-0.094405,-0.069755,-0.023154
49,-0.11276,-0.010032,0.29651,0.21173,0.14504,-0.020256,0.22907,-0.027555,0.13585,0.16386,0.078856,0.25754,-0.0036104,0.08603,0.24372,0.34595,0.33107,0.1782,-0.04366,0.21822,0.17579,0.142,0.31344,0.071913,0.23579,0.27599,0.075912,-0.11033,-0.070167,-0.0095609,0.40151,0.058903,0.086827,-0.1758,-0.34975,-0.027983,-0.09404,-0.064979,-0.059877,-0.34478,0.18204,-0.24305,-0.06831,-0.02836,-0.22863,0.29243,-0.075641,-0.17194,0.26677,1,0.23455,0.044671,-0.30117,0.063683,-0.013478,-0.12547,-0.015552,-0.18357
50,-0.017026,-0.024052,0.042903,-0.079834,0.16678,-0.23327,0.0074033,-0.039194,0.00043601,0.17403,-0.11837,0.020815,-0.070157,0.026661,0.13825,0.010167,0.00052818,0.063727,-0.17424,-0.14309,0.077084,-0.12407,0.39468,0.13097,-0.03854,-0.10131,-0.10194,-0.082968,0.027017,-0.0013933,0.26697,-0.11786,-0.20061,0.083366,-0.093263,0.29639,0.10689,0.017012,0.18911,-0.18644,-0.049369,-0.10325,-0.089121,-0.062709,-0.25083,0.065932,-0.019017,-0.13682,-0.04605,0.23455,1,-0.039155,0.0095624,-0.079844,-0.075412,0.015327,-0.045882,-0.020509
51,0.1388,-0.09913,0.16471,0.16354,-0.02032,0.11142,-0.21063,0.073023,0.023167,-0.23954,-0.067651,-0.16566,-0.13602,-0.0073578,-0.0088652,-0.015668,0.08424,-0.084239,-0.15084,0.28226,0.062433,-0.0095442,0.10953,0.065703,-0.0027797,-0.11854,-0.090478,-0.068713,-0.056659,0.07535,0.06617,0.26998,-0.22534,-0.19309,0.10097,0.10418,-0.06088,0.22723,-0.074518,0.043979,-0.26676,0.13268,-0.12295,0.20493,0.031467,-0.25934,0.21914,-0.07804,0.31849,0.044671,-0.039155,1,-0.022589,0.055322,-0.037298,0.12583,-0.074604,-0.20916
52,0.19962,0.075384,-0.28615,-0.18764,-0.095171,-0.036782,-0.064401,-0.030736,-0.068472,-0.13635,-0.22347,-0.13986,-0.12627,-0.32449,-0.29993,-0.022807,-0.21826,-0.28056,-0.0035233,-0.15986,-0.12545,-0.070758,-0.17156,-0.045716,0.085646,-0.066849,-0.13852,0.043702,-0.058257,-0.011111,-0.13388,-0.19453,-0.066443,0.065772,-0.1607,0.19001,-0.087988,-0.082352,0.24661,-0.2607,-0.12494,0.044992,-0.062056,0.1063,0.037487,0.0073372,0.10879,0.35887,-0.17559,-0.30117,0.0095624,-0.022589,1,-0.1138,-0.12889,0.18562,0.036319,0.29269
53,-0.17948,-0.032585,0.046283,0.24986,-0.21878,-0.25464,-0.030737,-0.10622,0.063252,0.027123,-0.080096,0.13666,0.033357,-0.0013898,-0.034745,-0.14884,-0.14061,0.12134,-0.13177,-0.020387,-0.020176,0.0089941,0.039885,-0.12942,-0.056721,-0.34545,0.15035,0.10977,-0.23941,0.086489,-0.0030348,-0.24769,0.019486,-0.10596,0.12139,0.19824,-0.04052,0.037395,-0.078916,0.021545,0.091204,0.19866,-0.019259,-0.12139,-0.027125,0.17833,0.046931,-0.11899,0.39433,0.063683,-0.079844,0.055322,-0.1138,1,0.2121,-0.09721,0.034906,-0.023306
54,-0.25154,0.065519,-0.046379,-0.15286,-0.060792,-0.3137,-0.20298,-0.11022,-0.48125,-0.13662,-0.38916,-0.18354,-0.11034,0.047665,-0.40283,-0.329,-0.14486,-0.071875,-0.28206,0.10342,-0.081199,-0.06212,0.108,-0.082369,-0.055627,-0.1118,-0.1072,0.090573,-0.14419,0.0088102,-0.25781,0.064961,0.091289,-0.19532,-0.070554,0.090563,-0.16747,-0.23391,-0.0048462,0.013906,-0.043666,0.06567,-0.18978,0.078907,0.15957,-0.017549,-0.14981,-0.34406,0.017184,-0.013478,-0.075412,-0.037298,-0.12889,0.2121,1,-0.13861,-0.064652,-0.045928
55,0.11211,0.27484,0.22104,0.27385,0.039858,0.23582,-0.075155,0.17539,0.11585,-0.18132,-0.0042244,-0.12052,0.0036718,-0.095205,0.26684,0.018933,0.26089,-0.23783,-0.16807,-0.066715,-0.041163,0.0321,0.080273,0.14966,0.097912,-0.13649,-0.054014,-0.0034904,0.15201,0.019068,0.11174,0.09414,0.16001,0.029596,0.1705,-0.0013819,-0.1398,-0.12088,0.1331,0.052628,0.11638,0.063951,-0.333,-0.0056961,-0.02726,-0.33944,0.25394,0.063202,-0.094405,-0.12547,0.015327,0.12583,0.18562,-0.09721,-0.13861,1,-0.033711,0.058265
56,0.026507,-0.07504,0.22312,-0.053075,-0.24545,-0.048911,0.067544,-0.11364,0.18458,0.090634,-0.20723,0.10912,0.042548,0.14318,0.068676,-0.089569,0.20603,-0.035898,-0.053117,0.08508,0.047072,0.179,0.13101,-0.061488,0.32286,0.058069,-0.21124,0.083144,-0.13178,-0.19063,0.082415,-0.10637,0.26438,0.041752,-0.18041,-0.14527,-0.13295,0.082197,0.24177,0.15943,-0.019674,0.068226,0.34819,0.009891,0.039555,-0.01349,-0.046193,0.11213,-0.069755,-0.015552,-0.045882,-0.074604,0.036319,0.034906,-0.064652,-0.033711,1,0.072849
57,-0.33457,-0.18917,-0.096243,-0.10084,0.036925,-0.064171,0.1785,-0.17003,-0.12259,0.19423,-0.19455,-0.13159,-0.11936,-0.1188,-0.12788,-0.15179,0.10323,-0.15155,-0.16187,-0.17395,-0.041988,0.037071,-0.33541,-0.2735,-0.099817,-0.036501,0.04134,-0.27788,0.14703,-0.035502,-0.1727,-0.21455,0.24031,0.21124,0.066263,0.096991,0.14667,-0.18711,-0.11343,-0.099177,0.29488,0.15367,0.26305,-0.04643,-0.0011978,0.16524,-0.045623,0.20057,-0.023154,-0.18357,-0.020509,-0.20916,0.29269,-0.023306,-0.045928,0.058265,0.072849,1
