,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146
39,0.71166,0.65573,0.66232,0.73922,0.69901,0.7051,0.71721,0.64064,0.78396,0.62945,0.71707,0.66898,0.72633,0.65522,0.71648,0.67358,0.6748,0.62583,0.72032,0.77008,0.6809,0.71907,0.68453,0.73553,0.64756,0.65856,0.6991,0.6725,0.62973,0.6932,0.63199,0.68848,0.66076,0.71475,0.70242,0.54043,0.64679,0.63731,0.48229,1,0.55422,0.4317,0.60383,0.55295,0.43415,0.618,0.53614,0.53574,0.51374,0.57696,0.3598,0.60659,0.49012,0.52476,0.4652,0.37808,0.37543,0.14774,0.42537,0.29069,0.42165,0.55067,0.38517,0.039833,0.15353,0.27254,0.21244,0.097835,0.3291,0.38625,0.27973,0.29066,0.25814,0.026731,0.021872,-0.0069287,-0.043763,0.086639,0.12529,-0.065068,0.2096,0.038404,-0.14141,0.27627,0.19891,0.1475,0.30103,0.32111,0.17473,0.29858,0.15459,0.04988,0.074852,0.1606,0.19805,0.073879,0.30213,0.018517,0.1752,0.027843,-0.15786,0.23963,-0.20305,0.012455,-0.030312,0.14253,0.12416,-0.16918,-0.079149,0.057332,-0.063508,0.31761,-0.17486,-0.24666,-0.039252,0.034981,0.057589,0.027004,-0.24356,0.19239,0.20365,0.044455,-0.10986,-0.13853,-0.29952,-0.062194,0.18331,0.013569,-0.1361,0.0063986,-0.12054,-0.046929,0.1691,0.424,-0.039588,0.066692,0.08165,0.023342,-0.15011,-0.0040096,-0.034972,0.042039,0.29479,0.27867,0.0018409,-0.15031,-0.020736
40,0.75783,0.74492,0.74109,0.72556,0.74763,0.76952,0.71992,0.73478,0.73213,0.66042,0.71399,0.71124,0.72632,0.72447,0.76746,0.63664,0.65248,0.65813,0.73194,0.68376,0.67529,0.7405,0.63238,0.69948,0.76654,0.72511,0.71977,0.76591,0.77262,0.76312,0.71941,0.70412,0.7164,0.6561,0.61953,0.68722,0.59529,0.56043,0.62224,0.55422,1,0.68161,0.68409,0.37118,0.44167,0.51897,0.55618,0.48081,0.46922,0.37642,0.43088,0.46592,0.37547,0.69587,0.43336,0.33539,0.32626,0.16374,0.48769,0.10607,0.39657,0.35266,0.55067,0.13971,-0.024965,0.081952,0.41086,0.2162,0.42726,0.403,0.44521,0.22402,0.016558,0.029463,0.11811,0.12076,0.015185,0.20034,0.23871,0.1301,0.3113,0.12562,0.078229,0.045762,0.10885,0.049995,0.22284,0.38436,0.39145,0.18725,0.24514,0.077811,-0.030985,0.37854,0.32504,0.13429,0.34666,0.060454,0.18519,-0.0041891,-0.17655,0.069029,0.0045796,0.2055,0.19734,0.13781,-0.1465,-0.12932,-0.15262,-0.059915,-0.026158,0.11101,-0.095862,-0.0055103,-0.064766,0.047666,-0.0049494,0.06583,-0.11733,0.12548,0.15248,-0.066043,-0.17857,-0.046026,-0.15307,0.075277,0.2998,0.015516,-0.055366,0.1387,-0.44841,0.0749,0.14122,0.49179,0.039101,0.0051501,0.044258,0.16066,0.14285,-0.18812,0.012072,0.011161,0.026915,0.26014,-0.011211,0.095765,0.061676
41,0.67287,0.73834,0.73705,0.70353,0.67012,0.70523,0.71332,0.70956,0.69832,0.7893,0.65566,0.80662,0.68404,0.65948,0.68842,0.65769,0.65592,0.74493,0.68923,0.64409,0.69212,0.72812,0.67843,0.57256,0.69716,0.65588,0.62713,0.62053,0.74734,0.67989,0.77772,0.65785,0.65304,0.63469,0.63113,0.71286,0.62126,0.5606,0.7389,0.4317,0.68161,1,0.58935,0.50622,0.41496,0.50762,0.65093,0.3423,0.48404,0.50296,0.48197,0.43108,0.30189,0.72155,0.33075,0.4092,0.43911,0.16646,0.44868,0.1107,0.26026,0.1442,0.31609,0.12876,0.057423,0.030847,0.31931,0.4113,0.3147,0.33976,0.30153,0.33043,0.069119,-0.024284,0.15904,0.24256,-0.07014,0.32151,0.28364,0.092138,0.32873,0.29654,0.15935,0.14066,0.15224,0.16202,0.33846,0.25352,0.17115,0.075791,0.11573,0.26359,-0.049228,0.32604,0.27383,0.2254,0.2129,0.014291,0.2002,0.099209,0.069539,0.16988,0.10052,0.19662,0.14704,0.098432,-0.057747,-0.13833,-0.049655,0.014152,0.20036,0.23143,-0.072103,-0.0054496,0.022843,0.16053,0.17953,0.13014,0.031474,0.1533,0.26973,0.10642,-0.047812,0.047439,0.024368,-0.021481,0.090251,-0.21388,-0.097972,0.1115,-0.29112,0.15766,-0.0017511,0.32702,0.0494,0.095934,-0.01268,-0.045171,0.074606,-0.16944,0.011271,-0.26099,0.015351,0.14386,0.072688,-0.020289,0.22859
42,0.78396,0.73441,0.64515,0.75938,0.74335,0.70084,0.79538,0.74144,0.73046,0.65641,0.75992,0.73096,0.66676,0.74566,0.77805,0.71857,0.66866,0.70905,0.77397,0.73928,0.61428,0.68317,0.7439,0.72221,0.75294,0.70682,0.76041,0.69347,0.70631,0.72912,0.70734,0.62967,0.62084,0.76171,0.74208,0.63401,0.60797,0.60947,0.57569,0.60383,0.68409,0.58935,1,0.59701,0.49589,0.42759,0.60614,0.46324,0.47328,0.56078,0.35349,0.42301,0.44432,0.68997,0.41569,0.33484,0.39604,0.14461,0.52507,0.25725,0.57226,0.3725,0.41072,0.081244,0.16275,0.1284,0.29958,0.26807,0.31246,0.49848,0.3361,0.28979,0.24008,0.024329,0.24983,0.31328,-0.10173,0.17319,0.11162,0.081649,0.34133,0.19345,0.11148,0.033105,0.18799,-0.016009,0.27753,0.27729,0.11975,0.16286,0.003417,0.25569,0.10835,0.32129,0.13214,0.046556,0.12522,-0.15092,0.28034,-0.19108,-0.18602,0.13689,-0.36267,0.17588,-0.017464,-0.0043188,0.07768,-0.1371,-0.05807,-0.10984,-0.064419,0.059285,-0.14422,-0.11759,-0.12856,0.16418,-0.0079088,0.053592,-0.37486,0.15134,0.25901,-0.0001879,-0.17831,0.098828,-0.11257,-0.12736,0.32031,0.0010917,0.079061,0.11992,-0.090907,-0.069411,0.048873,0.42559,0.090485,0.23851,0.1858,0.082146,-0.0056513,-0.081283,-0.16765,0.057832,0.13126,0.25142,0.17037,-0.011588,0.10893
43,0.58301,0.63894,0.41869,0.56101,0.58292,0.53406,0.61442,0.53947,0.57217,0.59099,0.58095,0.65558,0.55189,0.60534,0.56018,0.55434,0.55455,0.64414,0.63843,0.59399,0.55862,0.58121,0.62673,0.52565,0.53594,0.5812,0.47126,0.57726,0.4778,0.6649,0.5247,0.5053,0.48622,0.57465,0.5725,0.5286,0.43975,0.53335,0.61752,0.55295,0.37118,0.50622,0.59701,1,0.37165,0.55909,0.60334,0.44745,0.45156,0.39211,0.25495,0.43493,0.34009,0.47923,0.37501,0.30324,0.25206,0.17901,0.28412,0.13124,0.09698,0.19646,0.27567,0.0027545,0.40058,0.25394,0.047763,0.13914,0.3878,0.27286,0.23771,0.50007,-0.033554,0.056071,0.25859,0.2458,0.075524,0.070372,0.20851,0.27988,0.20141,0.15351,0.25001,0.34354,0.26392,-0.047859,0.45087,0.13617,-0.02806,0.023525,-0.02095,0.13174,-0.051939,0.18271,-0.048701,-0.069396,0.16088,-0.18047,0.12616,-0.072853,-0.10803,0.2794,-0.042395,0.012732,-0.08008,0.018113,-0.082599,-0.01168,0.093596,-0.11286,0.032682,0.19637,-0.057149,-0.23913,-0.017777,0.15506,-0.11607,0.049556,-0.15963,0.17914,0.26062,-0.017334,-0.18918,-0.15618,0.067721,-0.13697,0.14909,-0.20053,-0.054426,0.062354,-0.04694,-0.03584,0.039231,0.33862,0.078053,0.25719,-0.091176,-0.016669,-0.038248,-0.168,-0.085325,0.036908,0.10916,0.34212,0.16561,-0.079514,-0.070833
44,0.67554,0.54659,0.57083,0.64073,0.57795,0.56669,0.53919,0.61341,0.59136,0.49042,0.62665,0.59197,0.51951,0.55249,0.55927,0.58448,0.49412,0.47917,0.46799,0.50368,0.5491,0.57894,0.55692,0.50356,0.65378,0.42875,0.43259,0.57858,0.53794,0.54418,0.4746,0.61639,0.4471,0.59379,0.52163,0.56938,0.42306,0.53715,0.40496,0.43415,0.44167,0.41496,0.49589,0.37165,1,0.31613,0.51554,0.25652,0.51278,0.47352,0.33615,0.059039,0.21585,0.43924,0.35532,0.17273,0.36266,0.037684,0.46409,0.32292,0.40738,0.25193,0.35009,0.035336,0.15238,0.05842,-0.039828,0.11177,0.37707,0.48695,0.39889,0.41033,0.0274,-0.25809,0.19272,0.22181,-0.008746,0.32347,0.17687,0.13429,0.16144,0.49843,0.091694,-0.090571,0.091003,-0.020673,0.15783,0.28745,0.20038,0.041104,0.057489,0.2932,-0.04648,0.028256,0.19966,0.14048,0.072679,-0.069158,0.16289,-0.10613,-0.30874,0.28096,0.011766,0.33228,0.053413,0.126,0.038019,-0.22825,-0.12954,-0.13902,-0.21898,-0.043869,-0.012841,-0.11329,-0.007591,0.21803,-0.013084,-0.22966,-0.12921,-0.16282,0.26924,-0.097001,-0.29921,-0.011942,-0.069763,-0.11456,0.16808,0.16915,-0.028718,0.23843,-0.20418,-0.0084623,0.026428,0.38033,0.076729,-0.024484,0.0713,0.071948,-0.0070387,-0.20098,0.11076,0.18407,0.14883,0.3012,0.059236,-0.21144,0.025195
45,0.62401,0.61666,0.56925,0.69909,0.68055,0.64928,0.59366,0.6719,0.64847,0.5998,0.66983,0.66117,0.61806,0.60734,0.65226,0.66352,0.63794,0.59842,0.67699,0.64958,0.62235,0.63175,0.55958,0.64286,0.5787,0.65371,0.54889,0.61979,0.65546,0.66006,0.49304,0.66283,0.62867,0.55483,0.55195,0.64289,0.39985,0.52986,0.59283,0.618,0.51897,0.50762,0.42759,0.55909,0.31613,1,0.52612,0.3225,0.52202,0.40557,0.27495,0.54159,0.37189,0.55707,0.38164,0.36805,0.37234,0.22004,0.22379,0.25063,0.2495,0.29531,0.42482,-0.058632,0.30879,0.33947,0.28168,0.15027,0.40769,0.37929,0.27271,0.43514,0.13013,0.10183,0.23178,0.20858,0.11537,0.042661,0.17457,-0.10572,0.10789,0.14071,-0.036678,0.087673,0.13747,0.22974,0.30596,0.10529,-0.033602,0.10137,0.10199,-0.018949,0.091361,0.23316,0.27006,0.12004,0.28901,0.0035024,-0.007707,-0.0026528,-0.074294,0.17735,0.085192,0.024925,0.075258,0.24031,0.11657,-0.30831,0.10333,-0.017458,-0.011729,0.20868,-0.16418,-0.099432,0.15897,0.22552,0.22523,0.19778,0.054876,0.2771,0.13062,0.081319,0.055912,-0.071279,-0.030153,-0.081431,0.099315,-0.026775,-0.14583,-0.16843,-0.17157,-0.15499,0.21091,0.25153,0.10838,-0.06772,0.089174,-0.10359,-0.050834,-0.16138,0.068591,0.10684,0.0019899,0.20881,0.1256,-0.13181,-0.20687
46,0.65773,0.71454,0.70708,0.72882,0.6458,0.66126,0.61981,0.71636,0.72075,0.68286,0.70952,0.71785,0.67724,0.63198,0.67192,0.73521,0.68755,0.70307,0.66911,0.68519,0.56293,0.67606,0.70046,0.63024,0.70697,0.62713,0.5542,0.67503,0.61745,0.6289,0.68797,0.66153,0.60477,0.56665,0.58623,0.70722,0.64361,0.59929,0.6844,0.53614,0.55618,0.65093,0.60614,0.60334,0.51554,0.52612,1,0.29085,0.58074,0.4893,0.47898,0.50227,0.34543,0.66341,0.53697,0.38966,0.52323,0.29585,0.59298,0.29373,0.32674,0.32022,0.38541,-0.11253,0.10603,-0.027025,0.17464,0.21854,0.31153,0.405,0.39536,0.28589,0.070363,0.17626,0.2117,0.26105,-0.18527,0.27179,0.12427,-0.0042047,0.37497,0.39303,0.1451,0.15245,0.0013345,0.15942,0.19607,0.19488,0.14489,0.24658,0.0063551,0.24835,0.19012,0.069882,0.03406,-0.039998,0.42545,-0.0035027,0.0709,-0.0077907,-0.030519,0.19908,0.023547,0.14911,0.13195,-0.067894,-0.076046,-0.23954,-0.047192,0.16017,0.1357,0.20194,-0.059673,-0.066267,0.060302,0.12641,0.2432,0.082826,-0.17057,0.12925,0.21848,0.16719,-0.015621,-0.13995,0.0051619,-0.27018,0.21385,-0.0089003,0.032538,0.11951,-0.2991,0.055404,-0.1601,0.36572,0.13622,0.090509,0.14864,0.13736,-0.10228,-0.26371,-0.057819,0.013766,0.027704,0.4793,0.19538,-0.0081939,0.032891
47,0.50161,0.66509,0.44808,0.53975,0.54722,0.62901,0.56182,0.46407,0.5469,0.47239,0.50803,0.51932,0.55479,0.6479,0.51792,0.45458,0.51036,0.54798,0.53663,0.54506,0.6278,0.54612,0.5514,0.56453,0.48683,0.62876,0.56692,0.55094,0.51176,0.54992,0.51426,0.54359,0.53559,0.50528,0.47125,0.34601,0.43761,0.39009,0.4252,0.53574,0.48081,0.3423,0.46324,0.44745,0.25652,0.3225,0.29085,1,0.4083,0.36969,0.28111,0.5006,0.39784,0.48289,0.30924,0.16578,0.1386,0.026736,0.1667,0.29329,0.3324,0.34526,0.38914,0.041082,0.20034,0.14346,0.24923,0.027612,0.30812,0.0074831,0.25095,0.096735,0.1089,-0.078911,0.092237,0.042216,-0.097477,0.25586,0.28438,0.095717,0.083401,0.054903,-0.003621,0.17377,0.27374,0.11263,0.25707,0.16297,0.14568,0.075662,0.19398,-0.10253,0.095929,0.30812,-0.14112,0.085641,0.25867,0.029747,0.21519,0.012722,-0.30763,0.17417,-0.049002,0.051939,-0.0020479,0.06702,-0.025034,-0.013757,-0.23937,-0.095975,0.092995,0.28171,0.0068673,-0.21564,-0.14216,0.10942,0.15673,-0.033792,0.11956,0.091108,0.33247,0.062906,-0.12564,0.095685,-0.19813,0.22383,0.41795,0.011904,-0.158,0.050045,-0.070281,0.25979,0.29851,0.49017,-0.22605,0.13691,0.017891,-0.21823,0.20293,0.086774,-0.15169,0.19169,0.063233,0.20155,0.025316,0.33091,-0.053468
48,0.65991,0.59588,0.56076,0.68775,0.57545,0.67771,0.58409,0.65547,0.61041,0.62857,0.67679,0.65399,0.65325,0.69564,0.6086,0.62575,0.64433,0.65149,0.66926,0.58721,0.53221,0.599,0.67694,0.68657,0.65963,0.55064,0.57673,0.53566,0.52589,0.56001,0.70719,0.71438,0.5531,0.58521,0.57749,0.52328,0.50075,0.55065,0.65908,0.51374,0.46922,0.48404,0.47328,0.45156,0.51278,0.52202,0.58074,0.4083,1,0.59527,0.35177,0.46104,0.15269,0.48653,0.43338,0.28895,0.31431,0.34833,0.38447,0.48377,0.4685,0.32199,0.33682,-0.1232,0.050517,0.31523,0.23672,0.097977,0.27076,0.28019,0.41362,0.37571,0.0086614,0.060401,0.10039,0.24489,0.020267,0.37011,0.21782,0.15078,0.23743,0.21649,0.08426,0.040292,-0.093822,0.2019,0.10436,0.32535,0.013107,0.26707,-0.15852,0.022807,0.10227,0.2368,0.1283,0.23078,0.28568,0.047781,0.058057,0.065718,-0.045772,0.6029,0.098908,0.15993,-0.039032,0.1158,-0.011827,-0.2251,-0.070592,-0.092872,-0.10229,0.055932,0.018142,-0.19568,0.0073476,0.085181,0.15722,0.08039,0.021819,0.13915,0.11535,0.0109,-0.18385,-0.021313,-0.1265,0.12115,0.13587,0.14507,-0.017643,0.10256,-0.10259,0.019539,0.0070727,0.36895,0.093611,0.15058,0.23153,0.0033113,-0.05328,-0.14559,-0.15083,0.082574,0.1224,0.2087,0.055217,-0.087558,-0.024931
49,0.67182,0.56781,0.57518,0.62002,0.59292,0.64817,0.59776,0.64094,0.69206,0.61341,0.63353,0.65662,0.51207,0.57405,0.58152,0.6029,0.57723,0.62178,0.5448,0.56585,0.59173,0.58693,0.69686,0.68487,0.68207,0.53305,0.55087,0.46425,0.65949,0.56135,0.67702,0.49657,0.52342,0.62447,0.61846,0.51763,0.5538,0.53852,0.61513,0.57696,0.37642,0.50296,0.56078,0.39211,0.47352,0.40557,0.4893,0.36969,0.59527,1,0.35534,0.44184,0.39849,0.55359,0.43197,0.18173,0.36305,0.31862,0.30288,0.46237,0.49801,0.17036,0.2719,0.085992,0.09233,0.22638,0.24038,0.14285,0.29582,0.42371,0.15688,0.28961,0.23709,-0.030626,0.048819,0.1076,-0.25581,0.3345,0.11345,0.060569,0.33656,0.11195,0.014789,0.17016,0.010485,0.34211,0.13544,0.069229,-0.011095,0.069764,0.071579,0.1592,0.081585,0.154,0.15006,0.28264,0.12731,-0.15606,0.15117,0.061434,-0.21253,0.25173,-0.099997,0.12867,0.044805,0.020475,0.0553,-0.17284,-0.031479,0.11353,0.049119,0.14622,0.1084,-0.10597,-0.30154,-0.068898,0.15098,0.19187,-0.080799,0.080942,0.30869,0.23512,-0.11915,0.13888,-0.17085,-0.047057,0.18026,0.078069,-0.039478,0.084806,-0.071496,-0.072777,0.15775,0.17211,-0.07984,0.20082,0.31566,-0.034247,-0.033272,-0.015753,-0.051469,0.016875,0.14893,0.11441,0.037396,-0.10661,0.096069
50,0.44204,0.46383,0.48637,0.52244,0.47979,0.48965,0.48346,0.45675,0.54746,0.57245,0.42476,0.46263,0.56779,0.52067,0.45299,0.36624,0.48348,0.4737,0.3862,0.55675,0.46223,0.54836,0.42144,0.51906,0.58185,0.44929,0.5205,0.53177,0.46954,0.49209,0.60241,0.43113,0.45584,0.46786,0.45854,0.31618,0.47803,0.47684,0.46072,0.3598,0.43088,0.48197,0.35349,0.25495,0.33615,0.27495,0.47898,0.28111,0.35177,0.35534,1,0.21536,0.33353,0.32774,0.31712,0.37249,0.28906,0.11586,0.33269,0.14706,0.29311,0.373,0.068946,-0.043115,-0.049033,0.19347,0.20717,0.13278,0.1198,0.18385,0.43026,0.36728,0.015327,-0.070334,0.088434,0.18318,-0.12233,0.11671,0.11564,0.1356,0.42679,0.068891,-0.049793,0.12696,0.19675,0.27431,0.045052,0.18929,0.10436,0.32108,0.087883,0.22914,0.2282,0.057499,0.19337,-0.0079765,0.23218,0.032495,0.11283,-0.14231,-0.16938,0.23959,0.031638,0.15174,0.17749,0.083447,-0.0049057,-0.038122,-0.26251,0.18981,0.20956,0.056277,0.21733,-0.027541,-0.047923,0.079027,0.22336,0.07459,-0.13121,0.055611,0.13468,0.057924,-0.075745,0.17336,-0.079209,-0.14756,0.087756,0.021936,-0.096659,0.092386,-0.39327,0.00067211,-0.040514,0.358,0.20518,-0.043888,-0.11777,-0.013344,0.1487,-0.25956,-0.13537,0.011751,0.39015,0.33705,-0.020626,0.12429,-0.15718
51,0.52828,0.59833,0.60092,0.60346,0.57677,0.56352,0.59996,0.56719,0.57579,0.49032,0.61937,0.55396,0.56283,0.65956,0.60238,0.58889,0.65015,0.61978,0.60179,0.5883,0.57402,0.61914,0.53335,0.6293,0.49421,0.6589,0.59937,0.52255,0.51165,0.56976,0.55921,0.54425,0.6789,0.50767,0.53472,0.47972,0.4306,0.47191,0.55719,0.60659,0.46592,0.43108,0.42301,0.43493,0.059039,0.54159,0.50227,0.5006,0.46104,0.44184,0.21536,1,0.54888,0.54374,0.321,0.30788,0.40754,0.12546,0.33373,0.23262,0.33794,0.35541,0.30718,-0.10246,0.26192,0.17207,0.36849,0.096251,0.081599,0.21562,0.17563,0.09859,0.30225,0.26508,0.063262,0.075129,0.084938,0.1379,0.13399,0.12215,0.14998,0.07906,-0.049167,0.18435,0.045082,0.29121,0.24464,0.17202,-0.0016911,0.23669,0.058061,-0.14568,0.22132,0.2673,-0.048977,0.027077,0.3461,0.015491,0.075245,-0.098428,-0.14797,0.33254,0.050924,-0.043664,0.027506,-0.041432,-0.2127,-0.12266,-0.1214,-0.013131,0.15234,0.55105,-0.17986,0.015798,0.017876,-0.19828,0.26259,0.077766,0.023898,0.093332,0.071816,0.18039,0.092244,-0.23621,0.023639,0.14587,0.15306,0.064136,0.028894,-0.062712,-0.05946,0.036846,0.12811,0.19605,-0.07691,-0.059063,0.12019,-0.063643,-0.0957,0.093126,-0.086887,-0.038784,0.13621,0.32284,0.12678,-0.01628,-0.055175
52,0.4528,0.55291,0.49255,0.4871,0.51699,0.56246,0.593,0.48046,0.50421,0.43772,0.54997,0.44208,0.37567,0.48136,0.52305,0.44705,0.50439,0.47099,0.39928,0.50177,0.52145,0.5337,0.50337,0.55921,0.49182,0.54434,0.49441,0.50529,0.50484,0.47285,0.37978,0.38254,0.59545,0.43118,0.54671,0.36095,0.45106,0.51597,0.44224,0.49012,0.37547,0.30189,0.44432,0.34009,0.21585,0.37189,0.34543,0.39784,0.15269,0.39849,0.33353,0.54888,1,0.4955,0.16612,0.35461,0.3807,0.14399,0.18735,0.13356,0.2681,0.32261,0.28566,-0.029111,0.2534,0.13501,0.17921,0.08817,0.14224,0.24494,0.21564,0.33139,0.12848,-0.0042626,0.20263,-0.062293,-0.1116,0.070983,0.050075,0.073657,0.19974,0.21072,0.01528,0.22949,0.0067726,0.11723,0.20395,0.26027,0.030205,0.028614,0.21597,0.15699,0.18988,-0.091568,0.031156,-0.074184,0.18535,-0.13655,0.035849,-0.094386,-0.31404,0.034174,-0.25836,0.061426,0.17698,0.090839,-0.106,-0.027085,-0.013823,0.17463,0.32584,0.42693,-0.0015548,0.079194,-0.1509,-0.016401,0.076993,0.051981,-0.23054,0.19476,0.1492,0.062486,0.080905,0.083947,-0.16072,-0.068427,0.098668,0.075056,-0.056276,-0.020668,-0.029552,-0.13899,0.20156,0.33245,0.16274,-0.12238,0.16929,0.041918,-0.11837,0.17459,-0.27238,-0.14406,0.31963,0.42676,0.22706,0.17293,-0.18642
53,0.76853,0.77707,0.68537,0.70002,0.73074,0.81496,0.76485,0.75148,0.72123,0.6705,0.78663,0.79134,0.61745,0.70611,0.6641,0.78707,0.62196,0.73122,0.72971,0.67439,0.71182,0.69174,0.73877,0.72286,0.72256,0.68067,0.71668,0.70589,0.81662,0.73873,0.73312,0.71789,0.70517,0.60468,0.61386,0.68975,0.606,0.59183,0.68582,0.52476,0.69587,0.72155,0.68997,0.47923,0.43924,0.55707,0.66341,0.48289,0.48653,0.55359,0.32774,0.54374,0.4955,1,0.41256,0.48066,0.446,0.18409,0.48106,0.28191,0.53704,0.27356,0.50875,0.1738,0.17468,0.053389,0.41921,0.20409,0.43908,0.49713,0.46015,0.21519,0.19473,-0.096023,0.11532,0.16403,-0.0090712,0.24477,0.37219,0.046995,0.20276,0.11468,0.025897,0.084264,0.045622,0.15722,0.22698,0.11294,0.2456,0.16737,0.17682,0.1199,-0.050458,0.29913,0.25914,0.078226,0.29131,-0.14681,0.072814,-0.047209,-0.23209,0.054564,-0.14075,0.17277,0.23082,-0.097996,0.063498,-0.22226,-0.10728,0.044635,0.15069,0.14454,-0.18562,-0.05229,0.047816,0.0085157,0.29929,0.1832,-0.075266,0.18198,0.26129,0.066324,-0.0098644,0.10968,-0.051013,-0.099842,0.24515,0.0053275,-0.1147,0.088595,-0.19342,0.069198,0.076859,0.29868,-0.024527,-0.0049137,0.19991,0.060065,0.037362,0.0058067,-0.18219,-0.20666,-0.01054,0.23573,0.27356,0.10344,0.019493
54,0.58862,0.53702,0.57183,0.46421,0.44193,0.54291,0.4971,0.54479,0.6151,0.48988,0.50086,0.56182,0.55752,0.51436,0.47875,0.57177,0.55609,0.5162,0.52168,0.62576,0.43384,0.50267,0.53596,0.57921,0.52915,0.38541,0.42526,0.57752,0.53749,0.46151,0.51833,0.51307,0.42131,0.51182,0.4601,0.51932,0.56372,0.37829,0.56364,0.4652,0.43336,0.33075,0.41569,0.37501,0.35532,0.38164,0.53697,0.30924,0.43338,0.43197,0.31712,0.321,0.16612,0.41256,1,0.23666,0.1244,0.21632,0.39913,0.30033,0.3212,0.23876,0.24521,-0.056701,-0.034972,0.39944,0.21748,0.15109,0.56016,0.31634,0.42701,0.14279,0.091365,-0.10606,0.15794,-0.015696,-0.2486,0.2616,0.054154,-0.084096,0.37406,0.10797,-0.20453,0.14366,0.049143,0.2442,0.14384,0.11709,0.25476,0.24185,-0.081678,0.16289,-0.048262,0.20405,0.17203,0.056069,0.23235,-0.11072,0.18872,0.011524,0.054693,0.24345,0.21014,0.074539,-0.22308,0.1189,0.048012,-0.11498,-0.31361,0.029257,-0.033278,0.18153,-0.085314,0.12228,-0.2076,-0.26881,0.071298,-0.0012431,-0.07112,-0.023897,0.045282,-0.079937,-0.045985,-0.10635,0.011422,0.08444,0.2874,0.082171,-0.18006,0.11619,-0.43425,0.09758,0.049257,0.0097482,-0.096133,0.067694,0.031515,0.23399,-0.068902,-0.063718,-0.038596,0.074187,0.050465,0.21328,-0.057721,0.06259,0.039803
55,0.40222,0.49496,0.47659,0.47243,0.41659,0.44174,0.53312,0.38515,0.47317,0.47988,0.39246,0.52197,0.52154,0.39492,0.40616,0.49368,0.38664,0.45929,0.42905,0.47737,0.38246,0.30415,0.34283,0.42724,0.35957,0.2763,0.53679,0.37507,0.37228,0.51087,0.42401,0.46601,0.49487,0.34048,0.32915,0.29144,0.31209,0.31595,0.30823,0.37808,0.33539,0.4092,0.33484,0.30324,0.17273,0.36805,0.38966,0.16578,0.28895,0.18173,0.37249,0.30788,0.35461,0.48066,0.23666,1,0.22685,0.14245,0.32067,0.17335,0.40138,0.28478,0.33669,-0.045403,-0.083654,0.16609,0.20168,0.3113,0.037365,0.21617,0.30379,0.20634,0.21316,0.075185,-0.22804,0.13069,-0.11122,-0.2097,-0.058716,0.12649,0.0559,0.025092,-0.13648,0.18387,0.020387,-0.1613,0.21158,0.20208,0.042749,0.21553,-0.021494,0.14434,0.095572,-0.10609,0.068232,-0.039721,0.10809,0.028496,0.0024031,-0.098817,0.21852,0.1493,0.030196,0.089726,0.10899,-0.31625,0.12551,-0.093118,-0.053725,0.16591,0.13772,0.15538,0.0018656,-0.0378,0.18377,0.038878,0.26935,0.18198,0.050501,0.32127,-0.0070885,-0.14488,-0.023182,0.072263,-0.028651,-0.17605,-0.19507,-0.075617,0.030331,-0.11379,-0.1677,0.068151,0.035159,0.1633,0.32111,-0.051411,0.1215,0.13129,0.13712,0.13541,-0.26659,-0.033474,0.1049,0.094071,-0.17473,0.076292,0.078855
