,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118
0,1,0.85806,0.87163,0.88063,0.82991,0.88033,0.85738,0.85483,0.84801,0.86872,0.85623,0.90076,0.88553,0.86929,0.83633,0.78824,0.86469,0.83785,0.88901,0.79963,0.79897,0.8189,0.82348,0.86051,0.84373,0.82655,0.79174,0.89316,0.79438,0.80461,0.71545,0.80067,0.7372,0.79722,0.76454,0.75645,0.67828,0.76051,0.73687,0.72805,0.72717,0.66133,0.60242,0.69299,0.55596,0.68338,0.57268,0.6115,0.42818,0.63801,0.5976,0.59044,0.46087,0.54683,0.39079,0.53117,0.54943,0.5694,0.38069,0.43987,0.48197,0.30489,0.1903,0.1891,0.33603,0.20356,0.38014,0.3338,0.32254,0.30337,0.32593,0.26417,0.34294,0.34498,0.14123,0.41905,0.11249,0.010999,0.10205,0.054475,0.0064736,0.069488,0.20165,0.00075058,-0.15471,0.14166,0.20623,-0.064213,0.15849,0.061895,0.29475,-0.0012387,-0.0037585,0.2657,0.051815,0.14439,0.23162,-0.20301,0.021264,0.12298,0.083493,0.23813,0.16874,0.080496,0.071954,0.20898,-0.04562,0.17112,-0.054246,0.3576,0.21324,-0.35521,0.22333,0.25921,0.15693,0.1479,0.29348,-0.054711,0.2556
1,0.85806,1,0.85424,0.84472,0.8587,0.86775,0.89001,0.87436,0.79982,0.84885,0.85724,0.86744,0.82224,0.85238,0.81738,0.75079,0.84933,0.82474,0.88399,0.82488,0.80665,0.75078,0.74844,0.82359,0.85519,0.85492,0.79868,0.85225,0.79422,0.74027,0.73873,0.77343,0.65629,0.82141,0.73118,0.78029,0.77231,0.79021,0.67734,0.7017,0.73624,0.71191,0.54285,0.67056,0.46062,0.60373,0.61256,0.56646,0.51557,0.59224,0.55071,0.48807,0.45475,0.44925,0.26119,0.41333,0.49084,0.52298,0.42531,0.31095,0.36367,0.19961,0.24959,0.27629,0.33438,0.21173,0.39267,0.28348,0.33906,0.18449,0.32764,0.22668,0.29742,0.43288,0.30218,0.42671,0.090829,0.073138,-0.0055153,0.047738,0.20717,0.10261,0.23355,0.15985,-0.18186,0.20464,0.06442,-0.15922,0.14534,0.029191,0.12424,0.087934,-0.076826,0.42707,0.055625,-0.085723,0.25027,-0.19434,0.10562,0.0010856,0.12256,0.25634,0.19424,0.21744,0.041872,0.24486,0.048371,0.18306,-0.20528,0.38527,0.23411,-0.39329,0.12517,0.28985,0.090407,0.1,0.25052,-0.065215,0.14864
2,0.87163,0.85424,1,0.8794,0.88052,0.87865,0.86088,0.87903,0.88607,0.87404,0.84192,0.84928,0.88225,0.82853,0.78216,0.75986,0.9052,0.79965,0.82155,0.85742,0.84065,0.7614,0.80717,0.78155,0.83231,0.87397,0.7324,0.86108,0.8583,0.75332,0.72456,0.80873,0.76157,0.83406,0.78086,0.75383,0.71382,0.6916,0.66189,0.71746,0.70865,0.71227,0.65646,0.66792,0.56975,0.51996,0.62227,0.60027,0.41672,0.56842,0.54845,0.54731,0.47068,0.5628,0.27445,0.48008,0.53396,0.44363,0.35122,0.43383,0.34152,0.2843,0.29998,0.32657,0.46643,0.15957,0.29948,0.15913,0.35918,0.19044,0.25095,0.26305,0.22868,0.4191,0.19329,0.35416,0.0203,0.042408,0.05299,0.15887,0.15219,0.089191,0.19671,0.10864,-0.24196,0.21564,0.072219,-0.05395,0.17086,0.16379,0.15803,0.040054,-0.11622,0.41374,0.046795,0.12741,0.30967,-0.18476,0.011588,0.21077,0.21983,0.15853,0.24427,0.17567,0.012559,0.17721,-0.034966,0.12377,-0.15419,0.2976,0.2041,-0.34821,0.088147,0.2726,0.21945,0.10661,0.11569,-0.14536,0.2118
3,0.88063,0.84472,0.8794,1,0.83241,0.81298,0.83611,0.87516,0.87014,0.82837,0.87808,0.82154,0.85059,0.83764,0.76875,0.75325,0.84594,0.78255,0.82787,0.81346,0.77199,0.76928,0.77397,0.83053,0.83614,0.80676,0.71078,0.87447,0.8321,0.74903,0.72291,0.77428,0.65775,0.7742,0.7714,0.74923,0.70426,0.67757,0.74177,0.75104,0.66125,0.74125,0.60862,0.62166,0.62015,0.58753,0.54996,0.67198,0.48584,0.57664,0.55087,0.50205,0.4551,0.45422,0.25211,0.52999,0.44948,0.45788,0.39367,0.42767,0.40494,0.17673,0.27634,0.21515,0.35696,0.20529,0.3938,0.27795,0.33087,0.35867,0.37535,0.24308,0.22355,0.48622,0.067828,0.37088,0.14793,0.0061932,0.1074,0.18104,0.058601,0.12813,0.22634,0.19481,-0.18189,0.097406,0.20208,0.028941,0.069161,0.16459,0.22048,0.1087,-0.10191,0.3951,0.11111,0.18601,0.3195,-0.19495,0.078332,0.15296,0.12643,0.2299,0.20519,0.15616,0.056057,0.20882,0.034257,0.10967,-0.11242,0.30081,0.18999,-0.28947,0.049938,0.26538,0.25094,0.075273,0.30719,-0.18812,0.2016
4,0.82991,0.8587,0.88052,0.83241,1,0.82802,0.83793,0.85139,0.86496,0.80631,0.80577,0.8318,0.79546,0.82773,0.81678,0.70652,0.83838,0.7588,0.82722,0.8058,0.79707,0.74903,0.74203,0.7385,0.85407,0.81757,0.81873,0.83029,0.81333,0.67078,0.73985,0.81229,0.73096,0.76517,0.76228,0.75165,0.63779,0.70227,0.66888,0.67006,0.66108,0.67064,0.58861,0.59203,0.48767,0.59498,0.57165,0.56905,0.50443,0.5003,0.45623,0.56039,0.41102,0.47219,0.32901,0.52568,0.33004,0.50706,0.4913,0.39826,0.41994,0.19527,0.18303,0.26903,0.2639,0.21846,0.47844,0.18408,0.32758,0.24361,0.3731,0.27416,0.1999,0.36175,0.19301,0.3959,0.08196,-0.02619,0.099287,0.22534,0.2192,0.064657,0.13592,0.26537,-0.27418,0.22847,-0.012865,-0.116,0.16336,0.098185,0.12782,0.078937,-0.16268,0.39944,-0.012759,-0.022682,0.34874,-0.054582,0.044183,0.191,0.15014,0.20018,0.13295,0.14334,0.15507,0.19805,-0.095107,0.20047,-0.17417,0.42443,0.14586,-0.30092,0.0080672,0.20628,0.039369,0.017721,0.20591,-0.23488,0.17537
5,0.88033,0.86775,0.87865,0.81298,0.82802,1,0.88949,0.87473,0.8337,0.89833,0.85421,0.87406,0.85562,0.88023,0.8113,0.80596,0.84641,0.86405,0.8429,0.84576,0.82517,0.78789,0.77351,0.77129,0.85541,0.85867,0.78801,0.84175,0.8415,0.72942,0.78912,0.788,0.75815,0.78842,0.7521,0.75294,0.66828,0.73644,0.66249,0.7136,0.77751,0.73405,0.66048,0.64254,0.5402,0.60114,0.55973,0.63731,0.54372,0.66143,0.6498,0.54918,0.43452,0.58675,0.34736,0.41973,0.5973,0.58517,0.45285,0.30479,0.419,0.27629,0.17492,0.18342,0.35549,0.18793,0.34809,0.27488,0.27313,0.25919,0.31748,0.27554,0.3035,0.34996,0.25183,0.42304,0.097882,0.095614,0.077749,0.097417,0.18415,0.061286,0.18461,0.032937,-0.18246,0.159,0.10866,-0.092159,0.11614,0.077425,0.2311,-0.035676,-0.062247,0.26492,0.0022429,0.065895,0.22698,-0.1863,-0.070659,0.11299,0.11373,0.30342,0.19072,0.24425,-0.0021547,0.28053,0.049251,0.097179,-0.20596,0.32759,0.26157,-0.35394,0.18044,0.24354,0.17113,0.085501,0.20699,0.038006,0.1692
6,0.85738,0.89001,0.86088,0.83611,0.83793,0.88949,1,0.87259,0.81899,0.8855,0.85223,0.85565,0.78622,0.81414,0.82618,0.72003,0.83556,0.81647,0.81112,0.7896,0.80128,0.75391,0.8121,0.75412,0.85219,0.82477,0.75576,0.85536,0.85748,0.74205,0.71712,0.83667,0.69953,0.78069,0.80316,0.78214,0.70712,0.69863,0.70635,0.7396,0.76346,0.72444,0.58206,0.62789,0.47125,0.58588,0.60393,0.64079,0.52514,0.58859,0.50975,0.45324,0.48669,0.57815,0.3355,0.3957,0.46124,0.51004,0.42887,0.435,0.38579,0.20842,0.1657,0.24947,0.33672,0.21589,0.33351,0.2417,0.40383,0.2686,0.31166,0.25648,0.24698,0.42269,0.20679,0.25097,0.11604,0.075276,0.074284,0.10545,0.22432,0.04778,0.23481,0.10515,-0.085519,0.13196,0.09339,-0.055336,0.041238,0.15317,0.15045,-0.052436,-0.064285,0.35171,0.066669,0.068725,0.28382,-0.21244,0.1012,0.085714,0.15861,0.25714,0.18315,0.20915,0.026745,0.24236,0.027535,0.11626,-0.16548,0.34693,0.29884,-0.33213,0.079997,0.21333,0.14294,0.11556,0.19182,0.0046676,0.33968
7,0.85483,0.87436,0.87903,0.87516,0.85139,0.87473,0.87259,1,0.90617,0.86131,0.90915,0.90456,0.8424,0.87856,0.80715,0.7412,0.83849,0.80649,0.86753,0.84087,0.84766,0.84439,0.78906,0.77504,0.8613,0.86362,0.75734,0.87508,0.81688,0.79569,0.76139,0.77838,0.8077,0.77122,0.79966,0.73557,0.74478,0.77165,0.63766,0.70427,0.77921,0.74412,0.59542,0.67619,0.60198,0.58338,0.56382,0.56502,0.56371,0.54454,0.53264,0.47063,0.43644,0.5014,0.32194,0.46486,0.46037,0.56557,0.49341,0.39583,0.45324,0.2544,0.19228,0.25903,0.39909,0.14296,0.37155,0.20466,0.29198,0.30473,0.37048,0.25238,0.32675,0.34381,0.18454,0.32938,0.13168,0.10505,0.061817,0.055421,0.18932,0.073987,0.12255,0.22898,-0.1004,0.15155,0.1219,-0.0031423,0.14406,0.23562,0.23558,-0.041814,-0.071984,0.42871,0.1088,0.077198,0.24765,-0.21754,-0.013726,0.15727,0.14275,0.18466,0.16139,0.31597,-0.0036332,0.099531,-0.084889,0.16423,-0.17722,0.37538,0.26324,-0.38492,0.17989,0.22574,0.1895,0.077703,0.24436,-0.13669,0.2355
8,0.84801,0.79982,0.88607,0.87014,0.86496,0.8337,0.81899,0.90617,1,0.84521,0.8965,0.86423,0.86177,0.83062,0.80767,0.70503,0.84958,0.76455,0.80793,0.86169,0.79143,0.82103,0.78425,0.76928,0.83403,0.83478,0.72503,0.8646,0.77754,0.67946,0.73526,0.76319,0.73692,0.71816,0.81144,0.72339,0.67197,0.71868,0.70806,0.67845,0.72373,0.71043,0.57586,0.69673,0.56663,0.59124,0.51181,0.6477,0.50119,0.49599,0.52373,0.57891,0.42935,0.54709,0.32278,0.44778,0.51707,0.46133,0.38698,0.53193,0.46827,0.20648,0.27352,0.18884,0.36473,0.14208,0.33143,0.29943,0.26594,0.3383,0.39021,0.28688,0.19135,0.38865,0.22036,0.40697,0.15135,-0.031042,0.13961,0.16153,0.018003,0.19257,0.1254,0.18764,-0.10662,0.16692,0.050301,-0.055321,0.20251,0.23563,0.14079,-0.055832,0.054224,0.41375,0.14998,0.013726,0.21038,-0.13956,0.038302,0.18661,0.17016,0.18021,0.093184,0.22911,0.056022,0.2118,-0.046692,0.15538,-0.1666,0.35891,0.20211,-0.19823,0.1815,0.17979,0.17429,0.09342,0.2523,-0.2248,0.34166
9,0.86872,0.84885,0.87404,0.82837,0.80631,0.89833,0.8855,0.86131,0.84521,1,0.85002,0.88728,0.84751,0.85373,0.8621,0.86159,0.86279,0.84561,0.82911,0.84175,0.84205,0.7716,0.80884,0.79549,0.86113,0.86457,0.6899,0.84778,0.82606,0.70928,0.68575,0.84567,0.76281,0.75561,0.78249,0.7437,0.64179,0.70497,0.68695,0.7621,0.71764,0.65994,0.61534,0.67153,0.55218,0.60533,0.5752,0.64073,0.56602,0.63848,0.55366,0.50824,0.55863,0.67829,0.3236,0.41631,0.53435,0.50304,0.38816,0.36352,0.44452,0.26644,0.22588,0.25798,0.3636,0.20984,0.37942,0.3395,0.17243,0.17659,0.30114,0.2411,0.21078,0.41408,0.20472,0.23794,0.068898,0.027748,0.23075,0.1189,0.1135,0.16826,0.21233,0.019269,-0.1788,0.19347,0.098422,-0.019298,0.12705,0.23096,0.25636,-0.097841,0.062556,0.43786,0.13491,0.11769,0.24384,-0.24578,-0.04291,0.19693,0.17458,0.21627,0.19563,0.12847,0.02584,0.28037,0.0048975,0.11321,-0.07703,0.3336,0.29477,-0.32789,0.10044,0.21451,0.13059,0.25419,0.22673,-0.057984,0.2233
