,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
20,-0.082213,-0.16243,-0.19525,-0.091658,0.068373,0.019892,-0.067092,0.20247,0.22043,0.32823,0.3853,0.26745,0.29007,0.20061,0.15746,0.34907,0.15052,0.42492,0.10722,0.36211,1,0.42276,0.43027,0.38216,0.34669,0.18507,0.2818,0.20269,0.11594,0.14009,0.2081,0.1371,0.028704,0.28774,0.32682,-0.087436,0.28349,0.11703,0.41263,0.031477,0.095233,0.060514,0.028692,0.012156,-0.084312,-0.077008,0.10361,-0.06754,-0.015402,0.16672,-0.19695,-0.049048,-0.23634,0.10373,-0.38596,0.11808,-0.029491,0.16644,-0.28929,-0.12985,0.070988,-0.29373,-0.011619,-0.0079841,0.090211,-0.19004,0.22642,-0.051172,0.010145,-0.15938,-0.23773,-0.26049,-0.23516,-0.32541,0.036625,-0.26258,-0.037642,-0.044528,-0.20311,-0.068669,-0.08888,-0.38573,0.12664
21,0.08277,-0.091218,-0.064007,0.068039,0.029239,0.39081,0.089832,0.19685,0.42538,0.37757,0.25039,0.44068,0.20449,0.050936,0.13228,0.34414,0.31537,0.43404,0.049979,0.43657,0.42276,1,0.53591,0.22422,0.25116,0.29496,0.37887,0.21189,0.19185,0.29238,0.3135,-0.089993,0.4013,0.29073,0.30217,-0.060327,0.24116,0.092164,0.19297,0.41169,0.32776,0.10181,0.25211,0.032465,-0.047812,-0.029315,-0.16013,0.12246,0.18493,0.29101,0.13555,0.17328,-0.21036,0.098612,-0.39893,0.14003,0.049443,0.25808,0.19105,0.038144,-0.23441,-0.015829,-0.053359,0.11556,-0.19589,-0.016458,0.051719,0.0049518,0.061917,0.025965,-0.03061,-0.0012239,-0.033806,-0.22163,-0.015346,-0.15336,-0.018234,-0.10127,-0.17772,0.099932,-0.19021,-0.11977,0.23393
22,-0.13385,-0.047894,0.16715,-0.1171,0.20277,0.49191,0.060869,0.096416,0.23208,0.21365,0.25097,0.3236,0.35011,0.12388,0.22625,0.21867,0.33318,0.48666,0.24616,0.30003,0.43027,0.53591,1,0.34949,0.55646,0.23806,0.27771,0.18745,0.073067,0.29621,0.32018,0.13833,0.32943,-0.020656,0.42151,-0.13573,0.090124,0.21955,0.21926,0.062924,0.05627,-0.02009,0.031996,0.027914,-0.10002,0.0077269,-0.001734,-0.17541,0.0053573,0.13519,-0.235,0.10523,0.14762,-0.0050405,-0.32928,0.022842,-0.1114,0.096376,-0.038919,-0.14212,0.048353,0.02205,-0.098682,0.12696,-0.15659,-0.17952,0.23657,-0.17597,-0.082107,-0.071534,-0.13193,-0.018934,-0.27109,-0.28431,-0.12452,-0.025004,-0.14861,-0.16765,-0.022312,0.071236,-0.34971,-0.13084,0.28506
23,-0.1273,-0.16666,-0.28513,-0.023218,-0.16599,0.0035128,0.10043,0.22018,0.19053,0.32072,0.25327,0.31944,0.17582,-0.010783,0.1121,0.24611,-0.059319,0.20527,-0.06459,0.21798,0.38216,0.22422,0.34949,1,0.18915,0.24694,0.14037,0.068852,0.043934,0.13359,-0.042009,-0.052117,0.087038,0.3185,0.32025,-0.0096465,0.14423,0.25555,0.23033,-0.093819,-0.029316,0.1625,0.052195,-0.10099,-0.17684,-0.32714,-0.1527,-0.070708,-0.050282,0.063139,0.21358,0.070951,-0.12404,0.14781,-0.31459,0.060516,0.040716,0.020618,-0.031713,-0.44913,-0.027904,-0.11396,0.1426,0.0094269,-0.13138,-0.053842,0.18551,0.20345,-0.087914,-0.15988,0.04321,-0.13643,-0.096385,-0.10036,-0.083134,-0.23334,0.11686,-0.35714,-0.22813,-0.078233,-0.27286,-0.20499,0.18592
24,-0.15461,0.070003,0.20852,0.026117,0.46459,0.39741,-0.080963,0.20541,0.071287,0.23784,0.34059,0.095489,0.46218,0.10723,0.25825,0.18828,0.25651,0.25859,0.24278,0.46119,0.34669,0.25116,0.55646,0.18915,1,0.34086,0.16869,0.052604,-0.094563,0.24379,0.16079,0.34456,-0.12855,0.060533,0.36341,-0.021476,0.24965,-0.050872,0.10039,0.19342,0.044413,0.11381,-0.0051211,0.058831,-0.13821,0.21629,0.14879,-0.001266,-0.0044958,0.094448,-0.0069414,-0.21251,0.21866,-0.031965,-0.26874,0.11414,0.12067,-0.0040517,-0.039805,-0.064971,-0.0077847,0.026523,-0.10158,-0.010716,-0.27718,-0.13867,0.23296,0.035191,0.17961,-0.20393,-0.12088,-0.011721,-0.12972,-0.16367,-0.15547,-0.26711,-0.17371,-0.12298,-0.1396,-0.10368,-0.49866,-0.13768,0.26212
25,-0.34369,-0.06835,-0.028905,-0.095569,0.017583,0.13188,0.010668,0.27703,0.17289,0.066316,0.32133,0.26019,0.18007,-0.11542,0.1284,0.28861,0.15642,0.37483,-0.23557,0.20078,0.18507,0.29496,0.23806,0.24694,0.34086,1,0.13347,0.24948,-0.012899,0.31897,0.20985,0.036823,0.076402,-0.0025287,0.41942,0.072394,0.37638,0.017515,0.060605,0.14039,0.072608,0.22414,-0.036567,-0.11271,-0.08697,0.079703,-0.02821,0.13273,-0.01235,-0.19433,0.1343,-0.19698,-0.17151,0.032309,-0.09823,-0.21557,-0.017967,-0.10956,-0.077554,-0.057376,-0.3922,-0.095888,0.015455,-0.26292,-0.20586,-0.22992,-0.015887,-0.20018,0.1384,-0.3099,0.068041,-0.061561,-0.03619,-0.066706,-0.11308,-0.16835,0.049836,-0.076641,-0.13791,-0.17693,-0.066347,-0.030745,-0.013312
26,-0.18485,-0.18065,-0.0050483,-0.054221,0.029166,0.28184,0.075521,0.061122,0.54737,0.24508,-0.033658,0.31657,0.31326,0.40871,0.21602,0.37764,0.3569,0.30969,0.25134,0.37525,0.2818,0.37887,0.27771,0.14037,0.16869,0.13347,1,0.23335,0.23947,0.4366,0.24697,-0.02329,0.31389,0.23506,0.21314,-0.02949,0.020989,-0.010948,0.049157,0.027855,0.062575,-0.13946,0.23686,0.26137,-0.044603,0.25283,0.05853,-0.32381,0.16808,0.065582,0.10896,-0.18166,-0.15488,0.25563,-0.18356,0.00068971,-0.10561,-0.048627,0.10619,0.17177,-0.34963,0.067206,0.024928,-0.073167,-0.12665,-0.060487,-0.11945,0.17391,0.10541,0.071647,-0.04715,-0.32995,0.21356,-0.19007,-0.1066,-0.1025,-0.22072,-0.30665,-0.16988,-0.015564,-0.12,-0.097031,0.20348
27,-0.32925,0.073921,0.30592,0.0078086,0.026107,0.14391,0.13049,0.18906,0.26035,-0.03019,0.21253,0.23891,0.16621,0.14269,0.25919,0.27567,0.32183,0.39308,-0.096142,0.36714,0.20269,0.21189,0.18745,0.068852,0.052604,0.24948,0.23335,1,0.036549,0.11373,0.32304,0.018441,0.19064,0.24462,0.18872,0.091655,0.32878,0.040369,0.26259,0.36966,0.077045,-0.02752,0.17489,-0.23097,0.18754,-0.094055,0.0138,-0.13324,0.15766,-0.096923,0.010413,0.14743,-0.077748,-0.063952,0.06284,0.15554,-0.17019,0.20173,0.014124,-0.11756,0.10284,0.24387,-0.17706,0.13091,-0.18474,-0.34523,-0.1883,-0.021811,-0.092553,-0.05039,0.15395,-0.16277,-0.0658,0.057379,0.17693,0.012339,0.16378,0.11138,-0.33609,-0.17244,-0.00018476,0.056524,0.33531
28,0.05754,-0.095664,0.045008,0.29462,0.067218,-0.057073,0.098283,-0.0011974,0.27097,0.20069,0.046724,0.26988,0.13776,-0.010277,0.22125,0.21669,0.1841,0.042372,0.11891,0.21056,0.11594,0.19185,0.073067,0.043934,-0.094563,-0.012899,0.23947,0.036549,1,0.30216,0.30894,0.036401,0.036925,0.28141,0.2678,-0.11086,0.11265,0.14283,0.047833,0.35498,0.17669,-0.12222,0.20556,0.085916,0.013289,0.25216,0.28969,0.038531,0.33627,0.061887,0.14156,0.29307,-0.11544,-0.030242,-0.0026758,0.15387,0.13179,-0.14699,0.26758,0.10352,-0.076688,0.010253,-0.017093,-0.1567,-0.19915,-0.014327,-0.23923,0.061667,-0.017819,-0.090601,0.2661,-0.033435,-0.14124,-0.074994,-0.33407,-0.253,-0.31429,-0.052721,-0.0099118,-0.0055507,0.059769,-0.0056674,0.30024
29,-0.18832,-0.085944,0.10026,-0.19665,-0.030461,0.13695,0.083588,0.062634,0.23075,0.072919,0.23701,0.3182,0.51053,0.28505,0.22283,0.29457,0.23504,0.24719,0.16861,0.33296,0.14009,0.29238,0.29621,0.13359,0.24379,0.31897,0.4366,0.11373,0.30216,1,0.44615,0.014349,0.22317,0.10668,0.25302,0.021611,-0.011099,0.056301,0.38966,0.12453,0.062229,0.079265,0.33387,0.037675,0.23691,0.30872,0.10727,-0.25703,0.042024,-0.015311,0.0635,0.069834,0.013984,-0.20758,0.054457,-0.08348,0.053407,0.17227,0.044881,0.21396,-0.10293,-0.023192,-0.048381,0.020632,-0.081547,-0.11913,-0.016247,0.021543,-0.0083865,-0.1041,0.17731,-0.22143,0.045324,-0.027268,-0.30167,-0.11582,-0.26572,-0.25594,-0.22832,0.17974,-0.23978,0.012724,0.034441
