,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
20,-0.25935,-0.18227,-0.1489,-0.34976,-0.32688,-0.19643,-0.21035,-0.10731,-0.31275,0.031026,-0.24695,0.1187,0.071805,-0.15159,-0.012787,-0.063742,0.10286,-0.17324,0.16102,-0.076125,1,0.07237,-0.048376,0.24012,0.37555,0.28355,0.21305,0.29661,0.33364,-0.028736,0.14885,0.090134,-0.073478,0.22581,0.40788,0.20857,-0.13477,-0.18965,0.12821,0.041006,0.10233,0.04745,0.088541,0.085048,0.050689,-0.096601,0.13775,-0.083413,0.00962,-0.11413,-0.18418,0.17485,-0.047204,0.058955,-0.10039,0.013062,-0.093007,-0.094978,0.18248,0.08425,-0.065021,-0.052481,-0.0054065,0.12256
21,0.066722,0.097953,0.076244,-0.10004,-0.028279,0.0097011,-0.08694,0.084631,0.01529,-0.30048,-0.16673,0.087248,-0.24508,0.1406,-0.22643,-0.30898,0.074402,-0.037362,-0.16571,0.01605,0.07237,1,-0.1143,0.029644,0.11592,0.018301,-0.33656,0.11307,0.092849,-0.16611,0.036262,0.1656,0.18529,0.012874,0.18282,0.2376,-0.024882,-0.14304,0.058954,-0.064033,0.022315,-0.036506,0.35862,0.26691,-0.063718,-0.043442,-0.099365,-0.28988,0.11772,0.010695,-0.035041,0.011063,-0.20901,-0.12263,0.1009,-0.098121,-0.13103,0.10258,-0.041792,-0.021842,0.083486,0.06402,0.14172,-0.157
22,-0.27401,0.062694,-0.08444,-0.18069,-0.14267,0.065664,-0.0052238,-0.020015,-0.10867,0.156,0.063724,0.061082,-0.25405,-0.29847,-0.1033,-0.009906,0.15964,-0.14741,-0.0080304,0.32713,-0.048376,-0.1143,1,0.13668,0.10243,0.065376,-0.042205,0.019564,0.054058,0.17391,-0.0049023,-0.14153,-0.05123,0.0093457,0.065183,-0.21376,0.0023104,-0.27986,0.34597,0.18392,0.12476,0.090628,-0.020485,-0.023427,0.097697,0.079198,-0.31389,-0.079127,0.069487,0.0091149,-0.20553,-0.0099734,0.053978,0.022765,0.10976,-0.13637,0.091827,0.045259,-0.017439,-0.071722,-0.17858,0.090327,-0.014552,-0.17977
23,-0.25797,-0.14344,0.065798,-0.12965,-0.1706,-0.21975,-0.09255,0.043991,-0.22257,0.065219,-0.002774,0.073222,-0.070284,-0.24302,0.17834,-0.17497,0.086134,0.09088,0.16845,0.14959,0.24012,0.029644,0.13668,1,0.17117,0.27069,0.42991,0.028984,0.2342,-0.0051061,0.042512,0.15428,-0.11553,-0.12201,0.15485,0.095529,0.056836,0.13268,0.24706,0.20409,0.16372,0.17551,0.25733,-0.02144,-0.014558,-0.054054,-0.35376,-0.081395,0.054847,0.22893,-0.20685,0.11875,0.082378,-0.083226,0.16441,0.070345,-0.054654,-0.054117,0.10226,-0.037937,0.21975,0.21999,0.22783,-0.13612
24,-0.10876,-0.18392,-0.16407,-0.18811,-0.15515,0.0099134,-0.16658,-0.15342,-0.17602,-0.16234,-0.17693,-0.076997,0.045439,-0.039404,0.18001,0.16465,-0.17856,-0.37305,0.093998,0.011366,0.37555,0.11592,0.10243,0.17117,1,-0.0010004,0.016484,-0.055233,0.43889,0.25898,0.021268,0.080999,0.14487,0.1618,0.095493,0.079042,-0.065964,0.046773,0.03258,0.20983,-0.050783,0.15197,0.10679,0.044314,-0.016424,-0.26743,0.064686,0.0046287,0.19638,-0.11413,-0.064394,0.090524,-0.0456,-0.012344,0.04177,-0.20043,-0.26721,-0.28261,-0.13679,0.2913,-0.10501,0.12136,-0.20564,-0.071157
25,-0.44583,-0.38158,-0.41114,-0.39543,-0.41332,-0.30225,-0.36712,-0.28038,-0.41202,-0.20653,-0.35324,-0.11917,-0.019509,-0.064094,-0.14277,-0.059903,0.22517,-0.14679,0.05886,0.061577,0.28355,0.018301,0.065376,0.27069,-0.0010004,1,0.12941,0.34411,0.46484,0.20841,-0.010456,-0.069672,0.39319,0.13532,0.11184,0.18104,-0.034691,-0.18089,0.24136,0.18627,-0.044759,0.2272,0.20112,0.081874,0.14727,-0.061954,0.20303,0.065846,-0.041238,0.40532,0.28616,-0.11391,-0.0054783,0.065093,0.035328,-0.31149,0.24038,0.0019223,0.10644,-0.18903,-0.051216,0.043032,0.014792,-0.11546
26,-0.20519,-0.16351,-0.10187,-0.16145,-0.37322,-0.17851,-0.22368,-0.10866,0.055386,0.017879,-0.04223,0.16498,0.18352,-0.15164,0.26874,-0.045313,0.12209,0.23885,0.045985,0.12579,0.21305,-0.33656,-0.042205,0.42991,0.016484,0.12941,1,0.20986,0.12505,0.086962,0.5037,-0.02075,-0.012129,0.32288,0.10671,-0.06385,0.084063,0.40503,0.099063,0.085707,-0.026171,0.19646,0.0047646,-0.090468,0.0053821,0.10408,-0.26801,0.291,0.15495,0.15259,0.097742,0.10308,0.10454,0.072161,0.089213,0.035122,0.0035106,-0.2168,0.18787,0.069428,0.12755,-0.13825,0.25732,-0.036141
27,-0.24977,-0.21554,-0.098631,-0.36974,-0.27879,0.11573,-0.13158,-0.061694,-0.18356,-0.063577,-0.1318,-0.12871,-0.27726,0.077233,-0.11586,-0.00018503,0.12587,-0.033597,-0.061043,0.11029,0.29661,0.11307,0.019564,0.028984,-0.055233,0.34411,0.20986,1,0.19924,0.039251,0.14728,-0.21515,0.084933,0.3927,0.2036,0.19927,-0.11105,0.0019396,-0.058823,0.06135,-0.11349,0.1737,0.011129,-0.033968,0.15575,0.18865,0.11203,0.017959,-0.10465,0.070636,0.055984,0.23813,0.068116,-0.23207,0.21498,-0.18233,-0.12565,-0.17276,0.13916,-0.071506,-0.039843,-0.16996,0.010121,0.077598
28,-0.28927,-0.3924,-0.47558,-0.42017,-0.30054,-0.39794,-0.34738,-0.22019,-0.291,-0.18431,-0.39523,-0.15553,-0.0091992,-0.076874,0.061565,0.10828,0.020571,-0.059782,0.047924,0.16694,0.33364,0.092849,0.054058,0.2342,0.43889,0.46484,0.12505,0.19924,1,0.21642,0.054734,0.21186,0.24762,0.25278,0.16937,0.10286,-0.023122,-0.087977,0.18485,0.48998,0.066132,0.097526,-0.036462,0.11301,0.28359,-0.10007,0.1434,0.013943,0.043138,0.033677,0.27911,0.074866,0.11266,0.15044,0.12266,-0.23403,-0.078314,-0.024695,0.3354,-0.017092,-0.036028,0.015751,-0.016931,0.20959
29,-0.11118,-0.021957,-0.15673,0.04615,-0.053782,0.24253,0.12373,-0.20584,-0.22447,-0.049597,0.19321,0.034519,0.16743,-0.035381,0.11408,0.028678,-0.18592,-0.17671,-0.020785,0.13449,-0.028736,-0.16611,0.17391,-0.0051061,0.25898,0.20841,0.086962,0.039251,0.21642,1,-0.071023,0.18142,0.23132,0.15471,-0.20872,-0.25844,0.079796,-0.045313,0.24496,0.29264,-0.047111,0.30711,-0.41646,0.0067462,0.043268,-0.13865,0.20962,-0.21118,-0.041438,-0.049871,0.25636,0.022745,0.12026,0.23958,-0.085538,-0.1684,0.11857,0.020237,0.11834,0.017784,0.12463,0.1315,-0.2413,0.017081
30,-0.07948,-0.19414,-0.20895,-0.24739,-0.27302,-0.28044,-0.1226,-0.25297,-0.052203,-0.1494,0.0015627,0.0089251,0.14634,-0.031756,-0.041289,-0.20278,0.12594,0.12947,0.11943,0.26961,0.14885,0.036262,-0.0049023,0.042512,0.021268,-0.010456,0.5037,0.14728,0.054734,-0.071023,1,0.055196,0.025387,0.38974,0.22045,-0.081849,0.062079,0.091497,0.014593,-0.13501,-0.099533,0.067682,0.40186,-0.16806,-0.093376,0.22446,-0.16697,0.09383,0.22676,0.13133,-0.06662,0.25996,-0.2805,0.12193,0.23874,-0.2102,0.15906,0.023935,0.21954,0.14911,-0.15369,-0.24137,0.16254,0.09138
31,-0.030647,0.019108,-0.13965,-0.049991,0.059995,-0.00017278,-4.8318e-05,-0.11769,-0.14995,-0.34586,-0.07486,-0.049927,0.13084,-0.084607,0.1101,-0.13846,0.22372,-0.0020867,0.056936,-0.089859,0.090134,0.1656,-0.14153,0.15428,0.080999,-0.069672,-0.02075,-0.21515,0.21186,0.18142,0.055196,1,-0.1212,0.12502,0.10592,0.26512,0.039791,0.053708,0.19578,0.36526,0.16672,0.049184,-0.028674,-0.050966,-0.18423,-0.16047,-0.15364,-0.2043,0.071807,-0.09163,-0.028849,0.16827,-0.32314,0.25828,-0.33455,0.16963,0.0039861,0.1912,0.057374,0.059458,0.32527,0.091258,-0.12662,-0.089043
32,-0.087046,-0.11595,-0.059177,-0.027756,-0.11002,0.031275,-0.11803,-0.087023,-0.080449,-0.19519,-0.20556,-0.012736,0.19116,0.35969,0.033341,0.022231,0.068088,0.11539,0.11567,0.091025,-0.073478,0.18529,-0.05123,-0.11553,0.14487,0.39319,-0.012129,0.084933,0.24762,0.23132,0.025387,-0.1212,1,0.019111,0.036049,-0.01462,0.11041,-0.17876,-0.045704,0.20182,-0.30864,0.013554,0.16253,0.31302,0.16589,-0.2107,0.19616,-0.071474,0.20008,0.2411,0.11699,-0.055414,-0.17682,0.040952,-0.044967,-0.17333,0.12969,-0.081402,-0.01688,0.15266,-0.15357,-0.041636,0.012458,-0.042025
33,-0.11676,-0.17006,-0.29897,-0.25802,-0.2136,-0.18442,-0.22085,-0.095224,-0.20558,-0.099701,0.17418,-0.1402,-0.063664,-0.0064998,0.15818,0.0076295,-0.0025065,-0.16453,-0.092523,0.044361,0.22581,0.012874,0.0093457,-0.12201,0.1618,0.13532,0.32288,0.3927,0.25278,0.15471,0.38974,0.12502,0.019111,1,0.35169,0.050513,0.070113,0.16416,0.090003,0.19915,-0.093095,0.22644,-0.064807,0.11091,0.16685,0.10082,0.11812,-0.037301,0.28146,0.10248,0.15751,0.28368,-0.23958,0.13926,0.0010654,-0.099095,0.14397,0.015991,0.1927,0.098937,-0.042094,-0.37107,-0.35254,0.0044797
34,-0.38673,-0.3899,-0.28629,-0.49578,-0.2867,-0.36503,-0.23026,-0.18169,-0.16423,-0.09795,-0.17629,0.062641,0.019911,-0.072059,-0.07256,0.037686,0.060073,-0.14386,0.18388,-0.19843,0.40788,0.18282,0.065183,0.15485,0.095493,0.11184,0.10671,0.2036,0.16937,-0.20872,0.22045,0.10592,0.036049,0.35169,1,0.47462,0.055309,-0.019922,0.16799,0.19349,0.0048292,0.038042,0.26771,0.42677,0.12007,-0.026524,-0.0030658,-0.061779,0.18967,0.13122,-0.069006,0.26649,-0.02948,0.050526,-0.067974,-0.0066675,-0.043168,0.08471,0.11367,0.17073,-0.055369,0.0065096,-0.12536,-0.020445
35,-0.32134,-0.42357,-0.27732,-0.48567,-0.10204,-0.12762,-0.31291,-0.15711,-0.27706,-0.42728,-0.28742,-0.19027,0.023311,-0.064396,-0.11184,-0.056826,0.018493,-0.074341,0.16353,-0.3381,0.20857,0.2376,-0.21376,0.095529,0.079042,0.18104,-0.06385,0.19927,0.10286,-0.25844,-0.081849,0.26512,-0.01462,0.050513,0.47462,1,-0.013607,-0.011864,0.075769,-0.0969,-0.022748,-0.075007,0.27253,0.12165,-0.10724,-0.20016,-0.031553,-0.13628,-0.093392,-0.037332,0.073113,0.12782,-0.063857,0.074181,-0.075192,-0.012163,-0.12952,-0.07843,-0.15795,-0.0032042,0.12166,-0.078355,-0.044617,-0.05529
36,-0.1429,-0.15022,-0.020193,-0.098196,0.0046644,-0.18712,-0.073361,-0.23337,-0.11355,0.013228,0.03983,0.058826,-0.012884,-0.10663,0.14277,0.051067,0.15308,-0.015638,0.18241,0.17873,-0.13477,-0.024882,0.0023104,0.056836,-0.065964,-0.034691,0.084063,-0.11105,-0.023122,0.079796,0.062079,0.039791,0.11041,0.070113,0.055309,-0.013607,1,-0.029554,0.23648,0.13681,0.051207,0.14295,0.010565,0.2386,0.079871,-0.31105,-0.063771,-0.36912,0.35816,-0.071613,-0.01805,0.10817,0.22745,0.057568,-0.1432,-0.1516,0.25592,0.13848,-0.11733,0.18984,-0.097049,0.033709,-0.07395,-0.010777
37,0.040173,-0.015647,0.033784,0.043717,-0.097736,0.079305,-0.10047,0.097224,0.19018,0.036053,0.087335,-0.2551,-0.037726,0.039687,0.16442,0.15199,-0.05428,0.1891,-0.088205,-0.098214,-0.18965,-0.14304,-0.27986,0.13268,0.046773,-0.18089,0.40503,0.0019396,-0.087977,-0.045313,0.091497,0.053708,-0.17876,0.16416,-0.019922,-0.011864,-0.029554,1,-0.047126,0.10482,0.26273,0.18841,-0.047659,-0.29955,0.10579,0.13139,-0.21993,0.35585,0.048701,0.13274,0.25741,0.035613,0.0012544,-0.18255,-0.020005,0.13232,-0.077721,-0.27669,-0.087114,-0.008966,0.21621,0.034494,-0.028871,0.065944
38,-0.41147,-0.16611,-0.27256,-0.35258,-0.38706,-0.051969,-0.2684,0.029308,-0.225,-0.092495,-0.07971,0.032098,0.08688,-0.18545,0.12626,-0.30965,0.084974,0.045475,0.13582,0.13117,0.12821,0.058954,0.34597,0.24706,0.03258,0.24136,0.099063,-0.058823,0.18485,0.24496,0.014593,0.19578,-0.045704,0.090003,0.16799,0.075769,0.23648,-0.047126,1,0.17254,0.37513,0.21657,-0.091904,-0.056289,0.015277,-0.10641,-0.05852,0.050292,-0.20675,0.029143,0.05925,0.084566,-0.14171,0.25167,-0.056576,0.036761,0.1847,0.15195,0.17497,0.046059,0.082434,-0.11913,-0.069037,-0.065888
