,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
39,-0.27771,-0.18874,-0.22149,-0.11259,-0.14249,-0.13099,-0.17018,-0.18981,-0.12348,0.021621,-0.27038,-0.12326,-0.090493,0.034237,0.092249,0.2963,0.16155,-0.05722,0.11686,0.10048,0.041006,-0.064033,0.18392,0.20409,0.20983,0.18627,0.085707,0.06135,0.48998,0.29264,-0.13501,0.36526,0.20182,0.19915,0.19349,-0.0969,0.13681,0.10482,0.17254,1,0.2089,0.15637,-0.11662,0.22044,0.26482,-0.096636,-0.085787,-0.15246,0.19432,0.0075314,0.064319,-0.031234,0.099126,-0.049013,-0.049126,-0.096651,0.070719,-0.064368,0.075791,-0.078116,-0.016915,0.098192,-0.26299,-0.1632
40,-0.13951,0.029317,-0.045782,-0.036185,-0.15272,-0.13175,-0.11903,0.15695,0.019988,-0.014779,-0.13964,-0.18212,0.0067799,-0.22733,-0.078916,-0.20385,0.10894,0.20898,0.14289,-0.062776,0.10233,0.022315,0.12476,0.16372,-0.050783,-0.044759,-0.026171,-0.11349,0.066132,-0.047111,-0.099533,0.16672,-0.30864,-0.093095,0.0048292,-0.022748,0.051207,0.26273,0.37513,0.2089,1,-0.18863,0.0051265,-0.31802,0.044298,-0.057787,-0.19616,-0.1055,-0.16475,-0.36376,0.085942,-0.22202,-0.16857,-0.20519,-0.12253,0.056775,0.2428,-0.041132,-0.045924,-0.12385,0.15913,-0.08964,0.0069457,0.18538
41,-0.13568,-0.017162,-0.18033,-0.15396,-0.11259,0.1571,-0.11758,-0.025289,-0.03271,-0.032456,-0.12453,0.041405,-0.30744,-0.17677,0.15295,-0.0087165,0.3003,-0.088567,0.16386,0.19581,0.04745,-0.036506,0.090628,0.17551,0.15197,0.2272,0.19646,0.1737,0.097526,0.30711,0.067682,0.049184,0.013554,0.22644,0.038042,-0.075007,0.14295,0.18841,0.21657,0.15637,-0.18863,1,-0.082444,0.035652,0.090461,0.077625,-0.1766,-0.044385,0.093799,0.26679,-0.049324,0.12266,0.21772,0.14693,-0.14666,-0.18613,-0.093846,-0.18866,-0.016471,-0.13293,-0.055895,0.10645,0.037639,-0.16154
42,-0.017932,-0.031084,0.16939,-0.13945,0.039321,-0.21223,-0.062142,0.023646,0.039738,-0.13079,-0.14734,0.074308,0.15453,0.14463,-0.12428,-0.22111,0.23392,0.090033,0.080022,0.12758,0.088541,0.35862,-0.020485,0.25733,0.10679,0.20112,0.0047646,0.011129,-0.036462,-0.41646,0.40186,-0.028674,0.16253,-0.064807,0.26771,0.27253,0.010565,-0.047659,-0.091904,-0.11662,0.0051265,-0.082444,1,0.15715,-0.32787,0.10726,-0.21406,-0.037082,0.29083,0.21214,-0.20668,-0.03757,-0.22987,-0.19313,0.22794,-0.051164,0.32078,0.051493,-0.17166,0.16028,-0.13386,0.011065,0.30594,-0.13249
43,0.036733,0.042523,0.1009,0.097523,0.22823,-0.048707,0.11053,0.030351,0.13428,-0.0013299,-0.031207,0.40838,0.094744,0.20076,0.095671,0.28233,0.010999,-0.09518,0.016567,-0.053641,0.085048,0.26691,-0.023427,-0.02144,0.044314,0.081874,-0.090468,-0.033968,0.11301,0.0067462,-0.16806,-0.050966,0.31302,0.11091,0.42677,0.12165,0.2386,-0.29955,-0.056289,0.22044,-0.31802,0.035652,0.15715,1,0.017608,-0.12521,0.14277,-0.1588,0.23656,0.05812,0.10649,-0.055898,0.2059,0.02169,-0.0016957,0.04225,0.033159,-0.028354,0.12053,0.11208,-0.099933,0.016516,-0.067536,-0.12496
44,-0.10782,-0.11548,-0.2647,-0.2034,-0.2553,-0.13971,-0.10289,-0.022849,-0.086208,-0.0067445,0.015212,-0.26775,-0.36455,0.01601,-0.19972,0.4338,0.041427,0.16458,-0.02506,0.064294,0.050689,-0.063718,0.097697,-0.014558,-0.016424,0.14727,0.0053821,0.15575,0.28359,0.043268,-0.093376,-0.18423,0.16589,0.16685,0.12007,-0.10724,0.079871,0.10579,0.015277,0.26482,0.044298,0.090461,-0.32787,0.017608,1,-0.091804,0.15775,0.026463,-0.10647,-0.02754,0.13126,0.03353,0.23147,0.042609,0.13588,-0.13289,-0.083309,-0.035925,0.055307,-0.056983,-0.38541,-0.11684,-0.26068,0.095172
45,0.31009,0.19575,0.17172,0.073299,0.1005,0.1449,0.20325,0.26636,0.24623,0.13372,0.20191,0.138,-0.087792,0.2833,-0.099649,-0.047252,-0.017112,0.053545,-0.138,0.11842,-0.096601,-0.043442,0.079198,-0.054054,-0.26743,-0.061954,0.10408,0.18865,-0.10007,-0.13865,0.22446,-0.16047,-0.2107,0.10082,-0.026524,-0.20016,-0.31105,0.13139,-0.10641,-0.096636,-0.057787,0.077625,0.10726,-0.12521,-0.091804,1,0.053243,0.12198,0.22733,0.060223,0.071503,0.14021,-0.11146,0.067801,0.32094,0.08589,0.16339,-0.05063,0.24839,-0.027109,0.20376,0.041709,0.42087,0.13839
46,0.059646,-0.082059,-0.06479,0.057274,-0.046683,0.029953,0.12174,-0.057082,0.0040576,-0.0409,0.030695,0.039348,0.14257,0.28063,-0.075363,0.22206,-0.22362,-0.11458,-0.052109,-0.0046556,0.13775,-0.099365,-0.31389,-0.35376,0.064686,0.20303,-0.26801,0.11203,0.1434,0.20962,-0.16697,-0.15364,0.19616,0.11812,-0.0030658,-0.031553,-0.063771,-0.21993,-0.05852,-0.085787,-0.19616,-0.1766,-0.21406,0.14277,0.15775,0.053243,1,0.066983,-0.18912,0.076253,0.34723,0.054245,-0.13884,0.25466,0.048182,-0.04821,0.0085701,-0.064228,0.29743,0.19524,-0.082473,-0.019131,-0.31485,0.25284
47,-0.034706,-0.057733,-0.066157,-0.094498,-0.20484,-0.024824,-0.018636,0.015525,0.31509,-0.028515,-0.16003,0.01922,0.076142,0.037913,0.066664,0.19873,-0.047631,0.11538,-0.11148,-0.15295,-0.083413,-0.28988,-0.079127,-0.081395,0.0046287,0.065846,0.291,0.017959,0.013943,-0.21118,0.09383,-0.2043,-0.071474,-0.037301,-0.061779,-0.13628,-0.36912,0.35585,0.050292,-0.15246,-0.1055,-0.044385,-0.037082,-0.1588,0.026463,0.12198,0.066983,1,-0.2763,0.14594,0.19469,-0.14559,-0.028702,-0.067596,0.060727,-0.033895,-0.1735,-0.13212,-0.025662,0.028785,0.040464,-0.096897,0.042307,-0.18787
48,0.24031,0.1014,0.10117,0.062828,0.12225,-0.084734,0.1198,-4.4374e-05,0.13758,0.112,0.13934,0.17635,0.092419,0.20535,0.16687,0.062586,0.21271,-0.21072,0.11902,0.0018612,0.00962,0.11772,0.069487,0.054847,0.19638,-0.041238,0.15495,-0.10465,0.043138,-0.041438,0.22676,0.071807,0.20008,0.28146,0.18967,-0.093392,0.35816,0.048701,-0.20675,0.19432,-0.16475,0.093799,0.29083,0.23656,-0.10647,0.22733,-0.18912,-0.2763,1,0.12202,-0.19446,0.21319,-0.050095,0.11161,-0.055131,-0.11336,0.31068,-0.028682,-0.050007,0.12144,0.019127,0.22732,0.21295,-0.12401
49,-0.046485,-0.026697,-0.081336,-0.043069,-0.17578,-0.14092,-0.24021,0.036294,0.020571,0.10354,-0.04148,0.021679,-0.003689,0.029453,-0.086286,0.058367,0.19922,-0.0063763,-0.05076,0.36491,-0.11413,0.010695,0.0091149,0.22893,-0.11413,0.40532,0.15259,0.070636,0.033677,-0.049871,0.13133,-0.09163,0.2411,0.10248,0.13122,-0.037332,-0.071613,0.13274,0.029143,0.0075314,-0.36376,0.26679,0.21214,0.05812,-0.02754,0.060223,0.076253,0.14594,0.12202,1,0.21132,0.16686,-0.10981,0.18946,0.10179,-0.092433,0.071908,-0.026638,0.33005,-0.079912,-0.10453,0.22547,0.029701,-0.022816
50,-0.0049674,-0.098359,-0.19655,-0.0064774,-0.11234,-0.19134,-0.24552,-0.014926,0.069863,-0.39658,-0.14089,0.010053,0.078482,0.022193,-0.14858,0.31494,-0.093253,0.10942,-0.22994,0.034623,-0.18418,-0.035041,-0.20553,-0.20685,-0.064394,0.28616,0.097742,0.055984,0.27911,0.25636,-0.06662,-0.028849,0.11699,0.15751,-0.069006,0.073113,-0.01805,0.25741,0.05925,0.064319,0.085942,-0.049324,-0.20668,0.10649,0.13126,0.071503,0.34723,0.19469,-0.19446,0.21132,1,-0.084874,0.080263,0.16993,0.20876,-0.22534,0.074457,-0.038055,0.24535,0.016892,0.080956,-0.1436,-0.12989,0.23779
51,-0.023399,-0.064393,0.084947,-0.18424,0.028411,0.044483,0.079485,-0.054634,-0.16432,-0.045837,0.37692,0.11372,-0.17696,0.11112,0.16596,0.041924,0.21636,-0.1731,0.0437,0.091667,0.17485,0.011063,-0.0099734,0.11875,0.090524,-0.11391,0.10308,0.23813,0.074866,0.022745,0.25996,0.16827,-0.055414,0.28368,0.26649,0.12782,0.10817,0.035613,0.084566,-0.031234,-0.22202,0.12266,-0.03757,-0.055898,0.03353,0.14021,0.054245,-0.14559,0.21319,0.16686,-0.084874,1,-0.018075,0.36837,0.24864,-0.036978,-0.1419,0.125,0.086523,0.22242,0.10534,-0.053939,-0.034831,0.10476
52,-0.19442,-0.11096,0.045149,-0.070815,0.037695,-0.080765,-0.03721,-0.15273,0.016988,0.15429,-0.095656,0.14036,-0.21031,-0.32114,0.0031294,0.33428,-0.064206,-0.080453,-0.13274,0.03727,-0.047204,-0.20901,0.053978,0.082378,-0.0456,-0.0054783,0.10454,0.068116,0.11266,0.12026,-0.2805,-0.32314,-0.17682,-0.23958,-0.02948,-0.063857,0.22745,0.0012544,-0.14171,0.099126,-0.16857,0.21772,-0.22987,0.2059,0.23147,-0.11146,-0.13884,-0.028702,-0.050095,-0.10981,0.080263,-0.018075,1,-0.04433,0.063121,-0.13422,-0.20309,0.054497,-0.12037,-0.046434,-0.13654,0.17831,0.015624,-0.017599
53,-0.053969,-0.11497,-0.21982,-0.21288,-0.21459,-0.1661,-0.053981,-0.089738,0.018113,-0.22948,0.12701,0.087961,0.066416,-0.056437,-0.085355,0.033726,0.053358,0.010572,0.16529,0.13669,0.058955,-0.12263,0.022765,-0.083226,-0.012344,0.065093,0.072161,-0.23207,0.15044,0.23958,0.12193,0.25828,0.040952,0.13926,0.050526,0.074181,0.057568,-0.18255,0.25167,-0.049013,-0.20519,0.14693,-0.19313,0.02169,0.042609,0.067801,0.25466,-0.067596,0.11161,0.18946,0.16993,0.36837,-0.04433,1,0.045656,-0.042162,0.11766,0.13416,0.20296,0.15508,0.12521,-0.21092,0.041319,0.054754
54,0.14989,-0.029655,0.066489,0.048383,-0.007928,-0.10134,-0.041395,0.072765,-0.016088,0.018177,0.26589,0.070964,-0.17709,0.29047,-0.11246,0.063039,0.032757,0.1604,-0.27947,0.24529,-0.10039,0.1009,0.10976,0.16441,0.04177,0.035328,0.089213,0.21498,0.12266,-0.085538,0.23874,-0.33455,-0.044967,0.0010654,-0.067974,-0.075192,-0.1432,-0.020005,-0.056576,-0.049126,-0.12253,-0.14666,0.22794,-0.0016957,0.13588,0.32094,0.048182,0.060727,-0.055131,0.10179,0.20876,0.24864,0.063121,0.045656,1,-0.11848,-0.047177,0.11657,0.19349,0.10946,-0.10987,-0.21589,0.14991,0.16286
55,0.25988,0.32214,0.23987,0.32852,0.17543,0.31384,0.14202,0.36917,0.065286,0.2647,0.32653,0.096386,0.31341,0.18217,0.3655,-0.27547,-0.1237,0.18569,-0.24423,-0.13835,0.013062,-0.098121,-0.13637,0.070345,-0.20043,-0.31149,0.035122,-0.18233,-0.23403,-0.1684,-0.2102,0.16963,-0.17333,-0.099095,-0.0066675,-0.012163,-0.1516,0.13232,0.036761,-0.096651,0.056775,-0.18613,-0.051164,0.04225,-0.13289,0.08589,-0.04821,-0.033895,-0.11336,-0.092433,-0.22534,-0.036978,-0.13422,-0.042162,-0.11848,1,-0.063269,0.17191,0.22184,0.13898,0.092912,0.037736,0.18765,0.16608
56,0.09007,0.16192,0.15392,0.079726,0.11704,-0.18999,0.17347,0.13138,0.082057,0.076738,0.17395,0.08181,0.26531,0.12459,-0.017528,0.0034618,0.1241,0.25139,0.15735,0.29576,-0.093007,-0.13103,0.091827,-0.054654,-0.26721,0.24038,0.0035106,-0.12565,-0.078314,0.11857,0.15906,0.0039861,0.12969,0.14397,-0.043168,-0.12952,0.25592,-0.077721,0.1847,0.070719,0.2428,-0.093846,0.32078,0.033159,-0.083309,0.16339,0.0085701,-0.1735,0.31068,0.071908,0.074457,-0.1419,-0.20309,0.11766,-0.047177,-0.063269,1,0.083115,-0.046593,0.028515,-0.194,-0.23029,0.15533,0.087539
57,0.055172,0.046185,0.0028035,-0.051641,0.12222,-0.24492,0.0018767,-0.012657,-0.26346,0.04191,0.33128,0.029022,0.099059,0.021058,-0.043015,-0.38723,-0.018618,0.00080569,-0.379,-0.17583,-0.094978,0.10258,0.045259,-0.054117,-0.28261,0.0019223,-0.2168,-0.17276,-0.024695,0.020237,0.023935,0.1912,-0.081402,0.015991,0.08471,-0.07843,0.13848,-0.27669,0.15195,-0.064368,-0.041132,-0.18866,0.051493,-0.028354,-0.035925,-0.05063,-0.064228,-0.13212,-0.028682,-0.026638,-0.038055,0.125,0.054497,0.13416,0.11657,0.17191,0.083115,1,0.027582,0.099761,0.13996,0.0591,-0.086252,-0.090868
58,0.10754,0.014084,-0.22768,0.11351,-0.10336,-0.075547,-0.081971,0.16312,-0.077557,0.21353,0.047863,0.10213,0.27441,0.0087036,0.11793,-0.12619,-0.08458,0.18499,-0.10261,0.27785,0.18248,-0.041792,-0.017439,0.10226,-0.13679,0.10644,0.18787,0.13916,0.3354,0.11834,0.21954,0.057374,-0.01688,0.1927,0.11367,-0.15795,-0.11733,-0.087114,0.17497,0.075791,-0.045924,-0.016471,-0.17166,0.12053,0.055307,0.24839,0.29743,-0.025662,-0.050007,0.33005,0.24535,0.086523,-0.12037,0.20296,0.19349,0.22184,-0.046593,0.027582,1,-0.077475,-0.029049,0.080172,0.035545,0.49746
59,0.094825,0.10987,0.23228,0.095907,-0.058237,0.07986,0.038736,0.032395,0.10276,-0.17337,0.0496,0.16247,0.30386,0.19589,0.30644,0.11512,-8.6094e-06,0.09741,-0.092881,0.086622,0.08425,-0.021842,-0.071722,-0.037937,0.2913,-0.18903,0.069428,-0.071506,-0.017092,0.017784,0.14911,0.059458,0.15266,0.098937,0.17073,-0.0032042,0.18984,-0.008966,0.046059,-0.078116,-0.12385,-0.13293,0.16028,0.11208,-0.056983,-0.027109,0.19524,0.028785,0.12144,-0.079912,0.016892,0.22242,-0.046434,0.15508,0.10946,0.13898,0.028515,0.099761,-0.077475,1,0.041631,-0.051179,-0.1047,0.023465
60,0.13799,0.012956,0.17706,0.079387,0.13109,0.10189,0.19169,0.09257,0.11307,-0.017777,0.14186,0.0083884,0.1618,0.12573,0.13034,-0.37632,-0.079408,-0.092256,0.0019869,-0.40602,-0.065021,0.083486,-0.17858,0.21975,-0.10501,-0.051216,0.12755,-0.039843,-0.036028,0.12463,-0.15369,0.32527,-0.15357,-0.042094,-0.055369,0.12166,-0.097049,0.21621,0.082434,-0.016915,0.15913,-0.055895,-0.13386,-0.099933,-0.38541,0.20376,-0.082473,0.040464,0.019127,-0.10453,0.080956,0.10534,-0.13654,0.12521,-0.10987,0.092912,-0.194,0.13996,-0.029049,0.041631,1,0.23998,0.094049,-0.20379
61,0.12745,0.12264,0.027143,0.13483,0.13074,0.15812,0.22278,-0.090232,0.08446,0.25158,-0.045242,0.064401,0.072159,0.069973,0.081301,-0.050144,0.055998,-0.31232,-0.21217,-0.055958,-0.052481,0.06402,0.090327,0.21999,0.12136,0.043032,-0.13825,-0.16996,0.015751,0.1315,-0.24137,0.091258,-0.041636,-0.37107,0.0065096,-0.078355,0.033709,0.034494,-0.11913,0.098192,-0.08964,0.10645,0.011065,0.016516,-0.11684,0.041709,-0.019131,-0.096897,0.22732,0.22547,-0.1436,-0.053939,0.17831,-0.21092,-0.21589,0.037736,-0.23029,0.0591,0.080172,-0.051179,0.23998,1,0.087992,-0.22048
62,0.22224,0.24966,0.21347,-0.019921,0.012245,0.024417,0.051139,0.14672,0.3041,0.097168,-0.10196,0.45629,0.045855,0.094649,-0.054338,-0.24271,0.20439,0.28959,0.071388,0.17902,-0.0054065,0.14172,-0.014552,0.22783,-0.20564,0.014792,0.25732,0.010121,-0.016931,-0.2413,0.16254,-0.12662,0.012458,-0.35254,-0.12536,-0.044617,-0.07395,-0.028871,-0.069037,-0.26299,0.0069457,0.037639,0.30594,-0.067536,-0.26068,0.42087,-0.31485,0.042307,0.21295,0.029701,-0.12989,-0.034831,0.015624,0.041319,0.14991,0.18765,0.15533,-0.086252,0.035545,-0.1047,0.094049,0.087992,1,0.10367
63,0.14702,-0.015567,-0.056203,0.087808,0.057545,-0.044564,-0.1128,0.16006,-0.13007,0.17414,0.11147,-0.060257,0.26777,0.025021,-0.12412,0.043738,-0.16543,0.22038,0.055048,0.20405,0.12256,-0.157,-0.17977,-0.13612,-0.071157,-0.11546,-0.036141,0.077598,0.20959,0.017081,0.09138,-0.089043,-0.042025,0.0044797,-0.020445,-0.05529,-0.010777,0.065944,-0.065888,-0.1632,0.18538,-0.16154,-0.13249,-0.12496,0.095172,0.13839,0.25284,-0.18787,-0.12401,-0.022816,0.23779,0.10476,-0.017599,0.054754,0.16286,0.16608,0.087539,-0.090868,0.49746,0.023465,-0.20379,-0.22048,0.10367,1
