,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
23,-0.027756,0.072546,-0.037262,0.12272,0.017299,-0.045207,-0.050836,0.4388,-0.14168,0.30697,0.029989,0.35036,0.090822,0.061147,0.36007,0.27515,0.22201,-0.042811,-0.17275,0.11819,-0.086094,0.093753,0.21204,1,0.038972,0.07013,-0.22681,0.12899,0.13548,0.048972,0.0083204,-0.078452,0.26586,0.20071,-0.44045,-0.065036,0.048218,-0.25551,-0.1094,-0.20497,0.074865,-0.20982,0.23662,0.023854,0.31779,-0.081529,-0.11439,-0.0066082,0.21004,-0.084753,0.026711,0.10718,-0.17468,0.08862,0.14519,0.026646,0.16485,-0.16838,-0.025898,-0.11261,0.18953,-0.0365,0.035278,0.030135,0.10821,-0.065952
24,0.1191,0.19607,0.1608,0.083739,0.41735,0.055557,-0.084139,0.27494,0.21031,0.24299,0.089058,0.18127,0.24484,0.29428,0.05402,-0.053897,0.23346,0.11798,0.050288,0.15757,0.093486,0.10525,0.23568,0.038972,1,0.1985,0.10404,0.12942,0.06762,0.14058,0.32799,0.0090431,0.027162,0.075126,-0.12041,0.15019,0.095527,-0.026239,-0.058764,-0.035055,0.089447,0.1193,0.0066401,0.034623,0.086921,0.15151,-0.061673,0.078685,-0.36703,0.077563,0.051482,0.14826,-0.19803,0.07971,0.27963,0.24659,-0.19645,0.16635,-0.042328,-0.37876,0.066044,0.24898,-0.097791,-0.079238,0.061932,0.13554
25,0.10564,0.12196,-0.10389,0.063927,0.22523,0.17799,0.25531,0.095945,0.10964,0.15048,-0.016254,0.069614,0.14042,0.21543,0.14422,0.081311,0.13083,0.16939,0.13494,-0.0771,0.17859,0.31064,0.032093,0.07013,0.1985,1,0.011459,0.38185,-0.022415,-0.059723,0.23992,0.023316,-0.10229,0.17937,0.3517,0.034882,-0.21038,0.025471,-0.18424,-0.10536,0.034928,0.13176,0.069069,0.050359,0.34868,-0.073975,-0.2679,0.043102,-0.084401,-0.46894,0.13938,0.15129,-0.18166,0.37777,-0.23021,0.091867,0.18104,-0.22476,-0.15777,-0.095296,0.037748,0.20038,-0.16287,-0.11201,-0.094383,-0.036057
26,0.067621,-0.01666,0.28322,-0.17064,0.014799,0.067043,0.25762,-0.11262,0.17878,-0.062777,0.09423,-0.028402,0.22272,0.24154,-0.12878,-0.070263,-0.16491,0.08756,0.132,0.11194,0.12164,0.12642,0.069454,-0.22681,0.10404,0.011459,1,0.22185,0.040259,-0.10467,-0.052997,0.028572,-0.26682,-0.070393,-0.10101,0.22464,0.030674,0.20838,0.04729,0.28401,-0.091382,0.14104,0.14975,-0.21089,0.19926,0.19273,-0.22555,0.18109,-0.012174,0.1745,-0.17986,-0.0030902,0.079387,0.16176,-0.021259,0.039767,-0.12522,-0.069103,-0.15716,0.082704,-0.12511,0.17941,0.037781,-0.23651,-0.1287,-0.2458
27,0.15952,0.050665,0.42434,0.22693,0.20053,0.25862,0.2187,0.44204,0.19277,0.20432,0.14539,0.24411,0.40292,0.22438,0.055365,0.29817,0.16212,0.095932,0.060917,0.18291,0.085682,0.28364,-0.0042333,0.12899,0.12942,0.38185,0.22185,1,0.1317,0.19235,0.20122,0.12939,0.021115,0.038325,0.19631,0.12971,0.20593,-0.055281,0.061704,-0.24511,0.16235,0.050657,0.15159,0.073159,0.22972,0.26108,-0.14656,0.029517,0.16842,0.030892,0.016599,0.36685,-0.17312,0.13658,-0.39613,0.049579,0.20272,-0.29148,-0.11492,-0.10497,-0.078236,0.025844,-0.050852,-0.1985,0.0085758,0.031118
28,-0.0088546,0.1373,0.18426,-0.28836,0.18836,0.227,0.19768,0.077127,-0.052806,0.046609,0.14824,0.023248,0.026199,0.078542,0.40596,0.17134,0.24416,0.28489,0.12678,-0.29986,-0.039241,0.12988,0.21955,0.13548,0.06762,-0.022415,0.040259,0.1317,1,-0.16001,-0.038993,-0.11202,-0.024921,0.26809,-0.069981,-0.21853,0.19747,-0.10425,0.028529,0.12651,-0.24769,-0.037626,0.12264,-0.13743,0.050614,0.19127,-0.10012,-0.075314,0.1123,0.13881,0.31988,-0.26431,-0.29834,0.049221,-0.12687,-0.1222,-0.19575,-0.17076,0.086633,-0.023723,-0.14692,-0.11269,-0.07676,0.077854,0.10248,-0.18475
29,-0.081571,-0.017001,0.10929,0.38296,-0.030426,0.060145,0.060965,0.20432,0.26626,0.3647,0.2471,0.20499,0.24892,0.18685,-0.078189,0.5054,0.29454,0.13038,0.043457,0.21029,0.075626,-0.15772,0.19606,0.048972,0.14058,-0.059723,-0.10467,0.19235,-0.16001,1,0.099035,-0.038623,0.019369,0.056592,0.055166,0.084826,0.051421,0.057858,0.03369,0.11123,0.00015012,0.0035322,-0.1181,0.047582,-0.12337,-0.20668,-0.065351,-0.035152,-0.26677,0.012582,-0.029328,0.38041,-0.19089,-0.23546,0.045366,-0.15907,0.1665,0.31339,0.18894,0.031446,-0.17612,-0.14198,-0.006036,0.043677,-0.17798,0.13806
30,0.11189,-0.035847,0.1098,0.019926,0.069003,-0.19495,-0.15474,0.2094,0.25029,0.035498,0.4022,0.0059068,0.014521,0.15716,0.054172,0.14627,0.08482,0.13094,-0.12364,0.44122,-0.16549,-0.099816,-0.11831,0.0083204,0.32799,0.23992,-0.052997,0.20122,-0.038993,0.099035,1,-0.046187,-0.01446,0.13221,0.1101,0.014892,0.025666,-0.046661,0.011625,-0.047476,0.14118,-0.03181,0.089729,0.19383,0.1448,-0.010942,-0.096031,0.01919,-0.065538,-0.26266,0.04871,0.14709,0.13385,0.1397,0.016199,0.14802,-0.021126,0.092904,-0.18758,-0.086034,0.12554,-0.020928,-0.26009,-0.084108,0.22449,0.055533
31,-0.002506,0.16439,0.053851,0.03835,0.070354,0.17315,0.22533,-0.054914,-0.049281,0.17854,-0.083964,-0.060817,-0.16,0.139,-0.20177,0.11926,-0.087722,-0.28265,-0.036077,-0.13372,-0.021024,0.051959,0.051083,-0.078452,0.0090431,0.023316,0.028572,0.12939,-0.11202,-0.038623,-0.046187,1,-0.15834,-0.073721,0.041621,-0.12531,-0.081711,0.10859,0.0094314,-0.13363,-0.27974,0.40801,0.33099,-0.037055,0.16202,0.22549,-0.035928,0.22478,0.12552,-0.086045,0.054531,-0.018163,-0.068386,0.15767,0.13687,0.10445,0.21855,0.061923,-0.16549,-0.14491,0.063226,-0.043014,-0.20864,-0.16831,-0.022062,0.24068
32,0.18733,0.17648,0.25991,0.34318,0.13317,0.13747,0.15009,0.35085,0.024433,0.15131,0.19012,-0.021153,0.26077,-0.19463,0.17178,-0.044909,0.35008,-0.010682,-0.0043457,0.37886,-0.041152,0.33559,0.15675,0.26586,0.027162,-0.10229,-0.26682,0.021115,-0.024921,0.019369,-0.01446,-0.15834,1,0.1018,0.013404,0.098457,0.10041,-0.13617,0.24044,-0.00078769,0.36372,-0.056618,-0.19059,0.14623,0.18348,-0.068453,-0.073601,-0.23282,0.22856,-0.0088927,-0.080908,0.070864,-0.13015,-0.18052,0.014885,-0.071817,-0.091455,-0.1298,-0.12111,0.055963,-0.085292,0.13392,0.010138,0.13419,0.029641,0.12677
33,0.40576,0.4574,-0.0765,0.048739,0.14183,0.3041,0.21982,0.24002,-0.17586,0.16039,-0.093289,0.215,0.077563,0.05983,0.29933,0.24727,0.40175,0.31623,0.14972,-0.0049757,0.41222,0.036429,0.26872,0.20071,0.075126,0.17937,-0.070393,0.038325,0.26809,0.056592,0.13221,-0.073721,0.1018,1,0.048454,0.14718,0.01406,0.032601,0.068825,-0.13237,0.025278,0.009074,0.20287,0.22163,0.19389,-0.040159,-0.091786,-0.0072375,-0.0606,-0.20225,-0.13553,0.077659,-0.15085,0.044881,0.22981,-0.014697,-0.026785,-0.026143,0.17837,-0.024791,-0.12304,0.10967,-0.10982,0.29784,-0.21425,0.1359
34,0.024968,-0.12674,-0.0778,0.16828,0.083088,0.031554,0.21867,-0.14168,0.18208,0.03751,0.072313,-0.15863,0.12637,0.11525,-0.13025,0.083595,0.11671,0.35256,0.32236,0.077785,-0.0014986,0.029379,-0.18187,-0.44045,-0.12041,0.3517,-0.10101,0.19631,-0.069981,0.055166,0.1101,0.041621,0.013404,0.048454,1,0.14073,-0.17782,0.29775,0.10748,-0.1062,0.069302,0.26532,-0.12816,0.16329,0.075495,0.12102,0.14308,0.01816,-0.1206,-0.344,0.10292,0.13142,-0.13756,-0.079417,-0.38162,-0.063897,0.1257,-0.028488,0.10356,0.096207,-0.27851,-0.064853,-0.08209,0.01774,-0.23737,0.14711
35,0.39514,-0.18059,-0.039857,0.30229,0.30228,-0.048629,0.046217,0.12619,-0.041745,0.17791,0.030473,-0.15339,0.42523,0.13359,-0.070889,0.089704,0.21028,0.057749,0.091011,0.15204,0.20197,0.054714,-0.078774,-0.065036,0.15019,0.034882,0.22464,0.12971,-0.21853,0.084826,0.014892,-0.12531,0.098457,0.14718,0.14073,1,0.12278,0.13968,0.047515,-0.14493,0.024681,-0.075158,0.022133,0.052728,0.17384,0.27287,0.13913,-0.060839,-0.15695,-0.015797,-0.16409,0.22338,0.090373,-0.093008,0.096684,-0.17738,0.01489,-0.095436,0.10895,0.23038,0.056107,0.13466,0.0039314,0.03224,-0.27849,0.10368
36,0.25649,-0.048958,0.32639,0.1345,-0.0095592,0.18742,-0.091302,0.18266,-0.045667,-0.019921,-0.13555,0.0055123,0.36536,-0.10297,0.2729,0.00053603,0.050709,0.081614,0.19272,0.080358,0.065278,-0.097075,0.02268,0.048218,0.095527,-0.21038,0.030674,0.20593,0.19747,0.051421,0.025666,-0.081711,0.10041,0.01406,-0.17782,0.12278,1,-0.27328,0.23137,-0.12569,0.04277,-0.076235,-0.06264,-0.055081,0.00067313,0.081631,-0.00068101,0.18526,-0.068807,0.18154,-0.12436,-0.010097,0.0078233,-0.40123,0.027527,-0.15609,-0.10739,0.045075,-0.11673,-0.016804,-0.18463,-0.083746,-0.32354,-0.098297,-0.026953,0.091632
37,-0.15601,0.041587,-0.030172,-0.1871,0.12053,-0.087306,0.083106,-0.1533,0.19019,-0.11259,0.084619,-0.071225,-0.044739,0.15757,-0.035322,-0.017161,-0.17144,0.013342,0.02564,0.02799,-0.022229,0.045572,-0.060827,-0.25551,-0.026239,0.025471,0.20838,-0.055281,-0.10425,0.057858,-0.046661,0.10859,-0.13617,0.032601,0.29775,0.13968,-0.27328,1,0.044686,0.18847,-0.011083,0.1079,0.1454,0.26999,0.030445,0.017738,0.073287,0.050994,-0.26573,-0.10569,-0.30633,0.030283,0.22443,-0.14841,0.059927,0.066677,0.10534,0.081544,-0.057231,0.075399,-0.19782,0.016069,0.20972,-0.13129,-0.3253,0.16556
