,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116
12,0.86978,0.8379,0.83636,0.81603,0.82875,0.8742,0.83118,0.86417,0.80139,0.81439,0.78463,0.84577,1,0.82682,0.78345,0.76919,0.80707,0.71793,0.85203,0.84507,0.75324,0.67483,0.68086,0.69057,0.77968,0.7674,0.67592,0.72708,0.55837,0.65839,0.56818,0.5107,0.52474,0.5462,0.41629,0.68121,0.64422,0.37518,0.24849,0.38238,0.32286,0.30439,0.25641,0.21613,0.24878,0.0053188,-0.011057,0.040232,0.083751,0.1276,0.19142,0.19699,0.018378,-0.06925,-0.21405,-0.11389,-0.0197,-0.0368,-0.28027,-0.11097,-0.023292,-0.081499,-0.18531,-0.1072,0.024093,-0.46154,0.025379,-0.20956,-0.062144,-0.093635,0.0085198,-0.23544,-0.17114,-0.097184,-0.15466,-0.33165,0.072485,-0.14708,-0.16301,-0.17857,-0.15925,0.054461,-0.11035,0.13913,-0.11141,0.047199,0.013805,-0.2258,-0.033728,-0.060005,0.11321,-0.15554,0.10181,0.11316,0.012668,0.082342,0.0060544,0.11166,0.018824,-0.14108,-0.024981,0.25646,-0.033233,0.13648,0.27307,0.41492,-0.14459,0.045758,-0.11856,-0.10126,0.21424,-0.026071,-0.2594,-0.024154,0.075674,-0.2491,0.11653
13,0.83685,0.80355,0.81514,0.79511,0.80731,0.84764,0.84118,0.84961,0.76771,0.77008,0.81639,0.81263,0.82682,1,0.75711,0.73006,0.71429,0.75045,0.83048,0.73889,0.69893,0.59809,0.64837,0.70474,0.726,0.63311,0.54857,0.66532,0.55147,0.66683,0.69682,0.57324,0.52155,0.6353,0.40999,0.58441,0.65549,0.3996,0.16226,0.33769,0.2032,0.28079,0.18312,0.25283,0.2065,-0.038034,0.10484,0.20732,0.016208,-0.037259,0.047952,0.099836,-0.0076883,0.038253,-0.1169,-0.047045,0.092899,-0.094449,-0.36036,-0.22539,0.0024799,-0.027219,-0.20848,-0.19871,-0.080874,-0.39712,-0.13939,-0.13165,-0.043007,-0.046144,-0.11048,-0.18811,-0.21451,-0.13679,-0.11073,-0.19264,0.10817,-0.23247,-0.15515,-0.14723,-0.16124,-0.0042024,-0.032862,0.011992,-0.20784,-0.035418,0.11405,-0.2419,-0.10768,-0.058434,0.023284,-0.067217,0.2649,0.04889,-0.0095256,-0.010705,-0.063037,0.033009,0.2119,-0.18255,0.018748,0.13198,-0.022996,0.076874,0.19889,0.41004,-0.056893,0.040311,-0.12081,0.024048,0.29624,0.077574,-0.22186,-0.086632,0.061115,-0.20756,0.08962
14,0.80588,0.81563,0.79661,0.78223,0.84883,0.82973,0.78652,0.77205,0.78543,0.77008,0.83267,0.79905,0.78345,0.75711,1,0.84203,0.78268,0.6734,0.73729,0.74669,0.7205,0.71312,0.63243,0.71287,0.69274,0.65235,0.68388,0.68695,0.5359,0.6031,0.56296,0.45281,0.64031,0.46922,0.47711,0.64403,0.6191,0.38728,0.23233,0.32363,0.28941,0.32779,0.22557,0.27907,0.3711,0.16569,0.04539,0.16868,0.02738,0.17227,0.079848,0.091967,0.078372,-0.14507,-0.17795,-0.16411,-0.070299,-0.026824,-0.30828,-0.20457,-0.10087,0.020345,-0.12139,-0.11505,-0.098642,-0.32434,-0.11597,0.11143,-0.06239,-0.21153,-0.013178,-0.18203,-0.22906,-0.01926,-0.04948,-0.25797,0.017341,-0.4092,-0.3755,-0.01157,-0.10543,0.099108,-0.038713,0.10759,-0.010343,0.21597,0.089017,0.011274,-0.074577,-0.03879,-0.1271,-0.097421,-0.011613,0.25639,0.055366,0.031187,-0.14929,0.12776,0.16355,-0.16005,0.14324,0.11625,-0.077891,0.21628,0.090858,0.33377,-0.23558,0.089961,-0.0061685,0.093988,0.38357,-0.11031,-0.078403,-0.054163,0.12286,-0.26886,0.10755
15,0.8983,0.84919,0.83176,0.78301,0.86495,0.80796,0.821,0.79834,0.77096,0.79268,0.75359,0.79367,0.76919,0.73006,0.84203,1,0.80434,0.7234,0.72105,0.76878,0.78682,0.74804,0.68965,0.73175,0.68648,0.78165,0.76373,0.64178,0.63638,0.52986,0.67504,0.34384,0.55056,0.50503,0.52582,0.59785,0.57647,0.45637,0.19911,0.3174,0.18027,0.23308,0.20537,0.26024,0.38835,0.17708,-0.028514,0.11855,0.11831,0.098798,0.16247,-0.046252,0.059432,-0.084577,-0.096955,-0.19293,-0.058996,-0.19085,-0.30464,-0.13348,0.051708,0.00025581,-0.074456,-0.07626,-0.042631,-0.28586,-0.096164,0.050581,-0.16644,-0.17607,0.074991,-0.19299,-0.3797,-0.0065482,-0.030611,-0.20449,-0.036802,-0.36462,-0.34689,-0.16796,-0.14011,0.2242,0.0321,0.19373,-0.035453,0.12706,0.10244,0.019068,0.037479,-0.14399,-0.16283,-0.14351,0.11497,0.13115,0.074613,0.13054,-0.11176,-0.02448,0.12782,-0.11054,0.090185,0.23032,-0.15729,0.24683,0.31469,0.34983,-0.24863,0.1158,0.048802,0.045227,0.21299,-0.13921,-0.13342,-0.0073637,0.10899,-0.11741,0.00026983
16,0.8378,0.78622,0.76431,0.75703,0.80658,0.78508,0.7925,0.73772,0.76229,0.82229,0.76808,0.76961,0.80707,0.71429,0.78268,0.80434,1,0.71302,0.73792,0.8485,0.70208,0.69499,0.67741,0.70014,0.62992,0.78102,0.7093,0.66762,0.50054,0.59816,0.57926,0.43645,0.48051,0.51641,0.49546,0.65357,0.69327,0.35336,0.17149,0.2678,0.25749,0.31819,0.27627,0.32353,0.24589,0.13784,-0.10051,0.070774,0.13615,0.16738,0.21716,0.12082,0.07439,-0.0068268,-0.15664,-0.089585,-0.1055,-0.14342,-0.31401,-0.18805,-0.048759,-0.034151,-0.26441,-0.043406,-0.058468,-0.42277,-0.039884,-0.077121,-0.078965,-0.04577,0.0027262,-0.35304,-0.30774,-0.12581,-0.19785,-0.29674,-0.01249,-0.19864,-0.27008,-0.054597,-0.09532,0.079896,-0.086017,0.15662,-0.043342,0.039157,0.10662,-0.063698,-0.1119,-0.088151,0.07289,-0.084767,0.11327,0.13528,0.12087,0.13054,-0.1756,-0.16454,0.057555,-0.13416,-0.077213,0.20813,-0.066277,0.21525,0.20736,0.31783,-0.19975,-0.029231,-0.073483,0.063404,0.23215,-0.10829,-0.1173,0.057286,0.075208,-0.10296,-0.090031
17,0.82649,0.74136,0.76423,0.74948,0.78219,0.79265,0.78947,0.807,0.67767,0.77384,0.76576,0.77407,0.71793,0.75045,0.6734,0.7234,0.71302,1,0.67179,0.72809,0.65772,0.67961,0.58592,0.72022,0.63687,0.62451,0.6918,0.68956,0.59147,0.60872,0.60639,0.59611,0.43619,0.50696,0.49514,0.49182,0.53471,0.28533,0.26759,0.23049,0.068997,0.31078,0.27899,0.16061,0.3396,-0.009427,0.04302,0.040296,-0.048518,0.18877,0.24382,0.084402,-0.10592,-0.080548,-0.069537,-0.17284,0.030305,-0.27475,-0.27731,-0.29388,0.085055,-0.038306,-0.21083,-0.10057,-0.035195,-0.24594,-0.25653,-0.049961,-0.064215,-0.11062,-0.022953,-0.19009,-0.16113,-0.039809,-0.16041,-0.012189,0.032942,-0.2534,-0.22383,-0.14716,0.034106,0.057678,-0.11525,0.12969,-0.072677,0.029604,0.15687,-0.036417,-0.10902,-0.032553,0.015366,-0.09226,0.23381,0.0049712,-0.059713,0.094535,0.013182,0.084248,0.20458,-0.16468,0.095515,0.34025,-0.17544,0.20276,0.29696,0.19847,-0.0095052,0.084052,0.055756,0.060888,0.18649,0.021402,-0.033769,-0.3243,0.010659,0.0047539,-0.063885
18,0.8142,0.80826,0.79288,0.77241,0.75945,0.83716,0.85126,0.78326,0.77499,0.76275,0.72157,0.79377,0.85203,0.83048,0.73729,0.72105,0.73792,0.67179,1,0.75671,0.70717,0.46858,0.63008,0.67286,0.68071,0.65625,0.69031,0.65269,0.57223,0.56844,0.62503,0.53751,0.56177,0.53057,0.38082,0.56296,0.54018,0.36039,0.22283,0.44029,0.22925,0.2955,0.37171,0.28194,0.15692,-0.028558,0.046861,0.12812,0.14845,0.07798,0.14048,0.17091,-0.017129,0.0052064,-0.25477,-0.09156,0.022196,0.052295,-0.07077,-0.13305,-0.017619,-0.089523,-0.1287,-0.13266,0.0025291,-0.19827,0.10108,-0.064822,-0.11378,-0.017472,-0.093631,-0.1268,-0.033401,-0.08017,-0.15956,-0.22794,0.11885,-0.29304,-0.056352,-0.15352,-0.22195,-0.0030012,0.030653,0.10689,-0.17932,0.022961,0.1112,-0.23963,-0.091317,-0.13781,0.048402,-0.1944,0.23666,0.13324,-0.044517,0.029527,-0.10846,-0.019968,0.086125,-0.15019,-0.15663,0.21201,-0.074918,0.12401,0.26272,0.44105,-0.075957,0.089736,-0.21631,-0.13132,0.24847,0.096899,-0.19653,2.0356e-05,0.21508,-0.27083,0.11083
19,0.83784,0.83818,0.81591,0.82914,0.83937,0.81139,0.82572,0.77633,0.82731,0.87701,0.78779,0.8398,0.84507,0.73889,0.74669,0.76878,0.8485,0.72809,0.75671,1,0.72929,0.6839,0.70755,0.70123,0.73255,0.73472,0.77366,0.67344,0.56321,0.64464,0.59993,0.40736,0.56357,0.53723,0.50599,0.63209,0.5449,0.48373,0.30159,0.20606,0.26816,0.31977,0.28167,0.4102,0.40945,0.15962,-0.038907,0.10075,0.13027,0.1276,0.21107,0.22586,0.077311,-0.14007,-0.102,-0.17645,-0.15045,-0.18854,-0.33442,-0.10211,-0.13847,-0.059194,-0.23908,-0.039255,0.022668,-0.41215,0.072494,-0.05516,-0.15299,0.0076387,-0.093501,-0.19098,-0.18256,-0.10536,-0.20455,-0.38601,-0.13235,-0.31455,-0.24187,-0.060582,-0.017988,0.038633,0.042631,0.080903,-0.046311,-0.048953,0.17171,-0.23458,-0.011156,-0.13921,-0.014415,-0.1476,0.10939,0.20516,0.14125,0.070208,-0.080773,0.030533,0.075066,-0.025464,-0.11511,0.16922,-0.17426,0.065885,0.21455,0.2574,-0.113,-0.051065,-0.03627,-0.061674,0.31453,-0.17414,-0.087739,0.002242,0.13057,-0.16553,0.055337
20,0.78546,0.76032,0.74871,0.73569,0.78379,0.8046,0.79373,0.78919,0.77472,0.80347,0.76574,0.75303,0.75324,0.69893,0.7205,0.78682,0.70208,0.65772,0.70717,0.72929,1,0.67487,0.62624,0.71052,0.73251,0.60609,0.66684,0.50025,0.55545,0.59651,0.52639,0.45422,0.4652,0.44156,0.53142,0.57018,0.55531,0.35024,0.11987,0.28241,0.31799,0.19293,0.17237,0.21686,0.39115,0.031377,0.0046643,0.18253,0.3003,0.12886,0.056028,0.08785,-0.045399,0.096047,-0.078648,-0.1096,0.048463,-0.15318,-0.26784,-0.32867,0.020178,0.020601,-0.071498,-0.15509,0.054216,-0.13356,-0.11619,-0.079424,-0.1021,-0.013607,0.026925,-0.11915,-0.12727,-0.049964,-0.022485,-0.32283,-0.082037,-0.27445,-0.13947,-0.073278,-0.098907,0.10302,0.088206,0.050974,-0.071942,-0.097224,0.25542,-0.023379,0.023545,-0.12543,0.10231,-0.11779,0.15617,0.19585,0.1392,0.13757,-0.14662,-0.035419,0.20505,-0.13121,0.057722,0.16145,0.014925,0.2611,0.33223,0.31093,-0.19791,0.14243,-0.19246,-0.068552,0.2182,-0.079265,-0.1385,-0.0067244,0.10626,-0.058373,0.12141
21,0.7665,0.69532,0.79268,0.71149,0.75514,0.67655,0.696,0.69961,0.67526,0.75703,0.72115,0.76475,0.67483,0.59809,0.71312,0.74804,0.69499,0.67961,0.46858,0.6839,0.67487,1,0.65732,0.60618,0.59828,0.6602,0.61634,0.5568,0.42579,0.44064,0.58289,0.27243,0.49157,0.44059,0.49435,0.63753,0.5551,0.26023,0.058398,0.23463,0.26867,0.23902,0.12902,0.1938,0.3515,0.26169,-0.12131,0.13099,0.10083,0.065952,0.049067,0.031341,0.16451,-0.029298,-0.0076389,-0.10394,-0.11869,-0.12023,-0.46874,-0.25627,-0.00030813,-0.10399,-0.15833,-0.081631,-0.063695,-0.3596,-0.31168,-0.089684,0.01097,-0.15277,-0.024102,-0.34907,-0.41035,-0.23455,-0.15169,-0.22814,-0.033741,-0.3983,-0.20832,-0.11224,0.026995,0.02508,0.048927,0.15699,0.12621,0.083561,0.047122,-0.049138,0.027209,-0.065225,-0.091534,-0.058618,0.042169,0.11481,0.089424,0.077449,-0.15631,0.11247,0.21853,-0.021837,0.11503,0.34185,0.0099617,0.034421,0.18892,0.26997,-0.32122,0.14162,0.16749,-0.0010275,0.28305,-0.051332,0.088376,-0.074667,-0.025301,-0.030931,0.014274
22,0.77961,0.69414,0.7749,0.75343,0.76596,0.71579,0.75053,0.66425,0.67043,0.71012,0.73442,0.78384,0.68086,0.64837,0.63243,0.68965,0.67741,0.58592,0.63008,0.70755,0.62624,0.65732,1,0.5905,0.59295,0.59566,0.65222,0.6572,0.52829,0.6164,0.63035,0.32388,0.53157,0.46787,0.50918,0.60159,0.64208,0.3779,0.14038,0.31383,0.27856,0.1523,0.25652,0.14995,0.3455,-0.014692,0.046969,0.10326,-0.014496,0.19447,0.0056506,0.012776,0.099076,-0.13618,-0.17795,-0.19141,-0.164,-0.1531,-0.20993,-0.13765,-0.14373,0.087502,-0.25674,-0.17301,-0.12409,-0.27907,-0.025238,-0.22047,-0.028395,-0.26423,-0.09273,-0.12136,-0.24401,-0.36566,-0.31951,-0.25197,-0.024261,-0.22662,-0.22572,-0.26479,-0.015371,0.060269,0.020344,0.29535,0.059294,-0.067541,-0.084814,-0.33478,0.0701,-0.1224,-0.016121,-0.017473,0.091793,0.036168,0.15566,0.10691,-0.34524,0.088988,0.20091,0.032167,-0.14713,0.15359,-0.11658,0.1784,0.19168,0.33658,-0.21678,0.029572,0.011322,-0.02625,0.34022,-0.052611,-0.052415,0.071385,0.02537,-0.0064621,0.1528
23,0.80565,0.73841,0.75111,0.80808,0.83677,0.81581,0.77199,0.7917,0.74748,0.75727,0.70834,0.77569,0.69057,0.70474,0.71287,0.73175,0.70014,0.72022,0.67286,0.70123,0.71052,0.60618,0.5905,1,0.64604,0.55297,0.69941,0.59995,0.61345,0.62322,0.46744,0.62936,0.54898,0.66374,0.59651,0.62204,0.53263,0.39287,0.2917,0.28042,0.35191,0.23965,0.13651,0.33212,0.42899,0.0013641,0.065684,0.18105,0.18283,0.23424,0.17138,0.134,-0.10137,0.01938,-0.052567,-0.14552,0.022271,-0.18043,-0.42142,-0.19758,-0.042578,-0.089163,-0.19896,0.01346,-0.10755,-0.2919,-0.041473,-0.14214,-0.17844,-0.049354,-0.064664,-0.23956,-0.32199,-0.094114,0.019124,-0.33881,-0.025682,-0.2958,-0.34405,-0.28238,-0.20778,0.1215,0.052411,0.057978,-0.035092,0.1638,0.085054,0.016368,-0.020098,-0.077884,0.037546,-0.10922,0.083174,0.12938,0.044518,0.12331,-0.21818,-0.084369,0.23763,-0.083729,-0.011921,0.12623,-0.0033969,0.15283,0.23764,0.11815,-0.19576,-0.059952,0.012035,0.069458,0.36407,-0.046806,0.07672,-0.079186,-0.044763,-0.12357,-0.11041
24,0.76296,0.72471,0.73111,0.78384,0.71826,0.78145,0.73962,0.76082,0.7595,0.74038,0.67644,0.71612,0.77968,0.726,0.69274,0.68648,0.62992,0.63687,0.68071,0.73255,0.73251,0.59828,0.59295,0.64604,1,0.62935,0.5919,0.65362,0.50814,0.60086,0.44954,0.4432,0.48483,0.54004,0.49282,0.46454,0.57922,0.38843,0.15503,0.34024,0.41003,0.28365,0.3188,0.20551,0.34427,-0.0040075,0.02918,0.18786,0.10574,0.12434,0.12725,0.091203,-0.012509,-0.041621,-0.077275,0.004604,-0.078142,-0.078343,-0.32706,-0.18171,-0.049828,-0.11567,-0.20986,-0.20131,-0.082645,-0.43973,-0.017682,-0.055967,-0.022899,0.020128,0.067845,-0.13624,-0.039056,-0.1592,-0.13928,-0.28977,0.090957,-0.12396,-0.18594,-0.13221,-0.20978,-0.15242,-0.02954,0.051162,8.9865e-05,0.089863,0.13406,-0.20533,0.039433,0.030702,0.23503,-0.18262,0.019428,0.14279,0.23447,0.12957,-0.21381,0.039745,0.23666,-0.0069718,0.089855,0.11465,-0.052604,0.042893,0.25097,0.21796,-0.17663,0.19811,-0.1426,-0.030679,0.18455,-0.10558,-0.15393,-0.13614,-0.033844,-0.16948,0.19261
25,0.80551,0.75504,0.75978,0.78012,0.70007,0.70311,0.72216,0.67984,0.66396,0.69065,0.64066,0.68677,0.7674,0.63311,0.65235,0.78165,0.78102,0.62451,0.65625,0.73472,0.60609,0.6602,0.59566,0.55297,0.62935,1,0.66348,0.67994,0.46667,0.4573,0.5189,0.344,0.38108,0.41907,0.38758,0.55637,0.4914,0.37059,0.22398,0.32345,0.26623,0.29153,0.25883,0.28411,0.24699,0.2123,-0.043134,0.0076037,-0.070961,0.082943,0.36527,0.14286,0.033275,-0.090891,-0.25757,-0.083579,-0.12184,-0.20079,-0.17171,-0.23592,-0.072238,-0.046605,-0.13586,0.0033259,0.15714,-0.40207,-0.022388,-0.091993,-0.033175,-0.034876,0.087525,-0.25778,-0.32934,-0.1233,-0.13453,-0.26315,0.03929,-0.2436,-0.26149,-0.16093,-0.12239,0.075598,0.06815,0.28301,-0.088317,-0.10028,0.040037,-0.14293,-0.079681,-0.040301,0.030403,-0.10258,0.14601,-0.0052606,0.10126,0.13668,-0.12796,-0.11799,-0.14723,0.091338,-0.10877,0.38958,-0.0073994,0.16424,0.30127,0.21419,-0.26631,-0.066186,0.15909,0.0865,0.17568,-0.084509,-0.21936,-0.086631,0.14618,-0.038914,0.026311
26,0.80724,0.76016,0.79698,0.74334,0.77541,0.78143,0.75016,0.71006,0.72653,0.69983,0.69072,0.70606,0.67592,0.54857,0.68388,0.76373,0.7093,0.6918,0.69031,0.77366,0.66684,0.61634,0.65222,0.69941,0.5919,0.66348,1,0.66379,0.61593,0.48649,0.52694,0.41026,0.66864,0.45794,0.39741,0.63666,0.40419,0.42052,0.21672,0.2342,0.099744,0.35181,0.25027,0.41888,0.28679,0.18189,-0.12809,-0.036972,0.084632,0.2424,0.32222,0.076322,-0.16828,-0.19866,-0.18836,-0.2125,-0.032736,-0.055617,-0.097036,-0.21202,-0.11093,0.13787,-0.17384,0.11434,-0.032122,-0.20505,-0.00036712,0.038859,-0.066206,-0.15027,-0.075707,-0.054892,-0.23074,-0.14884,-0.12755,-0.23056,-0.099143,-0.37964,-0.3169,-0.1583,-0.16479,-0.0051177,-0.058277,0.23433,0.01859,-0.059126,0.019281,-0.13042,0.016603,-0.12918,-0.090328,-0.16089,0.16817,0.073266,0.059215,0.12452,-0.13353,-0.036174,0.098284,-0.039487,0.010888,0.31535,-0.18729,-0.040841,0.37329,0.32807,-0.19687,0.040384,0.062402,0.021285,0.30644,-0.13556,-0.061121,-0.014293,0.13973,-0.08643,-0.0071352
27,0.75805,0.67027,0.71803,0.72438,0.70869,0.73759,0.64252,0.68918,0.62715,0.66372,0.68006,0.71698,0.72708,0.66532,0.68695,0.64178,0.66762,0.68956,0.65269,0.67344,0.50025,0.5568,0.6572,0.59995,0.65362,0.67994,0.66379,1,0.42851,0.52383,0.44487,0.3879,0.52004,0.38624,0.30907,0.55318,0.56645,0.51536,0.31216,0.086917,0.14478,0.4667,0.21837,0.17976,0.27327,0.035994,-0.0058076,0.098114,-0.23838,0.25664,0.35343,0.10216,-0.10198,-0.18056,-0.097722,-0.16059,0.056297,-0.11523,-0.21294,-0.18949,-0.23605,0.011641,-0.12368,-0.14154,-0.034727,-0.38534,0.053737,-0.17113,0.12317,-0.10142,0.071374,-0.21647,-0.2581,-0.22918,-0.23527,-0.019071,0.25969,-0.12134,-0.29558,-0.13108,-0.18904,0.093611,-0.14154,0.15641,-0.073471,0.039877,-0.099994,-0.15795,-0.09959,0.0094692,0.12436,-0.037184,-0.0034234,0.025448,-0.018535,0.13145,-0.16942,-0.11753,0.037552,-0.14183,0.021682,0.2575,-0.20201,0.040118,0.24082,0.24796,0.00062844,-0.089637,0.03826,-0.080052,0.27454,-0.12238,-0.028469,-0.13289,0.013501,0.0039908,0.06299
28,0.6845,0.62698,0.6377,0.58739,0.65963,0.61435,0.66613,0.63073,0.52292,0.55861,0.65135,0.5707,0.55837,0.55147,0.5359,0.63638,0.50054,0.59147,0.57223,0.56321,0.55545,0.42579,0.52829,0.61345,0.50814,0.46667,0.61593,0.42851,1,0.58989,0.3887,0.46881,0.45363,0.58053,0.45035,0.32201,0.3388,0.25195,0.26381,0.25372,0.13705,-0.007587,0.13933,0.17369,0.29798,0.1207,0.062245,-0.066864,-0.07144,0.12294,-0.089091,-0.041256,0.10636,0.016692,0.041502,-0.28648,0.048106,-0.3633,-0.22899,-0.18143,0.1421,0.060101,-0.022179,-0.084357,-0.21299,-0.051133,0.09822,0.19264,-0.21463,-0.30344,-0.094081,0.042151,-0.056663,-0.076975,-0.16935,-0.11847,0.1416,-0.16543,-0.14814,-0.47699,-0.023013,0.032405,0.096061,0.13191,-0.0012581,-0.098261,0.10604,-0.14549,0.1265,-0.12326,0.071518,-0.35144,0.1898,0.087137,-0.081158,0.2033,0.037986,0.13746,0.062231,0.086859,-0.052227,0.15476,-0.21417,0.17268,0.51361,0.22939,-0.034884,0.31937,-0.18301,-0.070968,0.33511,-0.066141,0.025627,-0.045241,0.24878,-0.064841,0.033785
29,0.67614,0.61896,0.67363,0.6554,0.64529,0.72996,0.63992,0.61452,0.64984,0.5897,0.77043,0.69284,0.65839,0.66683,0.6031,0.52986,0.59816,0.60872,0.56844,0.64464,0.59651,0.44064,0.6164,0.62322,0.60086,0.4573,0.48649,0.52383,0.58989,1,0.43688,0.47761,0.46282,0.61869,0.41608,0.45683,0.4695,0.20321,0.24668,0.29226,0.15409,0.077445,0.21754,0.18,0.32183,-0.067572,0.22362,0.032014,0.053654,0.30182,0.11877,0.27134,0.13463,-0.16254,-0.063504,-0.33436,-0.10421,-0.1876,-0.21262,-0.17776,0.10587,0.082576,-0.24525,-0.038159,-0.085918,-0.34315,0.05825,0.13195,0.030563,-0.27474,-0.073431,0.13547,-0.023812,-0.1249,-0.10201,-0.19837,0.086169,-0.083649,-0.27101,-0.12587,-0.13629,0.019309,0.01427,-0.01721,-0.0060669,0.010681,-0.0076703,-0.098644,0.074876,0.014729,0.17713,-0.072315,0.17794,0.12309,0.024992,0.14651,-0.025014,0.09363,0.1167,0.032632,-0.10139,-0.061349,0.052216,0.16404,0.17878,0.29047,0.022881,-0.00019036,-0.15236,-0.058979,0.29234,0.15297,-0.072213,-0.08688,0.080204,0.024305,-0.021842
30,0.66038,0.64727,0.66184,0.53832,0.62865,0.66919,0.64244,0.56211,0.57996,0.64872,0.60543,0.67536,0.56818,0.69682,0.56296,0.67504,0.57926,0.60639,0.62503,0.59993,0.52639,0.58289,0.63035,0.46744,0.44954,0.5189,0.52694,0.44487,0.3887,0.43688,1,0.30066,0.35235,0.42256,0.4475,0.45995,0.5191,0.26595,-0.11529,0.32536,-0.062282,-0.019491,0.10689,0.23001,0.30555,0.22073,-0.024642,0.30517,0.20965,-0.028492,0.017966,-0.076704,0.16832,0.092779,-0.27905,-0.050756,-0.045987,-0.086026,-0.28523,-0.10777,0.14632,0.082741,-0.2933,-0.18874,0.043346,-0.22433,-0.14312,-0.022005,0.057013,-0.071293,-0.17131,-0.028942,-0.31787,-0.21945,-0.23338,-0.17912,-0.18759,-0.36574,-0.085914,-0.056885,0.12129,0.09748,0.056128,0.13206,-0.041169,-0.026973,0.18436,-0.17489,-0.041235,-0.054951,-0.2523,0.050787,0.32557,-0.07922,-0.14473,0.14503,-0.04625,-0.036806,0.14281,-0.16261,0.013268,0.3114,-0.11166,0.046758,0.23449,0.31825,0.00070261,0.074175,0.078509,0.021799,0.21285,0.092314,-0.062741,-0.066237,-0.017562,-0.048569,0.0382
31,0.50373,0.52685,0.42533,0.54713,0.47482,0.59945,0.52314,0.56049,0.37551,0.53043,0.54995,0.43497,0.5107,0.57324,0.45281,0.34384,0.43645,0.59611,0.53751,0.40736,0.45422,0.27243,0.32388,0.62936,0.4432,0.344,0.41026,0.3879,0.46881,0.47761,0.30066,1,0.23581,0.46899,0.38936,0.36254,0.48385,0.1506,0.1538,0.35116,0.21086,0.1581,0.12438,0.18895,0.1498,0.00022556,0.30223,0.064039,-0.069453,0.11449,0.02484,0.15503,-0.041248,0.062242,-0.20309,-0.063322,0.10277,-0.054027,-0.038935,-0.28436,-0.073485,0.14014,-0.22086,0.12645,-0.12135,-0.075517,-0.17493,-0.1182,0.044874,-0.046336,-0.14559,-0.21576,0.10014,0.082948,-0.1021,-0.2274,0.053332,-0.134,-0.094934,-0.28038,-0.10124,-0.10081,-0.016032,0.13651,-0.17929,-0.14007,0.067512,-0.022077,-0.18139,0.18281,0.099447,-0.10825,0.28701,-0.018373,-0.070958,0.16278,-0.17865,0.02956,0.054856,-0.20433,0.042086,0.14226,-0.018794,0.26443,0.1065,0.12934,0.11475,0.079558,-0.15273,0.0095552,0.19925,0.00274,-0.043756,-0.20845,0.10967,-0.10649,0.098519
32,0.59929,0.60011,0.65979,0.61524,0.61534,0.62689,0.58329,0.53207,0.64891,0.54169,0.67971,0.62275,0.52474,0.52155,0.64031,0.55056,0.48051,0.43619,0.56177,0.56357,0.4652,0.49157,0.53157,0.54898,0.48483,0.38108,0.66864,0.52004,0.45363,0.46282,0.35235,0.23581,1,0.46716,0.2463,0.55241,0.32899,0.31856,0.30339,0.20191,0.20671,0.35515,0.26764,0.29028,0.20696,0.012462,-0.012111,0.13582,0.055993,0.10009,0.090702,0.014031,-0.048168,-0.15962,-0.010643,-0.11053,0.06265,0.070271,-0.14125,-0.30245,-0.23858,0.073081,-0.11567,0.033232,-0.036476,-0.23723,0.1186,-0.032522,-0.047895,-0.21596,-0.11854,0.092281,-0.2175,-0.10722,-0.067508,-0.20736,0.10308,-0.25565,-0.24036,-0.089329,-0.18353,-0.2402,-0.031599,0.11007,0.1279,0.061721,-0.13402,-0.16184,0.3054,-0.14129,-0.12708,-0.16376,0.19821,0.062057,0.27423,-0.18244,-0.20174,0.066738,0.14244,-0.011917,0.16068,0.064892,-0.27428,-0.063615,0.11368,0.28705,-0.03989,0.040846,0.0046777,0.12535,0.26234,-0.07343,0.028814,0.14881,-0.015282,-0.29273,0.077503
