,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177
48,0.54469,0.5327,0.5058,0.56877,0.65232,0.57964,0.52909,0.55421,0.53213,0.58631,0.46745,0.55201,0.52709,0.41879,0.6201,0.4717,0.56907,0.60675,0.58127,0.57355,0.60079,0.57208,0.52088,0.46029,0.61874,0.50879,0.67358,0.61587,0.57496,0.57244,0.4017,0.55808,0.61137,0.63435,0.53213,0.52028,0.64334,0.64312,0.539,0.51275,0.53125,0.548,0.41748,0.61273,0.60259,0.54421,0.54797,0.26912,1,0.48713,0.51589,0.41062,0.43984,0.32861,0.52421,0.55473,0.35687,0.64506,0.50467,0.40366,0.55266,0.23564,0.31958,0.25649,0.37272,-0.048255,0.29178,0.37899,0.38223,0.22578,0.54233,0.39873,0.086903,0.34917,0.20566,0.23246,0.1679,0.46721,0.31125,0.11426,0.29385,0.082125,0.47052,0.359,0.12635,0.15822,0.19274,0.18938,0.4746,0.13703,0.13631,0.17819,0.089383,-0.018909,-0.093343,0.060974,-0.0054474,0.19265,0.21424,-0.20869,0.39043,0.16729,-0.12778,0.02937,0.12691,0.26489,-0.048948,-0.17036,-0.0497,0.19707,0.1782,0.34645,0.10874,-0.21304,0.22152,0.046382,0.059009,0.23239,-0.15377,0.0011157,0.24986,0.0077662,-0.08368,0.13071,-0.13477,-0.042215,-0.024856,-0.074683,0.17377,-0.021454,0.10261,0.14517,-0.15802,-0.16018,0.081366,-0.087175,-0.19453,-0.028726,0.052879,0.21009,0.21158,0.05109,0.070029,0.24474,0.068241,0.18598,-0.14159,-0.14684,-0.14546,0.11796,0.10481,-0.15465,-0.16018,-0.28206,-0.064632,0.36353,-0.13757,-0.11994,0.062321,0.07519,0.053082,-0.11793,-0.21895,0.01331,-0.022865,0.069353,0.21731,-0.11163,-0.18772,-0.40363,-0.22948,0.13853,0.33224,0.037425,-0.16825,-0.080421,-0.21284,0.064164
49,0.65615,0.6174,0.73363,0.68743,0.70446,0.69824,0.81055,0.68813,0.73486,0.74902,0.69519,0.72465,0.78546,0.5477,0.70814,0.63495,0.76197,0.71785,0.62484,0.64217,0.64994,0.69987,0.69304,0.69794,0.71848,0.66668,0.60733,0.71066,0.68113,0.72304,0.75401,0.71441,0.69031,0.69481,0.60953,0.71947,0.71321,0.70194,0.68159,0.58023,0.66,0.63967,0.62404,0.50751,0.58069,0.66483,0.53845,0.51982,0.48713,1,0.5532,0.64263,0.61953,0.62309,0.36447,0.50402,0.39097,0.33034,0.38503,0.48289,0.54018,0.51668,0.24263,0.21109,0.48196,0.28128,0.33953,0.28171,0.3566,0.099378,0.46246,0.53815,0.15894,0.25593,0.068575,0.4694,0.58814,0.40547,0.25121,0.168,0.17741,0.10147,0.26671,0.32825,-0.0025151,0.28538,0.0098043,0.38833,0.3936,0.27425,0.16636,0.24694,0.15178,0.052134,0.027541,0.095644,0.01953,0.032302,0.091505,-0.050976,0.29677,0.0079012,0.24159,0.23698,0.050733,0.18565,-0.077762,0.089074,0.20895,0.27315,0.10628,0.45598,-0.02801,-0.24297,0.24605,-0.011932,0.043501,0.098811,0.083766,0.26411,0.013516,0.20211,-0.06347,0.06698,0.19316,-0.019281,-0.087895,0.089853,0.29158,-0.21664,-0.22227,-0.089852,-0.066105,-0.083989,-0.14945,0.061234,0.0043733,0.17513,0.01786,0.11698,0.24437,0.27068,0.067444,0.15217,0.021917,0.31276,-0.1863,0.017301,-0.22315,0.25061,-0.17366,-0.043991,-0.12743,-0.18971,-0.087778,0.043556,-0.20919,-0.16764,0.13285,0.21429,0.035459,0.042141,-0.2501,0.066718,-0.17334,0.16555,0.28099,0.038516,-0.18935,-0.2137,-0.061445,0.073543,-0.065815,-0.033482,-0.03076,0.25343,0.09342,0.096735
50,0.61613,0.61448,0.65441,0.64458,0.73022,0.62194,0.67305,0.64974,0.71029,0.71258,0.58539,0.68219,0.63629,0.54633,0.60814,0.62234,0.6648,0.65703,0.56154,0.63662,0.65611,0.65564,0.65793,0.49236,0.62535,0.5916,0.69187,0.59255,0.64697,0.69999,0.64541,0.62189,0.61218,0.72814,0.54018,0.63969,0.57518,0.65289,0.67696,0.5579,0.56585,0.49425,0.63435,0.67481,0.55166,0.64587,0.5705,0.33266,0.51589,0.5532,1,0.55404,0.44699,0.45725,0.47685,0.55868,0.1854,0.39278,0.60293,0.45493,0.38286,0.38206,0.19908,0.18346,0.52079,0.20888,0.36962,0.18811,0.46463,0.24349,0.37554,0.12569,0.15465,0.38267,0.14704,0.20037,0.17553,0.22826,0.49399,0.20424,0.39628,0.16143,0.15528,0.44006,0.12712,0.3039,-0.00022909,0.12427,0.40713,0.31759,0.36322,0.023869,0.011479,0.004685,-0.0067424,0.049588,0.1266,0.059527,-0.097723,-0.12598,0.37942,0.14513,0.11482,0.043706,0.17129,-0.022422,0.096168,0.1477,0.084688,0.49765,0.07523,0.48804,0.071359,-0.056284,0.16463,0.039824,0.041027,0.010064,0.045734,0.26041,0.055637,0.16511,0.027424,0.084092,0.20074,-0.11882,-0.010802,0.029341,0.10394,-0.14188,-0.21572,-0.24065,-0.06825,0.10066,-0.13837,-0.055844,0.0034787,-0.020183,0.17711,0.10946,0.23894,-0.036974,0.15831,0.051271,-0.12627,0.092575,0.046044,-0.19958,-0.28968,0.12042,0.11348,-0.043279,-0.2101,-0.12459,-0.17162,0.16329,-0.2214,0.070828,0.053153,0.26841,-0.029016,-0.22043,-0.17318,-0.03873,-0.22693,0.14041,0.2824,-0.015675,-0.026125,-0.38389,-0.19117,-0.14528,0.14943,0.018676,0.069711,0.072262,0.033418,-0.072869
51,0.56305,0.72214,0.76377,0.68609,0.70813,0.68845,0.73921,0.74876,0.64908,0.69119,0.67431,0.65731,0.77123,0.61732,0.59889,0.76249,0.77264,0.79565,0.62285,0.60676,0.65471,0.71802,0.7036,0.68566,0.66809,0.68776,0.676,0.63985,0.61063,0.71563,0.70056,0.69457,0.69071,0.58629,0.59798,0.61556,0.73697,0.73631,0.64782,0.63174,0.70501,0.55681,0.61236,0.50445,0.61843,0.60186,0.53542,0.61723,0.41062,0.64263,0.55404,1,0.36073,0.63308,0.43681,0.58149,0.38097,0.4295,0.49813,0.40054,0.44485,0.67483,0.23561,0.080569,0.42443,0.26742,0.4379,0.32779,0.31891,0.14022,0.3228,0.31549,0.28238,0.28078,0.054045,0.41783,0.36207,0.52234,0.3783,-0.094258,0.25256,0.16087,0.28395,0.28261,-0.17052,0.29513,-0.18411,0.15354,0.15232,0.18889,0.17007,0.25231,0.042682,0.088186,0.031927,0.075126,0.014029,0.095306,-0.00073993,-0.099773,0.15293,-0.12718,0.10811,0.084244,0.030253,0.009972,-0.032663,0.12525,0.1816,0.25393,0.14488,0.31891,-0.01775,-0.27102,0.21087,-0.11302,-0.023456,0.26495,-0.090674,0.29495,0.012217,0.1974,0.14066,-0.017789,0.18443,0.0010399,-0.11708,0.012592,0.27203,-0.1399,-0.16909,-0.24659,-0.082515,-0.011269,0.014228,-0.13837,-0.026752,0.12888,-0.014598,0.23961,0.077578,0.2122,-0.080794,0.038348,-0.010929,0.22032,0.16755,0.0071107,-0.35276,-0.0055255,-0.19274,-0.076816,-0.23923,-0.12908,0.080701,0.25929,-0.054526,-0.22307,0.10494,0.34291,-0.058192,-0.10696,-0.26194,0.19667,0.010978,0.04952,0.19256,0.01876,-0.19762,-0.18309,-0.25737,0.18622,0.0967,0.10601,0.024668,0.33337,0.053432,0.047111
52,0.52328,0.4783,0.5615,0.55568,0.49181,0.56467,0.5528,0.39827,0.5083,0.63966,0.52103,0.41038,0.47157,0.51291,0.44683,0.38893,0.60144,0.4574,0.43731,0.43754,0.60123,0.50015,0.55037,0.53678,0.36068,0.48185,0.49679,0.47036,0.52295,0.52873,0.48188,0.48696,0.45291,0.4546,0.39519,0.43757,0.37188,0.55405,0.56275,0.35701,0.26991,0.53979,0.46171,0.37591,0.38499,0.41364,0.39009,0.36251,0.43984,0.61953,0.44699,0.36073,1,0.36626,0.24137,0.51331,0.26691,0.26641,0.41505,0.43703,0.45587,0.266,0.40625,0.1401,0.15142,0.15277,0.23542,0.31741,0.24287,0.25261,0.17981,0.41479,-0.056108,0.27919,-0.27488,0.38968,0.1762,0.29994,0.27853,0.10841,0.063381,0.016105,0.093958,0.27351,-0.064423,0.06928,-0.052878,0.082472,0.45196,0.25405,0.10598,0.1722,0.14515,-0.07789,-0.0090923,0.027184,-0.1268,0.22434,-0.19033,0.085539,0.11814,0.059204,0.12862,0.14601,0.30121,0.018755,0.083285,0.12209,-0.053302,0.1499,0.04331,0.16099,-0.0022581,-0.20496,0.1551,-0.076475,-0.053217,0.14665,0.10422,0.29827,0.10343,0.18512,-0.20396,0.19927,0.17158,-0.20549,-0.204,-0.10355,0.16699,-0.10629,-0.097682,-0.017528,0.037148,-0.017569,0.012362,0.13887,0.082858,0.20905,0.068147,0.14614,0.11517,-0.12097,0.08067,0.083638,-0.0056194,0.052459,-0.20523,-0.17789,-0.026388,0.14101,0.023639,-0.060702,-0.19054,-0.14909,0.055803,0.14443,-0.1052,-0.10846,0.22512,-0.0083218,-0.19268,0.10632,0.034146,-0.07447,-0.084802,0.29921,0.031785,0.052604,-0.1645,-0.010603,0.13958,0.12086,-0.12197,0.0098043,-0.2774,0.053927,0.031855,0.093495
53,0.53583,0.66737,0.61692,0.56693,0.66287,0.51159,0.70534,0.61068,0.58671,0.67764,0.59126,0.63258,0.66421,0.57423,0.54204,0.61809,0.63051,0.64171,0.58022,0.61291,0.4635,0.63698,0.60232,0.52214,0.64052,0.74215,0.61093,0.58934,0.51159,0.57946,0.659,0.63095,0.54132,0.53676,0.68961,0.54987,0.57492,0.49821,0.54728,0.61374,0.6103,0.60152,0.49223,0.49366,0.60725,0.50108,0.37483,0.33401,0.32861,0.62309,0.45725,0.63308,0.36626,1,0.5046,0.58112,0.49374,0.37396,0.39916,0.26624,0.27812,0.3764,0.19768,0.23907,0.40888,0.29146,0.36705,0.51988,0.22338,0.17596,0.2453,0.2383,0.33774,0.012194,0.1706,0.4888,0.46792,0.22072,0.26735,-0.0012904,0.19226,0.011847,0.29301,0.47455,-0.085493,0.17517,0.19323,0.2543,0.10033,0.26849,0.22717,0.30713,0.099574,-0.017786,0.017686,0.12844,-0.072608,0.033578,0.086991,0.00378,0.21845,-0.085742,0.21654,0.18386,-0.048815,0.18448,-0.070976,0.15869,0.12656,0.094437,-0.011317,0.29661,-0.15455,-0.2087,0.24545,0.13963,0.00086597,-0.077988,-0.0099994,0.094478,0.17609,0.285,-0.0017046,0.016645,0.18894,0.023817,-0.099466,-0.11667,0.30992,-0.20069,-0.17269,-0.23449,-0.14353,0.035715,-0.11564,-0.014143,-0.17502,0.16557,0.13019,0.012769,-0.038175,0.33272,-0.057823,-0.032069,0.028501,0.41166,0.038924,0.023614,-0.29492,0.0098934,-0.11715,0.015043,0.045256,-0.16824,-0.065479,0.25761,-0.18463,-0.11335,-0.05778,0.16629,-0.091172,-0.15957,-0.174,0.10008,-0.23655,0.20811,0.23979,-0.0022409,-0.036249,-0.38545,-0.062872,0.028238,-0.030771,-0.059845,-0.026168,0.35607,0.16933,0.1141
54,0.55046,0.63566,0.63794,0.66446,0.62961,0.51443,0.59278,0.60852,0.61294,0.52956,0.48347,0.64116,0.61167,0.54306,0.72136,0.56196,0.59781,0.63086,0.56507,0.66991,0.6079,0.68819,0.51879,0.4867,0.62484,0.58557,0.57416,0.54449,0.62442,0.54744,0.50128,0.64148,0.55156,0.64665,0.59232,0.65419,0.64673,0.59422,0.5134,0.66313,0.57664,0.5066,0.57837,0.47433,0.62086,0.4291,0.4936,0.34504,0.52421,0.36447,0.47685,0.43681,0.24137,0.5046,1,0.61466,0.50404,0.56329,0.4946,0.37889,0.43707,0.17652,0.36251,0.1747,0.29801,0.23926,0.44264,0.30054,0.24614,0.37423,0.26763,0.28268,0.0105,0.10083,0.20988,0.33408,0.11735,0.21728,0.20995,0.23018,0.28929,-0.021402,0.14588,0.28937,-0.0057001,0.13314,0.032237,0.065735,0.18575,0.23392,0.31059,0.39582,-0.11253,-0.075366,0.080981,-0.0073681,0.07221,0.12329,0.22782,0.077236,0.092813,-0.085915,0.049404,0.029788,-0.062806,0.24184,0.00531,-0.13921,0.030304,0.14934,0.12621,0.38615,0.12976,-0.31236,0.13956,0.15476,-0.068076,0.18471,0.2395,-0.092076,0.25061,0.29776,-0.050192,-0.10834,0.096579,-0.084913,-0.073281,-0.11272,0.31598,-0.0097148,-0.11095,-0.20174,-0.21479,-0.076689,0.21353,-0.13882,-0.015656,-0.02893,0.03689,0.081458,0.23491,0.026243,0.11364,0.015673,-0.15094,0.077614,0.13183,-0.14995,-0.095302,0.11807,0.030123,-0.050661,0.024273,-0.27995,0.021947,0.45246,-0.16442,0.11902,-0.23029,0.077279,0.015946,-0.30099,-0.23671,0.15773,-0.10106,-0.14309,0.36397,0.10928,-0.022252,-0.2274,-0.23122,-0.16197,0.21627,-0.0034417,-0.030722,0.033402,0.0032064,0.19327
55,0.6279,0.5741,0.66562,0.64971,0.65594,0.62668,0.61648,0.6679,0.58364,0.56011,0.54313,0.65549,0.55752,0.52315,0.6594,0.5651,0.6508,0.64832,0.53724,0.63325,0.62083,0.6572,0.63105,0.54915,0.56683,0.64291,0.63843,0.59541,0.62778,0.61309,0.48179,0.63313,0.66373,0.51534,0.62325,0.49705,0.61096,0.55923,0.65763,0.63282,0.58712,0.60248,0.59433,0.55986,0.53207,0.51824,0.50151,0.54096,0.55473,0.50402,0.55868,0.58149,0.51331,0.58112,0.61466,1,0.44751,0.56433,0.55178,0.49208,0.45081,0.41398,0.20784,0.23564,0.21573,0.16143,0.36676,0.33329,0.4668,0.17915,0.35474,0.46043,0.15457,0.30839,-0.0091398,0.45715,0.22992,0.25529,0.31235,-0.046415,0.36368,0.10739,0.28123,0.46023,-0.055691,0.075921,0.041419,0.19162,0.29709,0.23329,0.23766,0.28444,0.22202,-0.12692,0.15464,0.10178,0.037954,0.26417,0.02974,0.16438,0.25703,-0.15284,0.18406,0.16228,0.12314,0.15544,0.076373,-0.010245,-0.076892,0.3761,0.096699,0.34224,-0.0022702,-0.25463,0.2131,-0.15317,-0.1253,0.27965,0.16051,0.067306,0.13984,0.1471,-0.046847,0.06657,0.12191,0.10767,-0.11105,-0.24595,0.13946,-0.072829,-0.30764,-0.10801,-0.20628,-0.20152,0.031763,-0.07314,-0.01974,0.17294,0.009882,0.10054,0.076361,-0.0047871,0.21032,0.036441,-0.072026,0.19612,0.10356,-0.054994,-0.32714,0.072178,0.095292,-0.18803,-0.1062,-0.20249,0.0018918,0.32438,-0.045978,0.0064591,0.064663,0.24694,-0.21044,-0.12506,-0.11046,0.18428,-0.23894,0.087908,0.25216,-0.057116,-0.10574,-0.23005,-0.1025,0.030595,0.082042,0.068543,-0.062411,0.033985,0.12597,0.13133
56,0.34094,0.42466,0.37417,0.42362,0.39986,0.33854,0.42091,0.3546,0.34332,0.39431,0.3311,0.45218,0.36775,0.36345,0.4764,0.25655,0.46855,0.41441,0.5035,0.34048,0.39777,0.41954,0.35166,0.28554,0.35008,0.31277,0.3728,0.32484,0.31189,0.34506,0.34637,0.4627,0.48421,0.51468,0.42202,0.42909,0.52098,0.35679,0.2942,0.37101,0.4596,0.31112,0.35306,0.27243,0.47567,0.37771,0.30697,0.27402,0.35687,0.39097,0.1854,0.38097,0.26691,0.49374,0.50404,0.44751,1,0.37556,0.24581,0.20567,0.28365,0.27403,0.2457,0.14656,0.18338,0.26044,0.31517,0.34615,0.209,0.20606,0.25778,0.28513,-0.03654,0.059555,0.055984,0.36001,0.28807,0.31712,0.13973,-0.032381,0.16235,-0.11451,0.18447,0.31002,-0.052562,0.24819,-0.097539,0.19271,0.30581,0.17422,0.059896,0.20135,0.22716,-0.23006,0.21788,0.082511,-0.028089,-0.17595,0.2329,0.077602,0.12255,-0.19751,0.17402,0.084313,0.036228,0.22205,-0.11073,-0.18023,0.19403,0.20867,0.032283,0.1926,0.1242,-0.24116,0.26026,0.1104,-0.0413,0.065464,-0.0089363,-0.064884,-0.022391,0.43736,-0.059913,0.0084799,-0.089086,0.24943,0.044603,-0.039053,0.1143,0.008346,0.045006,-0.055305,-0.20945,-0.2906,0.15869,0.026293,-0.036896,0.22211,0.0049663,0.16866,0.0027347,0.36244,0.1447,-0.070992,0.078569,0.28141,0.088946,0.048508,0.029992,0.16804,-0.027659,-0.18975,-0.10453,-0.089332,0.12359,0.075172,0.015629,0.011631,-0.019363,-0.021928,0.027748,0.047331,-0.2633,0.20456,-0.014414,0.13388,0.07101,-0.12444,-0.03845,-0.10329,-0.036995,-0.0082669,0.043719,0.024372,0.19951,0.16654,-0.16217,0.10712
57,0.44074,0.43753,0.38363,0.48655,0.50665,0.48137,0.48681,0.46284,0.51391,0.50361,0.35136,0.47778,0.46348,0.44823,0.60037,0.46784,0.52865,0.53408,0.52796,0.58441,0.45639,0.55448,0.43859,0.44738,0.57916,0.48925,0.48918,0.46214,0.57485,0.47121,0.4655,0.40108,0.46501,0.579,0.56104,0.48268,0.54549,0.46797,0.40193,0.57534,0.58671,0.48126,0.50546,0.46001,0.45164,0.49737,0.49791,0.4144,0.64506,0.33034,0.39278,0.4295,0.26641,0.37396,0.56329,0.56433,0.37556,1,0.5416,0.30777,0.51048,0.1666,0.2131,0.29523,0.41119,0.16293,0.31782,0.38632,0.24484,0.28432,0.45462,0.20725,0.089567,0.48393,0.22881,0.15215,0.11563,0.37989,0.33008,0.12911,0.19969,-0.01212,0.23585,0.32411,0.13882,0.26687,0.3321,0.21162,0.17159,0.20442,0.17149,0.20179,0.20106,-0.19669,0.036889,0.17684,-0.048043,0.17019,0.25725,0.096428,0.167,-0.14613,-0.019622,0.03868,0.20161,0.23118,0.14017,-0.059754,-0.032764,0.17448,0.042154,0.15447,0.083913,-0.26767,0.093992,0.06174,0.058268,0.16505,0.056935,0.061154,0.079313,0.083624,0.034101,0.013289,0.23768,0.082103,0.09774,-0.15445,0.15512,-0.077578,-0.11792,0.073888,-0.03383,-0.12136,0.26186,-0.21329,-0.16005,0.0095628,-0.092337,0.18038,0.092001,0.23225,0.031795,-0.13767,0.095741,0.014226,0.032884,-0.01229,-0.29909,-0.005864,-0.023771,-0.24686,-0.16012,-0.20543,0.12736,0.38391,0.087581,0.033141,-0.17493,0.14329,-0.02123,-0.14791,-0.13105,0.10586,-0.010289,-0.058477,0.31745,-0.051053,-0.091292,-0.28694,-0.34649,-0.071911,0.29182,0.11563,-0.24726,-0.24759,0.083385,0.11609
58,0.62433,0.59149,0.63079,0.60341,0.63463,0.61531,0.57169,0.63837,0.66985,0.62833,0.61796,0.67212,0.51567,0.58837,0.5488,0.61885,0.61333,0.63368,0.59092,0.53313,0.63999,0.62635,0.64138,0.57316,0.64695,0.58766,0.66601,0.58476,0.62794,0.59237,0.58016,0.69669,0.65131,0.60291,0.51843,0.53807,0.55416,0.60165,0.68336,0.70233,0.60416,0.59221,0.54318,0.49157,0.43661,0.61245,0.43271,0.44976,0.50467,0.38503,0.60293,0.49813,0.41505,0.39916,0.4946,0.55178,0.24581,0.5416,1,0.49978,0.39888,0.42383,0.34754,0.16627,0.33275,0.17398,0.2812,0.47057,0.55543,0.24441,0.29489,0.082318,0.22016,0.25456,-0.01323,0.1814,0.12063,0.28632,0.59645,0.32339,-0.053193,0.045592,0.1719,0.29533,0.07545,0.088965,0.19445,-0.056931,0.094861,0.17206,0.34431,0.36305,0.066733,-0.25453,0.16588,0.074814,0.071206,0.12145,-0.062619,0.21258,0.12025,-0.0076418,0.22124,-0.028685,0.074799,0.15129,0.09017,0.18383,-0.18328,0.094003,0.08893,0.41415,-0.29386,-0.17447,0.017818,-0.013099,0.01698,0.09473,0.10762,-0.085206,0.022823,-0.0042177,-0.11952,0.19218,0.33604,-0.16124,0.043613,0.13745,0.27265,-0.016779,-0.075909,0.039527,0.12416,0.072121,0.06075,-0.27838,-0.032703,-0.16628,0.26369,0.26457,0.023849,0.056549,-0.057571,0.015736,-0.13568,0.080389,0.039035,-0.11663,-0.2454,0.34903,0.0092316,-0.055844,-0.33052,-0.25216,0.066737,0.34792,0.083333,-0.068836,-0.022833,0.022785,-0.045282,-0.12117,-0.050705,0.19006,0.051479,0.091235,0.19205,-0.0061467,-0.12433,-0.16647,-0.30489,0.12426,-0.055163,0.0202,-0.21997,-0.002683,-0.084676,0.1083
59,0.57014,0.4809,0.54228,0.55992,0.45416,0.50825,0.58429,0.48376,0.56586,0.39435,0.47573,0.52922,0.54849,0.53273,0.40812,0.36571,0.54069,0.5576,0.42411,0.47648,0.60352,0.45738,0.48598,0.46821,0.50991,0.34383,0.51969,0.3855,0.53053,0.50195,0.40511,0.56197,0.53331,0.51633,0.51399,0.49182,0.45232,0.56883,0.5256,0.40873,0.5181,0.5073,0.41146,0.41133,0.26481,0.4465,0.41733,0.50673,0.40366,0.48289,0.45493,0.40054,0.43703,0.26624,0.37889,0.49208,0.20567,0.30777,0.49978,1,0.21935,0.30376,0.28365,0.011824,0.041628,0.029021,0.24591,0.18697,0.37653,-0.18234,0.2763,0.33769,0.00041851,0.25949,-0.15902,0.27711,0.14098,0.15804,0.34715,0.17431,0.067325,0.17885,0.37965,0.036046,0.17661,0.11669,-0.0063074,0.11866,0.24985,0.17154,0.074124,0.23587,-0.12594,0.018665,0.021238,0.081741,0.17263,-0.058835,0.086184,-0.064676,0.13575,-0.023263,0.12728,0.14186,0.096071,0.0056488,0.14011,-0.25419,0.036431,0.31094,-0.078062,0.51712,0.019171,-0.2242,-0.067031,0.11367,-0.11507,0.24722,0.17867,0.016828,0.026099,-0.023728,-0.30045,0.1319,0.18201,-0.14648,-0.22616,-0.051015,0.29549,-0.040672,-0.18209,-0.15753,-0.13132,-0.046481,-0.096456,-0.0015603,-0.076342,0.066597,0.084667,0.067732,0.11621,0.20355,0.018673,0.077908,-0.20332,0.20182,0.11827,-0.039094,-0.34036,0.45735,-0.034005,-0.093961,-0.083516,-0.095952,0.02088,0.34667,-0.13448,-0.02438,0.049276,0.22823,-0.14757,0.11513,-0.030209,0.14215,0.026772,0.11237,-0.043034,0.082008,-0.25817,0.015399,0.055722,-0.013392,0.093468,0.14405,-0.088791,0.06023,-0.089431,0.077541
60,0.54638,0.52644,0.55317,0.61037,0.49339,0.57984,0.62774,0.53501,0.55711,0.58482,0.48091,0.59958,0.50452,0.52823,0.68596,0.53321,0.56642,0.57675,0.46644,0.54884,0.56469,0.61974,0.52733,0.6398,0.51995,0.55968,0.57327,0.55222,0.52251,0.59222,0.45741,0.57369,0.54187,0.52335,0.44651,0.63207,0.60663,0.64346,0.50674,0.53313,0.50701,0.47816,0.46314,0.36879,0.55829,0.44958,0.62488,0.45265,0.55266,0.54018,0.38286,0.44485,0.45587,0.27812,0.43707,0.45081,0.28365,0.51048,0.39888,0.21935,1,0.38465,0.47493,0.16852,0.41261,0.15745,0.33493,0.33675,0.18675,0.2478,0.43965,0.49474,0.096813,0.36503,0.042219,0.30694,0.2145,0.29524,0.2476,0.0072495,0.16374,0.30334,0.31004,0.12842,-0.042352,0.32961,0.14521,0.093581,0.31933,-0.035389,0.14623,0.17873,0.099181,-0.13848,-0.1945,-0.025062,-0.08614,0.21338,0.1642,-0.053746,0.2279,0.15532,-0.087461,-0.06007,-0.12976,0.19961,0.062184,-0.002465,0.26199,0.10336,0.14419,0.1585,0.19928,-0.16193,0.052888,-0.23703,0.22116,0.21856,-0.027406,0.034552,-0.018346,0.11977,0.15038,-0.14573,0.13819,-0.074103,0.056068,0.088377,0.041419,0.11055,-0.015181,0.14957,0.061219,-0.10916,-0.073056,-0.065096,-0.08877,0.012307,0.013771,0.332,0.074966,-0.087709,0.13624,0.21699,0.027424,0.073262,-0.10058,-0.09479,-0.10834,0.042584,-0.080245,-0.0531,-0.28002,-0.20957,-0.066323,0.030178,0.11247,-0.0095862,0.043129,-0.045156,0.28499,0.10538,-0.1923,0.194,-0.075127,-0.0014865,0.24657,-0.13372,-0.25597,-0.13622,-0.23167,-0.0016669,0.094366,0.13222,0.11173,-0.10908,0.10768,0.15411
61,0.35074,0.50051,0.6518,0.4894,0.55559,0.50825,0.56454,0.6529,0.40088,0.47493,0.58094,0.48633,0.56878,0.41706,0.41068,0.50332,0.50117,0.51542,0.37115,0.3504,0.55293,0.48953,0.60731,0.53228,0.49993,0.50634,0.42822,0.50724,0.37275,0.52409,0.48248,0.57095,0.58305,0.3375,0.36505,0.47616,0.53153,0.53258,0.40984,0.49236,0.51426,0.38549,0.45213,0.34925,0.42662,0.47164,0.47394,0.46508,0.23564,0.51668,0.38206,0.67483,0.266,0.3764,0.17652,0.41398,0.27403,0.1666,0.42383,0.30376,0.38465,1,0.097493,0.089177,0.25582,0.076567,0.56047,0.18494,0.44751,0.10373,0.18352,0.27544,0.26844,0.1644,-0.15278,0.43842,0.28526,0.39338,0.32409,0.050559,-0.055934,0.18949,0.19136,0.14561,-0.20366,0.26855,-0.021084,0.20103,0.23071,-0.068141,0.23134,0.097506,0.12021,0.044276,0.040139,0.078279,-0.0066618,0.06176,-0.01375,0.0092039,0.27193,-0.098686,0.31284,0.026296,-0.30538,-0.11196,-0.078669,-0.0049681,0.12369,0.28681,0.017984,0.33089,-0.038134,-0.11734,0.26255,-0.081336,-0.032297,0.20071,-0.031007,0.20302,-0.12085,0.20627,-0.03025,-0.013509,0.052796,-0.16413,-0.18326,0.21161,0.011493,0.048216,-0.12344,-0.14849,-0.12664,-0.11129,0.024254,-0.093397,-0.13955,-0.06339,0.057788,0.17414,0.10692,0.14404,0.065634,0.18749,-0.030295,0.32718,0.026037,0.0051439,-0.37663,0.16557,-0.20175,-0.024193,-0.30477,0.014289,0.10411,-0.12331,0.14434,-0.25707,0.030774,0.1588,0.15732,0.15127,-0.07568,0.17345,0.056852,0.0018651,0.057156,-0.11847,-0.078215,-0.032168,-0.20516,0.065119,-0.27851,0.053977,-0.019164,0.16353,0.0096796,-0.064258
