,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
20,0.83443,0.77271,0.81869,0.75589,0.8065,0.79904,0.81397,0.72728,0.82529,0.6652,0.75856,0.79665,0.75457,0.78655,0.75561,0.66733,0.77555,0.81812,0.64928,0.72289,1,0.68805,0.79032,0.68856,0.73845,0.77873,0.70687,0.6395,0.67125,0.60627,0.65981,0.50329,0.5517,0.64716,0.41772,0.66967,0.65536,0.4499,0.50109,0.44764,0.45252,0.39815,0.20031,0.33492,-0.062168,0.34919,0.2366,0.24676,0.3507,0.35797,0.12969,0.26227,0.19454,0.064642,-0.13859,0.233,-0.087474,-0.04002,-0.19423,-0.30465,0.18701,-0.32819,0.028683,0.17182,-0.084741,0.20727,-0.18591,-0.25922,-0.20211,-0.31653,-0.055674,0.068712,-0.14794,-0.056394,-0.15932,0.076995,-0.13052,-0.22118,-0.13155,0.087415,0.17072,0.15696,0.049713,0.14578,-0.036503,-0.14582,-0.027516,-0.12709,-0.19771,0.0021098,0.36068,-0.41888,-0.199,-0.028987,0.2487,-0.00048505,0.15678,0.18733,-0.03756,0.18124,0.0091878,0.2206,-0.028738,-0.044856,-0.018136,0.3589,0.21039,-0.44933,0.045489,0.04057,0.10085,0.02218,0.060631,0.32507,0.082826,0.30951,0.3004,0.025729,0.22216,-0.0078859,0.12921,-0.095999
21,0.81712,0.81689,0.79468,0.72432,0.76344,0.81468,0.78834,0.75049,0.729,0.76952,0.7867,0.71581,0.67999,0.70835,0.77062,0.73133,0.7537,0.76261,0.62316,0.71121,0.68805,1,0.72216,0.66615,0.63367,0.76723,0.50604,0.621,0.66685,0.55344,0.64174,0.49059,0.49447,0.61223,0.36562,0.71479,0.47612,0.34716,0.45344,0.34816,0.40879,0.39889,0.15782,0.37399,-0.016262,0.48516,0.1341,0.2648,-0.0037694,0.27424,-0.08064,0.31262,0.14111,-0.091786,-0.15265,0.086122,-0.058134,0.075197,-0.010788,-0.26512,0.22156,-0.26129,0.15206,0.3825,-0.11281,0.049006,-0.1263,-0.31363,-0.20667,-0.26655,-0.2166,-0.0074974,-0.1616,-0.1496,-0.31666,0.021641,-0.037519,-0.25028,-0.18905,-0.27609,-0.0096294,0.036426,-0.019147,0.086856,-0.080063,-0.20641,-0.26136,-0.17839,-0.11656,0.01686,0.26592,-0.3884,-0.10306,0.074399,0.0014199,0.044461,0.053184,0.11693,-0.074139,-0.076609,0.074813,0.16791,0.042783,-0.09312,0.063349,0.19903,0.18996,-0.45214,0.14475,0.046342,0.16475,0.23151,0.097373,0.46907,0.155,0.21919,0.084229,0.014979,0.26418,0.17405,0.20393,-0.041244
22,0.83909,0.78387,0.81814,0.77135,0.81621,0.81463,0.84221,0.77486,0.77515,0.66552,0.76062,0.822,0.72771,0.81648,0.81117,0.73292,0.77379,0.8054,0.65323,0.73592,0.79032,0.72216,1,0.6237,0.72165,0.72777,0.7057,0.64529,0.71482,0.56316,0.67594,0.59642,0.4382,0.56895,0.49516,0.69883,0.60498,0.47348,0.53214,0.41686,0.39099,0.54946,0.22658,0.31395,0.094233,0.28889,0.25271,0.2959,0.11712,0.33965,0.20103,0.21915,0.17969,0.16547,-0.19541,0.039303,-0.022842,-0.19856,-0.050011,-0.36172,0.17442,-0.28267,0.032624,0.059803,-0.11329,0.14412,-0.1615,-0.11932,-0.39429,-0.058486,-0.08095,-0.02878,-0.19335,-0.20618,-0.029664,0.21585,-0.055673,-0.045678,-0.040925,-0.10109,-0.031186,0.093061,0.086479,0.1006,-0.16709,-0.066567,-0.19339,-0.011785,-0.30199,-0.067712,0.31407,-0.44782,-0.18114,-0.14343,0.17541,0.043689,0.17784,0.028749,-0.14163,-0.070007,-0.023176,0.16904,0.01401,-0.11792,-0.064505,0.32729,0.057666,-0.42733,0.04861,0.11654,0.16435,0.069857,-0.061583,0.35025,0.1293,0.38676,0.12471,0.16956,0.19778,0.010692,0.10408,-0.081887
23,0.71675,0.7263,0.70399,0.64255,0.63025,0.77995,0.64522,0.63936,0.70607,0.61684,0.63104,0.73251,0.63543,0.59361,0.68731,0.53822,0.68064,0.59107,0.53751,0.64404,0.68856,0.66615,0.6237,1,0.68374,0.76612,0.54077,0.56439,0.46004,0.4569,0.52747,0.46193,0.50497,0.4894,0.31419,0.59561,0.4545,0.34214,0.38392,0.4584,0.45449,0.4744,0.17142,0.49913,0.043565,0.19332,0.19629,0.38375,0.22243,0.15866,0.21244,0.16764,0.057881,0.016781,-0.25615,0.2498,0.066232,-0.0027034,-0.13378,-0.21888,0.035136,-0.12476,0.18284,0.031572,-0.28336,0.13692,-0.054651,-0.14741,-0.31636,-0.34709,-0.17651,0.059221,-0.14637,-0.28537,-0.058911,0.056791,-0.088479,-0.065116,-0.088699,-0.1232,-0.1215,0.12897,-0.16627,0.20907,-0.087932,-0.25843,-0.2488,-0.070882,-0.12178,0.052412,0.25042,-0.55287,-0.15109,0.14839,0.0098046,0.068554,0.26492,0.069261,0.11898,0.18582,-0.10497,0.16538,-0.11745,-0.30734,0.084979,0.26661,0.071946,-0.51654,0.18763,-0.03981,0.038084,0.099767,-0.15544,0.27516,0.30189,0.20856,0.12822,0.029112,0.361,0.064906,0.16829,-0.010757
24,0.80229,0.73307,0.79393,0.75346,0.78,0.79822,0.82346,0.69876,0.78034,0.73343,0.65968,0.79297,0.76495,0.79772,0.70242,0.66256,0.7026,0.70867,0.6111,0.70677,0.73845,0.63367,0.72165,0.68374,1,0.74061,0.69083,0.75129,0.61616,0.65699,0.58614,0.56639,0.67283,0.56767,0.32079,0.60408,0.38091,0.38257,0.48479,0.36755,0.5268,0.46498,0.15267,0.38415,0.11269,0.17822,0.18432,0.4215,0.16087,0.2326,0.10433,0.35918,0.22897,0.0724,0.061196,0.052919,0.057132,-0.05093,-0.22359,-0.033453,-0.054927,-0.18812,0.088531,0.015849,-0.16834,0.048675,-0.1988,0.028049,-0.10718,-0.21776,-0.089096,0.076419,-0.086319,-0.34052,-0.10494,0.26713,-0.15024,0.057448,0.059786,-0.032515,-0.027144,0.042841,0.045976,0.072777,0.028529,-0.1205,-0.058505,-0.11131,-0.1223,0.071596,0.27377,-0.39775,-0.27448,-0.10933,0.18456,0.039775,0.14188,0.13983,-0.060261,0.014832,0.022826,0.15245,0.051762,0.042,-0.17138,0.30559,0.066097,-0.36256,0.0022483,0.34474,0.0573,0.059995,0.044602,0.18181,0.23304,0.34038,0.23569,0.02656,0.24034,0.075767,0.17052,-0.029762
25,0.85311,0.83827,0.7573,0.71228,0.81315,0.79864,0.72809,0.73717,0.73795,0.6949,0.73687,0.75248,0.67472,0.69708,0.74375,0.71815,0.75243,0.70215,0.69911,0.7312,0.77873,0.76723,0.72777,0.76612,0.74061,1,0.59534,0.63737,0.58173,0.57533,0.6196,0.52282,0.6235,0.53114,0.34394,0.65028,0.48815,0.3137,0.51651,0.33298,0.48494,0.39379,0.17766,0.52366,-0.078025,0.3842,0.27553,0.39325,0.11845,0.2001,0.039658,0.24044,0.097284,0.034003,-0.19463,0.18764,0.046168,0.16135,-0.10409,-0.2549,-0.12971,-0.1211,0.18376,0.2432,-0.18595,0.17573,-0.21845,-0.14334,-0.099891,-0.30839,-0.23598,-0.049827,-0.24553,-0.23541,-0.18128,0.055058,-0.15295,-0.095804,-0.03301,-0.12893,-0.048774,0.036715,0.10895,0.0929,-0.13215,-0.13452,-0.16439,-0.19678,-0.06309,0.029504,0.30379,-0.48613,-0.10597,0.087847,0.20892,0.14957,0.043003,0.17374,-0.0021377,0.044481,-0.0073623,0.1306,0.028464,-0.054105,-0.077487,0.31915,0.074078,-0.41015,0.027738,0.087426,0.068397,0.13146,-0.010154,0.38613,0.16885,0.23595,0.12434,0.024935,0.25733,-0.0024795,0.043769,-0.10366
26,0.72876,0.67981,0.75158,0.69224,0.6679,0.6844,0.69881,0.61638,0.71579,0.56383,0.63937,0.71687,0.6503,0.73067,0.69886,0.63688,0.63038,0.64085,0.60938,0.55515,0.70687,0.50604,0.7057,0.54077,0.69083,0.59534,1,0.62247,0.45345,0.56722,0.51528,0.63422,0.55705,0.56131,0.46529,0.66746,0.36386,0.40637,0.5165,0.3269,0.39235,0.38676,0.24694,0.30871,-0.15761,0.1023,0.19987,0.061865,0.19149,0.3039,0.25668,0.056153,0.029915,0.17873,-0.017739,0.065082,0.16801,-0.09275,-0.090114,-0.13848,0.21614,-0.14285,-0.11794,0.027365,-0.040613,0.16817,-0.47797,0.052622,-0.17155,-0.27625,-0.053405,0.048377,-0.077141,-0.29804,-0.018937,0.35089,-0.019678,-0.060124,-0.042203,-0.045988,0.10993,0.18751,-0.0023919,0.05611,-0.061008,-0.030901,-0.056542,0.023576,-0.20858,-0.033947,0.24485,-0.39955,-0.21865,-0.082138,0.10146,0.027592,0.17727,-0.01254,-0.056434,-0.092264,-0.041021,0.046792,0.033556,0.021031,-0.11192,0.25244,-0.023674,-0.24949,0.094715,0.1827,0.031896,0.047603,-0.0062867,0.20594,0.18157,0.31232,0.18896,-0.030751,0.04751,-0.058007,0.26759,0.13384
27,0.7453,0.70818,0.68055,0.71322,0.65549,0.72471,0.71706,0.68849,0.6539,0.66256,0.57834,0.70009,0.67108,0.70899,0.66211,0.63907,0.69002,0.73298,0.54446,0.60228,0.6395,0.621,0.64529,0.56439,0.75129,0.63737,0.62247,1,0.56742,0.59672,0.64382,0.56178,0.53834,0.41679,0.42178,0.7192,0.40414,0.26021,0.42668,0.20931,0.59146,0.30032,0.20282,0.39791,0.10565,0.21467,0.068989,0.30112,0.034181,0.2086,0.06558,0.35519,0.094763,0.071836,0.116,0.033914,-0.048915,0.00061997,-0.019292,-0.093712,0.082314,-0.069103,-0.015746,0.16787,0.14524,0.2292,-0.14962,-0.05505,-0.058994,-0.12929,0.067756,0.067919,0.13171,-0.30974,-0.17232,0.099345,-0.0078935,0.085479,0.0088773,-0.23112,-0.039143,-0.058705,0.095008,0.14643,0.026224,-0.043155,-0.10395,-0.19904,-0.21383,0.086832,0.29775,-0.3395,-0.10134,-0.10114,0.21755,-0.025197,0.29262,-0.014807,0.031834,-0.10248,0.077293,0.071737,-0.053005,0.072765,-0.28345,0.059371,-0.10688,-0.21405,-0.14207,0.2805,-0.081499,0.13525,-0.13749,0.040259,0.14547,0.35879,0.26123,-0.035254,0.21758,0.076718,0.13227,-0.089763
28,0.73234,0.72326,0.75267,0.79514,0.78364,0.7344,0.79281,0.71441,0.727,0.72033,0.79432,0.69758,0.7626,0.75135,0.67829,0.65656,0.73045,0.81221,0.57507,0.74334,0.67125,0.66685,0.71482,0.46004,0.61616,0.58173,0.45345,0.56742,1,0.56695,0.56811,0.43689,0.43748,0.64904,0.45973,0.60336,0.60505,0.43168,0.57924,0.45644,0.32327,0.45066,0.22529,0.34809,0.044248,0.31514,0.27786,0.2864,0.26765,0.24709,0.20443,0.32654,0.2515,0.27139,-0.13307,0.0020822,-0.069179,-0.19545,-0.1659,-0.45047,0.023456,-0.20547,-0.013664,0.17315,-0.20522,-0.0087054,0.016153,-0.16197,-0.19999,-0.17427,0.043007,0.097814,-0.20236,-0.12127,-0.18505,-0.020853,-0.14855,-0.10673,-0.078063,-0.045102,-0.017082,-0.052351,0.19944,0.049191,-0.1945,-0.1006,-0.14028,-0.13471,0.0060805,0.03504,0.19107,-0.30849,-0.30126,-0.036769,0.030188,0.023072,0.032448,0.12414,-0.28777,-0.021091,0.23473,0.11386,0.078448,0.1221,-0.081114,0.1894,0.13169,-0.50119,-0.0088184,0.12222,0.14317,-0.091377,0.0026658,0.45195,0.13139,0.25396,0.2677,0.15812,0.25104,0.14268,0.11242,-0.09586
29,0.66217,0.67525,0.71101,0.63329,0.69598,0.63932,0.70714,0.58833,0.62932,0.72016,0.63187,0.62902,0.62168,0.61883,0.56152,0.49046,0.62975,0.66981,0.37374,0.5968,0.60627,0.55344,0.56316,0.4569,0.65699,0.57533,0.56722,0.59672,0.56695,1,0.45949,0.44172,0.45245,0.54892,0.35048,0.59901,0.47736,0.38774,0.38033,0.45075,0.18757,0.46673,0.048665,0.36675,-0.14448,0.20862,-0.043611,0.27667,0.29928,0.11709,-0.025123,0.2866,0.22287,0.12101,-0.030211,-0.023308,0.16231,0.023772,-0.090591,-0.29478,0.077547,-0.20982,-0.098651,0.14702,-0.10786,0.10685,-0.10887,-0.075082,-0.16388,-0.14768,-0.10218,-0.04423,-0.012032,-0.2858,-0.13884,0.14013,-0.078039,0.029509,0.1233,-0.13742,0.1584,-0.073657,0.057369,0.11351,-0.045806,0.086164,-0.19332,-0.12866,0.076052,0.15367,0.25283,-0.21416,-0.25128,-0.18838,0.097083,0.041834,-0.099717,0.0057085,-0.027993,0.031096,-0.0032103,-0.051247,0.10774,-0.028552,-0.28419,0.16382,-0.052171,-0.23345,0.037333,0.16361,0.138,-0.11002,0.12749,0.12867,0.2085,0.12478,0.31294,0.17985,-0.03542,-0.0032225,0.29676,-0.1548
30,0.77414,0.64111,0.67108,0.76049,0.58561,0.67891,0.72493,0.64167,0.64145,0.6688,0.71769,0.75533,0.704,0.62981,0.69127,0.64876,0.72189,0.68636,0.63172,0.59932,0.65981,0.64174,0.67594,0.52747,0.58614,0.6196,0.51528,0.64382,0.56811,0.45949,1,0.52714,0.48808,0.53923,0.32574,0.65792,0.45502,0.42412,0.38868,0.14173,0.34468,0.44602,0.16352,0.18263,0.022118,0.30632,0.11832,0.19029,0.15182,0.44125,-0.078942,0.15839,-0.013329,0.0037016,-0.099181,0.14789,0.029755,-0.17982,-0.087902,-0.10305,0.26562,-0.24159,-0.094749,0.11861,0.020426,0.28592,-0.1384,-0.19805,-0.081573,-0.31469,-0.074075,-0.16363,-0.20493,-0.15329,-0.039993,-0.0544,-0.10357,-0.2383,0.04432,-0.040626,-0.041927,-0.070447,0.28563,0.26441,-0.011856,-0.095793,-0.14668,0.03866,-0.041939,-0.034391,0.33375,-0.39974,-0.2948,-0.095495,0.28453,-0.077055,0.10956,-0.056788,0.14065,0.10414,0.18365,0.35255,0.097265,0.038586,-0.057294,0.10778,0.005681,-0.2038,0.047836,0.078584,0.13032,0.10035,-0.034056,0.2935,0.24496,0.11877,0.17531,-0.083204,0.083774,-0.023709,0.19498,-0.076202
31,0.57937,0.55974,0.57305,0.65112,0.5679,0.63112,0.59144,0.57783,0.52059,0.49432,0.57056,0.66512,0.48537,0.54146,0.52713,0.53323,0.52932,0.51199,0.53486,0.59252,0.50329,0.49059,0.59642,0.46193,0.56639,0.52282,0.63422,0.56178,0.43689,0.44172,0.52714,1,0.36127,0.39147,0.35888,0.59356,0.36463,0.18447,0.28203,0.078076,0.21931,0.46035,0.034389,0.25067,-0.063157,0.16605,0.19016,0.179,-0.063988,0.13953,0.027928,0.083855,-0.17136,0.030332,-0.085284,0.09468,0.05633,-0.044457,-0.020231,-0.030891,0.019348,0.034844,-0.13471,0.18389,-0.044844,0.010098,-0.36415,0.12334,-0.0084017,-0.16845,-0.086393,-0.019464,0.073773,-0.61869,-0.055768,-0.02199,-0.10998,0.095833,0.094866,-0.044758,-0.040615,0.12635,0.087649,0.069173,-0.03495,-0.089963,-0.15432,-0.13064,-0.18012,-0.023599,0.20989,-0.38361,-0.19758,-0.15805,0.0398,-0.2558,0.11676,-0.073175,-0.011394,-0.10661,0.0069221,0.061326,-0.0042548,-0.031233,-0.082256,0.010575,-0.28175,-0.18421,0.18833,0.075813,0.031504,0.42863,-0.073428,0.35398,0.0038004,0.39934,0.087937,-0.011936,0.12949,0.095143,0.34466,0.13772
32,0.62802,0.63102,0.69545,0.59098,0.66566,0.61791,0.63267,0.50399,0.67029,0.60913,0.64724,0.54888,0.57662,0.67871,0.58492,0.64663,0.55525,0.5478,0.57308,0.5919,0.5517,0.49447,0.4382,0.50497,0.67283,0.6235,0.55705,0.53834,0.43748,0.45245,0.48808,0.36127,1,0.54319,0.19766,0.51571,0.34835,0.25821,0.40991,0.2837,0.32995,0.33974,0.31534,0.3141,-0.012369,0.24925,0.23721,0.375,0.29773,0.22765,-0.085575,0.20201,0.11163,0.0046348,-0.098545,0.066398,0.34611,-0.053259,-0.12885,0.16756,-0.085923,-0.25609,0.057547,0.25789,-0.0642,0.060821,-0.30214,-0.060903,-0.0057411,-0.21439,0.055358,0.134,-0.10842,-0.22084,-0.22202,0.264,-0.013889,-0.18809,-0.26682,0.05523,-0.0029526,-0.036471,0.14978,-0.094316,0.1368,-0.069855,-0.028937,-0.092876,0.023718,-0.033644,0.30184,-0.35482,-0.23966,0.00097504,0.097167,0.049573,0.036883,0.29217,-0.038627,-0.11086,0.15953,0.041815,-0.010043,0.008396,-0.24252,0.41436,0.027379,-0.25357,-0.089583,0.15468,0.047644,-0.21654,0.053098,0.19229,0.2115,0.08602,0.23579,-0.12902,0.2198,0.18984,0.17485,-0.12584
33,0.65008,0.64666,0.7444,0.63653,0.65524,0.6493,0.69035,0.57758,0.70215,0.6393,0.7121,0.60225,0.67545,0.70357,0.62818,0.58135,0.61119,0.60562,0.50243,0.66696,0.64716,0.61223,0.56895,0.4894,0.56767,0.53114,0.56131,0.41679,0.64904,0.54892,0.53923,0.39147,0.54319,1,0.37539,0.55447,0.51856,0.41778,0.5665,0.46339,0.14738,0.32267,0.24095,0.31971,-0.14481,0.21399,0.18829,0.22096,0.17573,0.20821,-0.0133,0.39074,0.11064,0.1636,-0.13177,-0.11486,-0.065401,-0.09122,-0.15604,-0.11023,0.17477,-0.23852,-0.040363,0.084099,-0.13934,0.038696,-0.18871,-0.12393,-0.3121,-0.25132,-0.077218,0.19321,-0.11954,-0.19004,-0.11873,0.24429,-0.02377,-0.25568,-0.2081,0.10768,0.24205,0.058848,0.12724,0.13517,0.010288,-0.041528,-0.067465,-0.0039537,0.062515,-0.051929,0.12226,-0.2854,-0.25135,0.1078,0.10524,0.081718,-0.11139,0.028919,-0.17268,0.11624,0.11997,0.22518,-0.13376,-0.017407,-0.015052,0.3908,0.15234,-0.5536,0.26997,0.1335,0.25522,-0.20136,0.12224,0.28946,0.25701,0.090204,0.20596,0.049898,0.13287,0.05729,0.17444,-0.012227
34,0.54761,0.64082,0.50422,0.57239,0.452,0.52228,0.43597,0.63793,0.53578,0.45462,0.44462,0.47027,0.4862,0.54159,0.43547,0.43123,0.49905,0.52608,0.49716,0.4396,0.41772,0.36562,0.49516,0.31419,0.32079,0.34394,0.46529,0.42178,0.45973,0.35048,0.32574,0.35888,0.19766,0.37539,1,0.51282,0.41492,0.16526,0.34223,0.33406,0.3704,0.044808,0.37709,0.39545,-0.025617,0.017027,0.034899,0.022722,-0.028616,0.3022,0.19443,0.26048,0.13518,0.30474,-0.28403,-0.00095466,0.10814,-0.033983,-0.34483,-0.43073,0.25232,0.013883,-0.20419,0.041712,-0.10503,0.11557,-0.034907,0.052308,-0.15366,-0.063795,-0.09461,-0.054069,-0.18229,-0.32865,-8.2442e-05,0.063941,-0.40931,0.12127,-0.050415,-0.15335,-0.0060787,0.19257,-0.11818,-0.1123,-0.13131,-0.11975,-0.092937,-0.10239,-0.32064,0.037003,0.10346,-0.30843,-0.063118,0.096413,0.050414,-0.17008,0.13906,-0.30668,-0.28159,-0.096454,-0.028107,0.25892,-0.0032825,0.050133,0.033874,0.2415,-0.11886,-0.35068,0.1011,0.010033,0.19515,0.023643,-0.18119,0.18472,0.060034,0.23728,0.19886,0.019481,-0.037691,-0.14428,0.03655,-0.043186
35,0.82728,0.74737,0.7226,0.80437,0.73067,0.77876,0.71267,0.67337,0.70136,0.74091,0.754,0.72093,0.74214,0.74814,0.74776,0.66249,0.71563,0.7279,0.59387,0.6502,0.66967,0.71479,0.69883,0.59561,0.60408,0.65028,0.66746,0.7192,0.60336,0.59901,0.65792,0.59356,0.51571,0.55447,0.51282,1,0.50537,0.40861,0.32179,0.23124,0.42179,0.41257,0.34228,0.40692,-0.074575,0.34921,0.074449,0.18494,0.069223,0.2004,0.053737,0.17445,0.0494,0.12144,-0.12348,0.030303,-0.055486,0.019161,-0.10507,-0.25177,0.29677,-0.25975,0.016247,0.18916,-0.076334,0.14753,-0.20317,-0.26302,-0.25437,-0.26398,-0.137,-0.017594,-0.034836,-0.3096,-0.12375,0.16414,-0.090395,-0.0061991,0.051475,-0.21087,-0.13779,0.1167,0.081557,-0.0059618,-0.1016,-0.19544,-0.30656,-0.15908,-0.10009,0.047715,0.24925,-0.47996,-0.17016,0.017466,0.069922,-0.11231,0.16372,0.011145,0.033881,-0.068845,0.031824,0.055585,-0.065445,-0.037512,-0.058827,0.14631,-0.021595,-0.31884,0.083953,-0.033602,0.12029,0.19358,-0.16232,0.32394,0.24065,0.23764,0.25087,-0.16104,0.35323,0.036568,0.22273,-0.035464
36,0.56065,0.58198,0.61819,0.64074,0.57582,0.59023,0.60782,0.46081,0.54963,0.45577,0.58343,0.57924,0.49469,0.55507,0.50889,0.51751,0.57653,0.53093,0.31636,0.6467,0.65536,0.47612,0.60498,0.4545,0.38091,0.48815,0.36386,0.40414,0.60505,0.47736,0.45502,0.36463,0.34835,0.51856,0.41492,0.50537,1,0.21949,0.35964,0.47132,0.10106,0.30599,0.081701,0.24277,0.13283,0.15833,0.097293,0.29646,0.43449,0.36542,0.041094,0.21293,0.07187,0.12956,-0.27156,0.26869,-0.053245,-0.12733,-0.095308,-0.38527,0.18966,-0.17358,-0.14897,0.056034,-0.10259,0.083507,0.016194,-0.1998,-0.35372,-0.091031,0.098591,-0.0080996,-0.20098,-0.027539,-0.030497,-0.0060932,-0.035219,-0.19028,-0.12164,0.084987,0.18472,0.10671,0.18555,0.089962,-0.24387,0.077236,-0.27754,-0.10448,-0.28849,0.075994,0.42246,-0.31821,-0.2674,-0.063977,0.22851,-0.11128,0.13365,0.085492,-0.12074,0.17478,-0.075424,-0.013554,-0.10075,-0.14574,0.048008,0.3443,0.13816,-0.33726,0.065745,-0.18441,0.38125,-0.16224,-0.088459,0.29884,0.023178,0.22758,0.14214,0.25341,0.051405,0.099952,0.11198,-0.26408
37,0.41481,0.35936,0.47206,0.45259,0.43125,0.42175,0.44975,0.40856,0.4755,0.4654,0.49909,0.44157,0.56223,0.43051,0.35479,0.32791,0.45754,0.48713,0.32223,0.38932,0.4499,0.34716,0.47348,0.34214,0.38257,0.3137,0.40637,0.26021,0.43168,0.38774,0.42412,0.18447,0.25821,0.41778,0.16526,0.40861,0.21949,1,0.34823,0.38734,0.12849,0.52051,0.38074,0.11511,0.060861,0.090558,0.16351,-0.1687,0.26895,0.19147,0.043833,0.24087,0.319,0.16906,-0.093687,0.11952,-0.027417,-0.14122,0.0844,-0.2487,0.14961,-0.19818,0.18294,-0.1754,0.04637,-0.079335,-0.14835,-0.23377,-0.26597,0.013321,-0.035606,0.32648,-0.23518,-0.020043,-0.077468,0.11766,0.16553,-0.021392,0.027635,-0.016353,0.0022848,-0.2327,0.0022299,-0.017818,-0.070511,-0.052435,0.16654,0.19818,0.065796,0.016542,0.024398,-0.068761,-0.33794,-0.14675,0.030406,-0.047336,0.020895,0.01643,0.097371,0.075125,0.042349,0.13263,-0.10685,-0.01166,-0.12235,0.11972,0.13211,-0.32058,0.2672,-0.033689,-0.026625,-0.14041,-0.1296,0.12008,0.24393,0.15385,0.0053011,-0.15277,-0.10163,-0.3009,0.29165,-0.033646
38,0.54986,0.56004,0.60664,0.51368,0.47611,0.46245,0.55725,0.53773,0.56078,0.43319,0.51001,0.49147,0.47893,0.54955,0.46891,0.54513,0.56856,0.57829,0.39388,0.53469,0.50109,0.45344,0.53214,0.38392,0.48479,0.51651,0.5165,0.42668,0.57924,0.38033,0.38868,0.28203,0.40991,0.5665,0.34223,0.32179,0.35964,0.34823,1,0.33777,0.31525,0.20368,-0.041791,0.56232,-0.20384,0.1691,0.14805,0.033534,0.078338,0.40822,0.24835,0.22723,0.23363,0.048543,0.0033444,0.059224,0.082169,-0.24982,-0.19488,-0.17239,0.025309,-0.11581,-0.0044504,0.15984,0.09387,0.14576,-0.095566,-0.18778,-0.14169,-0.23131,0.020315,0.26213,-0.2796,-0.12799,0.078923,0.10409,0.094605,-0.10622,-0.097773,-0.15947,0.14698,-0.084436,0.16644,0.11408,-0.10268,0.18125,0.167,0.033419,-0.11356,-0.068747,0.12695,-0.14461,-0.18316,0.21262,0.18375,0.094656,-0.060268,-0.017643,-0.1856,-0.0086524,0.21646,0.13645,0.041707,0.35328,-0.083563,0.25185,0.25939,-0.32861,0.16825,0.30962,-0.11168,-0.26671,-0.076354,0.26861,0.18709,0.41545,0.21976,0.12455,0.16175,-0.14821,-0.0067858,-0.12522
39,0.39133,0.48664,0.55887,0.44312,0.43133,0.45318,0.49855,0.47582,0.45368,0.3988,0.39057,0.42833,0.47188,0.48364,0.37363,0.36261,0.4864,0.39886,0.22283,0.51701,0.44764,0.34816,0.41686,0.4584,0.36755,0.33298,0.3269,0.20931,0.45644,0.45075,0.14173,0.078076,0.2837,0.46339,0.33406,0.23124,0.47132,0.38734,0.33777,1,0.078024,0.24878,0.33094,0.27448,-0.028312,-0.043187,-0.027274,0.23703,0.49596,0.058377,0.015909,0.19515,0.23238,0.30551,-0.25166,-0.042178,0.16184,-0.057262,-0.1641,-0.3816,0.19229,-0.1211,0.089265,-0.21862,-0.14873,-0.063163,-0.13734,0.082071,-0.23491,0.061697,-0.22381,0.29525,-0.24412,-0.016995,-0.11104,0.29822,-0.037721,-0.17097,-0.13035,0.094017,0.16507,-0.061605,0.031423,0.12153,-0.040255,0.089889,-0.10726,0.0024285,-0.057964,-0.050001,0.21533,-0.23036,-0.3587,-0.12061,0.068241,0.263,0.14358,0.11042,-0.2519,0.09337,0.094369,-0.022877,-0.072548,-0.19517,0.010859,0.22034,0.13689,-0.34417,0.096485,-0.10403,-0.053528,-0.3534,0.014962,0.15028,0.075488,0.029677,0.0094029,0.33763,-0.14346,0.0015437,0.13089,0.070141
40,0.58081,0.54889,0.45922,0.47801,0.44386,0.49621,0.35868,0.47168,0.48528,0.41899,0.35299,0.43967,0.50778,0.55451,0.4825,0.53849,0.48401,0.4783,0.4757,0.42205,0.45252,0.40879,0.39099,0.45449,0.5268,0.48494,0.39235,0.59146,0.32327,0.18757,0.34468,0.21931,0.32995,0.14738,0.3704,0.42179,0.10106,0.12849,0.31525,0.078024,1,0.01905,0.12102,0.31315,0.18852,0.22777,0.11374,0.28191,-0.060533,0.28343,0.11895,0.29987,0.10525,0.18005,0.03041,0.15324,0.10602,-0.10537,-0.15618,-0.12786,0.051949,-0.1583,-0.05698,0.12517,-0.022743,0.1512,-0.0094609,-0.16373,-0.093244,-0.21713,-0.23371,0.035077,-0.11913,-0.24881,-0.045303,-0.041163,-0.42335,0.15698,-0.056392,-0.025535,-0.20881,-0.010005,-0.2858,-0.14868,-0.047259,-0.11264,0.06646,-0.2387,-0.17986,-0.0065495,-0.11764,-0.20861,-0.012785,0.22237,0.15247,0.01407,0.33389,-0.04245,0.049549,0.052813,0.10054,0.079264,0.0020429,0.12892,-0.064401,0.046167,0.19114,-0.19766,-0.17431,0.19364,-0.1194,0.15062,-0.13457,0.21392,-0.033855,0.28276,0.14979,-0.058534,0.21549,-0.081042,-0.040129,-0.10619
