,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
20,0.72337,0.73859,0.72928,0.79502,0.69337,0.76389,0.65743,0.78606,0.59885,0.72433,0.68805,0.73684,0.69317,0.66028,0.70117,0.63336,0.66366,0.65736,0.64855,0.7319,1,0.58964,0.65138,0.57203,0.66682,0.53884,0.57961,0.50384,0.53352,0.54577,0.50849,0.33364,0.30475,0.51597,0.39135,0.33211,0.34556,0.4071,0.24104,0.29103,0.38301,0.16067,0.33499,0.030118,0.41492,0.37878,0.024226,0.043099,0.1302,0.37101,0.27033,-0.071093,-0.050571,0.16191,-0.039228,-0.06775,0.097339,-0.16953,-0.18401,-0.081377,-0.035873,0.17429,-0.10131,-0.096,-0.11825,-0.23758,-0.13962,0.074946,-0.082948,0.13632,-0.051286,-0.19966,-0.26699,-0.28306,-0.39753,-0.15203,-0.045721,-0.095737,0.13171,-0.15553,0.02554,-0.30213,-0.17436,-0.088243,-0.09373,0.024809,-0.20667,-0.18017,0.14041,-0.12428,-0.0099522,-0.18663,0.044538,-0.20657,-0.1799,0.03929,-0.093094,0.024466,0.22795,-0.096549,0.049672,0.097232,0.068291,-0.039876,0.051125,0.037931,0.014851,-0.21273,0.038512,0.19606,0.17963,0.3621,0.047497,-0.064595,0.18166,-0.10968,0.1474,0.045582,-0.046757,-0.26776,-0.051189
21,0.74867,0.79937,0.76769,0.65225,0.69147,0.77503,0.80948,0.68113,0.77147,0.72158,0.69339,0.79013,0.71379,0.74079,0.80813,0.7191,0.69289,0.68057,0.59221,0.64764,0.58964,1,0.64853,0.64299,0.69203,0.68034,0.63656,0.61716,0.60554,0.66935,0.57646,0.40482,0.35604,0.52147,0.21277,0.37924,0.431,0.33292,0.36184,0.12421,0.3612,0.32726,0.43071,0.17603,0.21167,0.40538,0.15843,0.014428,0.057935,0.12935,0.27927,-0.12453,0.15245,0.10861,-0.013043,-0.16031,0.11647,-0.10644,-0.2726,-0.048503,0.12583,-0.055687,-0.12671,-0.044897,0.1001,-0.11189,-0.27017,0.02478,-0.20624,-0.17234,-0.10603,-0.10717,-0.29245,-0.1756,-0.28134,0.047527,-0.01667,-0.12301,0.21985,-0.25984,-0.14032,-0.024411,-0.0051127,-0.0072542,-0.19862,-0.15688,-0.13759,-0.078326,0.068696,0.011026,-0.028199,-0.064223,-0.068622,-0.044512,0.083157,0.034939,0.041093,0.02646,0.020984,-0.18652,-0.0098653,-0.16058,-0.0012456,-0.24671,-0.12473,-0.093667,0.30175,0.035228,0.066664,0.3018,0.022041,0.41557,-0.095325,0.050033,0.23118,0.17458,0.10868,0.03763,0.077411,-0.29334,0.068235
22,0.7859,0.83605,0.82796,0.791,0.77293,0.77995,0.78296,0.82229,0.75507,0.7488,0.81267,0.8224,0.79116,0.68974,0.80037,0.79782,0.75092,0.82139,0.67701,0.74037,0.65138,0.64853,1,0.69234,0.75887,0.74328,0.58049,0.63196,0.51799,0.69937,0.63015,0.29308,0.37863,0.68565,0.35449,0.3406,0.37667,0.33142,0.40744,0.3492,0.451,0.28061,0.2614,0.02383,0.17275,0.39509,0.0642,0.19287,0.19422,0.15757,0.19575,0.2017,0.095461,0.1622,-0.034441,-0.14293,0.28113,-0.24588,-0.32622,-0.065083,0.051932,0.050716,-0.03639,-0.10383,-0.14211,-0.32586,-0.076268,-0.16229,-0.22565,-0.035759,-0.1018,-0.14359,-0.15992,-0.20082,-0.36119,0.016664,-0.10855,-0.097489,0.21639,-0.20357,-0.23518,-0.010963,-0.084854,-0.028211,-0.19445,-0.1596,-0.22828,-0.053912,0.21409,-0.043246,-0.012553,0.027856,0.19489,-0.021212,0.071587,-0.10142,-0.043033,0.17231,-0.011797,0.044634,0.024567,0.043642,0.075699,-0.23038,0.020994,0.025026,0.18083,-0.010052,0.085436,0.25734,-0.04092,0.40339,-0.014173,0.088958,0.25759,0.085208,0.17443,0.033852,-0.11075,-0.16327,-0.03494
23,0.78676,0.7922,0.80482,0.78571,0.82512,0.7659,0.8494,0.76721,0.8354,0.71329,0.76214,0.81267,0.77261,0.74029,0.80328,0.73495,0.74776,0.81402,0.64286,0.69785,0.57203,0.64299,0.69234,1,0.70843,0.57889,0.67515,0.60485,0.51413,0.71228,0.69107,0.32736,0.35735,0.57396,0.26779,0.59276,0.28273,0.24801,0.32911,0.15429,0.51736,0.25116,0.33916,0.079416,0.34028,0.28941,0.29597,0.23087,0.11554,0.21616,0.39712,0.058542,0.13277,0.088156,0.10946,-0.12164,0.11581,-0.14499,-0.37846,0.072621,-0.034885,0.075375,-0.20702,-0.22229,-0.033761,-0.285,-0.1149,0.07901,0.012111,-0.080137,-0.10378,0.012038,-0.031464,-0.10511,-0.22484,0.21437,-0.14267,-0.13295,-0.0014409,-0.30468,-0.17082,0.01075,0.022597,0.049867,0.0073895,-0.33113,-0.31077,-0.12887,-0.13305,-0.17779,-0.069396,-0.12206,-0.006331,-0.054743,0.06322,-0.038411,0.097967,0.18107,-0.033935,-0.056588,0.15841,-0.03043,0.10596,-0.013714,-0.11022,0.028042,0.12423,0.19397,-0.047439,0.42354,-0.1101,0.32221,0.16671,0.14076,0.33092,-0.0048509,0.2288,0.18397,0.016916,-0.26671,-0.071485
24,0.76701,0.76095,0.79719,0.73346,0.69486,0.78153,0.82634,0.76502,0.70115,0.76116,0.75201,0.77036,0.79243,0.70918,0.74008,0.72275,0.75724,0.70121,0.6527,0.70465,0.66682,0.69203,0.75887,0.70843,1,0.68956,0.69719,0.64631,0.59552,0.71579,0.59536,0.28791,0.30038,0.64234,0.27591,0.34354,0.26829,0.19942,0.44221,0.33233,0.40324,0.25238,0.35924,0.058196,0.21996,0.44566,0.1872,0.0028049,0.23198,0.25825,0.20942,-0.00063017,0.19085,0.005083,-0.1022,-0.039419,0.24795,-0.19878,-0.28206,-0.02932,-0.033172,0.023157,-0.06322,-0.17497,0.016994,-0.17852,-0.050436,-0.154,-0.15339,-0.062446,-0.12009,-0.089025,-0.16542,-0.2006,-0.14395,-0.029062,-0.09323,-0.027131,0.28811,-0.16506,-0.1726,-0.034734,-0.026544,-0.068109,-0.12277,-0.14201,-0.25532,-0.082631,-0.041635,0.010636,-0.11169,-0.025047,0.050562,-0.10683,0.11654,-0.06526,-0.076382,0.13746,-0.005566,0.11843,0.07827,0.092933,0.044077,-0.24777,-0.13265,-0.041168,0.2131,0.075106,-0.099571,0.13826,0.13428,0.22321,0.067574,0.039052,0.29788,-0.0019562,0.1633,0.13627,-0.046966,-0.2456,-0.059408
25,0.67174,0.76251,0.74972,0.75158,0.71604,0.71779,0.67602,0.74045,0.71653,0.69323,0.69451,0.73636,0.76636,0.73041,0.73119,0.74967,0.73446,0.63931,0.71768,0.65715,0.53884,0.68034,0.74328,0.57889,0.68956,1,0.573,0.64044,0.42324,0.72731,0.48839,0.1995,0.47064,0.57673,0.3568,0.32669,0.33359,0.39889,0.50595,0.44591,0.41274,0.37232,0.38099,-0.013857,0.13545,0.30131,0.050944,-0.0095969,0.046492,0.18645,0.32927,-0.15869,0.1346,0.013862,-0.084497,-0.21749,0.10291,-0.27127,-0.30245,0.076062,-0.034934,0.13726,-0.17968,-0.081643,-0.048405,-0.11023,-0.19352,-0.24005,-0.029287,-0.2785,0.061466,-0.19391,-0.12667,-0.23895,-0.25888,0.042402,-0.035643,-0.070705,0.22678,-0.22623,-0.15182,0.15104,-0.16294,0.09653,-0.20971,-0.17069,-0.46226,-0.084423,0.10664,-0.097166,0.028443,0.057798,0.41078,-0.076578,0.17171,-0.11251,-0.088706,0.016956,-0.20873,0.1164,0.0199,0.15636,0.13138,-0.12224,-0.047014,0.088203,0.26703,0.074823,0.071537,0.017457,-0.039231,0.29099,-0.077348,0.12577,0.12008,-0.054251,0.27847,0.11932,-0.20745,-0.11682,-0.078116
26,0.75594,0.74099,0.78894,0.7323,0.61412,0.65551,0.70308,0.69045,0.69005,0.68224,0.68024,0.70032,0.68284,0.72966,0.70819,0.64123,0.69259,0.68732,0.60999,0.59667,0.57961,0.63656,0.58049,0.67515,0.69719,0.573,1,0.65575,0.736,0.51977,0.62589,0.36744,0.30289,0.53984,0.19407,0.5347,0.1927,0.3402,0.34145,0.070268,0.35977,0.14012,0.40873,0.14204,0.17559,0.27889,0.29564,-0.065641,-0.007388,0.28728,0.21335,-0.15211,0.058578,-0.058686,0.045055,-0.11266,0.17144,-0.20159,-0.45755,0.040907,-0.0020506,0.21636,-0.20027,-0.096657,-0.057116,-0.052576,-0.020034,-0.041502,-0.017246,-0.022536,-0.011551,-0.11203,-0.25846,-0.14717,-0.13095,0.15695,0.10022,-0.12654,0.11036,-0.23854,-0.11452,-0.21346,-0.13575,-0.098155,0.034876,-0.1728,-0.15694,-0.066223,0.011003,-0.031128,-0.15353,0.026186,-0.073541,-0.053372,0.06924,-0.11634,-0.009009,0.36321,-0.088375,0.00039718,0.27377,-0.058647,0.074272,-0.071977,-0.1387,0.059709,0.07544,0.16943,0.04228,0.24261,-0.069401,0.18398,0.24683,0.065695,0.20464,-0.073437,0.035423,0.099097,0.0083759,-0.087872,-0.15244
27,0.70863,0.70653,0.77914,0.65215,0.67776,0.67027,0.71678,0.65033,0.66216,0.66759,0.6532,0.62042,0.66047,0.71613,0.62953,0.68254,0.65162,0.6349,0.687,0.65717,0.50384,0.61716,0.63196,0.60485,0.64631,0.64044,0.65575,1,0.61257,0.6305,0.54889,0.23415,0.52091,0.43637,0.19567,0.4973,0.17137,0.39795,0.46015,0.285,0.25509,0.23165,0.42768,0.19303,0.088799,0.22319,0.18634,-0.0089397,0.14074,0.21183,0.34415,0.070523,0.32904,-0.16672,0.12075,-0.089562,0.2055,-0.14803,-0.28457,0.223,0.1121,0.271,-0.060944,-0.049923,-0.038715,0.042575,-0.069424,-0.049383,-0.02504,-0.092408,0.023376,-0.34653,-0.35031,-0.32624,0.032163,0.17636,0.16006,-0.14793,0.10537,-0.093611,-0.098024,-0.1266,-0.19401,0.0093654,0.0061425,-0.090359,-0.32346,-0.19005,0.11683,-0.0033658,-0.061873,0.05602,-0.0081073,-0.044047,0.15329,-0.00033474,-0.051725,0.20063,-0.16958,0.015618,0.18893,0.18432,-0.071859,-0.10772,-0.0022702,-0.0061699,0.21914,0.06236,-0.059289,0.12113,0.068676,0.14407,-0.068296,-0.057459,0.14844,-0.037092,0.12341,0.17259,-0.19457,-0.089585,0.034719
28,0.66445,0.59719,0.69091,0.55606,0.56591,0.60063,0.59908,0.53612,0.64995,0.54544,0.64752,0.69121,0.59386,0.62706,0.58356,0.43968,0.54574,0.55691,0.55747,0.54628,0.53352,0.60554,0.51799,0.51413,0.59552,0.42324,0.736,0.61257,1,0.35101,0.46558,0.22442,0.25839,0.52941,0.21787,0.40608,0.31303,0.16554,0.14526,-0.052788,0.25408,0.34883,0.35721,0.010164,0.016102,0.27057,0.094687,-0.22538,0.16532,0.29172,0.17836,-0.13556,0.074632,0.047333,0.040161,0.0026152,0.07483,-0.12545,-0.22754,0.054931,0.2407,-0.13759,-0.095371,-0.13774,-0.083166,-0.11898,-0.19147,0.037329,0.010435,0.13153,0.094714,-0.20924,-0.3292,-0.26428,-0.09324,0.062395,-0.086245,-0.022574,0.12717,-0.19138,0.082334,-0.12015,-0.049731,-0.02811,0.15106,0.012197,0.0075728,-0.14286,0.072495,0.043109,-0.071999,-0.24002,-0.12341,-0.062465,0.12648,0.012482,0.0034128,0.26581,-0.069448,-0.073992,0.15381,-0.079945,-0.069989,-0.060058,-0.11737,0.015424,-0.035855,-0.04994,-0.28628,0.1366,-0.036216,0.25145,0.14249,-0.12723,0.16812,-0.12967,0.038344,0.066691,-0.06326,-0.13058,-0.055783
29,0.69443,0.7314,0.72954,0.74513,0.71818,0.68665,0.74652,0.64357,0.67864,0.70947,0.71565,0.67066,0.71364,0.67168,0.77232,0.82129,0.71399,0.72708,0.62988,0.60347,0.54577,0.66935,0.69937,0.71228,0.71579,0.72731,0.51977,0.6305,0.35101,1,0.52451,0.24675,0.4445,0.54285,0.14191,0.39005,0.24301,0.22482,0.42219,0.39169,0.53978,0.2986,0.35664,0.10967,0.19229,0.191,0.24802,0.0064362,0.051272,0.087083,0.39618,-0.061505,0.17655,0.06029,0.18062,-0.26669,0.1561,-0.11444,-0.29267,0.029031,-0.074582,0.12199,-0.057968,-0.10882,-0.033372,-0.0016208,-0.22857,-0.008681,-0.074372,-0.2914,-0.085431,0.0034556,-0.14125,-0.16837,-0.1365,0.062018,0.028652,-0.12199,0.16849,-0.17526,-0.27817,0.031749,-0.046363,-0.036517,-0.08643,-0.072709,-0.4062,-0.046329,0.16814,-0.043644,-0.063486,-0.025882,0.20017,-0.086437,0.13279,-0.12533,0.080703,0.030118,-0.0077755,0.017876,0.13636,0.12659,0.19673,-0.12511,0.063135,-0.039239,0.38229,0.025093,0.12031,0.32579,0.021022,0.38147,-0.21354,0.17007,0.24536,-0.088015,0.2075,0.1299,-0.071371,-0.11503,-0.055657
30,0.67715,0.66433,0.71107,0.63698,0.60855,0.62845,0.76109,0.67956,0.63864,0.64983,0.67855,0.72158,0.65289,0.51197,0.70644,0.66622,0.55963,0.68276,0.48805,0.58228,0.50849,0.57646,0.63015,0.69107,0.59536,0.48839,0.62589,0.54889,0.46558,0.52451,1,0.30574,0.36571,0.53905,0.43942,0.37566,0.21856,0.36238,0.38193,0.083232,0.31584,0.29353,0.23499,0.16315,0.14023,0.32993,0.24816,0.066054,-0.01835,-0.0055969,0.26526,0.30542,0.023436,0.066865,0.0057995,-0.058249,0.10463,-0.13311,-0.45875,0.017823,0.009728,0.10334,-0.29106,-0.17268,-0.18606,-0.13468,0.059162,-0.12111,-0.071613,-0.12406,-0.25659,-0.062011,-0.098469,-0.33503,-0.29401,0.11257,0.014783,-0.12375,0.026588,-0.25925,-0.25703,-0.00076208,-0.048144,-0.091004,-0.053408,-0.25428,-0.24671,-0.12726,-0.0069354,-0.039287,-0.083259,-0.05807,0.043757,-0.013435,0.040823,-0.03107,-0.053866,0.32211,-0.086065,0.014757,0.024813,-0.084576,0.13327,-0.092786,-0.076777,0.0032339,0.16464,-0.025843,-0.10931,0.19717,0.045761,0.25293,0.1256,0.072567,0.36103,0.14753,0.24478,0.18297,-0.16211,-0.14429,0.012418
31,0.49935,0.40908,0.41579,0.37535,0.34031,0.40882,0.40299,0.34375,0.4852,0.37837,0.42288,0.39262,0.4251,0.43241,0.33253,0.40479,0.42196,0.43123,0.22561,0.22377,0.33364,0.40482,0.29308,0.32736,0.28791,0.1995,0.36744,0.23415,0.22442,0.24675,0.30574,1,0.11288,0.26802,0.12419,0.23353,0.15077,0.078132,0.19672,-0.032368,0.34497,0.037143,0.36983,0.19301,0.27914,0.050965,0.11481,-0.079186,-0.03761,-0.018358,-0.026357,0.030744,-0.15564,0.038812,-0.1033,-0.057855,0.00066857,-0.20966,-0.38198,-0.12693,0.089379,-0.13098,0.069277,0.2049,-0.016597,0.03604,0.25951,0.0097221,-0.19964,0.028485,-0.078018,0.01986,-0.20672,-0.028348,-0.2717,0.072865,-0.071056,0.1267,-0.23595,-0.068379,-0.32325,-0.20554,0.098883,-0.084792,-0.075328,-0.16703,-0.099775,-0.19565,-0.10903,0.26348,-0.25329,-0.016782,0.077711,0.025568,-0.13774,0.0072753,-0.01235,-0.027114,0.27815,-0.24926,0.18679,-0.31207,0.040737,-0.22562,0.096502,0.010962,0.079228,0.12003,0.068069,0.23994,0.19328,0.42182,0.18201,-0.24127,0.31475,0.040654,0.03535,-0.18584,0.0055351,-0.085187,0.16396
32,0.35185,0.45859,0.42949,0.31947,0.35362,0.49225,0.41836,0.42944,0.40432,0.34034,0.4139,0.39073,0.45661,0.38746,0.46381,0.43328,0.33619,0.38946,0.47221,0.35276,0.30475,0.35604,0.37863,0.35735,0.30038,0.47064,0.30289,0.52091,0.25839,0.4445,0.36571,0.11288,1,0.26865,0.057625,0.2228,0.1243,0.15245,0.17624,0.32525,0.18298,0.2257,0.34595,0.043215,0.23236,0.095161,0.072167,0.074277,0.23652,-0.019692,0.25355,0.2082,0.067473,0.026544,0.16323,-0.39122,0.084581,0.09241,-0.13697,0.24685,-0.085783,0.11497,0.079287,-0.20495,-0.17773,0.24865,-0.090026,0.10183,0.16695,-0.26953,0.2866,-0.23945,-0.18747,-0.095649,0.037032,0.10147,-0.04704,-0.44124,0.099532,-0.1823,0.010236,0.039175,0.20177,0.25521,-0.02995,-0.036199,-0.3495,-0.053619,0.068647,-0.0033564,-0.028329,-0.11414,0.068201,-0.30063,0.22841,0.0058543,-0.14781,0.10182,-0.062187,-0.081663,-0.073683,-0.043187,0.053242,-0.08625,-0.13881,0.14502,0.027627,0.24306,0.12377,0.0043687,0.15642,0.085692,-0.0032401,0.094388,0.27013,0.0245,0.34041,0.04737,-0.12645,0.25221,-0.1322
33,0.70513,0.66278,0.68307,0.6505,0.61843,0.64015,0.60929,0.57605,0.61412,0.60279,0.68732,0.66845,0.6346,0.58656,0.60998,0.63151,0.67178,0.64438,0.56184,0.5731,0.51597,0.52147,0.68565,0.57396,0.64234,0.57673,0.53984,0.43637,0.52941,0.54285,0.53905,0.26802,0.26865,1,0.245,0.23379,0.53677,0.26289,0.41591,-0.00458,0.41826,0.24782,0.14676,0.025171,0.17518,0.43176,0.014157,0.20862,0.21081,0.161,0.25581,0.098351,0.043064,0.25097,-0.067161,-0.23676,0.12369,-0.14164,-0.38475,-0.052455,-0.097687,-0.08953,-0.055573,-0.011541,-0.29826,-0.30727,-0.044788,-0.12532,0.21887,-0.081516,-0.0069988,0.01479,-0.058784,-0.30066,-0.24925,0.020129,-0.24918,-0.066083,0.26485,-0.13377,-0.073996,-0.016958,-0.0953,-0.069523,-0.16501,-0.23807,-0.13542,0.070859,-0.056526,-0.081856,0.17277,-0.060886,0.17394,-0.10541,0.044247,-0.30354,-0.11199,0.12047,-0.15454,-0.014178,-0.067445,-0.071528,0.084962,-0.18938,0.067193,-0.038277,0.10098,-0.11006,-0.092213,0.15359,0.025613,0.34257,0.11678,-0.028059,0.41778,0.11706,0.047486,0.35274,-0.28581,-0.14127,0.05181
34,0.37152,0.33935,0.31408,0.34601,0.40387,0.31754,0.35891,0.39441,0.37455,0.48974,0.2744,0.39095,0.37641,0.21367,0.1901,0.34122,0.26881,0.28115,0.43275,0.27409,0.39135,0.21277,0.35449,0.26779,0.27591,0.3568,0.19407,0.19567,0.21787,0.14191,0.43942,0.12419,0.057625,0.245,1,0.10443,0.044389,0.28906,0.24088,0.13083,0.46079,0.22872,0.18169,-0.14154,0.21815,0.31091,0.089101,0.06257,0.099461,0.029935,0.13379,0.12119,-0.23079,0.047988,-0.065768,-0.017885,-0.19173,-0.32061,-0.19471,-0.015227,0.15668,-0.11725,-0.13715,-0.18305,-0.12537,-0.2612,-0.0029005,-0.15102,-0.054689,0.18514,-0.11357,-0.28486,-0.2547,-0.41936,-0.36859,0.091323,-0.03442,0.14971,-0.19023,-0.039287,0.047785,-0.029321,-0.030642,0.17148,-0.18191,-0.16377,-0.2669,-0.057959,-0.080336,-0.067159,-0.03075,0.0081249,0.25486,-0.19345,-0.20511,0.0094843,0.13934,0.059762,0.25023,-0.025666,-0.16489,0.023031,0.082376,-0.17745,0.15705,0.01895,0.034685,-0.26314,-0.070302,-0.06559,-0.12657,0.30188,0.085663,-0.21412,0.07554,0.089223,0.14363,-0.10322,-0.17611,-0.28863,0.094337
35,0.56779,0.54033,0.54563,0.51774,0.51284,0.48363,0.55453,0.41009,0.54806,0.44034,0.50217,0.50916,0.44906,0.6002,0.46672,0.4529,0.41084,0.54981,0.41207,0.48533,0.33211,0.37924,0.3406,0.59276,0.34354,0.32669,0.5347,0.4973,0.40608,0.39005,0.37566,0.23353,0.2228,0.23379,0.10443,1,0.18049,0.17936,0.093615,0.031764,0.18511,0.082557,0.5497,0.32455,0.1362,-0.04847,0.24497,-0.083182,-0.092378,0.16047,0.38967,0.047551,0.20123,-0.016204,-0.0030263,-0.11766,0.035431,0.012072,-0.31882,0.1484,-0.053816,0.16248,-0.25241,-0.13836,-0.07582,-0.13454,-0.2468,-0.068909,0.040855,0.20728,-0.027051,-0.17663,-0.054321,-0.092105,-0.014977,0.48806,0.15799,-0.046348,-0.08102,-0.079717,-0.020223,0.057061,-0.10141,0.075426,0.14965,-0.19983,-0.35108,-0.16922,-0.13528,-0.21827,-0.0063275,-0.078264,-0.0038047,0.16869,0.027628,0.17582,0.18367,0.3378,-0.079159,-0.22484,0.25175,-0.059398,-0.11395,-0.099256,0.1576,0.17775,-0.027617,0.35493,0.046436,0.31309,-0.1295,0.28197,-0.0097242,-0.078395,0.15455,-0.13,-0.14087,0.16192,0.033568,-0.11736,-0.12119
36,0.42725,0.42061,0.47046,0.35453,0.48545,0.4873,0.39541,0.32823,0.4123,0.38608,0.4716,0.45738,0.41491,0.45171,0.44166,0.41319,0.40441,0.48712,0.32682,0.42371,0.34556,0.431,0.37667,0.28273,0.26829,0.33359,0.1927,0.17137,0.31303,0.24301,0.21856,0.15077,0.1243,0.53677,0.044389,0.18049,1,0.36177,0.25716,-0.10881,0.065631,0.11282,-0.062058,0.13091,-0.0090114,0.32682,-0.12291,0.15733,0.17536,0.23975,0.14132,0.016332,0.18298,0.32633,-0.14652,-0.03827,-0.0024285,0.094653,-0.16409,-0.059277,-0.10123,-0.12854,0.00072776,0.048747,-0.19027,-0.29349,-0.3226,0.098096,0.12282,-0.01449,0.015711,-0.048642,-0.11087,-0.17627,-0.29771,-0.090994,-0.30391,0.012758,0.18617,-0.24301,0.27473,0.12688,-0.026169,-0.022401,-0.22591,-0.024715,0.057343,0.0019421,-0.046297,-0.12291,0.33588,0.058049,-0.12227,0.048424,-0.045291,0.067359,-0.089029,0.00098618,-0.05462,-0.073063,-0.12949,0.069745,-0.005333,-0.057821,0.16438,-0.096685,0.17608,0.077289,-0.11388,0.018414,0.082387,0.29856,-0.18863,-0.091031,0.36951,0.080532,-0.088698,0.16763,-0.091845,-0.11047,0.036868
37,0.35275,0.46902,0.46921,0.48217,0.49883,0.40617,0.39125,0.49352,0.378,0.48193,0.3741,0.40593,0.41714,0.34897,0.32652,0.46605,0.39847,0.3602,0.37695,0.3339,0.4071,0.33292,0.33142,0.24801,0.19942,0.39889,0.3402,0.39795,0.16554,0.22482,0.36238,0.078132,0.15245,0.26289,0.28906,0.17936,0.36177,1,0.59792,0.2357,0.12417,0.086615,0.26954,0.10777,0.12142,0.40254,-0.1596,0.22265,0.031906,0.33173,0.1808,0.14173,0.030493,0.11403,-0.04955,0.19904,-0.086202,-0.20377,-0.30972,0.32988,0.15163,0.3125,-0.064132,0.057623,-0.028849,-0.1502,-0.029772,-0.15201,0.06453,-0.023784,-0.17585,-0.20504,-0.15896,-0.15171,-0.2639,0.042747,-0.0072781,0.008006,0.29735,-0.24782,-0.025236,-0.21274,-0.20974,-0.24123,-0.16643,-0.083918,-0.15776,-0.018028,0.33484,-0.33957,0.35502,0.047811,0.10928,0.16771,0.13521,0.027107,0.069385,-0.032935,-0.098392,-0.22004,-0.27138,0.19929,0.097709,0.06115,0.23161,0.25035,-0.0074124,-0.14925,0.17745,-0.047425,0.066678,0.14688,-0.25958,0.012862,0.091787,-0.038398,0.050777,0.07304,-0.26566,-0.075012,0.053725
38,0.46302,0.39032,0.43178,0.50868,0.4162,0.46832,0.48622,0.47377,0.39779,0.42347,0.49619,0.42992,0.50854,0.38477,0.32487,0.53607,0.58155,0.42433,0.4267,0.31896,0.24104,0.36184,0.40744,0.32911,0.44221,0.50595,0.34145,0.46015,0.14526,0.42219,0.38193,0.19672,0.17624,0.41591,0.24088,0.093615,0.25716,0.59792,1,0.19119,0.19294,0.046372,0.2222,-0.016624,0.10917,0.23869,0.06516,0.17808,0.041553,0.23089,0.1399,0.084402,0.028783,0.17188,-0.058409,0.21527,0.2299,-0.5231,-0.37671,0.30976,-0.11819,0.10764,-0.040707,0.032855,0.18189,-0.052816,0.24095,-0.24459,0.045072,-0.39848,-0.13646,-0.13028,-0.26178,-0.28956,-0.18599,0.052247,-0.14411,0.18434,0.25337,-0.11714,-0.28185,-0.17936,-0.092557,-0.22693,-0.23747,-0.15204,-0.22119,0.063118,0.092073,-0.14868,0.19967,0.19035,0.24057,0.21768,0.12063,-0.10392,-0.090876,0.15946,-0.32601,-0.06485,-0.19061,0.13739,0.28239,-0.13407,0.28991,0.12299,0.17533,0.061017,0.086015,-0.22647,0.088153,0.055674,-0.13874,0.12717,0.18834,0.1286,0.16378,0.31175,-0.1762,-0.11129,0.084274
39,0.077757,0.27543,0.25759,0.26285,0.27927,0.32119,0.2345,0.32846,0.2215,0.16068,0.25956,0.18938,0.27992,0.11126,0.19445,0.30098,0.16452,0.1997,0.30979,0.21744,0.29103,0.12421,0.3492,0.15429,0.33233,0.44591,0.070268,0.285,-0.052788,0.39169,0.083232,-0.032368,0.32525,-0.00458,0.13083,0.031764,-0.10881,0.2357,0.19119,1,0.086432,0.15762,0.23582,0.21477,0.1433,0.076381,-0.15335,0.054473,-0.00027265,0.12207,0.13196,-0.0087404,0.13898,-0.049119,-0.16351,-0.17245,-0.16184,-0.21908,0.076912,0.05805,-0.0070355,0.37501,-0.095902,-0.32169,-0.10225,0.051491,-0.044766,-0.061844,-0.12805,-0.19738,-0.15658,-0.18518,-0.085095,0.078746,0.01057,0.10028,0.0076858,-0.22925,0.14532,0.040919,-0.2706,0.047711,-0.078856,-0.0038824,-0.21147,0.12379,-0.48509,-0.15353,0.27687,0.018744,-0.13197,-0.029482,0.35185,-0.089089,0.25918,-0.040341,0.18181,-0.16555,-0.04866,0.17886,-0.083393,0.41281,-0.10641,-0.12136,-0.076066,0.18435,0.11416,0.079074,0.07729,-0.12036,0.15931,-0.11405,-0.14028,0.10629,-0.040353,-0.14642,0.2685,-0.14463,-0.12877,0.14859,-0.14866
40,0.44489,0.46442,0.39869,0.48709,0.47518,0.40876,0.41941,0.42055,0.49923,0.59435,0.42646,0.4483,0.42142,0.40533,0.41281,0.52753,0.51688,0.4055,0.36781,0.20106,0.38301,0.3612,0.451,0.51736,0.40324,0.41274,0.35977,0.25509,0.25408,0.53978,0.31584,0.34497,0.18298,0.41826,0.46079,0.18511,0.065631,0.12417,0.19294,0.086432,1,0.22208,0.17757,-0.13071,0.29687,0.25792,0.36551,0.14067,0.14436,0.11206,0.23304,-0.14338,-0.27402,0.012672,0.33622,-0.25056,-0.14807,-0.073105,-0.36518,0.010256,0.15112,-0.14958,0.073571,-0.087506,-0.035675,-0.041426,-0.1714,0.13938,-0.040137,-0.095962,0.029078,0.28192,-0.088434,-0.07307,-0.23645,-0.03696,-0.065886,-0.074105,-0.063997,0.017725,-0.16307,-0.054909,0.065524,0.083541,-0.15521,-0.18746,-0.21158,0.10519,-0.052345,-0.0086433,-0.18657,0.00066204,0.11085,-0.31104,-0.091736,-0.046562,0.13729,-0.036336,0.27034,-0.21312,-0.097676,-0.11862,0.29624,0.044135,-0.033367,0.14576,0.20763,-0.098368,0.043709,0.46064,-0.11771,0.40933,0.092774,-0.13745,0.1983,-0.030276,0.02737,-0.03188,0.046052,-0.18092,-0.12771
