,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
20,0.74778,0.79103,0.7393,0.72451,0.69638,0.78521,0.75643,0.80523,0.83839,0.76349,0.70882,0.6799,0.76453,0.75584,0.77119,0.75247,0.75324,0.71579,0.63936,0.67423,1,0.68911,0.73728,0.69414,0.71057,0.65108,0.65294,0.67042,0.45612,0.57769,0.60755,0.58594,0.47521,0.51545,0.56742,0.52061,0.40985,0.17942,0.38014,0.32687,0.27868,0.20491,0.37642,0.082835,0.21074,0.3123,0.091101,-0.0025739,0.010962,0.056831,0.1737,-0.088922,0.23317,0.16188,-0.1014,-0.04863,0.13029,0.10445,-0.059252,-0.047946,-0.02979,-0.3376,-0.15039,-0.15086,-0.0096188,-0.24327,0.14387,0.0050487,-0.029564,-0.10912,-0.28705,0.23583,-0.174,-0.2059,-0.21898,-0.21042,-0.39781,0.011057,-0.33326,0.11609,0.038821,-0.011788,-0.12441,0.062093,0.14743,0.066178,0.15995,-0.11861,0.14348,0.0049694,-0.16912,0.0080748,-0.098056,-0.28457,0.14681,0.2757,0.018094,-0.28899,-0.18145,0.1988,0.031798,0.059031,0.25282,-0.14506,-0.08645,-0.033251,0.022766,-0.0083268,-0.0076765,0.17226,-0.042535,0.1291,-0.091323,-0.13607,-0.078809,0.022147
21,0.80859,0.79201,0.83692,0.74396,0.84013,0.82,0.82236,0.73533,0.77512,0.80595,0.80781,0.79208,0.79687,0.78213,0.75277,0.75753,0.80042,0.66458,0.66304,0.79714,0.68911,1,0.69329,0.68907,0.74582,0.62009,0.58592,0.67333,0.58951,0.60426,0.65264,0.64896,0.51276,0.56576,0.52041,0.51743,0.57128,0.13554,0.44244,0.38934,0.27394,0.40841,0.35809,-0.12196,0.22245,0.29552,0.13375,0.12225,0.085587,0.22405,0.21498,-0.04804,0.024352,-0.04295,-0.18235,-0.20381,-0.029019,-0.090663,-0.088464,-0.043214,-0.12042,-0.26487,-0.048304,-0.14299,-0.071529,-0.17518,0.065453,-0.0013878,-0.11201,-0.14097,-0.28719,0.011234,-0.20538,-0.11357,-0.29039,-0.22077,-0.44805,0.041492,-0.20017,0.07868,0.039181,0.026899,-0.20971,0.013331,0.25,0.039732,0.16438,-0.03046,0.23762,-0.14697,-0.025077,0.020569,0.066204,-0.2762,0.20525,0.029785,-0.15341,-0.27652,-0.065955,0.29835,0.23293,-0.002851,0.12616,-0.037547,0.082046,0.12365,0.087205,-0.0041108,-0.088554,0.22506,0.13732,0.067993,0.067723,-0.26088,-0.12667,0.068356
22,0.77262,0.84503,0.76134,0.79003,0.8082,0.76206,0.76496,0.75451,0.7506,0.75923,0.71281,0.73643,0.82552,0.73347,0.78542,0.78562,0.76157,0.67619,0.64351,0.79727,0.73728,0.69329,1,0.68507,0.74058,0.72306,0.64878,0.6784,0.53829,0.56217,0.65503,0.6116,0.42321,0.5248,0.48451,0.4816,0.42706,0.21713,0.44091,0.33316,0.21379,0.32184,0.3011,-0.079909,0.17414,0.30291,0.021873,0.0058942,0.28776,0.15033,0.078985,-0.051064,0.15591,-0.10927,-0.096752,-0.21396,0.18271,0.054992,-0.092768,-0.097619,0.023994,-0.20759,-0.17178,-0.053617,0.07434,-0.1824,0.028231,0.01942,-0.24885,-0.20324,-0.36862,0.13069,-0.20128,-0.31007,-0.14798,-0.19193,-0.44589,-0.014506,-0.30927,0.051389,0.093102,-0.22952,-0.36068,0.044698,0.12658,-0.12416,0.13579,0.066669,0.15646,-0.21545,-0.21936,-0.025079,0.030536,-0.31738,0.13485,0.19544,0.0081352,-0.34067,-0.25158,0.10597,-0.0080116,0.087744,0.21132,-0.20749,-0.10566,0.15039,-0.10762,-0.041583,-0.20741,0.12353,-0.091285,0.001898,0.10911,-0.29335,0.097078,0.19932
23,0.76151,0.76083,0.71083,0.7649,0.81495,0.7919,0.82413,0.71751,0.77168,0.68143,0.71905,0.74656,0.72398,0.75738,0.6951,0.72489,0.76821,0.70702,0.61883,0.72657,0.69414,0.68907,0.68507,1,0.66583,0.56088,0.6272,0.68317,0.51604,0.5389,0.67975,0.70133,0.28522,0.58492,0.54978,0.50322,0.56261,0.23344,0.43478,0.3647,0.081087,0.18527,0.32976,-0.072487,0.21823,0.35845,-0.093258,-0.13525,0.02728,0.0066269,0.047117,-0.14403,0.11144,0.1405,-0.16164,-0.12029,0.11446,0.10075,-0.070954,-0.15631,-0.058591,-0.20706,-0.13459,-0.18642,-0.12413,-0.25956,-0.076572,-0.051306,-0.30403,-0.23547,-0.27598,-0.0083899,-0.16433,-0.24063,-0.1584,-0.14652,-0.34327,0.0064269,-0.40003,0.10495,0.014571,-0.058002,-0.090129,-0.049983,0.096448,-0.15988,-0.14039,-0.11863,0.096475,-0.21428,-0.13325,-0.055983,0.055395,-0.30071,0.24035,0.15518,-0.14704,-0.30623,-0.17752,0.18785,-0.0059768,-0.082606,0.13368,0.125,-0.1301,0.081632,-0.082248,-0.085141,-0.20233,0.23681,0.0021878,0.22258,0.00050019,-0.3836,0.097019,0.02774
24,0.79107,0.791,0.82198,0.76244,0.78319,0.70385,0.81344,0.71196,0.70588,0.73572,0.76885,0.66134,0.74839,0.70138,0.72098,0.63702,0.64154,0.70561,0.66469,0.77541,0.71057,0.74582,0.74058,0.66583,1,0.68131,0.55018,0.5936,0.62414,0.48792,0.59955,0.64499,0.43674,0.4771,0.47202,0.4522,0.48232,0.16282,0.32467,0.35133,0.11733,0.26062,0.30236,-0.10583,0.24671,0.2826,0.027303,-0.016151,0.087384,0.12125,0.14986,-0.099356,0.078812,0.0081932,-0.23607,-0.1585,0.11627,0.010926,0.042586,-0.12437,-0.017151,-0.070442,-0.16459,-0.11669,0.083067,-0.17206,0.073388,0.097733,-0.32452,-0.26159,-0.15174,0.14541,-0.24006,-0.22273,-0.1316,-0.10816,-0.38279,0.026401,-0.45925,0.20843,0.078029,-0.08617,-0.19238,-0.039856,0.20689,-0.016808,-0.049307,-0.065812,0.18083,-0.13743,-0.095706,0.079264,0.1902,-0.28756,0.13033,0.17772,-0.056193,-0.31931,-0.246,0.083546,0.16847,-0.031631,0.3512,0.052877,-0.033853,0.071834,0.074495,0.08773,-0.063067,0.31382,0.086983,0.083331,0.15267,-0.17616,-0.059044,0.25297
25,0.75334,0.7578,0.69568,0.75533,0.69154,0.71674,0.76496,0.69962,0.7058,0.73611,0.69469,0.67421,0.69463,0.69997,0.71784,0.70622,0.64112,0.67809,0.70529,0.74538,0.65108,0.62009,0.72306,0.56088,0.68131,1,0.5861,0.6248,0.49947,0.57698,0.5842,0.5541,0.25291,0.36291,0.34573,0.47006,0.48429,0.11015,0.22671,0.31226,0.17848,0.4209,0.23222,0.00012759,0.26338,0.30048,0.10824,0.042105,0.34886,0.014974,0.2672,0.087357,0.10334,-0.06815,-0.14932,-0.071054,0.27079,0.040003,-0.12754,-0.11326,0.0061318,-0.1013,-0.051062,0.0089748,0.097072,-0.15612,0.10683,0.083523,-0.18425,-0.16652,-0.27195,0.16256,-0.13802,-0.36991,-0.19386,-0.22489,-0.29934,-0.092163,-0.079802,0.0058867,0.2511,-0.035031,-0.27048,0.010702,-0.010379,-0.066355,0.17522,0.13006,0.14413,-0.15527,-0.12796,0.022311,-0.084412,-0.2756,-0.033016,0.27524,0.0029551,-0.32788,-0.3388,0.015463,0.080114,0.22024,0.13258,0.01306,0.00925,0.2759,0.12306,0.018576,-0.21812,0.21053,0.036786,0.20829,0.13198,-0.25086,0.034909,0.24641
26,0.6942,0.78703,0.61676,0.68141,0.70586,0.72939,0.68339,0.77691,0.66216,0.67288,0.61185,0.61815,0.70499,0.68274,0.72286,0.77309,0.68499,0.72318,0.56347,0.73524,0.65294,0.58592,0.64878,0.6272,0.55018,0.5861,1,0.48581,0.58064,0.53663,0.62946,0.56916,0.22473,0.55858,0.5286,0.35566,0.39441,0.2276,0.33784,0.32318,0.13877,0.20384,0.23574,0.078845,0.23316,0.34412,-0.085828,0.021178,0.039512,0.066013,0.16215,-0.15398,0.034875,-0.057819,-0.12219,-0.025734,0.016295,0.048494,-0.087663,-0.067186,-0.070599,-0.33836,-0.094312,-0.043602,-0.17984,-0.036238,-0.1551,-0.069374,-0.047382,-0.21296,-0.27094,0.26226,-0.11935,-0.26857,-0.1827,-0.16059,-0.17226,-0.01798,-0.36845,0.024731,0.095762,-0.020942,-0.080447,-0.21108,0.143,-0.12053,0.096497,0.067741,0.17838,0.012267,-0.33204,-0.12101,0.042937,-0.26677,0.089937,0.0723,-0.0015575,-0.16319,-0.30913,0.17331,0.091148,0.12043,0.088066,-0.033736,0.24547,0.030638,0.11606,0.13056,-0.22407,0.11853,0.12019,0.10138,0.22534,-0.23367,0.1366,0.14139
27,0.76035,0.68851,0.69853,0.67887,0.69037,0.81588,0.71408,0.68372,0.7167,0.6567,0.65411,0.7564,0.72049,0.67952,0.63693,0.65162,0.79887,0.70214,0.58531,0.67567,0.67042,0.67333,0.6784,0.68317,0.5936,0.6248,0.48581,1,0.43724,0.60042,0.56041,0.57586,0.37357,0.61966,0.48454,0.53597,0.4476,0.27482,0.44012,0.24812,0.060144,0.16786,0.18789,-0.22877,0.14422,0.42856,0.12053,-0.11822,0.075112,0.11401,0.16937,-0.13,0.075615,0.095867,-0.081405,-0.070326,0.049098,0.00010544,-0.053459,-0.0099625,-0.098474,-0.03836,-0.10704,-0.42695,-0.11082,-0.18594,-0.021206,-0.11276,-0.13603,0.01642,-0.22724,-0.065794,-0.02915,-0.10995,-0.18283,-0.0056165,-0.35991,-0.24026,-0.18832,-0.17609,0.2002,-0.097956,-0.13871,0.09674,0.19058,-0.12835,0.066274,0.012724,0.1944,-0.12146,-0.24026,0.013228,-0.04782,-0.32275,0.27854,0.18351,-0.13045,-0.37225,-0.029037,0.26658,0.25411,0.11204,0.18966,0.12521,-0.047322,0.10145,-0.038179,-0.077411,-0.18478,0.13239,0.11707,0.16053,-0.053158,-0.34947,-0.067588,0.037555
28,0.61818,0.48541,0.57268,0.54715,0.56203,0.62083,0.5868,0.58401,0.4682,0.43589,0.48585,0.47105,0.54652,0.45587,0.59844,0.52522,0.4576,0.55665,0.44859,0.5756,0.45612,0.58951,0.53829,0.51604,0.62414,0.49947,0.58064,0.43724,1,0.36136,0.37518,0.36804,0.188,0.27463,0.1817,0.12431,0.28727,0.16984,0.21773,0.28978,0.094761,0.096733,0.15814,-0.061323,0.31278,0.24493,0.047447,0.033039,0.056421,0.20778,0.31987,-0.26402,0.0011372,0.0023017,-0.19103,-0.22956,-0.17522,0.084158,0.03693,-0.1008,0.099853,-0.20721,-0.24608,-0.0326,-0.016171,-0.16606,0.093193,0.096113,-0.28243,-0.29456,-0.14102,-0.057551,-0.26154,-0.12202,-0.057604,0.098512,-0.24709,0.035001,-0.17221,-0.046188,0.12242,-0.15091,0.050112,-0.16936,0.15458,-0.0052001,0.080661,0.10631,0.11355,-0.13234,-0.21711,-0.10781,0.14494,-0.25079,0.13562,-0.011474,-0.077336,-0.1677,-0.0070164,0.011615,0.11046,-0.011684,0.11175,-0.0089996,0.2209,0.1183,0.19491,0.022245,-0.14061,0.12998,0.11345,0.016207,0.11271,-0.090141,0.1514,0.23359
29,0.60459,0.64113,0.58819,0.61813,0.63317,0.69999,0.65663,0.70812,0.68378,0.6183,0.60999,0.53562,0.70401,0.62171,0.67552,0.63092,0.53338,0.57349,0.49379,0.55609,0.57769,0.60426,0.56217,0.5389,0.48792,0.57698,0.53663,0.60042,0.36136,1,0.46219,0.55172,0.59317,0.67368,0.33125,0.47945,0.59114,0.37685,0.47968,0.21366,0.072095,0.108,0.21915,0.064403,0.4215,0.26915,0.15243,0.12796,0.049978,0.15952,0.25492,-0.14331,0.13679,0.17814,-0.30902,-0.033096,0.19051,0.049864,-0.1289,-0.17723,-0.22927,-0.19324,0.28883,-0.19502,-0.027158,-0.14287,-0.094113,0.016464,-0.0795,-0.15433,-0.31043,0.1598,-0.046621,-0.23958,-0.26273,-0.095873,-0.20485,-0.049324,-0.084399,0.14897,-0.0908,-0.032521,-0.35964,0.013101,0.16679,0.070387,0.18113,-0.005461,0.063242,-0.035018,-0.060995,0.10611,-0.21353,-0.27776,0.29657,0.044752,-0.091074,-0.1878,-0.20284,0.27073,0.02346,-0.12857,0.12014,-0.029579,0.058807,0.32978,-0.073732,0.028803,-0.13189,0.16292,0.1417,0.13755,0.13003,-0.2036,-0.042797,0.0098464
30,0.77579,0.70847,0.67702,0.7213,0.7718,0.69809,0.70763,0.68895,0.73604,0.76319,0.74876,0.76189,0.77226,0.67632,0.67639,0.64866,0.70817,0.7177,0.58546,0.73005,0.60755,0.65264,0.65503,0.67975,0.59955,0.5842,0.62946,0.56041,0.37518,0.46219,1,0.56088,0.30131,0.48531,0.56568,0.61469,0.52524,0.19396,0.29679,0.449,0.15813,0.19589,0.51851,0.040736,0.28519,0.23301,0.081374,0.20933,0.1199,0.086933,0.15556,0.14038,0.10835,0.0028275,-0.031324,-0.053643,0.24522,0.17178,-0.19505,-0.06339,0.015749,-0.15571,-0.14416,-0.065667,0.050211,-0.15889,-0.00076556,-0.141,-0.17688,-0.10864,-0.18818,0.11998,-0.10919,-0.20212,-0.12661,-0.20933,-0.26355,0.031242,-0.26398,-0.0013132,0.17592,0.0032514,-0.20983,-0.23497,-0.061459,-0.08946,-0.042849,0.024349,0.15913,-0.067926,-0.062399,0.056024,-0.0093523,-0.091917,0.078444,0.11309,0.028484,-0.30928,-0.28288,0.14541,0.17235,0.035277,-0.0041874,-0.03411,-0.15579,0.099469,0.032742,-0.11082,-0.2506,0.12449,0.04782,0.07537,0.011517,-0.28124,0.081112,0.099438
31,0.67622,0.79588,0.68775,0.68898,0.80053,0.71548,0.72154,0.68345,0.70261,0.57783,0.72507,0.66439,0.73454,0.69422,0.62694,0.65369,0.64565,0.61281,0.63362,0.64165,0.58594,0.64896,0.6116,0.70133,0.64499,0.5541,0.56916,0.57586,0.36804,0.55172,0.56088,1,0.50342,0.47742,0.45075,0.52014,0.50558,0.14922,0.30343,0.34649,0.043372,0.34833,0.29247,-0.02347,0.079789,0.26299,-0.022639,-0.20962,0.0064194,0.21241,0.17006,-0.043756,0.10841,0.0062022,-0.30518,-0.12425,0.11109,-0.054716,-0.092915,-0.10464,-0.42877,-0.035106,-0.013592,-0.11797,-0.047001,0.0081847,0.015938,0.079436,-0.25258,-0.14753,-0.39644,0.19132,-0.11337,-0.26802,-0.19928,-0.25732,-0.28221,0.042562,-0.45254,0.17229,-0.1434,-0.020184,-0.18746,-0.10287,0.13909,-0.11716,-0.027663,-0.10407,0.026899,-0.14388,-0.21931,0.00012207,0.27181,-0.47113,0.12605,0.10129,-0.16587,-0.23414,-0.35291,0.22666,-0.015356,-0.13762,0.13667,0.1436,0.056428,0.17208,-0.025997,0.05584,-0.016387,0.16089,-0.038498,-0.056136,0.19713,-0.382,-0.0095469,0.10128
32,0.39154,0.47271,0.56784,0.37989,0.41924,0.49431,0.39166,0.43375,0.51723,0.4302,0.4754,0.37197,0.50619,0.4904,0.45699,0.41985,0.32942,0.32591,0.34549,0.3024,0.47521,0.51276,0.42321,0.28522,0.43674,0.25291,0.22473,0.37357,0.188,0.59317,0.30131,0.50342,1,0.35367,0.24713,0.39181,0.29343,0.18264,0.42045,0.16965,0.23462,0.090298,0.15052,-0.02205,0.1779,0.094546,0.1646,-0.011752,-0.090562,0.098527,0.26483,-0.070415,0.063952,0.18107,-0.13409,-0.097988,0.28997,-0.040336,-0.011935,0.0229,-0.2632,-0.11946,0.15673,-0.16061,-0.0045365,-0.04874,0.12969,0.10775,0.14133,0.0072407,-0.21176,0.22943,0.069193,-0.099337,-0.075704,-0.072398,-0.26119,-0.10067,-0.25373,0.045767,-0.34244,0.063587,-0.32182,-0.059854,0.24946,0.21389,0.11635,-0.063478,0.040852,-0.038676,-0.030891,-0.14755,0.122,-0.37941,0.28933,0.065196,-0.08659,-0.090491,-0.025931,0.22569,-0.12869,-0.18284,0.064431,-0.09438,-0.041243,0.11719,0.01808,-0.01684,-0.010443,0.022944,0.011326,-0.014917,-0.027726,0.020994,-0.086458,-0.087742
33,0.62081,0.64548,0.56673,0.61732,0.59083,0.62384,0.63901,0.62925,0.58784,0.57117,0.54706,0.56622,0.69268,0.61362,0.53257,0.57889,0.54892,0.52471,0.47832,0.62507,0.51545,0.56576,0.5248,0.58492,0.4771,0.36291,0.55858,0.61966,0.27463,0.67368,0.48531,0.47742,0.35367,1,0.38756,0.49495,0.42154,0.27882,0.27517,0.26653,0.11922,0.14172,0.33818,-0.15108,0.21918,0.25027,-0.11592,-0.077531,-0.072263,-0.036268,0.14228,-0.2422,0.1312,0.21641,-0.079204,0.016037,0.0039225,0.12175,-0.10429,-0.10016,0.034335,-0.19135,0.095597,-0.40683,-0.27519,-0.075515,-0.17319,-0.057594,-0.20082,-0.1184,-0.25475,0.0016078,-0.065654,-0.20527,-0.41934,0.045998,-0.18229,0.036624,-0.25837,0.018981,0.12031,-0.026865,-0.21079,0.08904,0.032839,-0.28783,0.061536,-0.072189,0.12952,-0.077275,-0.049564,-0.0098074,0.039574,-0.039263,0.33214,0.12743,0.061306,-0.18145,0.071839,0.13644,0.11193,-0.050069,0.15454,-0.034356,0.07641,0.047851,-0.14737,-0.043887,-0.10726,0.10825,0.16512,0.29829,0.056802,-0.34325,0.0011846,0.13606
34,0.52851,0.63201,0.45369,0.49177,0.5311,0.5506,0.51568,0.58092,0.57847,0.6154,0.44045,0.59067,0.55037,0.51379,0.53593,0.53585,0.53965,0.43872,0.42227,0.54097,0.56742,0.52041,0.48451,0.54978,0.47202,0.34573,0.5286,0.48454,0.1817,0.33125,0.56568,0.45075,0.24713,0.38756,1,0.27052,0.27448,0.19956,0.37826,0.31574,0.15701,0.33225,0.46695,-0.056523,0.14039,0.27319,0.32195,0.036204,0.044798,0.25297,-0.18125,0.019497,-8.5702e-05,-0.13568,-0.053911,-0.16992,-0.031036,-0.05354,-0.056614,0.13168,-0.2219,-0.059381,0.10702,-0.14489,0.058058,-0.087349,-0.10651,-0.11406,0.0098056,-0.038873,-0.20361,-0.034306,-0.12673,-0.18319,-0.18039,-0.084622,-0.17147,-0.16016,-0.37141,-0.030605,0.0929,-0.048658,-0.040726,-0.11339,0.19077,-0.0091543,-0.0037803,0.050991,0.36899,-0.066992,-0.1894,0.1089,-0.1237,-0.18872,0.31635,0.02129,-0.25217,-0.45882,-0.32189,0.27661,0.16762,-0.0013301,0.15134,-0.073697,-0.15948,-0.11532,-0.06427,-0.21698,0.030668,0.22,0.14042,-0.10111,-0.025703,-0.29875,0.077168,-0.057732
35,0.56096,0.53537,0.55608,0.60261,0.61147,0.52352,0.56103,0.42831,0.55873,0.55859,0.624,0.57579,0.56891,0.53727,0.44083,0.54652,0.50335,0.42871,0.40918,0.52035,0.52061,0.51743,0.4816,0.50322,0.4522,0.47006,0.35566,0.53597,0.12431,0.47945,0.61469,0.52014,0.39181,0.49495,0.27052,1,0.45113,0.03617,0.20782,0.22015,0.10815,0.11318,0.22435,-0.029489,0.21433,0.13254,0.0023256,0.11052,0.18031,-0.12386,0.27081,0.072775,0.07413,0.13342,0.068424,0.060957,0.37502,0.15505,-0.26172,-0.29599,0.00042225,-0.088584,-0.16221,-0.34557,0.065931,-0.058071,-0.11115,-0.15082,-0.078254,0.1889,0.01626,0.073759,-0.087873,-0.16217,-0.14573,-0.14321,-0.37247,0.0083553,-0.19025,0.17986,0.14204,0.019315,-0.2009,0.23942,0.099646,-0.088377,0.15861,-0.018039,0.074309,0.050857,0.10264,0.010896,0.023041,-0.19241,0.13499,0.28323,0.12726,-0.16538,-0.22033,-0.030825,0.080272,-0.20393,0.1729,0.069034,-0.18289,-0.10181,0.037247,-0.022232,-0.072482,-0.074001,0.15738,0.1732,0.062857,-0.22353,-0.065106,0.034911
36,0.52721,0.49897,0.55361,0.50807,0.55691,0.53856,0.59529,0.52512,0.49489,0.56672,0.57642,0.56675,0.48581,0.64601,0.55692,0.44925,0.43153,0.52811,0.40375,0.52707,0.40985,0.57128,0.42706,0.56261,0.48232,0.48429,0.39441,0.4476,0.28727,0.59114,0.52524,0.50558,0.29343,0.42154,0.27448,0.45113,1,-0.02354,0.39857,0.38718,0.13971,0.094118,0.067909,-0.046827,0.14463,0.07557,0.041572,0.0031334,0.11088,0.17565,0.058687,0.07214,0.12529,-0.080767,-0.052767,0.01097,0.28783,0.1557,-0.23426,-0.1938,-0.14841,-0.058707,0.17504,-0.19493,0.060881,-0.057894,-0.083769,-0.046868,-0.29622,-0.16548,-0.16368,0.16834,-0.21762,-0.15922,-0.27447,-0.069309,-0.27484,-0.019359,-0.1282,0.10917,-0.018743,4.573e-05,-0.34188,-0.083134,0.052268,0.041639,-0.018336,-0.056034,0.039246,-0.025164,0.17525,0.18103,-0.1597,0.020429,0.17687,0.10125,-0.16329,-0.14118,-0.21282,0.028589,0.30099,0.0072666,-0.034159,0.10945,-0.027126,0.40229,0.0054705,-0.083166,-0.17327,0.08846,0.10171,0.10301,0.015303,-0.17983,-0.031078,-0.057343
37,0.22767,0.21677,0.068026,0.1774,0.24055,0.19225,0.15954,0.24047,0.16733,0.24937,0.16791,0.089939,0.19427,0.14323,0.18776,0.19326,0.27872,0.35537,0.042087,0.084187,0.17942,0.13554,0.21713,0.23344,0.16282,0.11015,0.2276,0.27482,0.16984,0.37685,0.19396,0.14922,0.18264,0.27882,0.19956,0.03617,-0.02354,1,0.27111,-0.0098141,0.0079258,0.076467,0.065797,0.14486,0.32399,0.30363,0.19524,0.13014,-0.076662,0.10166,-0.16481,-0.35406,0.12138,0.20894,-0.097179,0.092637,0.0031924,0.0043698,0.24861,0.062533,-0.18062,0.021124,0.075684,-0.013709,-0.050693,-0.29329,-0.21797,-0.052062,0.060135,-0.13298,0.035523,-0.16872,0.067433,-0.12283,-0.1001,0.3594,0.10603,0.19697,-0.12214,-0.057829,0.14814,-0.055287,-0.16179,-0.085907,0.11779,0.043955,-0.13849,-0.034119,0.26163,-0.20864,-0.35788,-0.11389,-0.31371,-0.18334,0.29673,-0.25673,-0.13103,0.0060459,0.038978,0.2198,0.15177,-0.20502,0.084281,0.12129,0.21738,0.062076,-0.19316,-0.10444,-0.2437,0.13639,-0.17269,-0.18408,-0.0072304,-0.19414,-0.052659,-0.083507
38,0.31893,0.37075,0.40805,0.33809,0.41962,0.44312,0.35094,0.33915,0.39572,0.29624,0.42378,0.36622,0.392,0.46612,0.45827,0.465,0.4282,0.37355,0.19954,0.38058,0.38014,0.44244,0.44091,0.43478,0.32467,0.22671,0.33784,0.44012,0.21773,0.47968,0.29679,0.30343,0.42045,0.27517,0.37826,0.20782,0.39857,0.27111,1,0.20995,0.22912,0.014606,0.010827,0.11282,0.21611,0.26058,0.1394,0.119,0.097396,0.33783,0.097176,-0.23587,-0.092033,-0.054787,-0.08999,-0.30487,0.060231,0.07089,0.13484,0.066833,-0.15672,-0.33153,0.16168,-0.19321,0.088316,0.0078066,-0.097408,0.009617,0.043046,0.13336,-0.15578,0.30042,-0.016063,-0.11903,-0.037133,-0.06853,-0.20267,-0.077904,-0.052574,0.024808,-0.15482,-0.055782,-0.067046,0.123,0.30783,0.14629,-0.20227,-0.26398,0.17665,0.071058,-0.085232,0.045869,-0.24066,-0.44209,0.26269,0.091818,-0.20896,-0.30036,0.018845,0.38669,0.02105,0.032946,0.024092,0.15428,-0.18021,0.053273,-0.10565,0.056966,-0.28842,0.039326,-0.0048131,-0.051589,0.15387,0.053321,-0.13993,-0.025513
39,0.36375,0.45813,0.34261,0.32222,0.40128,0.37976,0.39937,0.3826,0.35336,0.37099,0.39732,0.38683,0.37508,0.38847,0.44484,0.34285,0.24774,0.28432,0.34085,0.36432,0.32687,0.38934,0.33316,0.3647,0.35133,0.31226,0.32318,0.24812,0.28978,0.21366,0.449,0.34649,0.16965,0.26653,0.31574,0.22015,0.38718,-0.0098141,0.20995,1,0.15313,0.24933,0.19994,0.41726,-0.022909,0.38392,0.061672,0.075299,0.2062,0.13948,0.058815,0.066618,0.2874,0.16377,-0.28021,-0.09782,0.00035562,0.19653,-0.080076,-0.083052,-0.1938,-0.35298,0.2126,-0.098304,0.017611,0.067769,0.21971,0.20359,-0.29559,0.051727,-0.10258,0.13964,-0.25433,-0.25738,-0.21662,-0.1206,-0.17686,0.079437,-0.31751,-0.07382,0.12345,0.037253,-0.095073,0.026174,0.10445,-0.026782,0.0095839,-0.26939,-0.19685,0.097826,0.013461,0.27882,-0.0062698,-0.090129,0.15073,0.17151,-0.22166,-0.27178,-0.051079,-0.064403,-0.13173,0.1842,-0.030388,0.08335,-0.10467,-0.055227,0.024025,-0.207,-0.20541,-0.015446,0.0050425,0.1005,0.21609,-0.12409,0.1005,-0.0044844
40,0.18924,0.21061,0.27785,0.29118,0.10756,0.15971,0.19363,0.16457,0.19649,0.27627,0.27915,0.12829,0.27385,0.27105,0.18309,0.25005,0.19374,0.17737,0.16595,0.16338,0.27868,0.27394,0.21379,0.081087,0.11733,0.17848,0.13877,0.060144,0.094761,0.072095,0.15813,0.043372,0.23462,0.11922,0.15701,0.10815,0.13971,0.0079258,0.22912,0.15313,1,0.50529,0.11688,0.018296,-0.11247,0.22784,0.13617,-0.011341,0.064073,-0.025964,0.095202,0.12261,-0.29399,-0.15235,0.15734,-0.10911,0.084757,-0.014697,-0.12754,0.094871,0.3,-0.34381,0.0056051,-0.094526,0.0034462,-0.15387,0.26471,0.036815,-0.01359,0.040955,-0.13319,-0.1053,-0.017748,-0.094337,-0.44705,0.2364,-0.14249,-0.050493,-0.15037,-0.061726,0.025024,-0.10141,-0.026528,0.057235,-0.10999,0.044204,0.086558,-0.037288,0.051432,0.21261,0.15622,-0.26297,-0.063653,0.26893,0.25611,0.24919,0.089795,-0.038786,-0.08937,0.008773,-0.11734,0.14531,-0.26499,-0.2399,0.022892,-0.0058371,-0.069248,-0.20943,-0.19217,-0.0089761,-0.040532,-0.16975,-0.22291,0.13037,-0.023004,-0.02861
41,0.2649,0.40796,0.3382,0.41035,0.30822,0.26542,0.36892,0.29101,0.26705,0.37784,0.33851,0.29951,0.27332,0.3242,0.26792,0.27894,0.34087,0.25939,0.34666,0.34104,0.20491,0.40841,0.32184,0.18527,0.26062,0.4209,0.20384,0.16786,0.096733,0.108,0.19589,0.34833,0.090298,0.14172,0.33225,0.11318,0.094118,0.076467,0.014606,0.24933,0.50529,1,0.19673,-0.080797,-0.12614,0.39186,0.16654,-0.11794,0.071038,0.1142,-0.045231,0.25184,-0.12968,-0.1396,-0.15748,-0.014237,0.0041002,-0.25105,-0.1741,0.037241,-0.060889,-0.15277,0.034562,0.17894,-0.11273,-0.066269,0.19994,0.029112,0.032693,0.058519,-0.30636,-0.20568,-0.098498,-0.25652,-0.37786,0.013265,-0.17209,-0.056577,-0.15369,0.061365,0.18372,-0.097539,-0.25121,0.12687,0.17504,-0.21077,0.25704,0.24041,0.16397,-0.18398,0.0058279,-0.059096,0.056083,0.033653,0.096287,0.089495,-0.18807,-0.18574,-0.26196,0.15268,-0.028698,-0.037357,-0.021559,-0.17106,0.040449,0.12229,-0.014711,-0.018913,-0.084573,0.16857,-0.078357,-0.11599,0.080466,-0.12922,0.075746,0.0034408
