,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182
45,0.81009,0.78136,0.78454,0.82441,0.78127,0.7532,0.77924,0.74312,0.80213,0.74741,0.70383,0.70175,0.81182,0.75278,0.74719,0.7298,0.72369,0.76237,0.80011,0.7967,0.79006,0.79903,0.72878,0.76856,0.76104,0.80807,0.77123,0.79596,0.66662,0.76532,0.70624,0.78467,0.70212,0.70558,0.70459,0.75107,0.68181,0.6762,0.6081,0.77782,0.68696,0.74464,0.62623,0.69627,0.70407,1,0.67891,0.70542,0.54305,0.51649,0.57976,0.67179,0.67683,0.6422,0.60961,0.57768,0.49776,0.63392,0.60681,0.49775,0.299,0.51044,0.64931,0.32771,0.33513,0.34276,0.50134,0.37261,0.5783,0.0066456,0.26849,0.50908,0.38136,0.33544,0.16053,0.29768,0.1813,0.37698,0.28301,0.40253,0.39513,0.17221,0.40645,0.24977,0.23053,0.37215,0.44965,0.16911,0.16395,0.070316,0.26896,0.14109,-0.01305,0.20235,0.1036,0.19572,0.097771,-0.13384,0.22982,0.051919,-0.041153,0.12882,0.35835,0.15353,0.21742,0.28479,-0.262,0.26733,0.26873,0.016182,0.039173,-0.13009,0.051206,0.30067,-0.096646,0.097388,-0.040962,0.07525,0.025715,-0.063764,0.015437,-0.020932,0.2548,0.15334,-0.066322,0.034891,-0.050909,0.075013,-0.21583,-0.034576,0.38312,-0.085738,0.0095513,-0.18677,-0.20007,-0.068558,-0.24245,-0.091675,-0.16144,0.19291,0.10114,0.0407,0.041015,-0.092022,0.088538,0.097464,-0.07076,-0.19522,-0.056349,-0.23164,-0.084417,-0.076368,-0.069445,0.14926,-0.022487,0.0046364,0.10945,-0.093151,-0.11294,0.24357,-0.14648,-0.017502,-0.020164,0.1576,-0.037957,0.045818,0.10079,-0.28359,-0.2896,-0.11437,0.072,-0.069779,0.091563,-0.12273,-0.38965,-0.10307,-0.097135,-0.12369,0.11424,0.028901,-0.17953,-0.042928,0.1574
46,0.74715,0.76449,0.70131,0.80498,0.72572,0.78648,0.76671,0.71568,0.82143,0.77032,0.72065,0.70176,0.70008,0.72609,0.70331,0.64476,0.70097,0.74879,0.76724,0.7832,0.73362,0.74464,0.78728,0.70077,0.80912,0.72923,0.79896,0.7608,0.73947,0.76557,0.66548,0.71886,0.68879,0.78471,0.72222,0.73856,0.71955,0.67408,0.67078,0.81759,0.65421,0.73097,0.6422,0.61062,0.62836,0.67891,1,0.70535,0.5249,0.45312,0.6211,0.67233,0.75078,0.54961,0.61148,0.6226,0.37875,0.46347,0.40549,0.58435,0.34973,0.56394,0.55983,0.49079,0.47785,0.41024,0.59297,0.45237,0.27123,0.037658,0.12183,0.42606,0.40397,0.30929,0.47285,0.092133,0.20732,0.36198,0.23275,0.19803,0.18996,0.18881,0.29225,0.12594,0.12017,0.31594,0.26296,0.17639,0.046848,0.046915,0.097994,0.059161,-0.0055735,0.089347,0.17521,0.1372,0.16718,-0.31574,0.22236,0.25227,0.076227,0.078927,0.20397,0.21529,0.33793,0.13625,-0.41413,0.070223,0.28698,-0.049526,0.07143,-0.23522,-0.18789,0.1982,-0.12597,0.059621,-0.054407,-0.010456,0.18241,-0.098228,-0.16982,-0.10088,0.20753,0.0082729,-0.12292,0.048652,-0.092096,0.062445,-0.10421,0.23393,-0.0070074,-0.075854,-0.058748,-0.19074,-0.057281,0.1949,-0.42206,0.015961,-0.087318,-0.11387,0.028923,-0.069564,0.01695,-0.13897,0.1973,-0.001921,-0.3092,-0.076891,0.0071111,-0.15704,-0.08341,0.063565,-0.098974,0.1139,0.098038,0.0679,-0.0010708,0.073053,-0.34087,0.16408,0.079325,-0.096737,-0.018176,0.023163,-0.079952,0.045999,0.1077,-0.1376,-0.089246,0.043145,0.11498,-0.022595,0.24677,-0.0094754,-0.30639,-0.13387,0.18311,-0.15851,0.098814,0.059294,-0.24563,0.075915,-0.0072779
47,0.70205,0.76174,0.67942,0.7624,0.68621,0.70044,0.6855,0.65003,0.76553,0.67563,0.69993,0.59537,0.73975,0.65068,0.72423,0.61172,0.58783,0.66161,0.65433,0.76764,0.63914,0.72156,0.61281,0.66901,0.67683,0.75062,0.69871,0.72427,0.69278,0.66828,0.57438,0.70259,0.63059,0.72221,0.59837,0.70281,0.75108,0.58674,0.52475,0.6949,0.61935,0.60591,0.48955,0.71534,0.50065,0.70542,0.70535,1,0.45783,0.42836,0.56835,0.66733,0.62238,0.53585,0.51423,0.41148,0.36003,0.6424,0.44761,0.45721,0.20564,0.38524,0.48409,0.31812,0.42557,0.23598,0.49156,0.24843,0.41198,-0.19505,0.34295,0.29455,0.3472,0.37206,0.23645,0.21546,0.26821,0.41828,-0.0078499,0.41013,0.21337,0.13217,0.271,0.071429,0.22371,0.33498,0.39645,0.13836,0.17022,-0.010783,0.20714,0.25877,0.2308,-0.017497,0.072619,0.015757,0.0018607,-0.27049,0.25652,-0.04598,-0.080576,0.0093949,0.37724,0.29071,0.14073,0.27166,-0.25136,0.26246,0.25087,0.14813,-0.042337,-0.23069,-0.060787,0.21713,-0.27661,0.17753,0.09865,0.085771,0.13718,-0.064261,-0.11634,-0.084721,0.28588,0.036466,-0.1366,-0.050203,0.020601,0.05604,-0.14591,0.14684,0.045782,-0.016229,0.14294,-0.03403,-0.067164,-0.030666,-0.1528,0.0066976,-0.015999,-0.080713,-0.13762,-0.24442,0.12718,-0.22945,0.15294,-0.027908,-0.22366,-0.06727,0.12511,-0.036531,-0.1965,0.059967,-0.043554,0.18408,-0.18566,0.042117,-0.11217,-0.022145,-0.27388,0.089635,-0.23525,-0.018954,0.09109,-0.040233,0.065711,0.16634,-0.034863,-0.095456,-0.17948,0.083443,0.11891,-0.20202,0.073726,-0.13282,-0.36812,-0.21578,-0.0095515,-0.26152,0.13767,-0.0071739,-0.36215,0.10013,0.1998
48,0.62375,0.71101,0.73412,0.62735,0.61713,0.58144,0.66492,0.54785,0.61237,0.65041,0.5605,0.62018,0.66246,0.63077,0.60497,0.64585,0.61444,0.60425,0.61866,0.61133,0.64324,0.59797,0.68465,0.62556,0.57307,0.60808,0.63246,0.68619,0.646,0.68864,0.65103,0.59182,0.64783,0.61265,0.64086,0.56713,0.52605,0.58766,0.56057,0.62124,0.58999,0.56232,0.39285,0.5115,0.51213,0.54305,0.5249,0.45783,1,0.23116,0.50804,0.58416,0.32908,0.46815,0.4903,0.5941,0.53709,0.65055,0.41202,0.4051,0.079278,0.49688,0.47849,0.34867,0.41617,0.17052,0.42989,0.37787,0.43798,-0.051945,0.19224,0.38262,0.23878,0.48652,0.21381,0.052261,0.11536,0.37724,0.21348,0.37657,0.23858,0.2478,0.16395,0.20244,0.19016,0.035044,0.2234,0.12298,0.13122,0.15357,0.095293,0.099295,-0.043249,0.16431,0.028203,0.20062,0.03477,-0.095985,-0.063321,0.068399,-0.09016,-0.078843,0.33523,0.24821,0.15219,0.19275,-0.30316,0.025063,0.22718,0.065726,0.22724,-0.074509,-0.094634,0.19146,0.017188,0.17669,-0.077943,-0.036823,0.17457,0.044552,0.025285,0.087912,0.2169,0.1323,-0.034039,-0.096894,0.24899,0.17155,-0.10861,0.064833,0.13753,-0.10117,-0.14217,-0.20364,0.077326,0.069261,-0.20856,0.006624,-0.1547,0.047441,0.20393,0.0029638,0.050053,0.21701,0.1021,0.33475,-0.22391,0.13908,0.12212,-0.26034,0.014577,0.22355,-0.1622,0.067503,0.067587,0.05397,-0.10713,-0.19934,-0.23172,0.20043,-0.055578,-0.086635,0.13237,-0.0062112,-0.079256,0.27363,-0.097036,-0.092844,-0.20163,-0.047114,0.23009,0.026073,0.28548,0.023256,-0.36318,-0.085833,0.21144,-0.099173,0.23013,-0.0077313,0.16998,0.061471,-0.043144
49,0.58677,0.49588,0.60948,0.54684,0.57021,0.51345,0.63668,0.56686,0.57144,0.54891,0.56387,0.46351,0.50663,0.65031,0.45928,0.53887,0.58965,0.56207,0.5134,0.47061,0.53302,0.55157,0.51884,0.54861,0.53472,0.54305,0.57954,0.46893,0.53888,0.5705,0.45435,0.53038,0.49539,0.51456,0.48259,0.50063,0.48033,0.50546,0.39393,0.5445,0.50001,0.52957,0.45778,0.38882,0.44013,0.51649,0.45312,0.42836,0.23116,1,0.46274,0.50929,0.45739,0.59239,0.34827,0.37991,0.39175,0.31321,0.29378,0.18169,0.24294,0.37589,0.26382,0.16539,0.34588,0.36205,0.46109,0.17978,0.23898,0.17613,0.15466,0.25411,0.040549,0.20366,0.20252,0.088986,0.044356,0.012017,0.32771,0.31562,0.37114,0.19124,0.17378,-0.062958,0.087368,0.27782,0.41879,0.027255,0.1125,0.12682,0.015568,0.11375,-0.058253,0.093664,-0.20098,-0.05682,0.16169,-0.053942,0.23756,0.013272,0.087713,-0.022696,0.2952,-0.14156,0.10227,0.34193,-0.12345,0.16599,0.27759,0.38809,-0.0049534,-0.044458,-0.094803,0.015494,0.054667,-9.6354e-05,-0.021508,-0.03474,0.11449,0.11371,-0.073848,0.078696,0.10376,0.24202,0.022865,-0.072662,-0.075851,-0.03623,-0.16804,-0.19473,0.16942,0.070144,0.070897,0.16488,-0.2298,-0.062422,-0.31605,0.10023,-0.1897,0.17857,-0.027696,-0.17978,-0.094936,-0.0067481,-0.0074153,-0.13376,0.083822,-0.1598,0.1852,0.067587,0.18693,-0.06856,-0.28493,0.035538,-0.0069934,-0.015399,-0.033019,0.01437,0.02836,-0.060737,0.075429,-0.10672,0.089755,-0.036631,0.086939,-0.013378,-0.21312,-0.27025,-0.217,0.098555,-0.036287,-0.047604,-0.05009,-0.16221,-0.28147,-0.10996,-0.13454,-0.10815,-0.056035,-0.095772,0.035207,0.017165,0.082897
50,0.57593,0.61771,0.64218,0.67506,0.5249,0.55243,0.57353,0.49545,0.68078,0.58323,0.64516,0.43144,0.55593,0.58485,0.61832,0.61401,0.54673,0.58931,0.58668,0.59105,0.57116,0.58444,0.54037,0.52421,0.60037,0.56624,0.66526,0.58289,0.58041,0.69533,0.45349,0.47277,0.55997,0.56752,0.56697,0.54232,0.52294,0.59047,0.40182,0.5955,0.69356,0.59232,0.41417,0.50647,0.60057,0.57976,0.6211,0.56835,0.50804,0.46274,1,0.57753,0.48386,0.53622,0.49539,0.4497,0.30142,0.42953,0.23107,0.38966,0.20854,0.25622,0.45968,0.36575,0.48384,0.24588,0.38256,0.40634,0.31002,0.037109,0.18495,0.42383,0.21751,0.34293,0.40282,0.16697,0.05375,0.29146,0.24945,0.44812,0.097179,0.24492,0.17584,0.15765,0.23999,0.32774,0.32362,0.014524,0.36376,0.20119,0.12003,0.35133,-0.028173,0.26446,-0.075769,0.11817,-0.08074,0.028375,0.08227,0.30226,-0.0076306,-0.047526,0.26254,0.029457,0.20962,0.23967,-0.13629,0.16297,0.087314,0.085416,0.070568,-0.17242,-0.072043,0.30587,-0.17035,0.26842,-0.061839,0.036991,0.17552,-0.19394,-0.0047574,0.0027558,-0.065843,0.21491,-0.023176,0.048028,-0.1032,0.010988,-0.15133,0.033461,-0.01221,-0.1306,0.037305,-0.20504,-0.095156,0.047488,-0.34585,0.067717,-0.043441,-0.095784,-0.033969,-0.10559,-0.041094,-0.16069,0.3509,0.10612,0.059967,0.032341,0.084666,-0.12889,0.0087946,-0.12807,-0.1096,0.23755,-0.10677,-0.081771,-0.0035629,-0.11461,-0.31166,0.077369,-0.1184,-0.10995,0.084283,0.18717,-0.19723,0.24861,0.070488,-0.088073,-0.32169,0.014632,0.1423,0.20328,0.023404,-0.13905,-0.32914,0.10003,0.020825,-0.19571,0.11457,0.10234,-0.037094,0.0055387,0.15614
51,0.68525,0.7254,0.79026,0.76112,0.72192,0.73542,0.73244,0.66044,0.75741,0.77523,0.74403,0.65115,0.76,0.75723,0.69914,0.76599,0.73242,0.75828,0.75907,0.8058,0.702,0.72962,0.68713,0.7353,0.69565,0.65384,0.78908,0.83867,0.74147,0.76577,0.73163,0.70564,0.66341,0.73761,0.67603,0.72748,0.77863,0.73041,0.62244,0.60769,0.57133,0.62634,0.53432,0.76828,0.69,0.67179,0.67233,0.66733,0.58416,0.50929,0.57753,1,0.63976,0.66371,0.54604,0.58236,0.62426,0.64774,0.49072,0.52731,0.3287,0.49895,0.5237,0.3342,0.534,0.41687,0.42767,0.41493,0.53215,-0.14192,0.29885,0.38984,0.27162,0.37893,0.3517,0.25542,0.28217,0.27516,0.062553,0.37737,0.1752,0.19898,0.15044,0.32617,0.086453,0.32109,0.56085,0.2244,0.27544,0.23538,0.23013,0.2191,0.041116,0.23593,-0.048444,0.1956,0.082555,-0.14079,0.15804,-0.040648,-0.0009643,0.26331,0.30822,0.19758,0.25924,0.26595,-0.34273,0.30798,0.22813,0.072188,0.13795,-0.13179,0.016143,0.28947,-0.14278,0.21644,0.11592,0.032926,0.23804,-0.19034,0.065871,0.20533,0.22037,-0.036133,0.036529,-0.028003,0.021033,-0.024021,-0.0769,0.11047,0.072784,-0.13162,0.080732,-0.10557,-0.11694,-0.0039251,-0.17433,0.037785,-0.080188,0.10974,0.015479,-0.13877,-0.035717,0.076725,0.10532,0.073927,-0.19121,-0.0076771,0.23189,-0.0058331,0.058405,0.018906,-0.29504,0.18592,0.14418,-0.096746,-0.14618,-0.10582,-0.065271,0.28007,-0.033047,-0.089593,0.058129,0.054794,-0.17322,0.18733,0.091349,-0.17825,-0.069838,0.0091343,0.051109,-0.10475,0.24787,-0.019426,-0.39075,-0.21054,-0.19338,-0.066169,-0.029935,0.013311,-0.14061,0.023415,0.23522
52,0.65507,0.69993,0.59333,0.63179,0.65183,0.67842,0.68266,0.64557,0.67422,0.67296,0.63385,0.5854,0.62288,0.69272,0.61213,0.5751,0.59885,0.70395,0.6649,0.69522,0.67109,0.62939,0.64499,0.57633,0.68958,0.63073,0.69525,0.64601,0.58697,0.57861,0.64135,0.62975,0.61621,0.66597,0.57818,0.70051,0.59976,0.64805,0.58535,0.67411,0.58652,0.70514,0.58037,0.65699,0.56183,0.67683,0.75078,0.62238,0.32908,0.45739,0.48386,0.63976,1,0.4453,0.39691,0.46733,0.36307,0.55326,0.39541,0.59704,0.35217,0.56076,0.4493,0.38807,0.28001,0.42685,0.529,0.43685,0.34008,-0.020305,0.22894,0.39912,0.31775,0.139,0.3592,0.30555,-0.010187,0.41436,0.13578,0.12424,0.29455,0.27626,0.34407,0.14307,0.020867,0.25842,0.37239,0.28131,0.22735,0.14181,0.21188,0.073324,0.11921,0.12975,-0.057354,0.15997,0.12467,-0.17273,0.2321,0.27098,-0.071914,0.12238,0.28789,0.12917,0.1978,0.15371,-0.3493,0.10915,0.35962,0.14281,0.096125,-0.049502,-0.025734,0.36467,-0.25498,0.062325,0.20791,-0.0078768,0.12222,-0.14014,-0.12919,0.034051,0.095259,-0.079802,-0.024296,-0.0080632,-0.19843,0.052407,-0.064974,0.090526,0.05839,-0.10975,0.08449,-0.010173,-0.16651,0.10113,-0.27246,0.15813,-0.21815,-0.031726,-0.099923,0.045696,0.036218,-0.13816,0.15555,-0.1237,-0.17504,-0.062043,0.078557,-0.0084096,0.017778,0.10857,-0.27467,0.021033,-0.065783,0.017669,0.07629,0.026928,-0.096516,0.19811,0.092686,-0.11508,-0.14062,0.055416,-0.17788,-0.063037,0.27279,-0.20598,0.12516,-0.041291,-0.019698,-0.13785,0.14848,0.038155,-0.32816,-0.19507,-0.042977,-0.13842,-0.12802,0.070411,-0.224,-0.051805,0.13798
53,0.63311,0.6558,0.75279,0.64917,0.65496,0.6365,0.72309,0.66283,0.78775,0.69895,0.76004,0.65732,0.68129,0.76102,0.6512,0.69881,0.72277,0.65053,0.68687,0.66044,0.68783,0.65456,0.62484,0.78918,0.74023,0.64239,0.68475,0.64746,0.59939,0.68289,0.55733,0.6273,0.62376,0.65258,0.66504,0.68279,0.59771,0.68625,0.56576,0.65565,0.55427,0.63637,0.59682,0.71222,0.57788,0.6422,0.54961,0.53585,0.46815,0.59239,0.53622,0.66371,0.4453,1,0.67319,0.45232,0.48059,0.46579,0.31681,0.39709,0.16619,0.43118,0.40662,0.28501,0.54694,0.32642,0.47321,0.30575,0.29391,0.10249,0.2865,0.53796,0.29746,0.25795,0.33968,0.28779,0.19844,-0.00076037,0.28551,0.29033,0.15994,0.38264,0.16831,0.27909,0.1775,0.20532,0.40412,0.17922,0.13224,0.27414,0.033294,0.19233,0.080628,0.2196,0.18203,0.24303,0.039914,-0.059404,0.17664,0.031188,0.12689,0.15487,0.17834,0.14495,0.20707,0.23482,-0.074521,0.23863,0.083745,0.17994,0.043628,0.050633,0.020331,-0.035942,0.16236,0.054109,0.042932,0.062178,0.13458,0.036866,0.0037984,0.045037,0.11167,0.22451,-0.16079,-0.022032,0.0015221,-0.0014116,-0.3278,0.058612,0.12258,-0.19289,0.12222,-0.074216,-0.24608,-0.22286,-0.2826,0.024857,-0.20841,0.35515,0.085284,-0.17685,-0.14842,0.089525,0.18593,-0.012738,0.022667,-0.1654,0.22454,-0.22175,-0.043839,-0.0094029,-0.2107,0.17685,-0.15037,-0.045413,-0.010455,-0.053655,-0.048009,0.20025,0.042856,-0.12948,0.089694,0.043053,0.027066,-0.043873,-0.051696,-0.010063,-0.19528,-0.0168,0.03989,-0.019264,0.039384,-0.11008,-0.19977,-0.21791,-0.14685,-0.00072166,0.15867,0.035094,-0.11618,0.056413,0.15568
54,0.51276,0.55726,0.62056,0.64568,0.533,0.67272,0.66219,0.54559,0.69829,0.57442,0.6093,0.61692,0.63235,0.62441,0.54544,0.56525,0.56822,0.52135,0.60567,0.58791,0.56288,0.47555,0.60255,0.72391,0.61548,0.57589,0.63144,0.64575,0.45873,0.56672,0.5605,0.47908,0.57133,0.55539,0.63311,0.57553,0.60654,0.62904,0.49651,0.64092,0.47947,0.61228,0.50258,0.5163,0.52579,0.60961,0.61148,0.51423,0.4903,0.34827,0.49539,0.54604,0.39691,0.67319,1,0.56495,0.23739,0.36919,0.30909,0.40501,0.0995,0.45838,0.43839,0.30769,0.38949,0.22374,0.2648,0.18686,0.41347,0.060113,0.18248,0.52289,0.34664,0.39108,0.38471,0.17952,0.19372,0.17288,0.23582,0.21924,0.18482,0.19064,0.33579,0.1862,0.23205,0.070439,0.37009,0.34662,0.0025449,0.011225,-0.087847,0.17257,-0.12905,0.08107,0.20004,0.14552,-0.089122,-0.13492,0.17296,0.00051009,0.071294,0.20745,0.33551,0.29319,0.25045,0.069097,-0.15431,0.1449,0.076514,-0.11359,0.011208,-0.17901,-0.042966,0.029666,-0.054136,0.094142,0.038398,-0.012817,-0.041267,0.028731,-0.084749,-0.076787,-0.059394,0.16368,0.03778,0.039226,0.07784,0.16201,-0.12702,0.14938,0.15327,-0.16874,-0.059537,-0.46019,-0.060286,-0.11554,-0.31842,-0.083078,-0.01903,0.14472,0.054964,-0.1478,-0.1368,0.069754,-0.039037,0.11398,-0.24697,-0.14282,0.20399,-0.14062,-0.030354,-0.042819,-0.0050995,-0.011194,-0.067322,-0.0033351,0.12752,-0.0083122,-0.16283,0.41204,-0.053918,-0.19625,-0.065793,-0.047521,0.14869,-0.0075093,0.0074738,-0.10019,-0.2231,0.057618,0.079497,-0.10862,0.16109,-0.020814,-0.32179,-0.11081,0.012629,-0.16541,0.18058,0.15229,-0.013754,0.20391,0.079816
55,0.48357,0.59813,0.62985,0.68277,0.57613,0.62376,0.54819,0.5046,0.6843,0.60523,0.48354,0.56507,0.57844,0.57918,0.52411,0.58171,0.5651,0.58855,0.60859,0.60218,0.49658,0.54506,0.68911,0.55984,0.58198,0.62201,0.56638,0.64398,0.5095,0.58133,0.60663,0.40992,0.45465,0.65057,0.61476,0.55025,0.50031,0.64865,0.4973,0.56041,0.45386,0.53801,0.35439,0.47434,0.50771,0.57768,0.6226,0.41148,0.5941,0.37991,0.4497,0.58236,0.46733,0.45232,0.56495,1,0.36625,0.50011,0.4024,0.40557,0.2667,0.37589,0.38156,0.37095,0.127,0.16902,0.38177,0.38166,0.37842,0.14708,0.07323,0.47922,0.14661,0.33436,0.26173,0.039765,0.21215,0.17732,0.19816,0.37061,0.36423,0.13554,0.27533,0.050955,0.1098,0.23401,0.25874,0.24026,0.053914,0.10958,-0.033714,-0.052153,-0.036076,0.16122,0.17271,0.081746,0.14195,-0.14667,0.23295,0.2008,0.029677,0.16537,0.16749,0.32522,0.33743,-0.006516,-0.3219,0.20567,0.30282,-0.071799,0.051088,-0.044049,0.10386,0.029458,0.0053409,-0.016231,0.089819,-0.029051,0.022799,-0.0098856,-0.019523,-0.081809,0.14768,0.046293,0.15131,0.14596,0.12595,0.020605,0.047368,0.14287,0.29772,0.042541,-0.092219,-0.098132,-0.11673,0.36236,-0.51284,0.13593,-0.25683,0.018993,0.25064,-0.026459,0.13845,-0.038114,-0.021,0.022236,-0.25059,0.018348,0.07015,0.08434,0.1349,-0.10234,-0.17903,0.037285,0.13656,0.029439,0.066008,0.011582,-0.24205,0.28593,-0.058564,-0.056148,0.065503,-0.0037623,-0.15416,-0.015679,0.0090816,-0.20019,-0.30829,-0.013933,-0.051929,-0.13792,0.26504,-0.071718,-0.26604,-0.0027576,-0.056769,-0.085302,0.14234,-0.091061,0.0020761,0.052614,0.049984
56,0.5424,0.4653,0.6272,0.4584,0.48764,0.39375,0.49931,0.44718,0.51594,0.58779,0.48515,0.38677,0.5729,0.51444,0.44809,0.4819,0.5703,0.48555,0.50778,0.5367,0.56855,0.6444,0.50519,0.56585,0.46783,0.48512,0.49623,0.4876,0.586,0.56401,0.4978,0.54444,0.38498,0.47657,0.40077,0.49808,0.48283,0.54277,0.44436,0.41903,0.51835,0.35903,0.33873,0.36001,0.39628,0.49776,0.37875,0.36003,0.53709,0.39175,0.30142,0.62426,0.36307,0.48059,0.23739,0.36625,1,0.43413,0.37749,0.17396,-0.030334,0.48859,0.4783,0.22744,0.41827,0.37779,0.18472,0.25903,0.44131,-0.16388,0.18713,0.2029,0.0043833,0.39304,0.14036,0.12968,0.09053,0.20432,0.28957,0.21529,0.16211,0.050179,-0.041914,0.17552,0.049509,0.23462,0.29055,0.10251,0.13154,0.35871,0.27657,0.24391,0.091206,0.37379,0.020157,0.19553,0.17399,-0.056159,-0.076197,-0.02369,-0.052653,0.13744,0.15554,0.049972,0.17908,0.21052,-0.25339,0.020324,0.33131,0.19205,0.24422,0.11893,0.070301,0.15021,0.0099759,0.031376,-0.11986,-0.094797,0.13995,0.038031,0.064067,0.11598,0.34081,0.18833,-0.12457,-0.11914,0.24371,0.0085414,-0.085837,0.07252,0.25797,-0.047658,-0.090101,-0.037815,-0.28475,-0.015447,-0.13044,-0.011578,-0.27199,0.10697,0.11454,-0.14762,0.04814,0.1117,0.027968,0.23052,0.028698,-0.12066,0.15795,-0.13781,-0.01618,0.2523,-0.34193,0.30632,0.13884,-0.038886,-0.3323,-0.14428,-0.045168,0.27133,0.082981,-0.22218,0.24729,0.11414,-0.1936,0.23046,0.063721,0.090306,-0.04163,-0.073776,-0.040264,-0.11204,0.33555,-0.085662,-0.34538,-0.096772,0.025662,0.015392,0.053954,-0.029011,-0.1877,-0.095658,0.26136
57,0.66475,0.73184,0.66748,0.66466,0.57666,0.63957,0.55412,0.55745,0.63576,0.6547,0.5333,0.52552,0.68668,0.63736,0.69909,0.62274,0.56202,0.70653,0.67025,0.69867,0.59198,0.60649,0.58912,0.55646,0.5937,0.61592,0.52841,0.69686,0.61223,0.61879,0.69082,0.62604,0.54333,0.55675,0.49388,0.65966,0.5392,0.55904,0.42033,0.49038,0.52233,0.61785,0.3565,0.6897,0.54229,0.63392,0.46347,0.6424,0.65055,0.31321,0.42953,0.64774,0.55326,0.46579,0.36919,0.50011,0.43413,1,0.42265,0.47669,0.34478,0.35028,0.37151,0.31562,0.31796,0.10778,0.47889,0.25503,0.44058,-0.24029,0.34207,0.27667,0.2055,0.24071,0.13312,0.16177,0.019749,0.37486,0.06648,0.2911,0.095372,0.34818,0.19785,0.10916,0.057304,0.099035,0.45124,0.063808,0.28993,-0.015444,0.18523,0.27982,0.088549,0.18637,-0.08023,0.13234,0.16765,-0.022411,0.18209,0.011836,-0.11105,0.044335,0.44718,0.24704,0.048986,0.33997,-0.29257,0.26001,0.16753,0.24011,0.03787,0.026459,0.014097,0.22679,-0.24186,0.081162,0.16751,0.0057508,0.17381,-0.18158,0.099497,0.037918,0.25366,0.068903,0.084769,-0.029889,0.037249,0.014659,-0.17456,0.24793,0.23032,-0.036967,-0.016649,-0.021581,0.013023,-0.043188,-0.036707,0.10761,-0.070401,-0.048097,0.11503,0.053155,-0.030203,-0.13898,0.14152,0.10763,-0.11722,0.022942,0.13649,0.028382,-0.055195,0.074036,-0.27001,0.042001,-0.033723,0.10581,-0.089148,-0.31888,0.053459,0.12311,-0.10158,-0.12733,0.089384,0.052036,-0.093489,0.10806,-0.10529,-0.18473,-0.040209,-0.051887,0.029118,-0.13227,0.20782,-0.04897,-0.37197,-0.27179,-0.043931,-0.20777,0.052576,-0.06228,-0.081497,0.087897,0.17936
58,0.47167,0.53313,0.54817,0.52862,0.53365,0.51238,0.50404,0.51325,0.42431,0.43036,0.43777,0.52571,0.50138,0.4849,0.44571,0.48864,0.6052,0.49968,0.50203,0.5486,0.41438,0.55268,0.46351,0.38731,0.48962,0.58272,0.5236,0.59532,0.57708,0.49071,0.5353,0.50929,0.3777,0.44295,0.46726,0.3528,0.48642,0.49643,0.48758,0.56315,0.39142,0.48509,0.30351,0.46708,0.46376,0.60681,0.40549,0.44761,0.41202,0.29378,0.23107,0.49072,0.39541,0.31681,0.30909,0.4024,0.37749,0.42265,1,0.48236,0.16736,0.39627,0.39087,0.37783,0.053152,0.32852,0.21461,0.44321,0.42974,0.087121,0.079534,0.1957,0.29664,0.19184,0.012993,0.0044723,0.29931,0.35939,0.10506,0.20734,0.29716,0.082965,0.36988,0.39094,0.1317,0.28845,0.39881,0.076718,0.276,0.017652,0.32403,-0.14974,0.12431,0.12397,0.043974,-0.10279,0.10446,-0.26147,0.063796,-0.16703,-0.14097,-0.046766,0.25986,0.098262,0.39653,0.1577,-0.24204,0.27215,0.20165,0.085053,0.0069838,-0.15945,0.073852,0.28928,-0.084119,-0.071675,0.088727,0.10114,0.015251,-0.098768,0.095715,-0.047063,0.047324,-0.12639,-0.082258,0.22931,0.26043,0.054658,-0.046272,0.13746,0.22332,0.0055905,0.10697,-0.017588,-0.13352,0.12054,-0.072068,0.0029532,-0.25982,0.24533,-0.1072,0.059693,0.036425,-0.0039591,0.012663,0.13368,-0.16314,-0.1368,-0.016836,-0.10878,-0.1567,-0.046274,-0.12987,0.079189,0.03112,0.063098,0.014599,0.083668,-0.088501,0.23127,-0.094092,-0.02534,-0.071046,0.024907,0.083129,0.12032,0.12189,-0.18333,-0.10543,-0.12151,0.33995,-0.2347,0.19011,-0.1055,-0.29535,-0.24221,-0.056327,0.026378,-0.021543,-0.0019776,-0.011324,-0.1197,0.1994
