,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
0,1,0.85123,0.84718,0.86563,0.75955,0.7856,0.78076,0.66721,0.75269,0.69232,0.60338,0.71896,0.55546,0.68558,0.53412,0.58733,0.51845,0.51595,0.40394,0.20487,0.40328,0.27832,0.0063284,0.093626,-0.14803,0.17214,0.14139,-0.079206,-0.18646,-0.2084,-0.14219,-0.069201,-0.17462,-0.20663,-0.10031,-0.12462,-0.19188,-0.33495,-0.39576,-0.28681,-0.30014,-0.43097,-0.020244,-0.26654,-0.38659,-0.33065,-0.35137,-0.26129,-0.17244,-0.32366,-0.43427,-0.18994,-0.1177,-0.11698,-0.32736,-0.35229,-0.065993,0.13433,-0.23356,-0.10508,0.12076,-0.053486,-0.16944,-0.28519,0.093597,-0.039937,-0.20314,0.015612,-0.41927,0.11623,-0.15351,0.065622,-0.054071,-0.068909,0.060862,-0.17771,-0.18198,-0.24143,-0.070929,-0.12806,0.016257,0.25295,-0.12775,0.28783,-0.044128,-0.048477,0.18462,0.078767,-0.097767,0.20822,0.036023,0.01873,0.013556,-0.031544,0.1689,0.37407,0.093708,0.017456,0.052979,0.12533,0.15027,0.10506,-0.12086,0.22602,-0.033766
1,0.85123,1,0.79148,0.85346,0.68896,0.79168,0.82802,0.64689,0.74112,0.69395,0.66249,0.61766,0.62997,0.68665,0.6084,0.49511,0.48702,0.39429,0.35559,0.2001,0.29554,0.21401,0.05377,0.074529,-0.12052,0.14594,0.087175,-0.066482,-0.032496,-0.27459,-0.12753,-0.069412,-0.11108,-0.17023,0.040656,-0.13632,-0.19024,-0.31798,-0.45723,-0.13758,-0.12211,-0.39409,-0.046953,-0.1821,-0.32252,-0.36973,-0.33394,-0.24543,-0.23978,-0.33961,-0.37112,-0.10321,-0.07523,-0.10022,-0.25731,-0.37187,-0.18181,0.11228,-0.16794,-0.089487,0.0024403,0.021062,-0.16378,-0.46716,-0.0069045,0.058785,-0.10849,-0.080482,-0.28385,0.034204,-0.061224,-0.0062639,-0.13891,-0.28015,0.057251,-0.023047,-0.022596,-0.26773,-0.18237,-0.13096,0.034035,0.29062,-0.16845,0.05295,-0.1569,-0.090764,0.27565,0.096064,-0.17651,0.090459,-0.096843,0.046947,0.016109,0.07504,0.26841,0.24186,0.072281,0.1251,0.13797,0.19617,0.05884,0.044785,-0.10976,0.32772,0.10461
2,0.84718,0.79148,1,0.79761,0.78415,0.70587,0.76001,0.63434,0.66279,0.61989,0.64819,0.64534,0.52998,0.7005,0.55304,0.56308,0.47368,0.44257,0.3183,0.10147,0.34863,0.22475,0.12462,0.10707,-0.13012,0.17011,0.065544,-0.097264,-0.044113,-0.2821,-0.17876,-0.012289,-0.01612,-0.13305,-0.14612,-0.29846,-0.2418,-0.27651,-0.45698,-0.23778,-0.23321,-0.51638,0.04843,-0.16729,-0.28863,-0.31289,-0.29634,-0.11663,-0.27885,-0.3423,-0.31801,-0.27633,-0.11672,-0.15242,-0.3217,-0.20179,-0.0095525,0.10452,-0.16644,-0.15088,0.044584,-0.171,-0.049496,-0.34206,0.04766,0.03427,-0.086163,-0.074124,-0.39907,-0.0032962,-0.14323,-0.10663,-0.13403,-0.15779,-0.015354,-0.22446,-0.14213,-0.18888,-0.10143,-0.054969,0.10342,0.19629,-0.1075,0.16161,0.013784,-0.10038,0.17112,-0.021214,-0.073913,0.19506,0.027958,0.050082,0.071249,-0.080297,0.16098,0.22511,0.092627,0.13321,0.21988,0.093646,0.1697,0.10638,-0.097647,0.25154,-0.050061
3,0.86563,0.85346,0.79761,1,0.77336,0.80689,0.77016,0.74269,0.76011,0.72776,0.62529,0.63391,0.6008,0.78063,0.60247,0.51754,0.46177,0.45362,0.39807,0.18722,0.31828,0.21693,0.066907,0.17918,-0.16933,0.042063,-0.0027209,-0.0095852,-0.056611,-0.27896,-0.21332,-0.15962,-0.029949,-0.27715,-0.098706,-0.22386,-0.22244,-0.25068,-0.3216,-0.12928,-0.17363,-0.37051,0.050826,-0.27732,-0.27418,-0.43208,-0.35594,-0.14662,-0.22824,-0.34353,-0.41157,-0.1554,-0.056042,-0.12892,-0.21151,-0.31192,-0.15725,0.14469,-0.1725,-0.03162,0.11702,-0.10479,-0.1661,-0.34132,0.088912,0.053322,-0.14699,-0.015483,-0.29076,0.074921,-0.10546,-0.0092128,-0.18426,-0.09996,0.068688,-0.1425,-0.12689,-0.25612,-0.11291,-0.096439,-0.12467,0.16366,-0.15686,0.15083,-0.085157,-0.12736,0.39505,0.0088651,-0.092127,0.12713,-0.13827,0.086662,0.11872,-0.060055,0.20567,0.26925,0.071308,-0.031822,0.15233,0.2299,0.21241,0.15344,-0.08253,0.29132,-0.038524
4,0.75955,0.68896,0.78415,0.77336,1,0.636,0.72601,0.73483,0.66455,0.56558,0.47483,0.63916,0.58271,0.69428,0.42602,0.57293,0.49334,0.41691,0.43487,0.18722,0.41107,0.39138,0.076175,0.19414,-0.15036,0.17725,0.11015,-0.065356,-0.069377,-0.054641,-0.20933,-0.266,-0.0040955,-0.1831,-0.23907,-0.15187,0.038485,-0.23044,-0.30077,-0.16187,-0.2915,-0.46112,0.11606,-0.3318,-0.19101,-0.28658,-0.24626,-0.024667,-0.28548,-0.19033,-0.27929,-0.14141,0.056298,-0.096087,-0.2614,-0.33689,-0.11871,0.068009,-0.32597,-0.10378,-0.03458,-0.068816,0.082483,-0.28314,0.058747,-0.037284,-0.01579,0.096373,-0.11988,-0.037556,-0.29972,0.032995,-0.065924,-0.21751,0.10951,-0.25905,-0.1521,-0.30554,-0.025856,-0.10555,0.060729,0.055247,-0.06669,0.11882,0.029354,-0.042477,0.28378,0.028846,-0.07796,0.08783,0.021507,0.16731,0.0054095,-0.18224,0.23025,0.28078,0.040978,-0.033073,0.30638,0.2585,0.19742,0.18619,-0.013721,0.29186,-0.071308
5,0.7856,0.79168,0.70587,0.80689,0.636,1,0.71646,0.71265,0.73,0.7749,0.60096,0.5229,0.59228,0.66879,0.53988,0.58806,0.46425,0.50349,0.3731,0.19964,0.45232,0.13974,0.061173,0.12187,-0.29883,0.016386,0.014457,-0.067053,-0.048433,-0.39018,-0.29655,-0.20321,-0.12151,-0.14777,-0.084966,0.050708,-0.11705,-0.38048,-0.39735,-0.30726,-0.23642,-0.48401,-0.06993,-0.26291,-0.31181,-0.31232,-0.27192,-0.21647,-0.10548,-0.21246,-0.48174,-0.1748,-0.056039,-0.28768,-0.075397,-0.33519,-0.14539,0.22332,-0.14819,-0.32155,0.017063,-0.14958,-0.26348,-0.32805,-0.048891,-0.024568,-0.12322,-0.15543,-0.24756,0.0098894,-0.25906,0.16427,-0.099467,-0.13794,-0.023159,-0.047515,-0.13313,-0.07928,-0.080645,-0.056801,-0.044181,0.30774,-0.085215,0.15413,-0.15966,-0.011425,0.19443,-0.026396,-0.18731,0.060292,-0.077272,0.037065,0.11943,-0.014022,0.075714,0.17937,-0.077483,-0.0098419,0.031094,0.10144,0.0072823,0.023442,0.10228,0.276,-0.0081984
6,0.78076,0.82802,0.76001,0.77016,0.72601,0.71646,1,0.69794,0.70833,0.62976,0.55551,0.63516,0.53,0.65929,0.6773,0.45955,0.50198,0.454,0.47296,0.068982,0.40698,0.083044,-0.001802,0.19214,-0.17473,0.02842,0.088747,0.04321,-0.095609,-0.13524,-0.070833,-0.28022,-0.018348,-0.25621,-0.0066804,-0.019715,-0.16412,-0.3686,-0.51698,-0.16916,-0.16529,-0.50451,0.018437,-0.3154,-0.19707,-0.31329,-0.34669,-0.15476,-0.32274,-0.32097,-0.4151,-0.2902,-0.15589,-0.17426,-0.17843,-0.26991,-0.13142,0.097762,-0.18914,-0.047798,-0.15367,0.10302,-0.15233,-0.3845,0.081513,-0.06491,-0.18166,0.0072114,-0.33027,0.0070784,-0.12133,0.060074,-0.028031,-0.11441,0.16343,-0.078476,-0.11222,-0.30316,-0.083633,-0.16862,-0.045819,0.16413,-0.11905,0.12818,-0.22683,-0.2131,0.2354,0.06912,-0.12054,0.11551,-0.021118,0.10688,0.0093624,0.015843,0.2145,0.15716,0.038564,-0.029411,0.17244,0.198,0.081097,0.039678,-0.1472,0.32635,-0.032992
7,0.66721,0.64689,0.63434,0.74269,0.73483,0.71265,0.69794,1,0.72749,0.73866,0.53464,0.52479,0.60021,0.61446,0.38205,0.50699,0.41304,0.47185,0.44767,0.19594,0.49114,0.18779,0.031617,0.25623,-0.25968,0.014443,-0.022112,0.1968,-0.15049,-0.052755,-0.043626,-0.21432,-0.031477,-0.17323,-0.084592,-0.12515,-0.11064,-0.38529,-0.2646,-0.21076,-0.18097,-0.28623,0.052221,-0.37083,-0.12463,-0.26555,-0.17933,0.091695,-0.1678,-0.2762,-0.34669,-0.21683,-0.082154,-0.21334,-0.095529,-0.34258,-0.14072,0.16398,-0.10677,0.029008,-0.0058747,-0.07926,-0.035572,-0.26859,0.052709,-0.078015,-0.13832,0.027702,-0.22569,-0.0057107,-0.14134,0.14046,-0.10841,-0.039764,0.12368,-0.18948,-0.14664,-0.24691,-0.10022,-0.084969,-0.048822,0.13041,0.0091107,0.073567,-0.14186,0.021498,0.44324,-0.033316,-0.14281,0.084232,-0.034405,0.1986,0.18481,-0.060948,0.16439,0.064645,0.0014758,0.021398,0.37907,0.15502,0.216,0.17356,-0.025654,0.3495,0.013003
8,0.75269,0.74112,0.66279,0.76011,0.66455,0.73,0.70833,0.72749,1,0.57898,0.423,0.62243,0.5474,0.58522,0.50185,0.5818,0.45427,0.35707,0.37768,0.16053,0.37988,0.21158,0.058366,0.031559,-0.1697,-0.030176,0.013617,0.060209,-0.067224,-0.11857,0.027959,-0.16654,-0.16406,-0.19674,-0.21419,-0.056915,-0.17003,-0.39912,-0.20393,-0.12926,-0.2967,-0.45255,-0.01839,-0.33707,-0.22725,-0.34588,-0.35156,-0.078316,-0.18864,-0.20597,-0.31881,-0.18248,0.077407,-0.095199,-0.1965,-0.31835,-0.02112,0.22677,-0.091001,0.10021,0.10351,0.064113,-0.1458,-0.19814,0.014853,-0.13725,0.021975,-0.038989,-0.2024,0.051435,-0.17205,0.054081,-0.041635,-0.0092575,0.15751,-0.15345,-0.21344,-0.30592,-0.038289,-0.13819,-0.17962,0.23549,-0.04061,0.20424,-0.15152,-0.027514,0.22765,-0.0002763,-0.11835,0.074598,0.022278,0.11755,0.081042,-0.08132,0.079482,0.29651,0.014175,-0.072611,0.25164,0.34629,0.29302,0.17918,-0.18049,0.25606,0.05423
9,0.69232,0.69395,0.61989,0.72776,0.56558,0.7749,0.62976,0.73866,0.57898,1,0.61641,0.5237,0.57621,0.63915,0.53444,0.45807,0.42799,0.31768,0.38518,0.36709,0.4045,0.12046,0.085678,0.2746,-0.065303,0.084063,-0.15772,-0.0064895,-0.17805,-0.20442,-0.12779,-0.13918,-0.018648,-0.22811,0.042928,0.047378,-0.12573,-0.1368,-0.31293,-0.17779,-0.093766,-0.21785,-0.10728,-0.20207,-0.14575,-0.30133,-0.13299,0.0075388,-0.068443,-0.14091,-0.31158,-0.056121,-0.044253,-0.10286,-0.048533,-0.17047,-0.054733,0.058117,-0.2523,-0.21522,0.028655,-0.18074,-0.046142,-0.24182,0.11283,-0.074207,-0.18238,-0.020606,-0.22317,0.098865,-0.17862,0.088859,-0.027551,-0.063606,0.047299,-0.1652,0.063405,-0.2323,-0.053796,0.046054,-0.043807,0.19058,-0.17795,-0.021405,-0.09064,0.043951,0.23696,-0.026982,-0.25033,0.26215,0.092671,0.16571,0.22013,0.13256,0.059879,0.21412,0.10687,0.082147,0.13272,0.11083,0.13386,-0.075912,0.091646,0.25324,0.0015765
