,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
10,0.60338,0.66249,0.64819,0.62529,0.47483,0.60096,0.55551,0.53464,0.423,0.61641,1,0.47623,0.4162,0.3574,0.41965,0.25585,0.16128,0.46428,0.1313,0.20485,0.16811,0.22331,0.26541,0.0098292,-0.096879,0.048657,-0.0063565,-0.13123,0.0001371,-0.27515,-0.28442,0.12255,-0.055735,-0.12694,0.087647,-0.18622,-0.20147,-0.23641,-0.29484,-0.21204,-0.19164,-0.36771,-0.074604,-0.17431,-0.31918,-0.15524,-0.24099,-0.13831,-0.24426,-0.30288,-0.24831,-0.28967,-0.25795,-0.37549,-0.33558,-0.25607,-0.10743,0.10368,-0.24779,-0.12742,-0.17735,-0.01453,0.059604,-0.45776,0.017394,0.10921,-0.23877,-0.031551,-0.077992,-0.041593,-0.18551,-0.03118,-0.11602,-0.15964,0.045599,0.055734,-0.067959,-0.036947,-0.089374,-0.074229,0.22834,0.29832,-0.015296,-0.12368,-0.17754,-0.25515,0.24768,-0.055809,-0.10862,0.17077,0.032645,0.047412,0.050877,0.047192,0.14762,0.23435,-0.012697,0.17583,0.18996,0.04163,0.019958,0.020188,-0.060052,0.17839,0.033748
11,0.71896,0.61766,0.64534,0.63391,0.63916,0.5229,0.63516,0.52479,0.62243,0.5237,0.47623,1,0.52557,0.51073,0.48629,0.50644,0.45765,0.31744,0.32133,-0.024313,0.29562,0.21805,0.1394,0.15287,0.11329,0.16495,0.0067618,-7.6456e-05,-0.15877,-0.10068,-0.088084,-0.037328,-0.089784,-0.13017,-0.12674,0.013207,-0.15013,-0.3501,-0.38002,-0.23255,-0.39602,-0.31806,-0.17194,-0.27797,-0.20764,-0.39799,-0.3816,-0.26047,-0.089048,-0.083696,-0.28639,0.0079917,0.023536,-0.18226,-0.21719,-0.064489,0.16653,0.14636,-0.083259,0.10759,-0.026362,0.10167,-0.085609,-0.18447,-0.020457,-0.21427,-0.14556,-0.022152,-0.33772,0.25579,-0.078147,0.11037,0.049428,0.030066,0.24998,-0.30006,-0.019289,-0.076884,0.0061753,-0.10536,0.20807,0.18839,-0.18117,0.31697,-0.038321,-0.1627,0.059093,0.11351,-0.15345,0.13816,0.0049578,0.17916,-0.0020048,-0.27584,0.052787,0.34376,0.16561,-0.0065825,0.1338,0.26914,0.22892,0.12308,-0.20278,0.038544,0.052297
12,0.55546,0.62997,0.52998,0.6008,0.58271,0.59228,0.53,0.60021,0.5474,0.57621,0.4162,0.52557,1,0.61178,0.4336,0.52192,0.24926,0.45328,0.29017,0.24994,0.22221,0.13694,0.089373,0.20554,-0.033747,0.045902,-0.019434,0.043598,-0.11243,-0.16716,-0.21323,-0.097045,-0.23413,-0.028253,-0.062725,-0.087807,-0.12038,-0.13728,-0.18952,-0.2114,-0.27335,-0.43106,-0.16505,-0.41994,-0.24744,-0.10923,-0.23298,-0.059311,-0.14177,-0.12598,-0.1164,0.01358,0.11898,-0.23621,-0.16778,-0.23347,0.033518,0.24489,-0.039982,-0.084428,0.042375,-0.068623,-0.085394,-0.48715,-0.038561,-0.13217,-0.16479,-0.11834,-0.10561,0.040328,-0.080183,-0.0037326,-0.22681,-0.09344,0.12718,-0.019975,-0.079018,-0.23006,-0.11356,-0.19738,0.069041,0.34941,-0.13022,-0.10151,-0.11461,0.019239,0.21805,-0.00089279,-0.28228,0.12888,-0.13644,0.047594,0.00083438,0.095085,0.24019,0.18122,0.061878,0.19303,-0.022516,0.16832,-0.044673,0.060864,0.13871,0.079945,0.017478
13,0.68558,0.68665,0.7005,0.78063,0.69428,0.66879,0.65929,0.61446,0.58522,0.63915,0.3574,0.51073,0.61178,1,0.45816,0.40729,0.41225,0.30972,0.27228,0.19001,0.28772,0.12819,0.11703,0.15299,-0.1208,0.11425,-0.1437,-0.095459,-0.052398,-0.12555,-0.20747,-0.26579,-0.078066,-0.11171,-0.07622,-0.055274,-0.21829,-0.16223,-0.35888,-0.199,-0.03201,-0.36066,0.13432,-0.33085,-0.12981,-0.34348,-0.22805,0.083403,-0.31507,-0.26386,-0.29739,-0.039471,-0.049644,-0.018789,-0.21483,-0.17899,0.0034021,0.16909,-0.096229,-0.21036,0.074006,-0.21416,-0.35869,-0.31254,-0.011588,-0.041802,-0.12024,-0.062321,-0.19766,0.089792,-0.077441,0.0051194,-0.27836,-0.20058,0.10011,-0.16626,-0.12237,-0.32638,-0.18574,-0.054254,-0.19607,0.11084,-0.15638,0.048086,0.066298,0.088684,0.17554,0.11407,-0.047706,0.13334,-0.022167,0.22259,-0.076034,-0.056699,0.19038,0.069418,-0.018958,0.015851,0.087244,0.27106,0.0062724,0.13394,0.030535,0.084951,-0.029077
14,0.53412,0.6084,0.55304,0.60247,0.42602,0.53988,0.6773,0.38205,0.50185,0.53444,0.41965,0.48629,0.4336,0.45816,1,0.3357,0.32658,0.23692,0.16973,0.12205,0.076052,-0.078867,0.101,0.086623,0.19332,0.20538,0.019966,0.067257,-0.0057579,-0.15344,-0.10557,-0.1706,-0.17913,-0.33465,-0.063107,0.0073456,-0.15667,-0.099503,-0.50583,-0.02483,-0.27342,-0.25989,-0.064427,-0.26072,-0.14363,-0.17658,-0.30589,-0.13288,-0.19087,-0.08846,-0.2552,-0.11906,-0.06307,0.090979,-0.011757,-0.19339,-0.047801,0.031319,-0.22371,0.01976,-0.25427,-0.034702,-0.2284,-0.32215,-0.013899,-0.043309,-0.15109,-0.13309,-0.11937,-0.13646,0.13997,-0.029912,0.017063,0.13515,0.30158,0.05471,0.076462,-0.22947,-0.088756,-0.14855,-0.047538,0.068774,-0.0090537,-0.013989,-0.044182,-0.20493,0.282,-0.016558,-0.079551,0.17304,-0.11191,0.024926,0.11977,0.054581,0.062222,0.15989,0.048947,0.0012387,-0.0094635,0.206,0.067857,0.048059,-0.11894,0.22236,-0.026827
15,0.58733,0.49511,0.56308,0.51754,0.57293,0.58806,0.45955,0.50699,0.5818,0.45807,0.25585,0.50644,0.52192,0.40729,0.3357,1,0.46566,0.22152,0.40043,0.19611,0.43166,0.097374,-0.013925,0.15241,-0.018875,0.048642,0.19998,-0.0415,-0.019413,-0.05565,-0.053452,-0.14136,-0.16365,-0.10862,-0.31508,0.08246,-0.036244,-0.25686,-0.15494,-0.16404,-0.3669,-0.47926,0.14083,-0.18734,-0.32166,-0.2051,-0.12373,-0.4314,0.078621,-0.0034771,-0.22938,0.016444,0.019444,-0.061909,-0.013594,-0.18909,0.058671,0.12575,-0.11251,-0.012302,0.10277,-0.23671,-0.11353,-0.31338,-0.060418,-0.21825,0.14265,-0.10748,-0.31812,0.0362,-0.23948,0.15786,0.057038,0.024098,0.16538,-0.069189,-0.078979,-0.076548,0.004801,0.040667,-0.030104,0.24379,-0.19703,0.30449,0.06152,0.046152,-0.1019,0.046658,0.056486,0.10346,0.055106,0.081057,0.080821,-0.045605,-0.02543,0.31918,0.070545,-0.0052824,0.031555,0.30101,0.13519,-0.02609,-0.053184,-0.047618,0.10803
16,0.51845,0.48702,0.47368,0.46177,0.49334,0.46425,0.50198,0.41304,0.45427,0.42799,0.16128,0.45765,0.24926,0.41225,0.32658,0.46566,1,0.2453,0.33471,-0.13767,0.38223,0.045172,-0.0027598,0.23588,-0.18516,0.055791,0.055301,-0.15323,-0.088915,-0.088436,-0.0083415,-0.17401,0.056033,-0.039069,-0.23663,0.10727,-0.0088826,-0.23834,-0.22554,-0.10369,-0.04745,-0.18969,-0.01451,-0.048772,-0.19737,-0.40591,-0.11067,-0.22358,-0.0014998,-0.28754,-0.24281,-0.03109,0.076054,-0.17633,0.012755,-0.067527,-0.13281,-0.002723,-0.13721,0.048085,0.27352,-0.17672,0.13005,-0.19752,-0.07942,-0.24746,0.078335,-0.10311,-0.4027,0.1438,0.06952,0.13711,-0.051214,-0.1917,-0.18109,-0.22819,0.037418,-0.18858,0.18619,0.19843,-0.12539,0.071681,-0.16035,0.36283,0.033969,0.20674,0.0068422,-0.0069386,-0.1276,0.0073212,-0.04784,0.053811,-0.0097618,-0.059888,-0.063852,0.051753,0.044953,0.062,0.0048462,0.17846,0.20176,-0.035378,-0.080537,0.12382,-0.037039
17,0.51595,0.39429,0.44257,0.45362,0.41691,0.50349,0.454,0.47185,0.35707,0.31768,0.46428,0.31744,0.45328,0.30972,0.23692,0.22152,0.2453,1,0.16372,0.050285,0.21801,0.12674,-0.068961,0.0086361,-0.4386,0.066394,0.14366,0.0052663,-0.1286,-0.24427,-0.3941,0.047986,-0.029775,-0.1819,-0.20156,-0.15528,-0.10367,-0.050952,-0.27639,-0.27693,-0.23017,-0.43344,0.045388,-0.38686,-0.28761,-0.13785,-0.04464,-0.036043,-0.13871,-0.30124,-0.11368,-0.20185,-0.0056147,-0.42975,-0.026776,-0.32702,-0.03398,0.16874,-0.10533,-0.090521,-0.025563,0.078838,-0.066159,-0.17024,0.098293,-0.19798,-0.32963,0.10928,-0.091519,0.27832,0.034112,0.21624,-0.13703,-0.029466,-0.30193,-0.085311,-0.31211,-0.066896,0.14999,-0.19691,-0.12644,0.48201,0.16017,0.05158,-0.18188,0.05712,0.19589,-0.093999,-0.17104,-0.041018,0.078169,-0.13373,0.1157,-0.099951,0.14413,-0.079916,-0.087513,0.22663,-0.10035,0.019576,0.00013739,-0.14662,0.26919,0.26367,-0.0944
18,0.40394,0.35559,0.3183,0.39807,0.43487,0.3731,0.47296,0.44767,0.37768,0.38518,0.1313,0.32133,0.29017,0.27228,0.16973,0.40043,0.33471,0.16372,1,0.13814,0.55354,0.06689,0.013047,0.35988,-0.099462,-0.01136,0.085761,0.063841,-0.07078,-0.3779,0.12323,-0.035238,-0.09709,-0.25453,-0.076399,-0.062728,0.22834,-0.28314,-0.023398,-0.0019731,-0.17099,-0.25724,-0.15545,-0.20888,0.24398,-0.10633,-0.1753,-0.12293,0.12397,-0.18585,-0.26281,-0.0075932,-0.10864,-0.1346,-0.14871,-0.040994,-0.028132,0.23096,-0.1869,0.0092982,0.075387,0.13835,0.086567,0.015691,0.048385,-0.19287,0.036461,0.13965,-0.36871,0.179,-0.20773,0.0088031,0.26604,0.18863,-0.011468,-0.18121,-0.1132,-0.10883,0.18645,0.14173,-0.079189,0.15173,-0.36782,0.11492,-0.28364,-0.083929,-0.03766,0.026771,-0.051807,0.076453,-0.11903,0.14017,0.17975,-0.011659,-0.058325,0.30105,0.32406,-0.21351,0.22029,0.084925,-0.011606,0.07022,-0.11052,0.24316,-0.043256
19,0.20487,0.2001,0.10147,0.18722,0.18722,0.19964,0.068982,0.19594,0.16053,0.36709,0.20485,-0.024313,0.24994,0.19001,0.12205,0.19611,-0.13767,0.050285,0.13814,1,0.11122,0.062602,-0.030717,-0.040143,0.01402,0.08303,-0.096511,0.028041,-0.092272,0.13379,-0.040298,0.036473,-0.29901,-0.16839,-0.0234,-0.031439,-0.022227,0.079191,0.22682,0.052533,0.015908,-0.11075,0.06098,-0.071831,-0.046665,0.41487,-0.019722,0.19397,-0.13276,-0.043063,-0.04306,0.12291,-0.034282,0.0016664,-0.037485,-0.3586,0.061751,-0.048097,-0.30343,-0.14521,0.14203,-0.0063298,-0.037479,-0.18182,0.056745,0.061588,-0.021294,0.02615,0.21945,0.044925,-0.13313,-0.022765,0.032418,-0.055307,0.29229,-0.032717,-0.065859,-0.15701,-0.067801,-0.057263,-0.10234,0.030906,-0.19244,-0.33657,0.24364,0.2254,0.065495,0.109,-0.0084603,0.066361,0.23869,0.3741,-0.10047,0.092564,-0.0037186,0.19957,0.055724,-0.040511,0.081211,-0.10163,0.0050595,-0.22623,0.20156,0.091195,0.015093
20,0.40328,0.29554,0.34863,0.31828,0.41107,0.45232,0.40698,0.49114,0.37988,0.4045,0.16811,0.29562,0.22221,0.28772,0.076052,0.43166,0.38223,0.21801,0.55354,0.11122,1,0.24742,0.057035,0.33138,-0.16369,-0.16234,0.27012,0.094404,-0.064727,-0.090901,-0.15845,-0.2125,0.082286,-0.06231,0.088217,-0.11097,0.078583,-0.39774,0.095536,-0.12747,0.020935,-0.26485,-0.11739,-0.098594,-0.12865,-0.030461,-0.069397,-0.066656,-0.0050634,-0.10295,-0.18874,0.066099,0.055642,-0.42391,-0.22821,-0.24539,-0.18412,0.32276,-0.022961,-0.17954,0.093845,-0.1677,0.16562,0.070553,-0.00027703,-0.12859,0.045711,0.10452,-0.24062,0.11909,-0.39689,0.033597,0.2736,-0.009214,0.0086327,0.0032511,-0.064985,-0.060772,0.31683,-0.055181,-0.030257,-0.034797,-0.11554,0.20813,-0.22427,0.23832,-0.20011,-0.058741,-0.017664,0.13026,0.04713,0.012102,0.065596,-0.10113,-0.14796,0.22599,-0.032484,-0.22544,0.19984,0.038083,0.063208,0.039361,-0.09804,0.097116,-0.26278
21,0.27832,0.21401,0.22475,0.21693,0.39138,0.13974,0.083044,0.18779,0.21158,0.12046,0.22331,0.21805,0.13694,0.12819,-0.078867,0.097374,0.045172,0.12674,0.06689,0.062602,0.24742,1,0.091019,0.020129,0.12632,0.17119,0.10693,-0.01704,0.010593,-0.063551,-0.060785,0.071473,-0.046877,-0.11664,0.092097,-0.053881,0.13355,-0.14044,-0.0044842,0.041498,-0.24937,-0.078275,0.26014,-0.083579,-0.10956,-0.1925,-0.11051,-0.017386,-0.083853,0.098813,0.16046,-0.015228,0.16153,-0.084561,-0.27331,-0.15866,0.065496,0.2788,-0.28286,-0.13009,-0.097525,-0.11283,0.35203,-0.023324,0.2057,0.024449,-0.10231,0.30609,0.11395,-0.018977,-0.10509,-0.024565,0.069919,-0.25426,-0.26383,-0.16283,-0.052471,0.0038591,0.24529,-0.19046,0.12103,-0.092414,0.22564,0.030272,0.025181,-0.02534,0.18876,0.082328,0.20196,0.062849,0.03042,0.029442,-0.041998,-0.094886,0.28961,0.26352,-0.14485,0.047646,0.14149,0.067766,0.085292,0.2058,0.034503,-0.017819,-0.13407
22,0.0063284,0.05377,0.12462,0.066907,0.076175,0.061173,-0.001802,0.031617,0.058366,0.085678,0.26541,0.1394,0.089373,0.11703,0.101,-0.013925,-0.0027598,-0.068961,0.013047,-0.030717,0.057035,0.091019,1,-0.23337,0.038262,0.1287,0.0024719,-0.061816,0.048005,-0.019419,-0.13906,-0.12615,-0.066772,0.26528,-0.05632,-0.10796,-0.1779,-0.092826,0.11576,-0.25419,0.017809,-0.23807,-0.17791,-0.017261,0.22595,-0.01952,-0.075293,-0.079191,-0.097059,0.055058,-0.059477,0.15638,-0.012954,0.00035657,-0.23086,-0.12867,-0.011712,0.15095,-0.15196,-0.073804,0.14638,-0.2462,0.10126,-0.11453,0.0034208,-0.11444,0.061668,-0.19911,0.081415,-0.021265,-0.033131,-0.16522,-0.024236,0.00079532,-0.032885,0.17015,0.314,0.090228,-0.022682,0.24672,0.02569,-0.02636,-0.3257,-0.20925,-0.20353,-0.13936,0.077615,-0.21924,-0.11805,0.15021,-0.17833,-0.0027306,-0.076952,-0.15785,-0.087968,-0.050125,-0.23875,0.10613,0.099905,0.060473,-0.23252,0.30121,0.057227,-0.050711,-0.082196
