,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172
47,0.60688,0.57412,0.60951,0.57084,0.59518,0.67339,0.54391,0.60039,0.61013,0.62252,0.63484,0.6269,0.60929,0.64381,0.61013,0.57277,0.70779,0.57296,0.6788,0.61599,0.56469,0.65645,0.54936,0.5692,0.4532,0.53735,0.53498,0.5851,0.61649,0.53936,0.54151,0.47299,0.66089,0.59143,0.61844,0.50748,0.62155,0.49776,0.5748,0.67051,0.65713,0.46069,0.61096,0.50193,0.51311,0.56254,0.37172,1,0.5365,0.47683,0.50346,0.36328,0.45417,0.4423,0.3599,0.42366,0.30873,0.40939,0.45774,0.062722,0.44128,0.39973,0.33851,0.44172,0.35504,0.32203,0.2761,0.0029893,0.086433,0.18851,0.17036,0.15627,0.17308,0.12734,0.50441,0.22336,0.058497,0.17692,0.1759,0.16974,0.092224,0.13525,0.24631,0.13887,0.4498,0.044444,0.27702,0.21508,-0.22193,0.1526,-0.029819,0.10774,0.09074,0.25422,-0.1014,0.013358,0.18275,0.23102,-0.11986,0.27293,-0.20208,0.20703,-0.057837,0.11611,-0.084022,0.20165,0.20571,0.030388,0.20238,-0.057041,0.22064,0.09697,-0.0085083,0.19213,-0.0044301,0.077917,-0.12304,0.28608,-0.16577,0.1377,0.026052,0.14579,-0.002264,-0.039096,0.075083,0.0043326,0.18037,-0.090361,0.2393,-0.03054,-0.074924,-0.13057,0.32843,0.028314,0.066043,0.27,-0.10653,-0.044047,-0.27042,-0.022985,0.2116,-0.016887,-0.04455,-0.097564,-0.27621,0.044642,0.097953,0.17437,0.11975,0.113,-0.11035,0.074031,0.19458,-0.11622,-0.22745,0.060164,0.078705,-0.20727,0.0076349,0.10222,0.37092,0.23829,0.11015,0.13524,0.036121,0.082056,-0.12295,0.064126,-0.30079,0.091973,0.037934,0.16127,-0.23359
48,0.72671,0.74426,0.67785,0.71003,0.61965,0.63032,0.66592,0.78444,0.72042,0.67439,0.64176,0.73086,0.74209,0.66536,0.71146,0.64945,0.66171,0.64813,0.77212,0.59721,0.69114,0.73152,0.71346,0.66266,0.64486,0.77183,0.69287,0.63987,0.70307,0.75564,0.69458,0.66024,0.75326,0.74532,0.68499,0.68973,0.71004,0.60823,0.60841,0.68398,0.67685,0.69206,0.60047,0.57996,0.55745,0.69858,0.52273,0.5365,1,0.47906,0.64421,0.41753,0.62959,0.55738,0.2892,0.24867,0.36527,0.46367,0.5937,0.30155,0.46105,0.38707,0.074292,0.2002,0.22321,0.30483,0.4889,0.14906,0.21282,0.20123,0.18048,0.31575,0.34893,0.41957,0.28437,0.36734,0.2091,0.11848,0.059384,0.27682,0.27399,0.29029,0.23871,0.39748,0.31245,0.15418,0.14872,0.11412,0.0070584,0.058592,0.16926,0.25079,0.20254,0.39419,-0.14451,0.034244,0.27123,0.097798,0.065008,0.36955,0.0092446,0.20604,0.024369,0.1346,0.063869,0.26993,0.23921,0.26446,0.053677,0.25894,0.091495,0.14785,-0.10818,0.21815,0.21302,-0.083342,0.04167,0.29785,-0.064194,0.29662,0.20413,0.065453,0.11126,-0.051276,0.025112,-0.062313,0.083365,-0.26584,0.079194,-0.027759,0.14346,0.039933,-0.063075,0.11623,0.040051,0.091962,0.021004,-0.10575,-0.094197,0.07046,0.12321,-0.015011,0.16885,-0.11547,-0.14192,0.16449,0.11902,0.32028,-0.058854,-0.2418,-0.30102,0.030669,0.11838,-0.12882,-0.27314,-0.10605,0.15192,-0.093992,-0.038541,0.079434,0.10827,0.26219,0.26908,0.0041365,0.057949,-0.046906,-0.016846,0.26921,-0.17355,0.060984,0.14099,0.089977,0.0063152
49,0.72307,0.68415,0.58495,0.56966,0.66364,0.63528,0.6785,0.6182,0.69341,0.60422,0.5448,0.59939,0.54305,0.5518,0.65922,0.54873,0.56474,0.65005,0.62388,0.64785,0.7054,0.71671,0.75426,0.66026,0.58798,0.59908,0.59046,0.56143,0.72647,0.63795,0.53946,0.66822,0.49838,0.63737,0.54432,0.60935,0.64132,0.4854,0.68432,0.6895,0.50043,0.62551,0.64599,0.65713,0.45486,0.63876,0.40256,0.47683,0.47906,1,0.43667,0.27986,0.44413,0.5426,0.42578,0.33074,0.42422,0.53384,0.51879,0.19789,0.5535,0.14856,0.27283,0.38046,0.46731,0.3312,0.43428,0.17734,0.28458,0.12984,0.089379,-0.12114,0.29359,0.37592,0.15781,0.38851,0.26138,0.16387,-0.041674,0.15852,0.27584,0.27089,0.29582,0.27066,0.25159,-0.19592,0.26113,0.16942,0.031904,-0.050624,-0.16909,0.16007,0.057845,0.34982,-0.015024,0.20541,-0.0026458,0.054689,-0.024802,0.037817,0.11369,0.23427,0.15443,0.14464,0.053482,0.28138,0.1026,0.24599,0.14153,0.12383,0.18226,-0.034043,-0.16396,0.22569,0.14595,0.026417,-0.038078,0.24321,0.082142,0.029583,-0.14533,-0.14666,0.051796,-0.14187,-0.041433,0.013185,0.21346,-0.25143,0.084189,0.1224,-0.029684,-0.024544,-0.058564,0.094765,-0.10394,0.3546,-0.0056572,-0.055872,0.13458,0.22962,0.051864,-0.14866,0.11815,-0.18685,-0.3926,-0.069941,0.095415,0.11872,0.072731,-0.098223,-0.1634,0.034358,0.11647,0.0087363,-0.084707,-0.25386,0.010158,-0.15094,0.0074615,-0.063198,0.22027,0.18436,0.24687,0.079841,0.21232,-0.084447,-0.33843,0.10511,-0.24461,0.073495,0.16446,0.11909,-0.017463
50,0.58162,0.65913,0.56734,0.53897,0.54792,0.59993,0.54868,0.60171,0.56065,0.59144,0.53789,0.59472,0.61485,0.51747,0.51215,0.63116,0.60496,0.40829,0.6173,0.60947,0.64109,0.51078,0.57094,0.58446,0.54741,0.59772,0.59685,0.46899,0.63387,0.55434,0.51744,0.49559,0.62144,0.6376,0.52196,0.56511,0.61648,0.49143,0.45894,0.67206,0.61551,0.55646,0.59881,0.53948,0.48238,0.66237,0.50843,0.50346,0.64421,0.43667,1,0.27903,0.44444,0.55142,0.44062,0.21128,0.25334,0.43073,0.40993,0.26076,0.47172,0.28234,0.14045,0.28838,0.28188,0.1667,0.43043,0.040193,0.053559,0.22799,0.023119,0.2516,0.17764,0.37233,0.30866,0.35322,0.041878,0.19113,0.1841,0.17077,0.27551,0.28339,0.30495,0.10895,0.24212,-0.12163,0.19751,0.11478,0.16236,0.007684,0.12125,0.3907,-0.061555,0.32308,-0.3212,-0.25438,0.12961,0.12046,0.29089,0.22339,0.10802,0.054096,0.063928,0.18538,-0.0080594,0.17399,0.02856,0.093379,0.13889,0.089583,0.19197,0.11984,-0.17125,0.066628,0.092483,-0.21588,0.2194,0.2866,-0.1846,0.33235,0.19963,-0.10764,0.05174,-0.1476,0.14797,0.26448,0.15687,-0.26093,-0.087996,-0.029454,0.043331,-0.083928,0.2079,0.035127,-0.044259,0.15755,0.099602,-0.14672,-0.15112,0.15018,0.045898,0.072048,0.076935,0.070988,-0.34472,0.18091,0.40452,0.068614,-0.14792,-0.055458,-0.20784,-0.0077915,0.0751,-0.16125,-0.15562,-0.057976,0.091212,-0.072112,0.22654,0.20181,0.13615,0.1803,0.21917,-0.047707,-0.10553,0.041526,0.049589,0.14679,-0.27918,0.092453,-0.00030751,0.032522,0.047308
51,0.40517,0.43986,0.53093,0.44033,0.51497,0.51443,0.40432,0.42472,0.40765,0.41808,0.40376,0.55599,0.45988,0.46374,0.50213,0.42961,0.43766,0.48429,0.38391,0.34071,0.50915,0.5169,0.45155,0.44498,0.38159,0.41161,0.35799,0.53095,0.37894,0.43372,0.47578,0.40294,0.4837,0.48602,0.45257,0.49209,0.35787,0.51441,0.50242,0.40693,0.3797,0.49674,0.26343,0.40466,0.27223,0.43512,0.27543,0.36328,0.41753,0.27986,0.27903,1,0.48107,0.45791,0.23482,0.26805,0.20435,0.34022,0.29643,0.42962,0.3293,0.24245,-0.0028453,0.19694,0.14415,0.31958,0.3611,0.12726,0.19917,0.060592,0.17307,0.0085303,0.23231,0.173,0.20148,0.31159,0.17321,0.1336,0.23111,0.1763,0.20341,0.3894,0.095306,0.19631,0.070091,0.082519,-0.010949,0.06838,-0.23051,0.057272,0.1603,0.095107,0.073463,-0.054822,-0.022269,0.35609,0.12758,0.16145,0.070638,0.35588,-0.061439,0.076175,0.2003,0.29343,0.20313,0.29628,0.089597,-0.013834,-0.065131,0.015517,0.23928,-0.1559,0.15345,0.1924,-0.12246,-0.10023,0.21549,0.15135,-0.15772,-0.079215,-0.12211,0.21279,-1.4055e-05,-0.10001,-0.085622,-0.16602,-0.0097554,-0.17053,0.0032485,-0.20672,0.10433,0.10819,0.00065523,0.093188,0.21056,0.10062,-0.066281,0.28877,-0.16858,0.18381,0.28063,0.082954,-0.08379,0.23881,0.014474,-0.048251,0.2195,0.0544,0.17508,-0.1036,-0.031048,-0.29667,-0.16152,-0.20523,-0.11335,0.15562,0.27091,-0.16154,-0.15895,0.086491,-0.20579,0.053351,-0.074119,-0.08408,0.24748,-0.030164,-0.025241,0.33818,-0.27823,0.081874,0.2209,0.12489,-0.26763
52,0.64603,0.62411,0.60959,0.64079,0.54076,0.64469,0.60685,0.60413,0.60861,0.56359,0.55062,0.56096,0.61966,0.62486,0.59663,0.53036,0.63479,0.67539,0.74578,0.58539,0.65949,0.723,0.64362,0.62116,0.6257,0.69148,0.65858,0.66069,0.62338,0.60133,0.67079,0.60639,0.6303,0.67551,0.61061,0.54914,0.70526,0.68279,0.50973,0.60242,0.61429,0.50979,0.56482,0.54207,0.32528,0.58536,0.56033,0.45417,0.62959,0.44413,0.44444,0.48107,1,0.59236,0.42753,0.42556,0.21129,0.47321,0.43359,0.36483,0.30023,0.35304,0.068607,0.21692,0.27291,0.31085,0.59335,0.079083,0.15182,0.35692,0.016722,0.27909,0.42209,0.1288,0.13553,0.35972,0.0083521,0.18974,0.28686,0.36845,0.3694,0.34126,0.16627,0.23029,0.34302,0.091925,0.085994,0.21663,-0.11359,-0.11502,0.0026139,0.36447,0.10276,0.018171,-0.15171,0.27361,0.1387,0.13787,0.061632,0.1468,-0.12073,0.095429,0.11971,0.20827,0.12738,0.22912,0.032636,0.037821,0.082923,0.267,0.28112,-0.06208,-0.1454,0.038565,-0.094516,-0.060484,0.19864,0.12351,-0.0024023,-0.014668,0.042672,0.025048,-0.092516,-0.1537,0.094876,0.10586,-0.10976,0.038888,-0.054895,-0.049536,0.0067662,-0.15312,0.12928,-0.013821,0.086346,0.10867,0.0069687,-0.21456,-0.13172,0.12555,0.0056633,-0.11855,0.0053482,0.0078264,-0.20836,0.084647,0.14509,0.31461,-0.056872,-0.28203,-0.012959,-0.084402,-0.091236,-0.031655,-0.28429,0.12128,0.22905,-0.14389,0.077744,-0.014683,0.086038,0.20921,0.19489,0.020793,-0.098512,0.034972,0.047534,0.12902,-0.20045,0.23667,0.14877,-0.073382,-0.036364
53,0.70147,0.71062,0.6156,0.70171,0.63256,0.69562,0.66303,0.6046,0.72214,0.66798,0.67981,0.69944,0.74578,0.63773,0.67433,0.67033,0.59515,0.75869,0.7,0.68424,0.66874,0.6923,0.73498,0.63671,0.73606,0.76126,0.7038,0.67233,0.66361,0.64182,0.67272,0.63897,0.65921,0.75076,0.68116,0.5038,0.66339,0.66004,0.66338,0.59447,0.53781,0.59658,0.55927,0.62442,0.45928,0.6588,0.6591,0.4423,0.55738,0.5426,0.55142,0.45791,0.59236,1,0.50242,0.20318,0.44122,0.53215,0.58595,0.34348,0.59981,0.31201,0.29373,0.41779,0.31637,0.33472,0.43046,0.21271,0.087475,0.24317,-0.040805,0.24571,0.40442,0.26397,0.29296,0.62189,0.11355,0.20643,0.15971,0.20818,0.32572,0.35511,0.084962,0.090311,0.27359,-0.20581,0.11874,0.25024,0.077045,-0.077371,-0.089145,0.24887,0.071409,0.037164,-0.23113,0.1534,0.22403,-0.084149,0.14584,0.26661,0.021826,0.068828,0.13088,0.17848,-0.21319,0.38949,0.094983,0.034906,0.035537,-0.10921,0.31747,-0.13475,-0.16747,0.11932,0.058551,0.10409,0.091028,0.27788,0.043537,0.079002,-0.0095135,-0.017633,0.057726,-0.27281,0.043914,-0.13051,0.04298,-0.2748,-0.084546,0.14314,0.1422,-0.026326,-0.08068,0.10778,-0.25673,0.25213,0.053237,-0.043118,0.010685,0.19435,0.19018,-0.16672,0.31213,0.055648,-0.33794,0.10837,0.10344,-0.2113,-0.084264,-0.20269,-0.073289,-0.080857,0.27052,0.10297,-0.022225,0.054627,0.13229,-0.073024,0.012261,0.19469,0.024677,-0.011971,0.29427,-0.23976,0.092749,-0.054192,0.014671,0.10524,-0.16956,0.0064034,0.2762,0.045507,-0.25315
54,0.56328,0.46236,0.62145,0.60076,0.61799,0.56221,0.58064,0.55061,0.59878,0.57913,0.57598,0.46476,0.45198,0.5025,0.47184,0.62554,0.51098,0.56157,0.50341,0.57524,0.59853,0.47502,0.39335,0.50424,0.65799,0.4751,0.4675,0.43845,0.54502,0.44495,0.48148,0.47417,0.4687,0.5627,0.65479,0.4775,0.54053,0.50877,0.51449,0.47549,0.52688,0.33472,0.48092,0.41644,0.25663,0.52883,0.52473,0.3599,0.2892,0.42578,0.44062,0.23482,0.42753,0.50242,1,0.30722,0.32206,0.34732,0.40114,0.30129,0.44682,0.3706,0.32637,0.27632,0.056184,0.20474,0.25396,0.062957,0.11661,0.23973,0.012739,0.22144,0.085999,-0.03894,0.29565,0.28698,0.11954,0.32999,0.4035,0.27551,0.090731,0.0008652,-0.020528,-0.12298,0.27002,-0.10599,0.045493,0.069622,0.22446,-0.17511,-0.29487,0.1375,0.087742,0.21735,-0.081054,0.17457,-0.02769,-0.074453,0.10493,-0.0042894,-0.13951,-0.13905,0.07962,0.13545,-0.023932,0.3971,-0.066204,-0.061174,0.31127,-0.027339,0.20595,-0.13177,-0.037778,-0.0033693,-0.05182,-0.060366,0.048952,0.16791,0.12365,-0.11059,-0.1064,0.029198,-0.034595,-0.15119,0.18249,0.12753,-0.14367,-0.34531,0.16073,0.070377,0.1112,-0.046296,0.029033,-0.014092,0.0019521,0.37311,0.014588,0.1118,0.048697,0.14536,0.041888,-0.12171,0.10171,0.21086,-0.11753,0.036426,0.01366,0.15829,-0.084927,0.12202,0.19343,0.020549,-0.047184,0.2459,0.027234,0.16052,-0.18085,-0.11984,0.19599,0.20178,0.0030093,0.051557,0.31599,-0.20194,-0.10898,0.27018,-0.0084134,0.20923,-0.21801,0.24065,0.0025565,-0.089867,0.044718
55,0.3823,0.4393,0.45282,0.37985,0.48652,0.39615,0.41901,0.37823,0.38383,0.34523,0.43271,0.39989,0.41813,0.44303,0.30373,0.42974,0.46087,0.42975,0.34666,0.32533,0.3613,0.45509,0.36632,0.54096,0.30353,0.36236,0.44841,0.36954,0.36064,0.47778,0.29634,0.37158,0.46204,0.36195,0.35442,0.31503,0.35182,0.38423,0.36223,0.37238,0.4026,0.28288,0.35582,0.42399,0.27244,0.33744,0.19108,0.42366,0.24867,0.33074,0.21128,0.26805,0.42556,0.20318,0.30722,1,0.16157,0.066306,0.281,0.021932,0.12976,0.22784,0.044235,0.2251,0.20314,0.18259,0.21251,0.025455,0.061418,0.19259,0.25682,0.077276,0.15878,0.084069,0.12268,0.10828,-0.14762,0.19442,0.04173,0.13094,0.018347,0.23053,0.2627,0.14411,0.38019,0.030017,0.05192,0.023787,-0.013186,-0.12449,-0.024453,0.24597,0.10187,0.023623,-0.022116,0.30537,0.030781,-0.16505,0.022824,0.04586,0.013286,0.28994,-0.021652,0.020655,0.20574,-0.034847,0.075063,0.083564,0.18978,0.12311,0.39953,0.033513,-0.091361,0.224,-0.069329,0.14351,0.27198,0.21912,-0.026701,0.05867,-0.35307,-0.083921,0.025347,0.084775,-0.096027,0.052247,0.01466,0.021683,-0.19395,0.032092,-0.18795,-0.24622,0.11985,-0.23016,0.077847,0.2163,-0.062452,-0.10484,-0.094892,0.024371,-0.10775,-0.20545,-0.011355,-0.1492,-0.27331,0.003427,0.1698,0.35851,0.048921,-0.10974,0.12676,-0.09898,-0.11837,-0.023396,-0.15208,0.081341,0.17081,-0.074581,0.13029,0.088114,-0.02761,0.22219,0.076513,0.16474,0.18616,0.027211,-0.11867,0.21932,-0.20884,0.38139,-0.063096,-0.16046,0.069163
56,0.55149,0.56985,0.55584,0.52145,0.61107,0.46797,0.54946,0.55557,0.57853,0.5016,0.55148,0.53332,0.59138,0.6462,0.56721,0.45191,0.51816,0.56602,0.47854,0.58792,0.37701,0.49764,0.6565,0.53713,0.50721,0.47284,0.53977,0.41213,0.41037,0.60718,0.57795,0.42292,0.48841,0.56094,0.58038,0.49875,0.48487,0.43726,0.59326,0.44057,0.45641,0.41612,0.50666,0.5093,0.37689,0.31999,0.44447,0.30873,0.36527,0.42422,0.25334,0.20435,0.21129,0.44122,0.32206,0.16157,1,0.32649,0.44033,0.3576,0.28286,0.44122,0.30127,0.35353,0.23076,0.26809,0.094651,0.0026146,0.24757,0.057912,0.043959,0.060512,0.16213,-0.038652,0.19069,0.37626,0.28626,0.057317,0.15009,0.14242,0.13374,0.2172,0.26906,0.27252,0.083557,-0.1164,-0.047721,0.097371,0.12022,-0.11054,-0.22955,0.060837,0.19012,0.061036,-0.23744,0.061336,-0.033927,0.078524,-0.15354,0.11034,0.086159,0.072743,0.30429,0.039326,0.080617,0.070979,0.080904,0.23377,0.34709,-0.020537,0.06733,0.16606,-0.033681,0.015452,0.14765,-0.15431,-0.030144,0.067409,0.07294,0.077305,-0.18881,0.16245,0.041557,0.12479,0.177,-0.077558,0.19706,-0.34664,0.21949,0.10054,-0.16604,-0.015836,-0.18425,0.16603,-0.10564,0.24937,-0.11943,-0.038082,0.14329,0.25171,0.18693,0.11158,0.24505,0.042802,-0.21008,0.17059,0.013872,-0.056148,-0.12001,-0.25581,-0.072999,0.04583,0.23412,0.3394,-0.12935,-0.057512,-0.10378,0.0081272,-0.065778,0.13935,-0.035111,0.29572,0.1092,-0.025987,-0.082812,-0.012514,-0.084417,-0.035131,-0.009073,0.020853,0.18848,-0.091644,-0.061782
57,0.56817,0.5593,0.56386,0.47076,0.46764,0.56899,0.59503,0.47327,0.45618,0.50183,0.39143,0.54304,0.47855,0.57982,0.49664,0.43557,0.50033,0.58613,0.619,0.4653,0.55711,0.55482,0.5522,0.43045,0.44377,0.61142,0.4786,0.45577,0.59382,0.45878,0.55137,0.57065,0.38774,0.62246,0.53174,0.58732,0.58344,0.64697,0.45134,0.511,0.60465,0.46016,0.6208,0.39651,0.34386,0.63747,0.41927,0.40939,0.46367,0.53384,0.43073,0.34022,0.47321,0.53215,0.34732,0.066306,0.32649,1,0.51499,0.27683,0.52303,0.032584,0.35022,0.24642,0.28925,0.4187,0.33506,0.20402,0.26909,0.27433,-0.14843,0.039675,0.37093,0.31119,0.29574,0.32312,0.27237,0.20736,0.28009,0.16193,0.32661,0.17544,0.0355,0.042828,0.18796,-0.10854,0.4096,0.25455,0.059786,0.0095163,-0.13615,0.14827,-0.078324,0.20205,-0.12365,0.21524,-0.022722,0.13535,0.26973,0.24619,-0.043304,0.25223,0.11968,0.30623,0.24895,0.20609,0.23085,0.22492,-0.12428,0.035008,0.10416,0.12991,-0.054061,0.10048,0.15448,0.11023,0.030271,-0.044769,-0.036183,0.015046,0.040881,0.021128,0.14518,-0.15983,0.028391,0.10839,0.20992,-0.23826,0.14101,-0.078198,-0.011483,-0.10723,-0.036215,0.015135,0.0064308,0.30326,-0.036292,0.01852,0.0089632,0.37362,0.36583,0.047785,0.17265,0.0099645,-0.10289,-0.087652,0.024377,-0.014672,0.29536,-0.052091,-0.12635,0.074929,0.15921,0.021663,0.18867,-0.035693,0.016855,-0.063596,-0.031556,8.6214e-05,0.13187,0.22457,0.15873,-0.047034,0.056995,-0.16549,0.091611,-0.070395,-0.22603,-0.12373,0.29764,-0.0056649,0.085818
58,0.75901,0.68093,0.6317,0.67744,0.6737,0.68964,0.69754,0.70793,0.69705,0.68704,0.58636,0.6651,0.6606,0.75907,0.67475,0.69827,0.64781,0.72886,0.67981,0.66821,0.6545,0.71658,0.65725,0.65497,0.63338,0.72259,0.6999,0.71731,0.67997,0.70363,0.63122,0.73488,0.63097,0.59505,0.61372,0.57893,0.58319,0.64897,0.61873,0.59702,0.64164,0.57617,0.66456,0.40605,0.49253,0.53333,0.51886,0.45774,0.5937,0.51879,0.40993,0.29643,0.43359,0.58595,0.40114,0.281,0.44033,0.51499,1,0.32591,0.59505,0.35346,0.29054,0.33014,0.30583,0.39855,0.34987,0.20008,0.20041,0.2209,0.098984,0.14252,0.46405,0.41268,0.20419,0.34353,0.19383,0.16229,0.18745,0.27307,0.12412,0.40193,0.059216,0.076994,0.12356,-0.13831,0.21444,0.22026,0.2611,0.033007,-0.034497,0.21148,0.13551,0.23493,0.047086,-0.0034867,-0.0731,-0.05273,-0.012937,0.2091,-0.051895,0.38241,0.032217,0.13954,-0.056971,0.38466,0.000729,0.36434,0.10155,0.17104,0.033025,0.3163,-0.022,0.27137,0.25416,-0.029251,-0.115,0.019901,-0.088484,0.18118,0.093512,0.12777,-0.018952,-0.067471,0.016037,-0.036402,0.095614,-0.2424,0.22011,-0.012296,-0.048598,-0.10284,0.0034345,0.15076,-0.087576,0.39323,0.025371,0.084564,-0.0065442,0.14401,0.3091,-0.073962,0.27978,-0.092983,-0.082768,0.12487,-0.024428,0.043963,0.11507,-0.2734,-0.23463,-0.049486,0.16026,0.14191,-0.30687,-0.0050766,0.035323,-0.1001,-0.11141,0.2827,0.21408,-0.012261,0.26483,-0.21278,0.10938,-0.099651,-0.14891,0.22411,-0.11687,0.18749,0.048025,0.063224,0.091354
59,0.45387,0.43533,0.34805,0.38167,0.47082,0.46627,0.40432,0.4126,0.42646,0.39878,0.25013,0.42491,0.32032,0.4451,0.42076,0.43164,0.46866,0.37002,0.28885,0.40261,0.32605,0.4255,0.38675,0.39935,0.4829,0.36832,0.41108,0.4466,0.38895,0.3705,0.35349,0.52371,0.41668,0.48378,0.32365,0.49372,0.3576,0.48073,0.26627,0.20534,0.31116,0.40168,0.27825,0.30887,-0.08633,0.30252,0.4045,0.062722,0.30155,0.19789,0.26076,0.42962,0.36483,0.34348,0.30129,0.021932,0.3576,0.27683,0.32591,1,0.29656,0.16793,0.079762,0.26685,-0.049687,0.10844,0.1939,0.069402,0.11512,0.00044192,-0.13468,0.32026,0.084774,-0.030288,0.25165,0.32154,0.11681,0.01078,0.15813,0.12143,0.37009,0.22098,0.14799,0.035114,-0.10388,-0.02599,-0.09318,-0.058557,0.057885,-0.23331,-0.17485,0.092175,0.088411,-0.18845,-0.0059902,-0.051669,0.02405,-0.19718,0.081484,-0.13698,0.2618,-0.070508,0.29453,0.28292,0.1543,0.31526,-0.11165,0.15208,0.28013,0.41328,0.084287,0.10046,0.012609,-0.05634,-0.18599,-0.094848,0.11152,-0.049231,-0.15223,-0.16241,-0.060378,0.1111,-0.011983,0.099265,0.018668,-0.054136,-0.028214,-0.14928,0.0017711,-0.18117,-0.14492,-0.061134,0.047742,0.16149,0.069533,0.32567,0.18144,0.30797,0.073469,0.022868,0.14982,0.051727,-0.057551,0.065701,-0.013105,-0.0003026,0.095377,0.094333,-0.05882,0.093545,-0.0863,-0.23004,-0.19973,-0.014463,-0.20238,0.11411,0.08194,-0.11854,-0.21363,0.27653,0.15879,0.13453,0.013393,-0.17333,-0.04355,0.16547,0.23637,0.18942,0.091566,0.22779,0.32549,-0.009523,0.059365
60,0.68662,0.57709,0.61251,0.59659,0.59554,0.60124,0.5797,0.60789,0.61876,0.61082,0.53248,0.55974,0.50564,0.56445,0.55325,0.60877,0.55254,0.57469,0.55323,0.5273,0.68804,0.54796,0.57349,0.49944,0.52239,0.65071,0.46774,0.46368,0.64571,0.60144,0.55833,0.6626,0.53984,0.58799,0.5012,0.51727,0.56684,0.4985,0.53703,0.44672,0.49351,0.55348,0.56883,0.44355,0.41405,0.6349,0.39278,0.44128,0.46105,0.5535,0.47172,0.3293,0.30023,0.59981,0.44682,0.12976,0.28286,0.52303,0.59505,0.29656,1,0.19401,0.33165,0.60932,0.3734,0.31703,0.26855,0.33071,0.25744,0.23475,-0.027203,0.025593,0.16378,0.30654,0.4783,0.50499,0.29785,0.34466,0.045607,0.19157,0.2465,0.30282,0.0022823,-0.013789,0.30637,-0.078614,0.024449,0.16052,0.076157,0.085043,0.046859,0.23004,-0.11995,0.10168,0.077601,0.0045001,0.046646,-0.1272,-0.060007,0.029445,0.10649,0.1731,-0.050085,0.27084,-0.066759,0.32106,0.12396,0.14748,0.10841,0.069802,0.19131,0.11039,-0.11961,0.20438,0.17894,0.10376,-0.020172,0.11635,-0.19747,0.15805,0.023578,-0.10301,0.051128,0.050972,0.028951,0.027705,0.27481,-0.23942,0.060743,-0.040085,0.05836,-0.036359,-0.19536,0.082431,-0.0077904,0.33062,0.052504,0.021341,-0.17414,0.19349,0.18965,-0.036618,0.11909,0.016157,-0.1226,0.0080418,0.15541,-0.018119,0.02557,0.089203,0.0062695,-0.13591,0.024014,-0.10735,-0.079115,-0.15123,-0.033399,-0.034565,-0.1218,0.11292,0.16541,-0.10132,0.29175,-0.26399,0.19219,0.1203,-0.13425,0.17226,-0.17003,0.1837,0.074254,0.043528,0.0062316
61,0.42673,0.35732,0.41476,0.46875,0.37693,0.38907,0.34314,0.43926,0.38916,0.48595,0.33131,0.31688,0.45657,0.43471,0.39225,0.48767,0.30652,0.34604,0.53447,0.43493,0.32448,0.36578,0.32938,0.36126,0.36074,0.35408,0.34862,0.30728,0.35279,0.34323,0.3687,0.24986,0.4094,0.38464,0.48942,0.33205,0.48169,0.30286,0.43506,0.41966,0.43028,0.27205,0.22101,0.25167,0.35674,0.24942,0.28143,0.39973,0.38707,0.14856,0.28234,0.24245,0.35304,0.31201,0.3706,0.22784,0.44122,0.032584,0.35346,0.16793,0.19401,1,0.30213,0.27273,-0.049232,0.14065,0.27785,-0.16205,0.12021,0.073976,0.16631,0.053211,0.16057,-0.23261,0.35113,0.38077,0.067372,0.05304,0.20038,0.15273,0.11456,0.13852,0.031037,0.19596,0.20009,-0.04087,-0.26309,0.3514,-0.24252,-0.08361,0.048573,0.21653,0.2896,0.15633,-0.071228,-0.11391,-0.1257,0.13693,-0.19415,0.12453,-0.071395,-0.038266,-0.011446,0.083728,0.064825,0.23742,-0.043054,-0.091154,0.10939,-0.010341,-0.093455,-0.11304,-0.22726,0.16579,-0.029363,-0.15534,-0.18098,0.065258,-0.15114,0.032882,-0.083788,0.11882,0.075704,0.06586,0.20054,-0.028561,-0.21283,-0.14092,0.1936,-0.099734,-0.13621,0.12095,-0.047414,0.20832,0.055387,0.0097158,-0.10159,-0.21571,-0.18801,-0.029306,-0.10116,-0.16243,0.19224,0.11413,0.017097,0.16771,0.079944,0.17088,-0.078811,-0.19405,-0.030719,-0.2045,0.065343,0.10673,-0.30565,0.10311,-0.043443,0.051358,0.23958,0.082768,0.024603,0.30666,0.25108,-0.014959,-0.1576,0.19505,-0.12804,-0.09964,0.023501,0.1074,-0.076808,0.095738,-0.22442
