,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
0,1,0.88798,0.90069,0.90304,0.91527,0.89992,0.88932,0.8945,0.88333,0.90797,0.89272,0.88967,0.79725,0.80457,0.87159,0.8287,0.86884,0.88666,0.63816,0.84378,0.75973,0.7462,0.80913,0.76066,0.86263,0.66326,0.72747,0.75902,0.61381,0.61023,0.69221,0.56055,0.48709,0.36981,0.57413,0.55889,0.51353,0.46147,0.47762,0.56851,-0.047768,0.27248,0.089959,0.19461,0.35635,0.12364,0.083514,-0.099281,0.082143,-0.26302,-0.013555,-0.033955,-0.10126,-0.051208,0.093229,0.030121,-0.44885,-0.18501,-0.16325,-0.07921,-0.2104,0.034562,-0.025659,0.017097,-0.21187,-0.35344,-0.27352,0.20934,-0.088093,-0.076576,-0.23857,-0.017412,0.034033,-0.0088785,0.18028,0.05258,0.022896,-0.31313,-0.26119,0.47429,-0.1271,0.16917,-0.26812,0.13919,-0.19475,-0.16299,-0.03395,-0.037915,0.098198,0.26701,-0.07736,-0.07109,0.31101,0.10846,-0.014637,0.099275,-0.12107,0.16986,-0.076916,-0.13297,0.46861,-0.093276,-0.00044363,0.12786,0.022178,-0.0025107,0.34448,0.0055868,0.073491,0.23564,-0.038038,-0.10217
1,0.88798,1,0.89855,0.84537,0.88624,0.89465,0.91216,0.8435,0.87001,0.88124,0.78587,0.84998,0.8181,0.78901,0.82703,0.84774,0.83705,0.784,0.70238,0.79582,0.70159,0.70857,0.80752,0.69896,0.76229,0.55706,0.71995,0.77714,0.67484,0.65094,0.7331,0.57464,0.54947,0.33012,0.60306,0.53154,0.48484,0.36686,0.45489,0.55143,-0.0020875,0.30675,0.11465,0.1945,0.3313,0.15644,0.0042244,-0.14911,0.014576,-0.15726,-0.052656,0.033459,-0.12437,-0.036166,0.14193,0.07116,-0.40376,-0.33284,-0.2934,-0.21162,-0.14509,0.063462,0.051222,-0.026217,-0.21242,-0.30539,-0.30497,0.13968,-0.13346,-0.016287,-0.18642,0.085972,0.014149,-0.04715,0.12741,0.065433,-0.11672,-0.33188,-0.38105,0.3342,-0.21021,0.17914,-0.13064,-0.023516,-0.082562,-0.12639,0.11247,-0.1277,0.11135,0.17181,0.025418,-0.1108,0.32482,-0.020483,0.10091,0.023955,-0.089465,0.11962,-0.023122,-0.12088,0.42851,-0.21864,0.068157,0.0196,0.0038141,0.053285,0.22764,0.079481,-0.036952,0.23878,0.0048349,-0.13506
2,0.90069,0.89855,1,0.88683,0.87908,0.88784,0.86206,0.87033,0.825,0.82148,0.80432,0.82349,0.79815,0.80203,0.76884,0.83183,0.82649,0.79929,0.65929,0.77572,0.70139,0.69956,0.80162,0.69917,0.76414,0.61765,0.67144,0.74462,0.6184,0.61073,0.70899,0.55462,0.4786,0.37004,0.49657,0.56536,0.54161,0.37173,0.49856,0.56509,-0.0024582,0.21414,0.13597,0.1534,0.37295,0.090938,-0.037803,-0.028954,0.17231,-0.20364,-0.13059,0.064983,-0.012694,0.0075373,0.14884,0.04784,-0.43775,-0.15328,-0.22629,-0.14262,-0.10524,0.031069,-0.042106,-0.06634,-0.25755,-0.37442,-0.26365,0.17487,-0.14082,0.037704,-0.21468,0.051524,0.047608,-0.11108,0.18173,0.11776,-0.055493,-0.32437,-0.31189,0.39212,-0.19862,0.16532,-0.22647,0.090376,-0.19408,-0.14187,-0.037803,0.030825,0.046256,0.22427,0.045796,-0.15357,0.33457,0.038596,0.021241,0.11672,-0.13649,0.19658,-0.091521,-0.029415,0.54298,-0.15517,0.054954,0.027008,0.040258,0.13355,0.34346,-0.068057,0.0051313,0.22155,0.084295,-0.10172
3,0.90304,0.84537,0.88683,1,0.84537,0.85567,0.89076,0.82297,0.8494,0.86265,0.83938,0.85516,0.82215,0.74505,0.83496,0.79411,0.86469,0.91904,0.55624,0.8391,0.71436,0.74321,0.75205,0.71249,0.76129,0.67486,0.68013,0.76721,0.54006,0.66178,0.63225,0.59676,0.4597,0.42603,0.62407,0.49314,0.49495,0.47974,0.45901,0.53408,0.025977,0.32961,0.056839,0.091478,0.30991,0.17471,0.083154,-0.15217,0.13627,-0.16903,0.050002,0.030599,-0.019017,-0.084049,0.12921,0.11338,-0.34748,-0.235,-0.22715,-0.13314,-0.050819,-0.0074727,0.014882,0.0072005,-0.18468,-0.32217,-0.33569,0.16681,-0.25624,0.023919,-0.14986,0.041217,0.02062,-0.045291,0.16407,0.13008,-0.11555,-0.33506,-0.30323,0.45492,-0.21984,0.17089,-0.21423,0.19263,-0.08733,-0.35877,0.0087673,0.097625,0.084014,0.25163,-0.01161,-0.078243,0.36055,-0.032349,-0.03751,0.18354,-0.1414,0.023848,0.0035689,-0.12389,0.38413,-0.11956,-0.0093698,-0.024126,0.1818,0.00192,0.30663,-0.096521,0.080063,0.24645,0.048826,-0.064059
4,0.91527,0.88624,0.87908,0.84537,1,0.86042,0.84244,0.90406,0.85013,0.83085,0.85959,0.85416,0.76351,0.80334,0.80264,0.80584,0.83615,0.79798,0.62433,0.80284,0.71111,0.71483,0.81656,0.70992,0.79494,0.6248,0.64382,0.71098,0.6083,0.61519,0.67495,0.64353,0.47261,0.46068,0.54624,0.58404,0.50695,0.45334,0.41681,0.58195,-0.007859,0.34661,0.097632,0.18675,0.25317,-0.0067612,0.015472,-0.089801,0.073207,-0.1293,-0.02228,0.052599,-0.12135,0.007366,0.18345,0.055004,-0.34025,-0.20824,-0.20958,-0.19138,-0.23655,0.015189,0.058712,0.061441,-0.24754,-0.31019,-0.34147,0.16824,-0.16223,-0.078185,-0.30535,0.14462,-0.0019989,-0.0354,0.23543,0.047257,-0.13979,-0.29324,-0.30585,0.37443,-0.19092,0.12915,-0.12797,0.1269,-0.12218,-0.11976,0.074045,-0.10304,0.086038,0.21651,-0.0094576,-0.099443,0.2824,0.15158,-0.032307,0.098844,-0.12969,0.21056,-0.09829,-0.14815,0.47417,-0.13071,0.0065845,0.084215,-0.025082,0.024178,0.28747,0.051908,0.09216,0.30551,-0.039772,-0.16403
5,0.89992,0.89465,0.88784,0.85567,0.86042,1,0.87451,0.86038,0.8435,0.87696,0.8227,0.86852,0.82937,0.84424,0.84216,0.86316,0.87149,0.83017,0.68511,0.76813,0.72892,0.73439,0.82776,0.66691,0.8438,0.62416,0.72001,0.81659,0.70935,0.60837,0.71275,0.61522,0.57869,0.31822,0.55864,0.52289,0.5093,0.3954,0.4676,0.59943,0.010618,0.28187,0.11023,0.19659,0.32478,0.065581,0.012019,-0.10326,-0.022361,-0.28893,-0.081767,-0.028277,0.0026178,-0.074212,0.22111,0.15996,-0.43892,-0.25358,-0.17919,-0.1817,-0.17581,0.10571,-0.055771,-0.10811,-0.23959,-0.43891,-0.28642,0.18392,-0.22144,-0.02625,-0.28711,-0.032654,-0.042076,0.0089979,0.1298,0.066818,0.013708,-0.26632,-0.35504,0.33855,-0.075393,0.13786,-0.14176,0.099012,-0.11273,-0.23467,0.098659,0.0038335,-0.013805,0.21679,-0.043749,-0.1879,0.32984,0.047762,-0.047612,0.08502,-0.082252,0.032644,-0.069516,-0.0001148,0.3521,-0.10823,-0.022082,0.036633,-0.053123,0.041276,0.35396,-0.017811,0.070022,0.28641,0.0026092,-0.12469
6,0.88932,0.91216,0.86206,0.89076,0.84244,0.87451,1,0.8172,0.83727,0.88725,0.79157,0.83181,0.84431,0.743,0.8185,0.83948,0.85951,0.82626,0.68944,0.80014,0.70998,0.75183,0.81192,0.68894,0.7672,0.58593,0.72481,0.72472,0.58574,0.72822,0.70726,0.52899,0.53906,0.3181,0.60557,0.49408,0.46544,0.4213,0.49729,0.61639,0.027675,0.27379,0.097233,0.17816,0.32355,0.19901,0.07755,-0.038816,0.0058704,-0.13233,0.041781,-0.090782,-0.14836,0.026079,0.24026,0.13453,-0.47396,-0.29219,-0.23396,-0.18922,-0.1454,0.03917,-0.092843,-0.046217,-0.19113,-0.30581,-0.29289,0.12664,-0.18974,0.018805,-0.15323,-0.0094393,0.054576,-0.097585,0.14173,0.0072942,-0.065103,-0.33798,-0.21119,0.2487,-0.22317,0.13448,-0.12795,0.063365,-0.07658,-0.21012,-0.0046774,-0.039157,0.094448,0.2352,-0.0075051,-0.20948,0.38524,-0.082099,-0.060227,0.077588,-0.13594,0.094195,-0.006923,-0.075348,0.30041,-0.17273,-0.02173,-0.0052508,0.093348,0.016456,0.30791,-0.00242,0.015735,0.22728,-0.012991,0.01036
7,0.8945,0.8435,0.87033,0.82297,0.90406,0.86038,0.8172,1,0.7884,0.79125,0.84234,0.79986,0.72727,0.77105,0.81401,0.78267,0.84868,0.7707,0.62081,0.84153,0.73069,0.6589,0.77053,0.67556,0.81206,0.65226,0.67055,0.70152,0.57329,0.5962,0.69378,0.54389,0.44705,0.41339,0.4425,0.6167,0.42944,0.42355,0.34463,0.63385,-0.065412,0.3568,0.12407,0.15003,0.29007,0.083967,0.059111,-0.055526,0.11453,-0.2207,-0.050885,0.041598,-0.095575,-0.046522,0.11349,0.011098,-0.39533,-0.058291,-0.14203,-0.097678,-0.16862,0.068064,0.017526,-0.018504,-0.25572,-0.32151,-0.21574,0.26138,-0.12417,-0.0033345,-0.18669,0.0031617,-0.0057313,0.049089,0.25213,0.079133,-0.12554,-0.29036,-0.27925,0.35909,-0.11836,0.13546,-0.10146,0.19287,-0.10354,-0.12336,0.020473,0.018499,0.14612,0.25018,-0.027341,-0.20915,0.32428,0.11245,-0.060059,0.10831,-0.10925,0.16073,-0.15466,-0.1516,0.41949,-0.096146,-0.032875,0.1817,-0.022098,0.08112,0.22309,0.065644,0.071441,0.26717,-0.022295,-0.046166
8,0.88333,0.87001,0.825,0.8494,0.85013,0.8435,0.83727,0.7884,1,0.85535,0.79396,0.80591,0.74595,0.72318,0.76145,0.82442,0.80654,0.79035,0.54542,0.80463,0.73995,0.67059,0.822,0.64581,0.77383,0.61441,0.68046,0.75545,0.60984,0.60642,0.59029,0.6609,0.42185,0.3386,0.58085,0.41171,0.50421,0.44479,0.4018,0.51834,-0.035976,0.28553,0.12493,0.18677,0.28738,0.16082,0.11183,-0.227,0.054494,-0.14147,-0.10803,0.0081804,-0.11022,-0.022641,0.080296,0.15253,-0.39306,-0.38069,-0.24978,-0.13994,-0.14996,0.032148,0.08319,0.10477,-0.27249,-0.3417,-0.27233,0.099472,-0.2084,-0.038717,-0.095883,0.13886,0.12207,-0.057032,0.16157,0.030681,-0.048854,-0.45582,-0.28883,0.32232,-0.23814,0.10653,-0.31278,0.091557,-0.11364,-0.18538,0.051774,-0.095692,0.071433,0.13579,0.00014871,-0.14824,0.31142,0.045616,0.034422,0.032253,-0.0082976,0.10008,0.021762,-0.14753,0.34283,-0.10486,0.085947,0.082969,-0.11402,-0.073887,0.32034,-0.076472,0.054607,0.11147,-0.1106,-0.06638
9,0.90797,0.88124,0.82148,0.86265,0.83085,0.87696,0.88725,0.79125,0.85535,1,0.81481,0.85651,0.76305,0.78602,0.81792,0.84242,0.83688,0.81446,0.66756,0.78389,0.7034,0.74123,0.79991,0.69114,0.77283,0.5759,0.69415,0.79405,0.57114,0.59884,0.66618,0.51021,0.52743,0.31706,0.63598,0.44556,0.45005,0.38253,0.43862,0.4773,-0.016432,0.26717,0.022627,0.21488,0.26888,0.13918,0.16818,-0.1457,0.014495,-0.18039,0.067684,-0.0092898,-0.1085,-0.14438,0.20141,0.074498,-0.42698,-0.24912,-0.18869,-0.19931,-0.10605,0.09986,-0.087857,0.065548,-0.08675,-0.27188,-0.22848,0.097913,-0.13925,-0.048577,-0.18554,-0.0090662,-0.04945,-0.069808,0.096166,-0.005424,-0.0435,-0.30504,-0.36837,0.44218,-0.18116,0.18058,-0.20224,0.10486,-0.19439,-0.27712,0.13196,-0.044173,0.15311,0.31994,-0.15314,-0.05758,0.36069,-0.030563,-0.026343,0.031678,-0.21428,0.058882,0.030502,-0.082575,0.4033,-0.11549,-0.045597,0.10822,0.038516,0.03533,0.34058,0.049783,0.025126,0.20449,-0.071797,-0.025544
