    0.114548650306270455E+00    0.116351867695774924E+01   -0.229106747613503914E+00    0.294319144661233745E+01   -0.388919780740262649E+06
    0.114525425630249644E+00    0.116337644444439348E+01   -0.228776698512459631E+00    0.294356034411558731E+01   -0.388919199516740162E+06
    0.114542911969644889E+00    0.116350020320557501E+01   -0.229146852987155980E+00    0.294328238935063258E+01   -0.388918882626116392E+06
    0.114541353375719690E+00    0.116349318387620171E+01   -0.229165649765974089E+00    0.294325032499100825E+01   -0.388918646675122611E+06
    0.114518458157734121E+00    0.116337197653082569E+01   -0.228760492708584118E+00    0.294334336539515817E+01   -0.388918604468803329E+06
    0.114540934149909374E+00    0.116348920164846148E+01   -0.229111662391136783E+00    0.294326756422743196E+01   -0.388918192357929307E+06
    0.114523443043420686E+00    0.116337718056558437E+01   -0.228725648886818234E+00    0.294354552990368346E+01   -0.388918064344845770E+06
    0.114540668692125147E+00    0.116348797530435055E+01   -0.229078275961598021E+00    0.294330267501204101E+01   -0.388917892994539812E+06
    0.114511376435136480E+00    0.116330466701648794E+01   -0.228569000313070592E+00    0.294384521225589157E+01   -0.388917746449533966E+06
    0.114523607233154440E+00    0.116337221586321093E+01   -0.228693831492574495E+00    0.294382346138383655E+01   -0.388917702966544544E+06
    0.114539744584621517E+00    0.116349502380841274E+01   -0.229211572318963941E+00    0.294319291645012360E+01   -0.388917513155699125E+06
    0.114548927419835328E+00    0.116353640133711034E+01   -0.229043876410582992E+00    0.294320120277964437E+01   -0.388917194161240943E+06
    0.114510514142521752E+00    0.116330310585272745E+01   -0.228546159249870873E+00    0.294388607490208409E+01   -0.388917161440862459E+06
    0.114517629164168522E+00    0.116339561873217145E+01   -0.228766767554605122E+00    0.294326509373627232E+01   -0.388917158853548754E+06
    0.114546981365703238E+00    0.116352800685293478E+01   -0.229073627359353771E+00    0.294320361880454584E+01   -0.388917118748959794E+06
    0.114526726513005273E+00    0.116340646806181458E+01   -0.228678433455106522E+00    0.294350612828260161E+01   -0.388917087940525147E+06
    0.114516793110879006E+00    0.116339949576290880E+01   -0.228735608647124056E+00    0.294326407615805552E+01   -0.388917085415277979E+06
    0.114525024099831979E+00    0.116338814993811956E+01   -0.228725394694038076E+00    0.294364439380396803E+01   -0.388917046766061394E+06
    0.114524451193501881E+00    0.116338144085989148E+01   -0.228672445546271530E+00    0.294377910105107876E+01   -0.388916930054820201E+06
    0.114524664637226908E+00    0.116338263668730679E+01   -0.228653856535895206E+00    0.294389337189414491E+01   -0.388916892841190333E+06
    0.114525838783665040E+00    0.116339063048867453E+01   -0.228675261529447060E+00    0.294386198631584861E+01   -0.388916851645135670E+06
    0.114524282873996963E+00    0.116338965337684375E+01   -0.228809535152243559E+00    0.294369538211198689E+01   -0.388916839343012776E+06
    0.114528777829140560E+00    0.116340735829485320E+01   -0.228677881458884680E+00    0.294384495073139263E+01   -0.388916807032736775E+06
    0.114526251801958523E+00    0.116339660433694614E+01   -0.228699353852992782E+00    0.294363424346905900E+01   -0.388916782428039995E+06
    0.114524263507973317E+00    0.116338802923343376E+01   -0.228763009654277538E+00    0.294365093369143160E+01   -0.388916695739365940E+06
    0.114528417593349835E+00    0.116341062237590664E+01   -0.228691591563109031E+00    0.294391375193520455E+01   -0.388916682307204232E+06
    0.114523102339182642E+00    0.116337626207466815E+01   -0.228665622322132278E+00    0.294383623121217042E+01   -0.388916613234939054E+06
    0.114525809933294892E+00    0.116339481676584189E+01   -0.228686167395673823E+00    0.294389739205315237E+01   -0.388916582489396795E+06
    0.114522620572822947E+00    0.116337374689405482E+01   -0.228648248417612110E+00    0.294380680110056936E+01   -0.388916504059218802E+06
    0.114524649569400255E+00    0.116339574515008048E+01   -0.228744537705839135E+00    0.294390265273399532E+01   -0.388916499375264917E+06
    0.114527720718215015E+00    0.116341110041218920E+01   -0.228732595226399993E+00    0.294386895064725751E+01   -0.388916413874692284E+06
    0.114523381702802657E+00    0.116338720828962883E+01   -0.228793258271081101E+00    0.294364269866766470E+01   -0.388916395634366723E+06
    0.114516964988058467E+00    0.116338586023952262E+01   -0.228763466867554111E+00    0.294334246311455683E+01   -0.388916371439627954E+06
    0.114527181113916660E+00    0.116340344363293546E+01   -0.228672916550987426E+00    0.294390327580098532E+01   -0.388916341225381999E+06
    0.114546767886479633E+00    0.116353340597646882E+01   -0.229078043133203679E+00    0.294316230268997892E+01   -0.388916319061700429E+06
    0.114524374011820890E+00    0.116339824046988238E+01   -0.228661862401998373E+00    0.294355941806805799E+01   -0.388916265428627201E+06
    0.114542351742572796E+00    0.116351646980511769E+01   -0.229135350484099276E+00    0.294328687659716692E+01   -0.388916241995024844E+06
    0.114525110094352262E+00    0.116339252343190114E+01   -0.228662705601275440E+00    0.294369199114456404E+01   -0.388916230147561000E+06
    0.114524831802311849E+00    0.116339853164430607E+01   -0.228652550173633951E+00    0.294358943623788960E+01   -0.388916195503607742E+06
    0.114521485112805882E+00    0.116336909287405388E+01   -0.228606030397231152E+00    0.294380979180762559E+01   -0.388916179519128753E+06
    0.114513680028955372E+00    0.116332859403833599E+01   -0.228588948934423164E+00    0.294384392847013032E+01   -0.388916177427154500E+06
    0.114521278636023377E+00    0.116338510669550232E+01   -0.228731990998482293E+00    0.294352227384014231E+01   -0.388916141185742337E+06
    0.114526522601965108E+00    0.116340478584907592E+01   -0.228723658557022813E+00    0.294385830823750361E+01   -0.388916132063874626E+06
    0.114547438695785792E+00    0.116353943800042359E+01   -0.229054444941244273E+00    0.294329520276276790E+01   -0.388916115507266193E+06
    0.114524112970036701E+00    0.116339909109172179E+01   -0.228690002943266912E+00    0.294354239372527271E+01   -0.388916051326263696E+06
    0.114526473031069553E+00    0.116340724315004707E+01   -0.228743774644053155E+00    0.294384996508362029E+01   -0.388916015319385973E+06
