    0.356884814807586159E+00    0.470268254421424281E-03    0.960928368307097935E+00    0.143362616589344039E+01   -0.363464287803419781E+10   -0.599146350544150419E+01    1
   -0.677797863450600335E+00    0.118398474805376575E+01    0.418958544588622972E+00    0.296734437826665287E+01   -0.175207149816715574E+10   -0.599396350544151169E+01    1
    0.840456296254015855E+00    0.428518854351904344E+00    0.206720629578268311E+00    0.243103697124881446E+01   -0.166375109425011826E+10   -0.599646350544151474E+01    1
    0.862333684055587746E+00    0.312881675614787691E+00    0.334824501789617868E-01    0.182162654236493893E+01   -0.131809513720868421E+10   -0.599896350544151957E+01    1
    0.860134951453677354E+00    0.382293938695279667E+00    0.324576597547060697E+00    0.202193071228693144E+01   -0.129193437564328504E+10   -0.600146350544151552E+01    1
    0.113729265243530908E+01    0.666625369690470926E+00    0.492312997954575560E+00    0.155514784252937832E+01   -0.120389027036986279E+10   -0.600396350544151858E+01    1
    0.528013226673978875E+00    0.883719311401118368E+00   -0.418706535210022213E+00    0.243917544039808831E+01   -0.116088453901706195E+10   -0.600646350544151630E+01    1
   -0.426915039910523764E+00    0.189582414551513923E+00    0.220746360649049977E+01    0.183332295270169432E+01   -0.103790925718259704E+10   -0.600896350544152469E+01    1
    0.712023491910778072E+00    0.211583979193198157E+00    0.258307328237628253E+00    0.275107551964729957E+01   -0.101651312595873451E+10   -0.601146350544151886E+01    1
    0.924791199103408790E+00    0.593816598872358714E+00    0.334010566019018407E+00    0.163179467686886093E+01   -0.100784732406060052E+10   -0.601396350544150859E+01    1
    0.111450362131959291E+01    0.817601675191618416E+00    0.929462193610883336E+00    0.195496593327537771E+01   -0.967006162656405687E+09   -0.601646350544151520E+01    1
    0.802977216230887691E+00    0.413805882636002098E+00    0.535888327067279846E-01    0.149071076854706197E+01   -0.953297068210817337E+09   -0.601896350544151559E+01    1
    0.720901648072897583E+00    0.547221804753865393E+00    0.121700181241656580E+01    0.283709246145293115E+01   -0.946514239164517879E+09   -0.602146350544152753E+01    1
    0.961385902098796263E+00    0.455572944008473257E+00    0.725360181724369113E+00    0.121791981222047307E+01   -0.890697360592468262E+09   -0.602396350544153325E+01    1
    0.718527382379235524E+00    0.451285564413978546E+00   -0.292765479770080717E-01    0.176036285478323706E+01   -0.883224632450492024E+09   -0.602646350544152298E+01    1
    0.758483937084555526E+00    0.259050802042549377E+00    0.976186400165756973E+00    0.187422423224979018E+01   -0.875569722252126336E+09   -0.602896350544150561E+01    1
    0.445915303123900819E+00    0.893440865636267678E+00   -0.222611826129291202E+00    0.273265139226387843E+01   -0.849965908654922485E+09   -0.603146350544150955E+01    1
    0.694220390897071660E+00    0.518008648073761568E+00    0.695170699578742446E+00    0.245891682249470556E+01   -0.839600939635297656E+09   -0.603396350544152682E+01    1
    0.936239027751558872E+00    0.627205442661909807E+00    0.842377924229058994E+00    0.177422993487259273E+01   -0.801129283769804239E+09   -0.603646350544153165E+01    1
    0.606642460124050209E+00    0.634831241698728843E+00    0.107254702775196487E+01    0.303527928623233789E+01   -0.798161407620938420E+09   -0.603896350544152227E+01    1
    0.720239678215419232E+00    0.230816133353114683E+00    0.258770062814089652E+00    0.870394998878873505E+00   -0.779759300616478562E+09   -0.604146350544151556E+01    1
    0.600250048360402744E+00    0.118828274499925968E+01   -0.148141473528645373E+00    0.240800227559419566E+01   -0.765570908332709670E+09   -0.604396350544152039E+01    1
    0.664235960026251959E+00    0.220191329142593428E+00    0.135665946769602463E+01    0.197931659601855614E+01   -0.742310992592078447E+09   -0.604646350544152966E+01    1
    0.618655563052982860E+00    0.605120244306799004E+00   -0.806211812790573745E-01    0.198219702638872342E+01   -0.732434628650951385E+09   -0.604896350544152206E+01    1
    0.673263336905797094E+00    0.355152856730278799E+00    0.291210581642189492E+00    0.196250440108081614E+01   -0.727187112795009375E+09   -0.605146350544152156E+01    1
    0.528741485902299524E+00    0.150242782560696675E+00    0.139230229622666313E+01    0.166150554899997549E+01   -0.684033448422248483E+09   -0.605396350544152995E+01    1
    0.513470394079721171E+00    0.518646874318207329E+00   -0.547728947479491080E-01    0.234800529222088716E+01   -0.634068820530224442E+09   -0.605646350544151790E+01    1
    0.475378241770627430E+00    0.865343220656110690E+00   -0.173143892311128034E+00    0.243105693672368872E+01   -0.633802185227393627E+09   -0.605896350544151829E+01    1
    0.699259157647684204E+00    0.970396380942198045E+00   -0.416051007268670836E+00    0.147723583773888967E+01   -0.599042446289890170E+09   -0.606146350544153112E+01    1
    0.150937101731246415E+01    0.119003385637701098E+01    0.780404279034365267E+00    0.157667705616296017E+01   -0.596042233430121422E+09   -0.606396350544153950E+01    1
    0.589203076133696824E+00    0.739458829616007618E-01    0.610689878523650420E+00    0.130019149236988119E+01   -0.592654427247213244E+09   -0.606646350544153368E+01    1
    0.779071910351998409E+00    0.730490974736503818E+00    0.700635024773601955E+00    0.198006142621725645E+01   -0.583227251907712579E+09   -0.606896350544153407E+01    1
   -0.435589676320416286E+00    0.313306242849999417E+00    0.705825919315477224E+00    0.195593758208058488E+01   -0.580175369962054968E+09   -0.607146350544153712E+01    1
    0.537898863330613430E+00    0.570962953848343613E+00    0.657153572695751587E+00    0.270708912470399587E+01   -0.570147917352898598E+09   -0.607396350544151886E+01    1
   -0.511274770640083309E+00    0.815451800884193334E+00    0.174560707326810394E+00    0.173752338543329299E+01   -0.568391911272802711E+09   -0.607646350544150149E+01    1
    0.752367725038247670E+00    0.110107304408438877E+01    0.584162964285175335E-01    0.198447192745804202E+01   -0.568123146937487841E+09   -0.607896350544150277E+01    1
    0.543830724218539729E+00    0.218969634759207832E+00    0.570948546263608026E+00    0.292501069437353722E+01   -0.552174031732153058E+09   -0.608146350544151737E+01    1
    0.544896109032645848E+00    0.711447409086177651E+00    0.268691468002503209E+00    0.238710534097646310E+01   -0.550745909719957352E+09   -0.608396350544153197E+01    1
    0.730833231200252897E+00    0.538507523011694689E+00    0.671376069288095234E+00    0.171371340471468692E+01   -0.547089947041730881E+09   -0.608646350544153236E+01    1
    0.679801585588808654E+00    0.355769073771812105E+00    0.192836965663948479E+00    0.102514512619078735E+01   -0.546819418286823630E+09   -0.608896350544152032E+01    1
    0.768040820939401292E+00    0.956795990655898931E+00    0.545374046958380543E+00    0.214859920020013950E+01   -0.544674975851447225E+09   -0.609146350544151804E+01    1
    0.493565186125214939E+00    0.111952786547696359E+00    0.412708820514734009E+00    0.695057840406102079E+00   -0.517128231687908888E+09   -0.609396350544151844E+01    1
   -0.509991688215132966E+00    0.587009174177391735E+00    0.176516726692050430E+01    0.219998126051394527E+01   -0.512800558319029927E+09   -0.609646350544151083E+01    1
    0.677760536208887876E+00    0.421183103101151979E+00    0.502623739798648494E+00    0.142556531975015632E+01   -0.507453584973997712E+09   -0.609896350544150234E+01    1
    0.583201313417711753E+00    0.677635567380450943E+00    0.955589870128214613E+00    0.257733021994671452E+01   -0.482918632193549931E+09   -0.610146350544149918E+01    1
    0.565527876065276436E+00    0.295739954059339172E+00    0.113749054985466813E+01    0.239585168058749165E+01   -0.468475709723334491E+09   -0.610396350544150579E+01    1
    0.612636497692345405E+00    0.467075276551968843E+00    0.940519842932442507E+00    0.216752194793454445E+01   -0.468442741221060872E+09   -0.610646350544152394E+01    1
    0.389341409072800848E+00    0.953172939915256645E-01    0.906873394098893448E+00    0.101198967605018453E+01   -0.466473168347685814E+09   -0.610896350544153233E+01    1
    0.771980081147928154E+00    0.105300991314994064E+01    0.655752263865452933E+00    0.220863269365694137E+01   -0.460405479512428463E+09   -0.611146350544151318E+01    1
    0.750603748390821668E+00    0.726318456937237178E+00    0.945714753243815931E-01    0.130490360417585372E+01   -0.449380575282639146E+09   -0.611396350544150202E+01    1
    0.654090971855083358E+00    0.702103642188689370E+00    0.468851341071977235E+00    0.192075352052824266E+01   -0.449361737252313554E+09   -0.611646350544151840E+01    1
    0.585008183455499431E+00    0.419991594066658480E+00   -0.218315003526097562E+00    0.118576836146487730E+01   -0.444184930478151381E+09   -0.611896350544151613E+01    1
    0.612314354617222500E+00    0.119366494744659057E+01    0.667376038965392326E+00    0.270392705937194444E+01   -0.439739569213924289E+09   -0.612146350544151030E+01    1
    0.719843667259366882E+00    0.772368618130546691E+00    0.886212885219839097E+00    0.206299113698305225E+01   -0.434081064784458876E+09   -0.612396350544150803E+01    1
   -0.350510101694677945E+00    0.697952631688529501E+00   -0.112927330997695252E-01    0.182376865959696333E+01   -0.425674260440262556E+09   -0.612646350544151108E+01    1
    0.636077677975926736E+00    0.843750695640641535E+00    0.159531645734629302E+00    0.183828235491264858E+01   -0.416474846299439311E+09   -0.612896350544151858E+01    1
