    0.378359039012302223E+00    0.282581046089804921E+01    0.823554300008388251E+00    0.308392382756845507E+01   -0.507429947592816781E+06
    0.378320146432902793E+00    0.282583143146731341E+01    0.823331806764266538E+00    0.308393144845557465E+01   -0.507429290085017390E+06
    0.378473918162217093E+00    0.282615463323289351E+01    0.824647018603754667E+00    0.308372791038879956E+01   -0.507429097920727450E+06
    0.378261727770263068E+00    0.282572323174965945E+01    0.823310515687236122E+00    0.308399197955604398E+01   -0.507428462922268198E+06
    0.378577774253442967E+00    0.282639485073388119E+01    0.824399746796520061E+00    0.308370665973006286E+01   -0.507428243053222657E+06
    0.378178167569573342E+00    0.282586439549885782E+01    0.824295503395760631E+00    0.308388710075654071E+01   -0.507427960008337512E+06
    0.378279575043119876E+00    0.282594536691180398E+01    0.824529703577740691E+00    0.308383942065933425E+01   -0.507427828965649183E+06
    0.378366431304732520E+00    0.282604475144354605E+01    0.824220472407495519E+00    0.308380520099701627E+01   -0.507427709312140942E+06
    0.378560943827861207E+00    0.282634187862690389E+01    0.824286887423699488E+00    0.308373163518384441E+01   -0.507427682542158291E+06
    0.378219166596608536E+00    0.282581342649984801E+01    0.823868848874700244E+00    0.308387832634190850E+01   -0.507427659748738050E+06
    0.378316467947839963E+00    0.282598794656532348E+01    0.824005127351323807E+00    0.308383097082973556E+01   -0.507427648152089270E+06
    0.378568920965431877E+00    0.282635684171400481E+01    0.824609413283173609E+00    0.308371903341082820E+01   -0.507427596103082178E+06
    0.378285890838175654E+00    0.282576898041699920E+01    0.823810973320199369E+00    0.308390906892516981E+01   -0.507427513181582442E+06
    0.378316024009145435E+00    0.282595880258683430E+01    0.824455480535099761E+00    0.308382764319222868E+01   -0.507427499271420354E+06
    0.378184278964748433E+00    0.282561716260177853E+01    0.823393465199494079E+00    0.308400580236980959E+01   -0.507427455287274322E+06
    0.378270633057021521E+00    0.282577873737596352E+01    0.823660151309563604E+00    0.308392286072633848E+01   -0.507427317786810745E+06
    0.378391409386440836E+00    0.282600596684793448E+01    0.823774110287553096E+00    0.308385830865199617E+01   -0.507427210911415983E+06
    0.378334350367364847E+00    0.282595214676324424E+01    0.823611074285030109E+00    0.308387887403328786E+01   -0.507427209978117200E+06
    0.378343884434173217E+00    0.282590096907971056E+01    0.823632802947315890E+00    0.308390995638639609E+01   -0.507427131268889410E+06
    0.378463864866576905E+00    0.282619829901455155E+01    0.823992019782191831E+00    0.308379328695283572E+01   -0.507427083636192081E+06
    0.378328323253341980E+00    0.282598170817753847E+01    0.823538262358237794E+00    0.308387797305763334E+01   -0.507427031017955393E+06
    0.378205317923024531E+00    0.282578564432277268E+01    0.824148908344373154E+00    0.308389011259900325E+01   -0.507427029379577434E+06
    0.378526515166078992E+00    0.282632098650873864E+01    0.823817329815928034E+00    0.308378533331832738E+01   -0.507426964721525204E+06
    0.378326034922562893E+00    0.282599906848270255E+01    0.824046464181793836E+00    0.308384090823777379E+01   -0.507426952534639742E+06
    0.378262906646973707E+00    0.282602565040433085E+01    0.823929530872361315E+00    0.308386299627526927E+01   -0.507426929671606631E+06
    0.378294317134488578E+00    0.282599905406765028E+01    0.823769870083248534E+00    0.308385828218470603E+01   -0.507426918945809768E+06
    0.378471255428121267E+00    0.282625164952506314E+01    0.823873818554937021E+00    0.308379631417677524E+01   -0.507426814187061507E+06
    0.378326959230527282E+00    0.282589627563266266E+01    0.823771207007990669E+00    0.308389200107682893E+01   -0.507426796562289121E+06
    0.378241774308102463E+00    0.282585104450666069E+01    0.823600012794713399E+00    0.308390534166944885E+01   -0.507426772777534556E+06
    0.378569384934515696E+00    0.282637036985619616E+01    0.824545675361030850E+00    0.308373715026012452E+01   -0.507426741996182944E+06
    0.378220404305128488E+00    0.282567651280179355E+01    0.823307516016094754E+00    0.308404508428798785E+01   -0.507426737175452174E+06
    0.378215415473974415E+00    0.282591044438595418E+01    0.824394983581770657E+00    0.308389196797201848E+01   -0.507426705971688207E+06
    0.378306570592746694E+00    0.282589412391670169E+01    0.823643314193767462E+00    0.308390377079414346E+01   -0.507426677881744574E+06
    0.378264523056625057E+00    0.282580412378402990E+01    0.823484221806770389E+00    0.308395263275779330E+01   -0.507426620894630440E+06
    0.378231478286574274E+00    0.282572751473248029E+01    0.823251153486119103E+00    0.308402910781145412E+01   -0.507426613600064826E+06
    0.378330814823530592E+00    0.282593151994458935E+01    0.823471782139002628E+00    0.308392502264296908E+01   -0.507426612220158859E+06
    0.378300104899768841E+00    0.282595777836659678E+01    0.824397140476216927E+00    0.308385192145066345E+01   -0.507426606036100304E+06
    0.378211027874954420E+00    0.282586692268574335E+01    0.823961139523758934E+00    0.308389560533342832E+01   -0.507426541874484799E+06
    0.378197068363170019E+00    0.282582362798100384E+01    0.823810907997326591E+00    0.308390768074193033E+01   -0.507426531230871682E+06
    0.378243065816494417E+00    0.282590680871070088E+01    0.824147243309889088E+00    0.308387993638696711E+01   -0.507426521067515656E+06
    0.378218445353713129E+00    0.282577938185718658E+01    0.824297398726115516E+00    0.308389403330010481E+01   -0.507426512574713561E+06
    0.378313138784236835E+00    0.282585840004981925E+01    0.823746943799784970E+00    0.308391863606471883E+01   -0.507426379241015296E+06
    0.378261136422131494E+00    0.282596885259032593E+01    0.824494309729911667E+00    0.308387700530978792E+01   -0.507426357908641454E+06
    0.378270918322873850E+00    0.282582906103161147E+01    0.823786967327583719E+00    0.308391299410686948E+01   -0.507426287000540411E+06
    0.378307113751532531E+00    0.282595956013340377E+01    0.824311250601182710E+00    0.308385763671883328E+01   -0.507426230046385201E+06
    0.378183599781245383E+00    0.282579349303321070E+01    0.824296834340407902E+00    0.308391360160437600E+01   -0.507426185040319338E+06
    0.378502956151526460E+00    0.282630392069731329E+01    0.823895600426129637E+00    0.308379932935665924E+01   -0.507426178202090901E+06
    0.378269500401095249E+00    0.282593265326294851E+01    0.824282189934385179E+00    0.308387466629613805E+01   -0.507426152104709472E+06
    0.378324017185282580E+00    0.282585891434807746E+01    0.823867930198683429E+00    0.308391386264470135E+01   -0.507426140726696001E+06
    0.378271887120777917E+00    0.282594513538088599E+01    0.824411070295103743E+00    0.308387369671759037E+01   -0.507426126671995677E+06
    0.378347781579017217E+00    0.282598895523741334E+01    0.823475894329635749E+00    0.308391805149205789E+01   -0.507426091933993390E+06
    0.378391745838604354E+00    0.282601570984728490E+01    0.823842772374567600E+00    0.308387690691211125E+01   -0.507426063428438385E+06
    0.378507667690339167E+00    0.282625520320258783E+01    0.824907048333537452E+00    0.308377126045408279E+01   -0.507426004689985013E+06
    0.378269510841850787E+00    0.282582183659611008E+01    0.824047213715889848E+00    0.308390058229700514E+01   -0.507425992202823632E+06
    0.378186026015202015E+00    0.282581507405873378E+01    0.824001881419046622E+00    0.308391800664733351E+01   -0.507425988445223193E+06
    0.378490617413706265E+00    0.282624693150172934E+01    0.824355663266975958E+00    0.308378861631290491E+01   -0.507425966834209452E+06
    0.378282536263418456E+00    0.282591022425804628E+01    0.823929807107553702E+00    0.308388971908921317E+01   -0.507425895943031181E+06
    0.378249565213423622E+00    0.282580508365656513E+01    0.823504626622830305E+00    0.308396083285791711E+01   -0.507425890880701714E+06
    0.378218863388069149E+00    0.282573659331562865E+01    0.823822251148368934E+00    0.308394311657027353E+01   -0.507425832684288616E+06
    0.378442477420504853E+00    0.282620701572890720E+01    0.824166369544496624E+00    0.308381281831290410E+01   -0.507425821901274496E+06
    0.378370031299624265E+00    0.282592985555321796E+01    0.823686382811816609E+00    0.308394488111613807E+01   -0.507425812296422606E+06
    0.378258406941118674E+00    0.282580480794422506E+01    0.823496814235563979E+00    0.308397167068461231E+01   -0.507425767144644982E+06
    0.378208583548322375E+00    0.282577160748014311E+01    0.824076676739436409E+00    0.308391957647090376E+01   -0.507425762235483679E+06
    0.378210585079664596E+00    0.282583330743018912E+01    0.824274058677572308E+00    0.308390990545605970E+01   -0.507425726954560203E+06
    0.378275422545112316E+00    0.282580822285995659E+01    0.823904219551665484E+00    0.308392456591664033E+01   -0.507425725915472140E+06
